科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他流动资产,,,,,,,,,,"2,323,992.47","52,309,325.25","50,426,307.39","51,447,755.38","57,170,774.28","16,171,911.73","10,526,495.84","54,538,029.97","53,524,206.52"
其他流动负债,,,,,,,,"43,364,832.26",,"45,792,954.62","45,792,954.62",,,,,,,
流动资产合计,"170,948,026.23","198,660,827.04","266,964,800.41","281,714,154.28","614,528,662.37","575,280,911.62","519,740,131.91","575,366,989.18","551,841,933.29","549,244,594.14","534,627,703.48","471,517,747.72","452,825,220.95","516,424,554.32","500,219,705.25","494,979,425.36","1,503,703,392.57","1,128,617,772.45"
流动负债合计,"103,032,575.82","111,997,986.06","149,052,217.28","152,458,112.44","169,209,627.37","162,899,361.23","178,762,563.14","233,485,968.59","210,604,485.50","249,641,991.96","330,154,975.79","291,692,676.47","264,389,227.00","336,069,881.49","382,995,961.49","423,384,483.10","2,239,784,437.59","785,206,036.91"
可供出售金融资产,,,,,,,"5,000,000.00","5,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","30,000,000.00","49,999,987.74","49,999,987.74","49,999,987.74"
长期借款,,,"22,752,000.00","26,167,300.00","17,417,300.00","17,417,300.00","4,917,300.00","4,917,300.00","13,667,300.00",,,,"1,361,500.00","12,411,500.00","17,589,500.00","17,589,500.00","74,018,325.37","62,272,936.62"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,"5,000,000.00",,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"55,831,649.54","71,531,971.02","70,920,540.86","71,894,919.89","70,805,198.83","73,244,566.16","89,792,020.89","87,903,858.24","86,368,396.60","84,858,347.85","311,838,375.82","303,552,581.49","317,742,346.01","329,519,348.86","372,538,907.55","374,413,115.89","484,528,490.19","617,778,983.61"
递延所得税负债,,,,,,,"2,776,995.64","2,748,920.26","2,706,755.80","2,664,593.71","2,622,429.25","2,580,264.80","2,538,100.34","2,495,935.89","4,798,841.49","4,688,471.96","25,814,610.06","25,103,568.76"
在建工程,"6,645,831.68","2,054,635.61","49,824,141.27","78,923,644.65","97,435,978.28","126,628,268.75","149,470,494.01","184,546,159.13","195,347,239.69","246,749,299.35","92,567,047.97","109,785,835.52","96,548,526.68","120,083,540.87","142,029,196.81","180,089,705.72","221,914,205.32","162,201,492.93"
其他非流动负债,"3,009,400.58","4,725,512.03","5,783,823.48","5,697,429.20","4,577,429.20","9,411,034.92",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,009,400.58","4,725,512.03","28,535,823.48","31,864,729.20","21,994,729.20","26,828,334.92","17,105,330.56","18,790,860.90","26,198,696.44","12,402,840.08","12,360,675.62","9,005,758.92","10,325,094.46","26,268,585.50","33,749,491.10","33,415,354.58","139,260,112.78","172,537,782.75"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"106,041,976.40","116,723,498.09","177,588,040.76","184,322,841.64","191,204,356.57","189,727,696.15","195,867,893.70","252,276,829.49","236,803,181.94","262,044,832.04","342,515,651.41","300,698,435.39","274,714,321.46","362,338,466.99","416,745,452.59","456,799,837.68","2,379,044,550.37","957,743,819.66"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","364,000,000.00","364,000,000.00","364,000,000.00","426,740,607.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"22,982,004.43","22,982,004.43","22,982,004.43","22,982,004.43","317,006,883.26","317,006,883.26","317,006,883.26","293,006,883.26","293,006,883.26","293,006,883.26","293,006,883.26","293,006,883.26","293,006,883.26","293,010,210.63","33,010,210.63","33,010,210.63","33,010,210.63","1,034,719,603.63"
无形资产,"8,061,234.99","27,374,742.93","27,173,360.21","26,783,218.31","26,588,147.36","56,193,609.07","63,053,710.63","62,660,854.12","63,079,583.20","61,882,420.66","101,716,225.62","102,934,531.55","102,253,579.40","102,215,442.26","106,846,074.81","106,105,031.67","201,374,336.84","243,601,416.72"
盈余公积,"2,430,294.90","3,416,626.02","5,541,245.32","5,541,245.32","5,541,245.32","7,576,404.61","7,576,404.61","7,576,404.61","7,576,404.61","9,866,341.70","9,866,341.70","9,866,341.70","9,866,341.70","13,448,186.40","13,448,186.40","13,448,186.40","13,448,186.40","17,972,499.52"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,"14,504,817.36","14,217,491.92","14,217,491.92","13,943,661.19","13,943,661.19","13,943,661.19","13,943,661.19","13,943,661.19","29,805,906.38","29,098,316.24","701,498,469.93","646,462,601.23"
未分配利润,"52,414,132.97","98,081,069.20","151,793,379.27","189,413,882.39","219,250,113.18","239,839,203.97","247,943,544.17","275,588,676.72","307,057,467.36","326,762,627.02","343,934,946.81","342,199,911.70","359,452,508.75","370,167,607.44","374,502,454.08","384,007,168.96","409,100,580.93","439,055,671.02"
长期待摊费用,"1,986,082.36","1,306,588.32","1,099,583.19","822,964.99","1,352,389.47","519,071.61",,"279,451.48","258,770.04","172,559.27","138,213.80","74,394.62","69,522.86","253,444.31","893,137.78","717,089.41","1,342,963.30","785,721.12"
少数股东权益,,,,,,,,,,,,,"68,281.71","60,958.13","29,685,774.89","31,036,445.28","32,137,064.03","49,357,253.54"
递延所得税资产,"395,583.90","268,883.22","1,882,380.73","2,099,038.96","2,067,896.49","2,251,803.63","1,659,727.04","2,439,350.02","2,426,016.87","3,980,396.83","3,645,612.37","4,077,150.24","5,467,257.99","8,321,007.94","6,580,310.24","9,009,608.57","13,507,391.94","29,990,190.08"
外币报表折算价差,,"-5,549.60","-39,863.11","-22,032.70","-224,325.53",,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,"9,133,998.65","17,201,108.32","17,745,981.54","42,993,571.89","38,304,578.62","55,342,758.21","48,914,473.02"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"72,920,382.47","102,536,821.10","150,900,006.26","180,523,786.80","198,249,610.43","258,837,319.22","328,480,769.93","357,047,164.91","396,697,498.32","446,586,685.15","558,849,136.77","578,502,153.26","588,226,002.45","627,082,426.97","731,687,105.46","787,737,433.86","1,729,508,603.47","1,799,734,866.45"
所有者权益(或股东权益)合计,"137,826,432.30","184,474,150.05","240,276,765.91","277,915,099.44","621,573,916.23","644,390,534.69","652,353,008.14","680,137,324.60","711,736,249.67","733,786,447.25","750,961,188.84","749,321,465.59","766,336,901.94","781,168,514.30","815,161,358.12","825,917,021.54","854,167,445.67","1,970,608,819.24"
资产总计,"243,868,408.70","301,197,648.14","417,864,806.67","462,237,941.08","812,778,272.80","834,118,230.84","848,220,901.84","932,414,154.09","948,539,431.61","995,831,279.29","1,093,476,840.25","1,050,019,900.98","1,041,051,223.40","1,143,506,981.29","1,231,906,810.71","1,282,716,859.22","3,233,211,996.04","2,928,352,638.90"
负债和所有者(或股东权益)合计,"243,868,408.70","301,197,648.14","417,864,806.67","462,237,941.08","812,778,272.80","834,118,230.84","848,220,901.84","932,414,154.09","948,539,431.61","995,831,279.29","1,093,476,840.25","1,050,019,900.98","1,041,051,223.40","1,143,506,981.29","1,231,906,810.71","1,282,716,859.22","3,233,211,996.04","2,928,352,638.90"
