科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"23,937,015.40","31,501,901.86","77,458,460.00","71,001,729.04","400,790,422.39","347,548,884.61","269,428,213.61","291,546,135.77","262,884,490.20","230,510,384.52","166,062,427.39","150,549,339.54","117,270,113.72","167,049,943.21","122,478,618.57","141,431,325.68","742,190,887.59","309,731,847.53"
短期借款,"50,500,000.00","67,500,000.00","80,724,444.88","75,000,000.00","85,000,000.00","59,000,000.00","59,000,000.00","82,653,600.00","92,660,200.00","118,533,600.00","180,033,600.00","189,253,532.08","194,253,532.08","244,253,532.08","284,253,532.08","320,542,048.24","340,077,494.24","362,074,067.41"
交易性金融资产,,,,,,,,,,"45,000,000.00","45,000,000.00",,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,
应收票据,"24,796,355.00","38,614,631.40","43,125,325.65","45,749,491.97","50,959,729.24","49,783,774.75","59,273,787.39","72,841,365.43","62,318,477.58","56,047,573.20","48,968,015.02","58,737,712.61","64,206,706.05","32,429,797.48","44,554,640.26","31,095,080.19","67,782,025.88","74,272,400.70"
应付票据,,,,,,,,,,"1,715,400.00","1,715,400.00",,,,,"4,700,000.00","33,659,446.50","57,240,043.20"
应收账款,"62,130,906.83","82,351,149.66","91,408,764.67","103,655,424.18","113,905,022.96","127,808,837.37","120,733,773.72","128,925,170.16","133,073,736.69","126,931,067.92","148,516,769.47","147,122,411.00","144,783,040.59","154,011,880.30","185,651,458.50","208,593,445.75","425,215,601.80","463,552,311.04"
应付账款,"30,956,800.41","34,392,684.33","46,033,863.75","49,809,106.98","40,682,190.80","68,888,543.04","70,125,675.73","63,576,856.83","50,497,246.84","44,747,633.14","81,441,323.34","71,590,611.80","63,773,642.81","49,178,901.84","57,796,626.90","51,899,885.03","146,206,008.07","146,329,576.66"
预付款项,"23,139,325.68","3,864,388.89","2,567,723.43","12,812,268.55","8,000,556.28","8,461,840.98","25,764,632.17","33,425,639.96","51,009,006.37","31,889,287.24","20,877,961.16","15,971,477.66","17,664,813.33","22,742,015.70","23,085,333.62","23,055,493.00","38,386,871.44","31,675,662.86"
预收款项,"106,380.00","54,140.35","687,947.25","430,409.75","10,037.62","268,705.46","48,049.56","868,589.01","9,722.23","393,779.06","244,464.09","393,935.05","372,463.41","402,474.50","662,448.40","375,616.08","272,465.59","1,125,723.77"
其他应收款,"3,642,277.97","7,561,843.89","7,939,944.57","8,872,930.21","2,604,134.50","3,789,392.03","2,948,510.18","2,459,837.70","1,926,721.67","5,843,837.43","6,172,325.19","1,774,862.64","11,443,501.10","28,341,834.30","30,076,557.75","8,569,637.58","9,574,818.76","5,876,819.71"
应付职工薪酬,"1,754,938.58","2,789,511.96","6,500,869.76","3,225,252.38","3,279,458.36","7,032,739.39","2,495,487.40","5,198,104.12","5,297,930.07","8,553,636.56","3,970,007.43","3,462,019.94","3,694,091.76","5,650,362.12","4,116,054.15","4,291,626.13","57,782,948.15","60,062,517.50"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"1,420,730.85","4,509,749.73","3,871,686.51","7,202,342.64","11,773,027.80","5,449,741.90","5,279,177.89","11,191,882.34","9,813,667.67","6,608,307.21","4,377,124.55","12,184,214.15","-2,872,367.91","626,510.37","1,270,522.53","3,169,710.23","48,334,565.40","30,612,500.32"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,"1,007,889.04"
应收股利,,,,,,,,,,,,,,,,,,"1,000,000.00"
应付股利,,,,,,,"16,000,000.00",,,,,"11,189,880.00",,,"5,906,940.00","5,594,940.00",,
存货,"33,302,145.35","34,766,911.34","44,464,582.09","39,622,310.33","38,268,797.00","37,888,181.88","41,591,214.84","46,168,840.16","40,629,500.78","50,698,451.36","46,720,880.00","46,935,636.88","46,009,290.78","54,678,309.05","78,201,184.82","71,707,947.32","166,015,157.13","188,984,524.09"
其他应付款,"3,293,725.98","2,751,899.69","3,733,405.13","4,291,000.69","10,964,912.79","4,759,631.44","4,564,172.56","5,382,104.03","48,575,718.69","5,879,381.37","5,060,101.76","3,618,483.45","5,167,864.85","33,958,100.58","26,989,837.43","30,810,657.39","1,606,451,509.64","112,214,876.75"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"15,000,000.00",,"7,500,000.00","12,500,000.00","17,500,000.00","17,500,000.00","21,250,000.00","21,250,000.00","3,750,000.00","17,417,300.00","7,520,000.00",,,"2,000,000.00","2,000,000.00","2,000,000.00","7,000,000.00","14,538,842.26"
