科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"145,310,303.46","157,890,169.98","53,265,989.90","84,461,705.07","113,801,825.54","43,410,623.54","108,641,385.89","166,965,505.29","239,920,861.51","60,208,538.13","132,144,485.15","192,203,776.83","278,499,053.97","69,986,011.80","143,501,344.35","249,798,162.56","479,508,532.99","61,221,278.16","216,791,936.41","291,078,832.75","541,334,300.93","127,643,227.48","248,029,680.57","482,454,577.23","698,573,202.07","121,721,095.13","113,702,178.30","182,550,484.69","401,595,395.47","63,839,178.74","138,439,448.10","202,139,563.29","192,274,784.87","8,366,391.53","15,702,308.36","21,216,551.41","30,714,191.75","14,449,442.37","15,702,776.68"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"81,079,928.64",,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"9,846,008.62","6,943,584.79","9,014,148.89","10,996,644.62",,,,,,,,,,,"5,182,954.18","5,878,369.70","598,498.37","619,407.13","1,851,405.79","2,287,057.97","78,000.00","486,500.00","486,500.00","2,056,526.12","4,869,262.01","4,879,932.37","5,086,678.86","2,828,526.08","12,650.00","12,650.00","12,650.00","12,650.00",,,,,,"2,264.99"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"6,983,535.04",,,,,,,,,,,,,,"219,000,000.00",,,,,,,,
收到其他与经营活动有关的现金,"29,989,670.74","10,626,134.16","6,756,051.48","16,122,196.39","22,720,500.51","3,208,171.95","4,699,564.14","12,489,247.73","14,948,387.40","10,163,485.10","79,729,239.30","87,101,884.74","8,742,527.98","11,773,119.96","8,130,062.90","77,668,513.07","102,013,361.18","17,355,037.60","31,234,090.13","79,182,381.02","32,408,348.47","8,922,273.10","10,544,272.19","1,158,492.85","104,646,904.92","1,996,800.97","418,242,770.57","425,407,509.41","128,546,590.22","5,801,454.70","14,498,450.54","32,059,727.56","32,370,509.18","321,917.90","20,826,001.39","56,601,160.51","33,601,195.94","734,855.72","1,740,352.44"
投资活动现金流出小计,"41,860,414.50","18,092,509.47","10,145,752.11","14,448,070.21","13,631,892.66","297,634.50","5,668,911.72","6,775,080.88","17,198,287.35","673,443.58","12,722,807.15","19,771,177.98","27,280,794.48","144,109.39","240,108,410.98","252,000,704.52","128,259,368.12","28,711,090.50","44,307,282.15","51,528,421.07","95,921,394.56","6,071,741.88","13,140,465.24","323,930,336.60","354,982,124.26","3,168,711.49","18,678,382.03","22,168,607.11","130,836,306.58","41,620,006.96","269,239,466.36","57,423,855.53","58,417,107.23","2,302,962.10","6,392,060.18","7,431,795.24","10,976,642.99","5,435,423.99","7,201,725.46"
经营活动现金流入小计,"175,299,974.20","178,362,312.76","66,965,626.17","109,598,050.35","147,518,970.67","46,618,795.49","113,340,950.03","179,454,753.02","254,869,248.91","70,372,023.23","211,873,724.45","279,305,661.57","287,241,581.95","81,759,131.76","151,631,407.25","332,649,629.81","587,400,263.87","79,174,814.13","248,645,433.67","372,112,619.56","576,029,707.37","136,643,500.58","259,060,452.76","484,099,570.08","805,276,633.11","128,587,158.11","536,824,881.24","613,044,672.96","532,970,511.77","69,653,283.44","152,950,548.64","234,211,940.85","224,657,944.05","8,688,309.43","36,528,309.75","77,817,711.92","64,315,387.69","15,184,298.09","17,445,394.11"
投资活动产生的现金流量净额,"-41,860,414.50","-18,072,509.47","-10,145,752.11","-14,448,070.21","-13,631,892.66","-153,199.75","-5,513,676.97","-6,617,846.13","-16,870,797.69","-673,443.58","-12,722,807.15","-19,771,177.98","-27,280,794.48","-144,109.39","-240,108,410.98","-250,826,671.57","-121,495,368.12","-28,707,590.50","-44,306,023.06","-51,528,421.07","-87,231,370.98","-5,062,053.61","-12,083,776.61","-322,873,489.78","-352,266,464.74","-1,900,994.67","-17,396,373.38","-20,873,889.75","109,116,935.57","105,398,336.66","-98,221,122.74","113,594,488.09","102,801,963.60","7,697,037.90","5,945,939.82","4,906,204.76","65,575,248.71","-5,435,423.99","12,798,274.54"
购买商品、接受劳务支付的现金,"96,494,052.89","91,365,635.31","43,036,548.38","73,442,535.08","101,913,028.47","26,261,079.38","74,062,206.02","119,789,369.31","154,075,298.58","16,866,942.04","43,681,919.79","79,350,748.60","104,998,154.11","18,542,679.53","48,938,887.02","165,536,512.62","366,307,341.11","67,754,541.81","157,915,542.18","264,076,518.41","379,222,090.80","65,170,815.01","142,103,215.29","310,482,732.71","421,404,991.84","79,821,769.31","125,667,368.77","148,293,116.59","227,480,883.62","64,994,676.46","96,562,558.19","141,145,895.07","117,971,676.44","1,202,378.86","8,124,760.76","19,384,172.05","27,832,037.14","6,926,087.64","10,388,889.63"
吸收投资收到的现金,"25,000,000.00","27,500,000.00","27,000,000.00","27,000,000.00","445,100,000.00",,,,,,"10,000,000.00",,,,,"2,533,154.16",,,,,,"3,712,737.00","12,125,937.00","12,125,937.00","8,413,200.00",,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"7,219,552.24","7,779,956.70","4,396,065.43","6,387,054.47","9,054,171.69","4,883,122.45","8,367,912.55","11,311,843.21","13,099,347.77","3,927,471.28","8,347,113.14","12,289,113.88","16,541,377.17","5,728,804.93","10,976,094.54","27,178,670.14","55,697,182.02","11,359,909.66","36,056,832.34","57,245,579.86","80,671,607.86","16,422,389.37","30,749,441.09","40,747,343.35","56,499,406.99","8,581,251.05","24,589,423.74","36,127,676.56","40,486,336.68","9,614,737.43","16,731,007.77","23,635,739.90","24,324,554.93","3,193,087.85","5,674,418.61","7,902,101.54","12,171,667.51","2,947,238.21","5,206,906.82"
取得借款收到的现金,"45,150,000.00","61,000,000.00","67,000,000.00","96,000,000.00","64,000,000.00","64,000,000.00","57,000,000.00","45,000,000.00","55,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","85,000,000.00","40,000,000.00","233,000,000.00","288,000,000.00","283,000,000.00","50,000,000.00","80,000,000.00","281,700,741.90","148,000,000.00","5,000,000.00","43,000,000.00","24,000,000.00","158,000,000.00",,,,"69,000,000.00",,,,,,,,,,
