科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
货币资金,"1,617,740.86","2,205,665.30","2,205,886.12","1,686,071.87","2,229,566.47","2,229,914.28","2,322,115.71","1,443,372.48","1,770,553.58","1,768,164.71","2,447,936.24","2,720,086.65","2,595,084.65","2,670,090.82","2,501,412.19","2,379,758.45","2,137,118.69","1,891,833.40","1,622,188.78","1,836,367.52","2,488,750.45","2,809,133.81","2,897,742.25","3,349,622.75","3,597,038.61","5,570,824.12","5,183,504.95","5,077,968.76","6,983,107.96"
短期借款,"111,250,498.00","112,250,498.00","112,250,498.00","112,250,498.00","112,250,498.00","113,050,448.00","113,250,498.00","113,250,498.00","114,350,498.00","115,380,498.00","115,380,498.00","115,380,498.00","115,380,498.00","115,380,498.00","115,380,498.00","115,380,498.00","115,330,498.00","115,330,498.00","115,330,498.00","115,330,498.00","115,330,498.00","112,591,813.33","112,591,813.33","112,591,813.33","112,591,813.33","112,591,813.33","112,591,813.33","112,591,813.33","112,591,813.33"
交易性金融资产,,"1,089,000.00",,,"1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00",,"1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00","1,089,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,"13,062,852.50",,,,,,,,,,,
应收票据,,,,,"100,000.00",,,,,,,,,,,"51,917.00","51,917.00",,,"20,000.00","168,800.00","100,000.00","250,000.00","90,000.00",,"200,000.00","390,000.00","350,000.00",
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"865,197.78","865,215.78","913,586.79","779,142.51","779,142.51","487,911.01","434,347.11","596,193.84","445,182.96","445,182.96","445,182.96","445,182.96","445,182.96","445,182.96","445,182.96","445,182.96","445,182.96","445,182.96","470,182.96","405,913.05","405,913.05","318,832.77","318,832.77","405,913.05","405,913.05","405,913.05","405,913.05","405,913.05","405,913.05"
应付账款,"46,672,556.47","46,366,556.47","46,299,780.27","46,103,983.47","46,067,908.47","45,870,290.61","45,870,290.61","45,801,014.17","45,699,014.17","45,577,014.17","45,396,207.84","45,348,207.84","45,316,563.06","45,125,049.69","45,125,049.69","45,066,680.87","45,064,680.87","45,046,080.87","45,046,080.87","45,032,290.87","44,947,646.16","44,947,646.16","41,011,050.09","41,011,050.09","40,317,179.83","40,317,179.83","39,914,749.42","39,889,149.42","39,462,181.01"
预付款项,,"110,000.00",,,,,,,,,,,,,,"103,728.94","118,245.83","131,508.11","98,328.69","140,125.70","123,907.73","121,705.56","81,755.55","169,700.20","159,060.07","91,522.65","179,118.24","100,000.00",
预收款项,"167,095,120.83","173,251,120.83","8,835,703.61","8,835,703.61","192,250,374.68","198,406,374.68","204,547,685.98","211,245,485.83","216,944,217.23","8,423,746.31","229,136,217.23","235,571,317.62","241,872,591.94","247,962,591.94","249,299,380.19","254,975,445.76","260,915,445.76","266,460,852.76","272,400,852.76","8,532,694.81","8,517,694.81","8,498,408.27","8,258,408.26","8,631,222.19","8,631,222.19","8,631,222.19","471,635,807.37","501,807,020.22","162,038,813.05"
