科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"61,433,951.67","66,284,864.29","87,576,723.28","50,902,330.66","87,182,394.04","351,025,312.38","305,601,694.01","302,488,314.31","302,099,492.16","302,720,017.15","325,799,443.84","254,655,284.33","284,044,915.66","182,397,986.48","164,691,927.89","225,939,522.42","194,001,070.79","214,595,148.41","266,289,571.90"
短期借款,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,
应收票据,,"3,990,000.00",,"1,700,000.00","652,880.00","752,880.00","2,800,000.00",,,"200,000.00","200,000.00",,"8,811,093.95","4,723,399.95","243,399.95",,"1,680,000.00","9,929,240.00",
应付票据,,"22,979,858.00","30,489,478.00","4,996,690.00","27,490,091.00","32,644,620.00","11,109,343.20","16,702,479.20","399,155.00","19,822,164.00","20,373,859.00","34,339,053.00","38,333,200.00","52,637,747.00","43,342,780.00","44,044,020.00","57,116,464.04","74,110,933.77","59,813,263.16"
应收账款,"28,731,681.47","29,479,391.83","20,171,451.76","56,478,754.48","50,453,667.15","43,726,610.33","48,017,596.84","80,899,757.10","83,884,872.89","75,391,493.95","92,708,229.25","100,889,401.84","119,597,297.76","120,597,786.69","110,654,516.91","91,649,206.57","94,618,369.26","87,042,072.82","82,788,902.19"
应付账款,"16,976,261.51","4,974,811.00","14,353,258.33","25,104,683.02","17,274,215.79","17,417,039.00","35,167,025.79","54,054,213.63","37,835,880.19","31,704,365.16","40,421,487.53","41,471,984.11","66,936,665.34","47,119,937.31","36,913,262.09","26,886,232.55","57,408,303.43","40,363,201.64","51,907,343.81"
预付款项,"891,427.49","27,955,554.31","31,444,875.07","13,285,477.72","31,794,166.09","34,050,881.12","52,132,134.24","53,837,352.49","41,571,405.30","81,843,246.15","72,222,199.44","110,660,350.81","61,444,691.32","44,478,310.77","31,596,874.98","53,653,956.28","66,296,421.33","113,416,373.25","112,230,750.21"
预收款项,"16,872,386.77","82,009,594.27","59,609,701.32","39,513,070.68","55,592,914.51","25,877,087.49","26,136,864.84","43,587,840.05","85,357,661.59","68,869,323.13","96,983,837.40","115,471,557.34","169,672,560.51","168,075,263.80","173,892,373.28","172,343,992.60","196,492,816.74","144,757,651.02","117,109,688.22"
其他应收款,"973,183.56","1,887,543.56","563,333.56","701,983.56","3,480,593.56","3,167,393.56","4,136,333.52","6,034,135.07","10,169,083.02","9,744,447.88","9,891,595.21","13,909,392.08","9,932,947.57","7,943,221.32","8,631,182.73","9,869,776.61","8,581,035.41","17,890,293.72","17,974,471.65"
应付职工薪酬,"220,717.07","217,946.57","8,790.50","8,921.20",,,,,"670,255.98","628,897.82","724,141.72","904,769.80","1,080,496.65","990,382.97","1,118,003.78","1,202,434.55","996,345.67","1,029,982.72","1,284,934.35"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"2,966,757.06","1,618,119.98","2,901,063.63","4,194,405.67","3,010,955.32","5,826,678.25","3,547,127.14","3,932,851.37","10,738,951.46","3,607,635.59","3,072,983.06","1,209,402.08","3,928,212.97","1,803,608.23","1,575,212.45","1,191,054.25","2,699,572.99","1,265,709.92","1,048,538.59"
应收利息,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,
存货,"31,990,217.92","69,392,275.14","87,987,775.64","94,985,226.92","94,313,410.74","87,811,007.03","104,793,233.33","124,811,138.14","134,182,155.14","142,890,472.65","201,830,676.73","223,088,571.75","239,852,302.17","298,523,909.84","314,132,481.79","274,135,673.01","263,871,035.29","223,929,302.50","217,628,107.34"
其他应付款,"118,617.16","313,208.56","269,965.51","276,202.20","502,388.96","232,083.85","232,502.96","244,416.26","5,327,123.82","1,240,657.80","240,335.11","14,142,444.50","14,395,537.52","14,343,014.80","1,351,942.74","1,085,614.52","664,771.96","429,161.22","231,937.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,
其他流动资产,"3,411,495.64","1,560,279.76","4,758,532.85","6,186,659.68","5,159,066.39","7,365,802.17","10,390,899.29","11,706,555.86","68,379,492.66","16,671,440.28","76,298,528.35","108,790,864.74","108,197,391.40","180,269,034.09","170,137,165.13","145,263,060.90","252,450,636.41","172,588,462.79","109,636,121.89"
其他流动负债,,,,,,,,,,,,,,,,,,"231,252.49","353,065.82"
流动资产合计,"127,431,957.75","200,549,908.89","232,502,692.16","224,240,433.02","273,036,177.97","527,899,886.59","527,871,891.23","579,777,252.97","640,286,501.17","629,461,118.06","778,950,672.82","811,993,865.55","831,880,639.83","838,933,649.14","800,087,549.38","800,511,195.79","881,498,568.49","839,390,893.49","806,547,925.18"
流动负债合计,"37,154,739.57","112,113,538.38","107,632,257.29","74,093,972.77","103,870,565.58","81,997,508.59","76,192,863.93","118,521,800.51","140,329,028.04","125,873,043.50","161,816,643.82","207,539,210.83","294,346,672.99","284,969,954.11","258,193,574.34","246,753,348.47","315,378,274.83","262,187,892.78","231,748,771.75"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,,,"15,673,298.83","15,282,135.07","15,151,747.15","15,021,359.23","14,890,971.31","14,760,583.39","14,630,195.47","14,499,807.55","14,369,419.63","14,239,031.71","14,108,643.79","14,011,821.19","13,952,693.65","13,872,740.11","13,793,786.83","13,715,072.59","13,636,358.35"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"19,187,481.45","17,945,676.62","58,792,442.29","58,017,030.30","57,583,507.38","57,012,752.43","56,839,704.24","55,957,366.45","62,340,881.05","61,185,649.53","62,778,084.48","63,209,956.38","75,098,649.95","78,478,378.14","84,466,696.48","105,406,136.95","150,790,966.61","148,907,871.98","147,249,225.59"
递延所得税负债,,,,,,,,,"4,461,591.08","4,325,656.14","4,194,770.95","4,233,330.45","4,110,446.74","3,987,114.22","3,863,645.65","3,739,883.30","3,615,995.12","3,492,106.94","3,368,183.62"
在建工程,,,,,,,,,,"11,689,228.39","11,858,704.37","11,929,590.61","7,484,039.21","3,763,177.77","70,736,283.51","50,178,056.15","8,525,123.95","8,890,202.95","9,364,418.61"
其他非流动负债,"595,000.00","595,000.00","1,000,000.00","1,100,000.00",,,,,,"500,000.00",,,,,,,,,
工程物资,,,,,,,,,,,,,"3,060,866.36","3,106,626.06","5,650,496.27","7,366,204.02","5,031,794.09","4,784,695.46","4,354,337.88"
非流动负债合计,"595,000.00","595,000.00","1,000,000.00","1,100,000.00","1,100,000.00","400,000.00","400,000.00","400,000.00","4,961,591.08","4,825,656.14","4,694,770.95","4,733,330.45","4,610,446.74","4,537,114.22","4,413,645.65","4,289,883.30","3,915,995.12","3,792,106.94","3,668,183.62"
固定资产清理,,,,,,,,,,,,,,,,,,,
负债合计,"37,749,739.57","112,708,538.38","108,632,257.29","75,193,972.77","104,970,565.58","82,397,508.59","76,592,863.93","118,921,800.51","145,290,619.12","130,698,699.64","166,511,414.77","212,272,541.28","298,957,119.73","289,507,068.33","262,607,219.99","251,043,231.77","319,294,269.95","265,979,999.72","235,416,955.37"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"30,800,000.00","30,800,000.00","30,800,000.00","30,800,000.00","30,800,000.00","41,100,000.00","41,100,000.00","41,100,000.00","41,100,000.00","47,430,727.00","183,876,885.00","183,876,885.00","183,876,885.00","183,876,885.00","367,753,770.00","367,753,770.00","367,753,770.00","367,753,770.00","367,753,770.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"7,772,416.86","7,772,416.86","7,772,416.86","7,772,416.86","7,772,416.86","264,305,690.86","264,305,690.86","264,305,690.86","1,003,276,159.39","996,945,432.39","984,514,105.32","984,514,105.32","984,514,105.32","984,514,105.32","800,637,220.32","800,637,220.32","800,637,220.32","800,637,220.32","800,637,220.32"
无形资产,"28,274.50","66,751.68","58,490.39","85,527.18","82,563.71","79,600.19","83,586.82","80,564.90","21,220,702.35","20,652,389.70","20,179,284.80","20,240,932.76","21,440,708.93","21,068,374.89","20,678,609.64","19,997,534.51","23,041,296.80","22,309,846.18","21,569,848.56"
盈余公积,"195,718.86","5,399,228.46","9,157,074.48","9,157,074.48","12,705,550.46","12,705,550.46","12,705,550.46","12,705,550.46","15,567,102.55","15,567,102.55","15,567,102.55","15,567,102.55","18,594,089.66","18,594,089.66","18,594,089.66","18,594,089.66","23,380,351.45","23,380,351.45","23,380,351.45"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"701,928,637.24","701,928,637.24","701,928,637.24","728,418,613.53","728,451,749.50","728,451,749.50","728,451,749.50","728,451,749.50","728,451,749.50","728,451,749.50","728,451,749.50"
未分配利润,"70,644,405.54","112,404,578.47","150,994,024.47","175,563,024.66","190,376,167.47","200,309,125.38","205,846,362.38","214,805,125.26","236,515,028.84","250,041,143.77","241,137,818.57","255,367,433.88","271,190,781.18","286,956,702.74","283,514,486.33","296,356,938.07","307,056,581.29","314,523,151.09","309,760,506.78"
长期待摊费用,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,
递延所得税资产,"514,567.13","541,401.98","328,849.43","861,363.20","770,704.16","804,276.85","864,314.03","1,262,399.38","1,341,992.62","1,266,274.88","1,542,522.87","1,566,077.49","1,940,754.13","1,968,145.17","1,827,207.87","1,678,052.65","1,868,906.74","1,904,160.43","1,854,940.25"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
