科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应付款,"94,143,845.13","93,779,913.60","71,110,991.91","68,218,835.66","77,975,619.27","45,898,436.14","20,222,975.37","19,213,661.43","19,613,904.49","22,740,981.50","20,690,514.17","21,595,787.76","18,947,975.17","18,054,828.40","16,267,376.86","18,036,356.70","20,439,975.02","16,713,204.07","19,555,081.73","22,030,753.10","13,075,539.54","15,905,455.43","14,896,585.75","15,948,310.80","18,198,599.68","17,609,398.54","18,130,377.58","18,665,460.05","22,077,462.57","19,390,433.12","18,475,154.92","14,949,460.93","15,738,906.98","16,901,532.64","15,996,493.05","18,972,697.01","16,391,910.85","17,885,768.19","18,393,556.61","19,901,298.50"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00",,,,,,,,,,,,,,,,,,,,,,"396,329.51","279,169.01","160,526.83",
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,"110,000,000.00","147,000,000.00","100,000,000.00","150,186,558.50","110,000,000.00","51,651,442.43","31,019,869.39","708,360.58","80,445,546.16","20,396,986.71","10,302,825.49","20,498,615.75","60,528,188.80","6,004,993.98","93,784,369.68","91,358,406.04","80,701,886.77"
其他流动负债,,,,,,,,,,,,,,,,,,,,,"59,322.06",,,,,,,,,,,,,,,,,,,
流动资产合计,"185,074,356.21","210,509,638.90","466,141,722.24","458,219,254.08","425,883,659.51","379,457,458.95","343,335,516.13","350,727,254.15","328,952,674.01","331,428,598.48","343,385,772.18","375,571,810.28","394,923,709.72","451,285,224.47","511,452,833.72","578,216,736.49","545,419,883.38","612,252,279.46","648,582,585.74","705,231,803.29","719,322,162.95","689,205,766.09","1,334,343,445.82","1,236,261,282.54","992,156,563.41","948,516,247.13","963,043,433.32","849,401,971.44","747,800,659.49","694,181,143.22","643,934,569.14","664,188,719.94","595,479,648.54","594,371,625.67","616,440,922.92","668,856,971.76","709,141,587.06","720,078,434.02","764,440,915.12","794,009,440.75"
流动负债合计,"286,933,245.78","300,326,345.67","250,635,046.40","240,214,381.02","217,162,165.68","170,059,774.84","144,035,297.53","150,327,697.87","127,280,792.04","128,060,294.02","156,088,765.66","173,572,737.55","209,773,143.43","241,813,291.85","289,479,191.89","342,978,677.57","399,046,264.76","459,144,863.75","539,212,018.82","578,810,245.33","576,366,258.42","539,130,309.01","529,120,079.07","444,636,863.19","456,757,563.39","423,235,226.00","498,116,710.23","392,007,032.27","428,661,592.17","393,282,863.63","329,504,245.32","328,260,339.42","219,145,232.62","201,929,554.70","196,416,271.06","227,848,324.36","238,649,733.93","226,395,511.58","265,891,368.00","283,293,547.52"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,"1,205,377.84","1,046,424.32","890,147.34","1,304,558.58","1,170,588.93","1,013,543.49","801,637.79",,,,,,,,,"1,312,756.00","1,209,414.99","1,104,112.51","996,713.73","887,350.11","732,430.45","661,099.97","550,270.62",,,"4,205,711.06","3,759,216.96"
长期股权投资,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","6,000,000.00","5,901,358.74","6,001,663.78","5,967,108.23","6,021,282.90","6,023,695.58","4,079,246.01","4,101,855.70","4,064,842.03","3,987,810.11","3,905,594.44","3,809,889.97","3,748,402.07","3,614,331.99","3,463,015.55","3,429,570.72","3,243,183.66","3,097,333.82","2,925,507.34","2,813,381.28","2,689,640.69","2,596,321.76","2,493,711.70","2,218,956.66"
专项应付款,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,"26,404,070.84","26,058,935.42","25,713,800.00","25,368,664.58","31,926,529.52","31,529,545.25","45,159,851.68","38,612,783.25","38,155,627.56","38,125,862.73","37,241,316.18","36,784,160.46","36,327,004.74","35,869,849.02","37,067,788.99","39,840,973.45"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"234,481,675.16","223,017,729.52","227,146,949.19","233,755,613.99","256,144,707.22","269,281,055.96","276,553,660.63","286,999,820.82","303,418,394.43","326,569,498.77","335,342,116.54","343,834,090.37","384,446,586.01","394,845,910.14","415,502,127.13","438,737,296.74","518,699,613.27","544,728,351.20","571,986,104.30","575,547,045.64","573,876,985.42","574,647,504.37","607,548,221.89","618,622,048.26","581,168,470.91","572,036,762.89","558,837,094.61","550,855,549.67","909,253,748.55","891,471,091.02","868,396,719.45","873,669,798.68","908,632,174.35","906,816,856.86","885,515,125.72","873,155,420.27","898,160,851.29","887,128,759.42","879,729,412.19","883,531,965.15"
递延所得税负债,,,,,,,,,,,,,,,,,"288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88","288,439.88"
在建工程,"334,114.50","334,114.50","334,114.50","1,671,240.16","169,859.66",,,"238,983.49","5,266,262.69","1,531,164.58","1,049,769.81","975,622.80","2,942,654.32","8,368,216.71","3,219,973.99","7,785,106.05","14,698,714.08","7,851,300.97","12,416,358.68","23,895,107.88","32,061,350.61","43,909,356.44","51,640,741.85","77,188,048.71","133,446,106.03","135,721,002.31","210,929,563.39","198,977,515.47","80,073,959.80","91,394,366.86","78,598,973.68","58,762,278.47","57,056,675.13","41,124,928.32","40,510,483.69","52,485,877.53","25,716,372.70","22,024,613.76","22,935,836.15","22,916,081.21"
其他非流动负债,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","5,500,000.00","6,751,000.00","3,671,252.27","3,589,196.78","3,490,974.65","3,392,752.52","1,994,530.39","19,896,308.26","26,666,162.73","26,612,654.64","34,035,232.51","33,937,010.38","35,723,481.33","41,162,656.84","40,804,832.35","42,824,195.65","46,554,152.55","45,516,706.45","42,429,260.35","41,666,814.25",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","5,500,000.00","6,751,000.00","3,671,252.27","3,589,196.78","3,490,974.65","4,598,130.36","3,040,954.71","20,786,455.60","28,259,161.19","28,071,683.45","35,337,215.88","35,027,088.05","36,011,921.21","41,451,096.72","41,093,272.23","43,112,635.53","46,842,592.43","45,805,146.33","42,717,700.23","41,955,254.13","42,505,564.03","43,364,776.92","41,700,803.68","39,753,484.00","44,057,274.42","42,976,696.33","43,479,707.42","42,603,091.36","45,447,021.17","44,452,132.16","48,981,691.36","48,275,803.15"
固定资产清理,,,,,,,,,,,,,,,,"6,884.00",,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"289,933,245.78","303,326,345.67","253,635,046.40","243,214,381.02","220,162,165.68","173,059,774.84","147,035,297.53","153,327,697.87","132,780,792.04","134,811,294.02","159,760,017.93","177,161,934.33","213,264,118.08","246,411,422.21","292,520,146.60","363,765,133.17","427,305,425.95","487,216,547.20","574,549,234.70","613,837,333.38","612,378,179.63","580,581,405.73","570,213,351.30","487,749,498.72","503,600,155.82","469,040,372.33","540,834,410.46","433,962,286.40","471,167,156.20","436,647,640.55","371,205,049.00","368,013,823.42","263,202,507.04","244,906,251.03","239,895,978.48","270,451,415.72","284,096,755.10","270,847,643.74","314,873,059.36","331,569,350.67"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,793,098.00","120,793,098.00","161,293,098.00","161,293,098.00","161,293,098.00","161,293,098.00","161,293,098.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","258,068,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00","364,948,956.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,0.39,0.39,"257,002,680.95","257,002,680.95","257,002,680.95","257,002,680.95","257,002,680.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","176,356,131.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95","759,738,879.95"
无形资产,"13,214,372.38","13,209,430.39","13,207,783.06","13,646,268.74","13,693,930.36","13,882,487.17","13,732,741.37","14,293,220.81","14,891,753.36","14,918,703.79","15,150,008.02","15,300,324.74","15,064,259.69","15,209,621.23","14,968,414.34","14,708,264.51","42,876,365.76","42,493,560.64","42,515,586.20","43,314,475.49","42,989,734.36","44,376,593.01","44,160,259.34","44,230,984.10","43,489,441.42","43,665,825.40","43,407,223.09","42,899,999.70","96,488,146.43","95,758,160.87","91,769,751.94","92,596,820.40","92,100,960.10","91,373,095.67","90,613,242.86","89,842,812.14","89,342,465.02","88,577,126.44","87,733,296.73","85,980,059.17"
盈余公积,"5,211,365.15","5,211,365.15","5,211,365.15","5,211,365.15","8,696,981.75","8,696,981.75","10,961,590.33","10,961,590.33","14,065,935.75","14,065,935.75","14,065,935.75","14,065,935.75","22,061,437.45","22,061,437.45","22,061,437.45","22,061,437.45","27,199,643.74","27,199,643.74","27,199,643.74","27,199,643.74","29,836,389.77","29,836,389.77","29,836,389.77","29,836,389.77","31,771,164.25","31,771,164.25","31,771,164.25","31,771,164.25","31,771,164.25","31,771,164.25","31,771,164.25","31,771,164.25","32,948,399.55","32,948,399.55","32,948,399.55","32,948,399.55","34,745,586.78","34,745,586.78","34,745,586.78","34,745,586.78"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,"22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77","22,914.77"
未分配利润,"18,152,182.64","20,279,571.19","32,082,095.59","43,209,158.87","52,020,369.86","66,227,705.40","62,490,356.54","58,558,360.79","75,766,114.56","95,654,703.38","91,348,665.25","114,675,112.61","133,503,544.10","158,396,687.45","187,541,164.97","210,644,685.55","231,115,904.77","250,340,254.08","238,396,823.83","260,275,633.17","277,987,843.54","293,697,767.33","304,017,599.82","325,481,275.68","329,382,299.85","333,281,480.15","319,844,973.43","311,882,745.45","282,074,050.35","268,309,708.36","269,500,176.45","279,388,844.41","288,532,230.38","292,580,464.79","298,488,681.48","305,973,795.56","313,013,535.22","322,176,412.40","320,353,423.82","329,289,520.14"
长期待摊费用,"1,036,745.64","1,793,133.35","1,647,383.36","1,891,973.28","2,129,646.19","2,505,745.56","3,979,809.99","3,859,964.37","3,228,395.42","3,228,605.09","3,176,089.25","3,150,271.37","3,026,276.10","3,354,929.34","3,863,570.88","4,490,966.52","7,398,581.52","8,427,120.42","14,948,644.02","11,037,498.16","10,259,334.27","10,800,101.99","22,270,276.70","23,024,916.74","27,648,653.23","29,927,087.72","33,013,982.12","33,654,063.97","36,261,399.22","37,468,255.97","34,561,544.94","32,958,940.63","33,499,828.25","32,504,195.27","32,455,450.06","30,532,853.85","26,595,174.97","23,169,525.18","21,673,264.45","19,017,011.77"
少数股东权益,"896,841.92","99,136.25","99,136.25","99,136.25","98,717.96","98,717.96","98,717.96","98,717.96","98,112.18","98,112.18","98,112.18","98,112.18","98,112.18","16,521,618.37","17,496,187.94","18,143,220.14","18,376,122.25","25,900,228.56","25,712,525.60","33,043,988.67","34,099,732.76","34,162,177.56","39,131,993.06","39,633,153.67","40,366,741.18","40,342,177.27","40,561,523.13","41,190,589.74","41,582,408.73","42,107,539.81","43,916,927.18","45,364,330.09","47,258,394.57","48,294,236.24","47,415,349.53","49,310,393.77","53,336,955.75","55,537,114.03","58,122,980.66","61,555,438.87"
递延所得税资产,"845,469.99","845,469.99","845,469.99","845,469.99","1,229,296.49","1,229,296.49","1,257,098.42","1,229,296.49","1,355,647.80","1,355,647.80","1,571,148.49","1,571,148.49","2,925,899.15","2,729,436.77","3,014,190.08","3,071,395.18","3,306,111.88","3,404,875.33","3,809,458.33","3,765,733.45","4,173,468.37","3,716,896.09","3,822,063.52","3,936,102.97","5,098,999.28","4,912,095.80","4,822,382.43","4,820,650.90","11,555,881.52","12,035,786.90","9,839,236.11","8,970,822.95","12,920,743.86","12,545,340.97","8,414,876.21","8,721,347.19","11,560,658.96","10,616,706.32","9,055,414.43","8,796,054.15"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"216,308,135.13","234,274,348.40","214,003,919.05","233,683,401.32","34,150,974.11","46,048,292.07","65,334,575.57","76,013,348.31","15,517,611.27","23,435,033.48","29,296,405.24","20,156,101.30","10,323,998.60","17,910,342.21","27,630,332.04","25,514,275.33"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"249,912,377.67","239,199,877.75","243,181,700.10","251,810,566.16","273,390,354.69","286,921,499.95","295,546,225.18","306,644,200.75","328,183,368.47","347,626,534.80","356,312,046.88","364,854,372.54","408,428,590.04","426,531,028.96","442,591,191.19","470,822,827.77","593,002,301.28","612,829,482.07","651,700,730.08","663,549,883.62","669,405,070.70","683,497,062.25","733,543,724.08","771,126,871.25","1,037,651,633.64","1,050,606,782.82","1,094,656,473.90","1,094,092,650.35","1,203,481,955.99","1,209,342,745.70","1,197,146,583.69","1,185,037,278.18","1,161,149,718.95","1,149,045,561.89","1,126,995,322.07","1,114,514,868.79","1,100,739,081.74","1,087,916,158.88","1,088,341,971.45","1,087,838,291.66"
所有者权益(或股东权益)合计,"145,053,488.10","146,383,170.98","455,688,375.94","466,815,439.22","479,111,848.52","493,319,184.06","491,846,443.78","504,043,757.03","524,355,250.44","544,243,839.26","539,937,801.13","563,264,248.49","590,088,181.68","631,404,831.22","661,523,878.31","685,274,431.09","711,116,758.71","737,865,214.33","725,734,081.12","754,944,353.53","776,349,054.02","792,121,422.61","1,497,673,818.60","1,519,638,655.07","1,526,208,041.23","1,530,082,657.62","1,516,865,496.76","1,509,532,335.39","1,480,115,459.28","1,466,876,248.37","1,469,876,103.83","1,481,212,174.70","1,493,426,860.45","1,498,510,936.53","1,503,540,266.51","1,512,920,424.83","1,525,783,913.70","1,537,146,949.16","1,537,909,827.21","1,550,278,381.74"
资产总计,"434,986,733.88","449,709,516.65","709,323,422.34","710,029,820.24","699,274,014.20","666,378,958.90","638,881,741.31","657,371,454.90","657,136,042.48","679,055,133.28","699,697,819.06","740,426,182.82","803,352,299.76","877,816,253.43","954,044,024.91","1,049,039,564.26","1,138,422,184.66","1,225,081,761.53","1,300,283,315.82","1,368,781,686.91","1,388,727,233.65","1,372,702,828.34","2,067,887,169.90","2,007,388,153.79","2,029,808,197.05","1,999,123,029.95","2,057,699,907.22","1,943,494,621.79","1,951,282,615.48","1,903,523,888.92","1,841,081,152.83","1,849,225,998.12","1,756,629,367.49","1,743,417,187.56","1,743,436,244.99","1,783,371,840.55","1,809,880,668.80","1,807,994,592.90","1,852,782,886.57","1,881,847,732.41"
负债和所有者(或股东权益)合计,"434,986,733.88","449,709,516.65","709,323,422.34","710,029,820.24","699,274,014.20","666,378,958.90","638,881,741.31","657,371,454.90","657,136,042.48","679,055,133.28","699,697,819.06","740,426,182.82","803,352,299.76","877,816,253.43","954,044,024.91","1,049,039,564.26","1,138,422,184.66","1,225,081,761.53","1,300,283,315.82","1,368,781,686.91","1,388,727,233.65","1,372,702,828.34","2,067,887,169.90","2,007,388,153.79","2,029,808,197.05","1,999,123,029.95","2,057,699,907.22","1,943,494,621.79","1,951,282,615.48","1,903,523,888.92","1,841,081,152.83","1,849,225,998.12","1,756,629,367.49","1,743,417,187.56","1,743,436,244.99","1,783,371,840.55","1,809,880,668.80","1,807,994,592.90","1,852,782,886.57","1,881,847,732.41"
