科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"32,095,434.05","29,401,760.39","52,812,225.22","308,265,541.63","222,823,895.10","199,207,628.10","169,814,815.83","158,877,898.15","128,536,609.84","100,219,044.69","86,591,415.73","95,120,117.93","93,373,491.82","69,156,416.20","86,612,138.50","46,434,793.96","70,559,106.48","72,825,741.34","180,651,961.11","111,754,304.82","655,607,455.51","378,703,601.18","386,588,133.28","386,552,759.23","357,079,465.25","345,303,097.48","326,673,252.04","390,392,734.34","335,791,783.42","280,828,603.48","729,317,436.68","649,559,689.70","647,525,990.64","665,828,576.78","489,811,864.81","470,345,319.08","335,755,643.91","263,538,727.87","170,388,036.63","179,044,064.04","220,462,195.62","146,726,167.06"
短期借款,"90,000,000.00","101,000,000.00","128,000,000.00","127,000,000.00","64,000,000.00","77,000,000.00","77,000,000.00","80,000,000.00","85,100,000.00","90,100,000.00","115,100,000.00","105,200,000.00","88,000,000.00","101,500,000.00","119,000,000.00","129,500,000.00","189,300,000.00","216,800,000.00","316,800,000.00","436,000,000.00","429,000,000.00","221,000,000.00","241,500,000.00","255,500,000.00","255,500,000.00","310,500,000.00","332,000,000.00","416,000,000.00","398,000,000.00","395,000,000.00","410,500,000.00","433,000,000.00","412,000,000.00","468,000,000.00","373,000,000.00","380,000,000.00","385,000,000.00","374,000,000.00","410,000,000.00","433,000,000.00","287,000,000.00","307,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,448,100.00","15,342,049.30","15,128,357.33","17,598,418.21","19,867,536.65","12,928,720.45","25,210,610.86","17,177,380.88","36,892,376.98","16,379,242.15","19,390,115.13","26,648,020.51","31,509,735.92","24,103,369.44","23,674,334.01","23,823,466.38","22,690,779.39","23,028,289.91","41,472,204.40","28,576,420.47","25,435,151.57","21,960,436.20","35,543,022.12","28,233,707.73","47,646,742.84","48,861,090.22","30,203,176.21","26,179,803.23","40,884,172.99","41,066,908.11","40,561,861.10","37,411,859.28","58,017,568.15","59,042,035.47","39,255,338.46","54,506,651.38","89,707,262.80","71,582,589.90","45,955,600.34","30,671,740.84","57,437,595.77","32,069,406.20"
应付票据,"7,100,000.00","6,800,000.00","16,700,000.00","11,600,000.00","13,700,000.00","9,700,000.00","8,400,000.00","18,870,000.00","28,500,000.00","27,210,000.00","31,026,685.00","43,028,463.78","48,942,338.36","45,168,295.38","50,460,970.80","34,957,482.00","33,006,567.20","50,958,317.05","75,936,618.61","68,077,409.36","59,674,878.60","59,082,086.50","62,489,379.51","78,745,550.49","60,357,532.79","54,545,639.31","33,657,216.76","55,858,460.07","89,762,183.31","65,652,654.00","50,645,984.00","80,066,195.37","79,032,773.33","58,545,823.26","46,007,256.18","52,713,049.49","72,480,177.29","57,699,308.55","51,296,195.91",,"74,007,511.30",
应收账款,"59,836,683.74","70,483,961.15","84,146,396.79","95,439,378.41","90,059,749.88","108,821,890.43","112,447,525.86","115,686,748.06","113,070,556.25","115,832,123.43","146,514,807.05","146,704,564.39","116,077,283.81","159,458,571.63","155,243,661.06","178,155,839.80","162,013,123.95","193,514,617.45","205,725,083.85","188,281,043.39","161,010,842.38","181,618,780.81","200,338,202.54","212,060,519.80","179,674,732.97","189,515,427.97","189,584,968.97","188,177,426.49","155,268,276.38","174,484,125.99","185,022,727.70","225,298,864.70","210,047,649.56","222,970,443.92","241,288,220.46","248,809,789.37","207,228,031.10","235,899,201.47","234,447,159.32","250,462,468.35","110,994,345.78","144,072,701.97"
应付账款,"36,030,997.93","38,625,807.39","37,233,481.06","33,129,646.70","27,911,386.79","26,513,631.09","26,906,137.60","33,968,657.21","46,755,025.62","47,643,503.44","67,137,228.97","68,537,670.54","82,941,484.98","73,667,485.68","73,549,615.87","73,445,899.48","102,058,054.94","114,564,143.98","112,666,424.43","116,186,006.75","150,689,690.90","130,920,461.23","121,103,081.17","111,676,559.00","102,079,587.28","108,016,697.31","103,153,092.59","120,442,351.31","116,839,878.75","123,793,360.23","125,275,575.50","126,218,965.09","119,883,272.20","147,130,264.73","137,943,165.56","140,955,113.39","117,728,415.55","119,107,347.38","132,037,920.02",,"118,855,577.50",
预付款项,"20,988,310.02","17,317,232.24","16,503,561.47","17,317,451.25","22,145,504.62","32,447,125.35","42,076,873.50","79,171,490.51","50,458,963.29","76,039,333.38","46,137,250.36","59,268,634.67","20,384,155.00","23,344,975.84","27,008,441.25","32,632,126.38","19,304,341.73","54,236,348.92","29,839,795.98","21,618,508.92","6,990,178.71","17,647,030.04","7,194,698.19","8,801,462.15","6,808,903.48","13,165,794.66","16,240,949.59","19,758,631.12","12,021,620.61","20,607,660.75","18,049,468.26","23,295,215.37","12,284,366.81","31,044,369.52","33,743,659.93","27,145,338.13","18,415,958.97","12,351,865.60","13,993,909.17","20,148,367.17","6,367,665.69","11,583,369.43"
预收款项,"1,981,194.24","1,627,781.82","2,741,163.89","3,069,662.86","2,655,945.69","1,704,250.94","2,651,042.82","4,673,912.38","11,897,261.75","11,156,297.61","13,558,868.20","7,775,779.82","7,828,072.50","6,051,769.01","5,204,180.54","5,185,939.48","3,050,162.07","10,979,065.47","7,650,770.59","6,686,584.59","12,519,207.69","7,447,282.80","10,920,512.98","7,317,957.19","9,057,142.88","10,120,612.93","10,638,129.20","11,519,035.47","6,853,904.37","8,146,760.13","10,938,932.48","9,328,128.36","6,345,791.92","17,582,233.17","10,010,881.31","9,676,946.67","5,945,133.76","7,760,512.11","8,889,245.72","7,246,755.07","4,344,688.57","4,025,074.93"
