科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"815,652,809.24","757,522,428.64","679,336,588.54","837,816,576.16","1,037,955,209.50","968,571,194.62","955,658,955.75","1,223,612,659.18","1,164,677,428.42","1,115,342,947.38","1,147,596,945.10","1,476,516,404.04","1,630,694,218.33","1,508,312,425.29","1,682,135,923.82","2,064,476,136.23","2,590,025,823.29","3,021,854,165.69","3,196,085,050.72","3,497,160,841.78","3,407,609,574.60","3,236,385,085.53","3,582,396,804.46","3,520,588,194.70","3,701,471,398.55","3,331,791,165.92","3,623,458,437.91","3,778,261,604.55","3,927,013,015.35","3,638,790,702.09","3,491,378,148.07","3,521,033,077.31","3,462,600,443.80","3,104,657,945.08","2,966,611,512.49","2,718,895,994.92","2,581,648,584.47","2,430,329,853.70","2,670,365,287.35","3,064,065,971.98","3,005,480,838.04","2,740,506,512.75","3,084,672,596.07","3,431,604,229.21","3,358,748,192.60","3,247,334,945.15"
短期借款,"297,500,000.00","233,500,000.00","188,500,000.00","226,500,000.00","384,430,000.00","338,390,000.00","319,600,000.00","329,700,000.00","246,000,000.00","204,200,000.00","135,200,000.00","113,200,000.00","88,200,000.00","35,500,000.00","55,500,000.00","22,500,000.00","22,500,000.00","22,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,,,,,,,,,,"27,000,000.00","27,000,000.00","130,744,118.79","156,500,000.00","173,000,000.00","150,000,000.00","125,730,347.94","130,000,000.00"
交易性金融资产,"20,068,737.05","23,574,716.00","36,755,337.14","25,959,290.46","15,522,407.43","10,217,280.84","10,529,347.11","10,390,650.99","11,477,103.93","15,372,153.30","18,018,937.59","28,317,124.50","24,422,075.13","22,075,799.10","27,184,439.52","32,362,428.00","31,900,107.60","32,304,637.95","21,243,622.38","20,642,605.86","24,849,721.50","26,907,047.28","26,190,450.66","30,975,466.80","29,796,549.78","25,219,577.82","30,790,538.64",,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"50,000.00","50,000.00",,,,,,,,,,,,"1,047,905.00",,"59,682.51","3,120,000.00","120,000.00",,,,"100,000.00",,"50,000.00",,,,,,,,,,,,,,"1,000,000.00"
应付票据,"265,314,882.75","286,276,378.85","259,945,917.51","245,396,542.48","326,273,505.88","360,019,516.70","380,041,979.43","349,579,931.15","365,007,695.00","373,220,000.00","465,400,000.00","495,250,000.00","442,919,860.00","412,150,000.00","525,650,000.00","528,350,000.00","524,280,000.00","580,800,000.00","575,657,270.00","490,057,270.00","412,100,000.00","427,300,000.00","495,123,500.00","412,815,788.45","471,057,788.45","478,354,020.22","419,043,820.00","431,693,820.00","473,300,000.00","461,166,350.00","492,926,700.00","533,306,750.58","419,330,000.58","363,750,000.00","344,100,000.00","288,836,620.00","402,786,620.00","321,362,909.81","317,562,909.81","506,500,000.00","345,700,000.00","373,357,950.00","438,100,000.00","298,214,553.00","365,134,000.00","358,334,000.00"
应收账款,"45,218,945.81","33,760,712.28","33,382,347.42","15,301,625.94","31,838,111.48","24,620,388.50","30,338,946.28","18,092,262.86","26,684,412.65","28,036,466.94","44,766,864.52","21,212,960.57","37,110,775.85","28,810,359.90","32,510,170.10","22,886,456.94","37,466,514.23","28,774,023.58","38,605,021.60","15,765,725.46","30,991,274.23","24,714,362.24","30,989,487.53","18,472,974.54","39,064,060.47","36,813,034.89","44,293,018.61","26,213,446.55","47,419,512.05","45,775,492.31","57,092,967.60","42,122,705.21","83,386,871.57","66,776,795.79","94,189,033.25","46,694,668.24","96,959,119.83","68,320,492.20","72,404,518.68","59,189,955.29","102,397,663.86","86,075,597.14","96,231,649.72","75,880,091.63","116,017,372.24","102,569,033.54"
应付账款,"327,531,722.62","299,794,814.71","310,784,227.43","330,318,765.02","466,301,876.43","380,565,919.74","373,143,134.58","463,946,372.95","460,682,558.68","414,405,169.11","497,226,554.76","447,185,240.87","549,057,464.29","486,201,619.18","530,056,201.58","559,579,966.14","637,273,272.90","512,740,596.43","597,215,639.43","699,606,782.99","660,593,876.95","602,972,070.79","698,904,350.46","716,602,773.24","765,519,198.15","694,504,887.64","729,276,304.22","738,313,086.41","753,433,186.59","683,693,092.58","744,972,666.38","783,988,443.74","814,323,228.64","685,454,074.01","720,016,106.81","826,530,972.72","944,122,921.65","814,431,558.98","862,328,257.18","821,904,877.81","1,033,368,453.52","937,143,044.51","994,996,718.68","960,388,458.62","1,044,894,695.97","953,246,302.71"
预付款项,"184,690,579.90","183,159,861.20","183,559,168.72","235,072,906.09","261,016,391.05","277,568,700.89","277,248,596.26","272,285,578.64","283,625,115.77","267,177,189.19","339,768,174.51","295,788,616.69","337,900,524.62","332,617,346.58","473,875,632.05","311,835,381.97","321,460,404.56","391,638,818.66","298,755,889.15","318,876,599.69","330,288,411.49","295,491,684.87","374,991,738.22","273,298,905.22","405,161,756.77","228,587,570.68","275,893,252.89","252,302,632.43","295,076,714.67","272,105,293.14","296,480,956.49","318,092,203.38","311,441,190.36","269,431,956.62","229,664,865.60","219,088,837.35","336,629,560.96","187,503,826.28","230,819,196.75","264,413,791.50","243,341,380.93","285,937,985.04","273,827,079.04","197,993,675.32","266,448,740.81","179,408,536.49"
预收款项,"323,333,553.11","350,995,720.02","446,062,300.40","445,196,963.94","524,874,711.19","497,844,339.27","589,417,551.85","803,458,548.63","724,183,998.49","736,196,630.70","848,848,751.74","1,058,527,731.25","1,112,280,276.44","1,112,520,697.21","1,230,250,977.46","1,477,193,975.54","1,589,669,402.88","1,480,178,819.12","1,584,379,132.72","1,951,458,711.38","1,933,776,326.27","1,761,647,840.00","2,105,984,616.82","2,191,043,077.93","2,426,531,163.13","2,172,756,061.33","2,435,054,617.14","2,422,285,816.98","2,507,711,047.54","2,393,577,484.65","2,546,365,501.11","2,197,736,607.88","2,272,279,101.97","2,137,959,475.54","2,320,254,862.07","2,107,161,161.61","2,064,683,251.76","1,913,510,534.02","2,044,843,308.13","2,161,958,065.89","2,218,169,212.85","2,106,928,197.95","2,033,440,075.69","2,325,930,856.38","2,429,500,071.53","2,343,510,312.91"
