科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
三、利润总额,"14,540,044.70","12,043,837.33","44,069,032.34","10,070,889.32","15,448,457.04","22,450,615.54","78,619,807.92","14,653,872.32","22,732,373.94","30,217,235.56","102,542,610.62","15,121,533.10","30,535,877.25","37,722,640.19","110,877,057.60","28,902,285.47","65,369,417.68","74,218,001.45","179,949,801.27","48,616,572.15","76,113,961.62","84,899,557.53","178,821,168.73","30,906,236.38","110,688,182.53","128,114,635.88","224,020,662.86","34,679,328.12","119,138,248.40","131,067,761.39","307,629,394.49","57,825,497.05","160,283,068.18"
资产减值损失,"-160,219.30","422,165.42","195,205.30",,"351,100.96","698,546.61","937,017.80","217,931.60","744,195.26","1,475,194.53","2,670,078.33","156,275.69","1,358,090.35","1,754,259.85","2,935,425.08","191,250.82","1,323,300.92","2,011,756.73","7,888,766.80","-1,168,101.21","-74,130.78","149,720.29","3,837,854.86","-63,227.30","2,679,970.02","2,150,781.14","5,492,328.68","-304,489.36","2,405,487.81","1,476,389.47","16,478,299.11","-1,278,015.42","2,591,002.54"
减:所得税,"723,763.86","1,221,160.42","5,532,975.98","1,561,228.71","2,363,127.12","3,314,880.49","10,593,066.57","2,200,090.88","1,987,317.42","3,241,200.62","11,846,188.17","2,516,361.50","5,822,692.85","6,917,721.11","11,530,408.80","3,532,299.14","12,087,026.94","13,750,100.56","24,079,713.11","8,036,392.46","15,179,075.54","16,474,553.84","29,996,661.57","5,925,305.71","17,955,712.98","21,788,920.07","29,584,846.70","5,549,453.35","16,215,509.60","18,126,198.93","33,443,685.95","9,135,835.07","24,854,603.71"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,,,"2,249.98","-1,654,724.81","-2,565,369.96","-3,328,456.18","-511,274.78","-899,112.30","-1,845,641.46","5,847,632.91","2,344,121.12","-1,352,541.42"
四、净利润,"13,816,280.84","10,822,676.91","38,536,056.36","8,509,660.61","13,085,329.92","19,135,735.05","68,026,741.35","12,453,781.44","20,745,056.52","26,976,034.94","90,696,422.45","12,605,171.60","24,713,184.40","30,804,919.08","99,346,648.80","25,369,986.33","53,282,390.74","60,467,900.89","155,870,088.16","40,580,179.69","60,934,886.08","68,425,003.69","148,824,507.16","24,980,930.67","92,732,469.55","106,325,715.81","194,435,816.16","29,129,874.77","102,922,738.80","112,941,562.46","274,185,708.54","48,689,661.98","135,428,464.47"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,"-53,567.39","-1,654,724.81","-2,565,369.96",,"-528,233.11","-998,049.78","-2,016,120.60","2,785,218.11","2,282,025.07","-1,352,541.42"
归属于母公司所有者的净利润,"13,816,280.84","11,079,925.65","38,032,397.34","8,555,110.95","13,144,413.10","19,204,755.88","65,515,184.89","11,955,505.66","20,124,466.97","25,998,750.75","87,894,019.64","12,869,041.74","24,447,583.81","30,376,225.83","94,287,560.81","25,821,387.02","49,698,576.68","54,935,966.18","143,671,438.67","39,664,145.66","57,503,240.42","63,674,385.89","124,922,201.26","20,893,699.19","78,387,553.32","83,314,013.55","141,105,596.14","26,992,047.38","79,673,946.40","84,861,160.15","201,118,353.91","39,880,843.24","108,661,817.06"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"-257,248.74","503,659.02","-45,450.34","-59,083.18","-69,020.83","2,511,556.46","498,275.78","620,589.55","977,284.19","2,802,402.81","-263,870.14","265,600.59","428,693.25","5,059,087.99","-451,400.69","3,583,814.06","5,531,934.71","12,198,649.49","916,034.03","3,431,645.66","4,750,617.80","23,902,305.90","4,087,231.48","14,344,916.23","23,011,702.26","53,330,220.02","2,137,827.39","23,248,792.40","28,080,402.31","73,067,354.63","8,808,818.74","26,766,647.41"
