科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"140,953,375.73","165,522,256.74","263,004,322.49","70,871,307.71","131,380,438.30","203,271,725.02","408,060,950.14","107,926,355.20","196,151,452.01","304,863,326.70","554,635,880.43","112,598,947.85","287,885,008.63","410,739,753.18","829,253,921.96","202,446,284.84","533,011,130.22","772,505,724.22","1,579,927,938.86","352,761,944.86","753,756,053.53","1,058,771,822.72","1,613,930,678.72","346,689,970.65","896,197,680.30","1,371,609,910.85","2,249,479,002.98","514,602,477.29","1,220,830,541.28","1,683,840,650.81","2,993,356,288.11","534,377,117.87","1,264,719,538.60"
二、营业利润,"6,113,925.47","7,195,206.75","30,769,968.38",,"10,118,251.25","16,058,729.52","58,788,762.32","13,691,327.76","19,063,718.24","29,248,188.06","89,179,945.14","12,782,239.82","28,530,743.11","32,592,836.56","99,082,989.04","28,888,946.79","60,349,334.04","68,546,764.16","163,756,967.36","47,678,710.55","97,626,944.63","105,305,626.60","187,805,442.68","30,003,213.95","105,347,148.43","113,350,676.64","195,753,575.85","32,084,192.34","110,260,867.71","117,386,518.25","308,989,601.44","57,565,752.24","160,543,527.49"
减:营业成本,"106,016,091.44","117,896,190.41","173,692,071.32",,"91,667,688.15","138,699,399.83","274,779,774.18","74,922,074.64","137,144,511.16","211,896,354.49","363,012,105.12","72,965,101.25","192,519,244.68","265,347,209.60","552,217,982.71","122,745,235.09","355,712,816.77","511,105,047.06","1,114,556,259.28","239,072,015.83","500,172,988.84","696,398,790.92","1,072,505,807.43","226,279,655.66","605,694,482.26","990,264,952.30","1,624,261,944.12","372,548,721.74","866,436,707.82","1,184,117,910.94","2,139,474,016.78","340,802,073.68","789,496,245.99"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,623,432.62","3,529,770.86","6,647,790.97",,"2,828,733.60","4,021,710.36","9,694,825.78","2,700,563.59","4,785,600.89","5,969,247.20","10,773,622.94","1,785,293.20","6,270,259.58","8,316,084.48","18,982,071.39","3,070,989.86","14,136,682.20","20,435,690.25","41,695,414.68","5,191,434.75","15,023,246.79","19,407,708.92","31,146,019.96","7,605,923.41","3,789,613.00","-9,375,689.42","17,530,488.91","1,858,461.71","3,478,539.52","7,806,095.15","13,613,964.57","3,096,335.91","6,221,920.26"
营业外收入,"8,462,757.61","4,848,630.58","13,299,063.96",,"5,330,205.79","6,391,886.02","19,844,564.72","962,544.56","3,668,655.70","3,969,504.70","16,366,440.69","2,339,293.28","2,005,134.14","5,130,231.67","11,907,815.58","317,164.80","5,500,831.68","7,331,152.47","17,890,784.04","987,802.32","8,537,339.77","9,645,245.60","21,084,537.32","906,510.93","5,384,786.29","14,822,674.76","28,400,707.22","2,597,552.42","8,906,272.36","13,776,906.52","965,330.93","260,787.56","27,655.00"
销售费用,"10,123,827.66","11,347,250.43","21,187,355.43",,"11,409,921.47","18,437,421.98","26,762,109.20","9,236,195.81","19,506,492.00","30,559,638.56","43,677,030.91","12,494,206.29","28,532,621.28","49,193,288.29","65,767,681.83","19,420,213.93","43,702,497.89","73,264,660.87","107,125,423.37","28,547,051.67","65,576,938.02","110,834,653.19","152,388,790.44","45,370,642.31","87,656,231.53","131,843,943.49","183,953,111.91","43,202,073.58","89,006,892.97","139,108,773.76","196,312,532.88","40,948,451.13","88,333,714.76"
减:营业外支出,"36,638.38",,,,,,"13,519.12",,,"3,000,457.20","3,003,775.21",,,428.04,"113,747.02","303,826.12","480,748.04","1,659,915.18","1,697,950.13","49,940.72","30,050,322.78","30,051,314.67","30,068,811.27","3,488.50","43,752.19","58,715.52","133,620.21","2,416.64","28,891.67","95,663.38","2,325,537.88","1,042.75","288,114.31"
管理费用,"14,630,915.21","21,022,633.92","25,123,951.11",,"12,690,225.45","22,525,500.94","34,599,177.85","5,703,996.07","15,404,105.95","24,175,674.27","42,271,040.98","10,738,553.02","26,308,112.62","43,635,017.45","77,628,918.97","20,035,509.57","43,082,627.92","71,077,315.95","103,983,918.78","20,212,160.20","53,603,013.94","84,006,437.57","120,976,732.17","31,748,612.19","75,445,711.98","116,379,434.12","186,950,693.50","46,337,473.57","105,259,072.89","167,577,373.13","233,687,382.78","63,028,149.99","147,304,738.32"
其中:非流动资产处置净损失,"26,638.38",,,,,,,,,457.20,"3,775.21",,,428.04,"113,747.02","3,826.12","65,748.04","73,615.18","76,995.02","49,940.72","50,322.78","51,314.67","60,293.33","3,488.50","6,752.19","21,659.48","48,528.58","2,374.68","20,029.77","86,755.03",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,605,402.63","4,109,038.95","5,387,979.98",,"2,314,517.42","2,830,415.78","2,499,283.01","1,454,265.73","-497,171.49","1,539,029.59","3,052,057.01","1,677,278.58","4,365,937.01","9,901,056.95","12,638,852.94","8,094,138.78","14,703,870.48","26,064,489.20","40,921,188.59","13,228,673.07","21,827,052.09","42,668,885.23","45,270,031.18","5,747,400.41","13,929,798.27","24,430,442.62","32,208,403.83","18,364,768.93","45,922,273.56","70,226,259.70","115,429,167.70","35,194,387.81","78,480,134.65"
