科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"383,548,226.96","322,996,217.49","460,124,313.14","365,246,107.79","552,431,934.86","403,201,428.22","374,778,125.43","353,767,385.82","206,780,468.55","523,918,076.56","323,713,543.59","267,020,810.24","375,953,993.97","240,230,207.97","300,209,914.63","368,429,141.53","237,629,821.23","320,558,721.95","261,638,166.76","231,927,474.50","215,102,577.64","535,996,920.95","300,729,336.15","450,445,339.23","373,595,958.10","314,832,119.85","560,052,428.11","417,649,436.92","265,584,811.44","392,150,463.32","451,156,523.13","859,590,277.93","1,092,345,616.95","836,489,826.60","996,809,937.90","952,228,076.59","1,028,986,072.71","629,777,763.07","523,632,382.36","590,400,135.47","539,249,372.97","711,934,245.74","770,375,556.08","1,304,971,626.45","654,390,790.74","806,997,515.99"
短期借款,"188,000,000.00","160,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","179,500,000.00","281,100,000.00","245,000,000.00","375,000,000.00","402,000,000.00","372,000,000.00","362,000,000.00","367,000,000.00","240,000,000.00","200,000,000.00","260,000,000.00","180,000,000.00","300,000,000.00","267,000,000.00","257,000,000.00","457,000,000.00","557,500,000.00","500,000,000.00","630,000,000.00","612,500,000.00","411,500,000.00","437,000,000.00","332,000,000.00","382,000,000.00","472,000,000.00","435,000,000.00","453,950,000.00","360,000,000.00","60,000,000.00","50,000,000.00","25,000,000.00",,,"50,000,000.00","400,000,000.00","530,000,000.00","838,000,000.00","850,000,000.00","900,000,000.00","760,000,000.00","810,000,000.00"
交易性金融资产,"37,296,975.52","17,443,424.00","20,072,760.27","50,184,403.04","45,310,402.40","36,512,489.25","26,435,223.21","4,473,993.90","15,542,108.76","339,500.00","1,955,680.02","148,570.00","2,986,543.58","219,526.92","350,607.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"29,030,329.55","24,310,268.35","17,923,219.03","5,382,494.00","21,161,513.66","18,158,073.91","25,634,528.25","38,590,252.79","26,865,632.98","19,622,560.00","30,757,865.33","21,691,539.00","29,473,423.00","17,026,391.39","34,221,838.00","70,450,755.19","79,616,734.75","79,328,670.14","134,681,576.69","135,319,088.10","72,890,310.31","87,299,346.44","91,857,660.59","132,648,253.37","93,136,736.24","118,902,577.24","126,938,661.69","155,649,774.41","123,181,041.51","127,837,217.01","168,458,764.09","191,707,870.27","196,645,374.14","171,698,459.79","187,482,733.46","170,152,883.24","157,849,550.81","158,389,092.15","157,519,437.71","341,058,435.49","229,193,144.42","360,045,424.03","340,006,267.60","328,193,775.62","555,764,059.03","441,286,815.27"
应付票据,,,"741,577.45",,,"1,500,000.00","1,000,000.00",,,,,"1,449,000.00","1,449,000.00","2,400,000.00","14,230,000.00","6,000,000.00",,,,,,,,,"60,000,000.00",,,,,"40,000,000.00","40,000,000.00",,,"9,000,000.00","23,866,000.00","2,866,000.00","3,047,762.68","3,771,270.49","22,863,975.43","17,011,467.62","20,591,817.16","12,000,000.00","26,764,000.00","81,282,250.00","74,634,722.09","66,915,532.09"
应收账款,"20,305,525.70","24,672,696.11","29,929,879.54","40,656,088.37","49,170,696.42","60,047,959.31","68,767,029.41","52,734,893.55","62,729,262.55","74,833,682.58","92,916,136.37","64,642,060.05","83,661,762.38","101,151,379.94","145,551,460.55","135,147,622.05","142,809,199.40","199,483,832.06","157,751,811.23","122,717,741.04","155,246,483.22","183,187,793.35","203,515,275.10","145,416,199.32","162,350,116.69","189,423,871.09","243,473,785.84","151,790,785.49","223,455,906.79","249,027,817.28","237,668,282.24","166,326,027.75","207,284,467.27","220,222,735.67","203,962,838.89","173,717,732.84","237,260,507.04","207,237,576.48","210,615,327.10","168,471,859.91","244,910,921.38","257,254,888.78","232,524,919.84","208,813,666.55","208,773,253.15","243,673,455.24"
应付账款,"46,718,487.20","2,653,746.85","343,656.55","47,896,227.64","1,215,391.68","6,541,235.62","4,795,933.55","105,531,848.48","134,943,922.33","69,721,164.74","8,249,318.67","197,985,418.40","182,489,303.91","206,835,295.20","174,446,489.96","206,609,316.83","196,460,276.62","165,515,037.64","180,885,946.41","222,576,445.10","116,635,415.97","157,168,110.39","140,292,330.75","153,474,396.29","97,937,113.55","116,726,226.14","124,531,352.30","129,106,856.47","152,010,445.22","185,264,140.42","125,397,885.30","249,706,172.11","237,597,666.28","214,705,835.18","210,019,450.05","212,376,635.55","179,225,804.67","197,421,988.55","165,077,719.09","178,856,624.84","236,207,483.22","246,304,222.38","195,415,520.80","148,440,574.03","142,524,468.45","205,565,519.45"
预付款项,"21,883,613.68","149,644,879.53","141,310,487.04","82,962,837.87","20,770,492.31","191,852,302.77","187,138,641.81","238,155,851.10","502,912,910.74","321,082,341.02","198,450,050.69","65,690,974.85","114,975,328.58","87,790,774.00","127,252,594.03","89,372,366.01","82,179,648.92","106,623,304.49","107,211,056.97","73,747,213.58","92,624,123.70","134,625,768.69","113,361,014.97","27,338,532.29","107,687,521.14","63,009,097.81","104,487,142.97","68,495,318.70","481,004,536.01","423,459,572.25","201,455,845.19","144,945,523.86","141,620,102.39","381,609,811.23","287,198,223.22","57,460,224.14","47,331,187.09","231,617,280.24","453,228,347.93","246,951,803.19","480,853,030.77","836,088,198.13","773,203,509.90","446,847,772.28","697,044,276.36","789,696,247.94"
预收款项,"810,819.17","28,335,682.12","26,647,895.91","21,049,067.53","18,429,475.60","14,827,928.07","2,731,328.33","3,002,207.20","7,231,286.85","6,587,025.86","7,779,172.33","4,322,694.84","22,529,250.06","6,991,924.37","29,176,950.04","126,744,554.76","225,725,102.45","255,407,636.76","230,409,510.24","203,999,141.71","203,205,577.28","143,981,065.73","138,331,766.25","29,701,684.53","35,576,933.15","15,795,293.67","341,837,774.36","4,608,726.02","151,073,550.02","110,255,009.47","58,114,938.51","68,650,473.62","68,842,292.58","257,723,333.69","215,935,153.95","84,061,170.31","193,805,690.94","175,324,662.24","281,322,174.18","283,112,873.90","647,349,013.24","552,246,913.21","670,307,821.53","412,241,032.33","858,809,970.12","785,924,222.02"
其他应收款,"15,626,274.53","17,791,520.99","19,014,379.30","7,007,712.42","8,823,248.59","7,173,677.88","7,595,976.52","18,823,106.24","30,233,481.22","6,481,304.97","3,856,160.12","8,747,389.54","24,325,445.23","11,313,817.81","20,606,375.82","11,063,388.98","27,842,220.40","48,005,189.52","18,205,495.80","9,649,133.70","19,652,582.74","10,618,431.26","36,653,174.28","21,511,888.36","10,354,842.72","4,341,880.79","10,849,869.10","32,076,947.03","36,995,221.83","21,739,843.29","15,960,109.13","27,227,091.45","32,356,360.94","30,124,182.21","31,212,057.36","19,207,424.99","33,624,923.34","27,835,005.78","34,763,743.38","31,896,179.39","44,111,100.45","33,377,579.71","37,058,410.00","30,483,873.48","27,943,009.37","26,078,189.98"
应付职工薪酬,"2,435,880.90","1,378,891.04","741,577.45","2,339,429.46","119,652.00","1,137,725.88","1,120,592.97","5,427,138.51","538,042.84","1,981,962.31","451,649.70","2,305,176.00","711,957.18","3,460,852.76","800,264.88","3,708,094.31","1,861,930.32","1,243,341.66","1,260,331.98","3,307,812.52","1,165,773.52","1,060,187.63","1,176,261.91","3,672,390.53","962,414.34","620,150.30","745,832.79","2,534,680.10","735,354.08","512,226.51","343,384.70","1,324,298.34","795,661.06","5,032,938.01","7,049,040.70","3,981,692.39","3,637,359.65","3,753,187.35","3,923,746.06","6,459,280.26","3,203,838.40","2,857,968.20","2,848,312.03","3,146,934.62","3,332,573.85","3,249,228.90"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"843,893.58","3,037,081.23","4,504,805.39","6,124,655.68","1,299,249.30","3,325,088.73","2,764,427.65","-2,136,215.88","-627,529.41","1,749,215.00","787,322.97","-1,196,094.09","-809,388.73","2,326,388.26","3,504,748.73","17,048,325.22","4,146,175.46","15,562,766.71","10,878,491.01","8,151,775.40","6,735,549.51","6,737,145.62","9,566,069.80","14,740,424.83","14,503,675.97","20,058,545.76","21,965,134.41","6,584,380.58","8,281,833.14","13,881,693.07","9,126,765.40","8,061,198.37","13,999,523.75","6,787,591.09","9,732,978.72","10,592,891.48","12,420,430.62","10,422,650.37","13,272,325.85","10,570,245.22","7,047,163.53","13,767,405.61","12,941,744.56","67,919,103.42","67,461,849.79","16,414,938.49"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,027,433.74",,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,"203,089.15",,,"3,892,500.00","7,785,000.00","11,677,500.00","15,570,000.00","3,892,500.00","7,785,000.00","11,677,500.00","17,895,000.05","9,260,001.00","18,520,002.00","29,301,235.18","17,722,761.14","6,691,859.97","9,151,447.87","17,989,359.88","1,291,767.94","6,952,569.05","13,070,169.46","18,130,169.67","2,804,562.50","1,656,716.70"
应收股利,,,,,,,,,,,,,,,,,,"4,027,433.74","4,027,433.74","4,027,433.74","4,027,433.74","4,027,433.74","4,027,433.74","4,027,433.74","4,027,433.74","4,027,433.74",,"4,159,433.74","4,159,433.74","4,027,433.74","4,027,433.74",,,,,,,,,,,,,,,
应付股利,,,,,,"22,839,096.00",,,,"9,135,638.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,830,520.45",,
存货,"7,021,401.81","8,655,237.93","9,740,890.48","8,328,028.99","20,271,656.47","24,531,133.80","23,381,344.41","16,273,874.98","26,689,961.07","17,615,143.00","46,587,211.46","52,871,202.71","59,378,165.12","99,941,770.63","98,760,697.19","180,439,068.25","222,408,730.76","201,403,261.82","248,366,028.01","202,411,330.02","185,545,728.71","132,630,383.25","135,824,854.59","75,870,430.59","59,015,476.66","57,363,847.51","55,319,236.33","77,082,136.75","66,691,752.81","132,207,843.17","72,770,692.99","141,180,468.84","130,207,336.68","204,463,769.84","141,563,943.84","207,376,362.33","204,170,954.41","140,208,850.67","172,043,869.12","546,782,974.39","973,926,675.18","558,396,383.90","754,586,825.30","654,907,523.67","750,549,389.96","590,455,722.73"
其他应付款,"62,496,234.55","42,970,509.68","21,701,661.40","17,908,695.47","179,575,129.60","228,341,902.47","252,004,652.89","53,544,325.03","62,298,532.40","57,803,588.92","327,195,645.98","46,990,574.64","62,025,734.15","55,691,552.05","81,285,785.79","432,312,653.84","361,891,258.19","396,858,687.89","437,697,218.72","490,152,143.65","484,242,581.66","345,331,416.65","382,688,705.16","387,025,045.18","219,347,442.08","171,381,086.52","144,633,101.36","417,479,820.38","419,406,305.18","424,460,007.51","421,851,551.73","907,087,962.90","912,414,800.17","637,417,238.01","649,465,430.96","633,439,969.54","636,126,395.60","632,922,568.27","640,819,797.97","637,298,425.79","639,574,645.78","627,266,600.58","630,029,356.96","51,070,409.18","43,578,098.01","41,649,891.11"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"4,000,000.00",,,"190,000,000.00","140,000,000.00","120,000,000.00","80,000,000.00","226,840,000.00","226,840,000.00","82,130,000.00",,"98,870,000.00","98,040,000.00","48,040,000.00","148,540,000.00","237,050,000.00","314,030,000.00","316,530,000.00","90,200,000.00","428,880,000.00","396,720,000.00","246,650,000.00","174,300,000.00","250,970,000.00","191,850,000.00","144,980,000.00","90,982,500.00","187,830,000.00","189,520,000.00","182,500,000.00","103,570,000.00","167,750,000.00","155,440,000.00","445,336,597.37","435,561,597.37","422,022,800.88","419,247,800.88","75,930,000.00","78,930,000.00","112,620,000.00","126,620,000.00","126,620,000.00","489,429,513.45","452,771,400.50","83,040,000.00","105,312,300.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,835,216.47","11,046,350.00","24,474,688.06","19,590,368.24","23,473,471.35","24,225,206.81","38,577,078.74","33,603,258.07","33,492,389.20","31,987,665.07","33,694,675.48","34,710,928.78","19,250,530.47","12,961,030.94","62,049,135.31","71,266,749.62","46,885,894.03","41,772,311.39","31,475,081.93"
其他流动负债,,,,,,,,,,,"139,630,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"514,712,347.75","565,514,244.40","698,115,928.80","559,767,672.48","717,939,944.71","741,477,065.14","713,730,869.04","722,819,358.38","871,753,825.87","963,892,608.13","698,236,647.58","480,812,546.39","690,754,661.86","557,673,868.66","726,953,487.31","854,902,342.01","792,486,355.46","959,430,413.72","931,881,569.20","779,799,414.68","745,089,240.06","1,088,386,077.68","885,968,749.42","857,258,076.90","810,168,085.29","751,900,828.03","1,105,148,557.78","919,739,049.51","1,212,119,054.13","1,374,924,878.12","1,171,088,018.75","1,554,450,731.45","1,824,684,465.18","1,883,185,864.08","1,881,832,992.74","1,613,635,093.33","1,741,210,860.47","1,428,760,243.87","1,586,514,036.38","1,944,811,918.31","2,525,205,276.11","2,819,145,855.60","2,979,022,238.34","3,021,104,132.08","2,936,237,090.00","2,929,663,029.08"
流动负债合计,"305,305,315.40","238,375,910.92","234,681,174.15","465,318,075.78","520,638,898.18","578,012,976.77","625,516,935.39","637,209,303.34","806,224,255.01","631,108,595.23","856,093,109.65","712,726,769.79","733,435,856.57","565,746,012.64","651,984,239.40","1,289,472,944.96","1,284,114,743.04","1,451,117,470.66","1,218,331,498.36","1,614,067,318.38","1,665,704,897.94","1,458,427,926.02","1,346,558,223.02","1,469,583,941.36","1,232,677,579.09","884,953,802.39","1,169,480,695.22","1,091,821,963.55","1,318,597,487.64","1,432,765,576.98","1,201,189,525.64","1,868,207,605.34","1,766,984,943.89","1,645,263,534.35","1,620,149,653.75","1,423,642,395.33","1,465,234,006.18","1,106,238,187.24","1,265,361,186.45","1,663,918,277.51","2,211,885,729.27","2,426,015,679.03","2,890,806,438.79","2,158,832,394.20","2,036,186,244.81","2,036,688,348.76"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98","1,230,800.98"
