科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"40,272,894.52","79,834,995.19","113,696,389.30","153,068,727.82","43,623,754.81","85,888,319.84","126,039,387.41","175,960,944.25","40,916,035.99","79,738,442.51","127,848,686.45","192,961,837.63","57,375,484.26","119,862,192.50","196,598,184.15","294,250,120.89","89,037,005.96","187,109,856.82","288,463,001.57","390,699,391.77","102,020,291.61","208,447,269.94","320,970,646.26","410,324,918.22","97,684,607.72","191,669,839.28","287,018,446.04","398,493,766.76","105,214,075.78","219,865,639.73","325,684,661.39","654,084,309.23","323,543,891.65","677,096,277.56","1,083,237,504.76","1,469,914,807.24","377,113,783.63","796,467,405.28","1,251,300,110.50","1,741,602,023.21","420,495,886.72","1,066,077,322.53","1,964,768,099.00","3,200,186,897.68"
二、营业利润,"6,560,942.02","12,970,666.25","17,764,639.43","26,382,295.29","8,027,119.45","15,537,896.93","22,163,862.43","27,263,940.52","4,102,975.93","7,729,169.36","11,674,653.25","16,658,797.34","8,128,797.10","16,951,866.42","29,482,693.42","44,813,549.38","18,474,496.13","35,122,922.30","51,748,229.75","72,238,297.16","20,528,182.22","39,894,778.70","54,745,225.48","64,587,694.53","10,707,603.51","18,390,698.56","17,631,500.63","22,921,787.77","12,100,324.56","27,436,835.70","35,656,449.24","108,973,483.19","70,416,454.16","194,570,171.62","320,956,609.92","430,763,465.18","104,693,307.64","235,232,803.03","360,277,548.42","645,545,884.07","220,992,872.06","534,902,796.56","866,578,120.06","897,904,354.75"
减:营业成本,"26,333,788.19","46,087,540.98","68,432,628.60","89,815,701.41","25,836,706.70","49,000,622.39","74,292,720.57","104,225,198.71","24,457,389.62","49,059,286.51","81,778,863.31","125,022,741.89","34,364,483.81","72,017,783.59","118,982,362.88","175,755,281.47","49,683,748.01","109,834,521.84","171,750,043.31","226,371,728.18","58,881,381.75","125,731,029.69","197,246,916.13","244,660,909.51","60,353,822.74","123,233,889.71","186,899,898.11","256,521,555.40","71,952,492.73","143,348,438.45","204,139,728.82","318,207,889.76","124,202,338.21","237,871,320.49","372,753,607.12","453,576,586.66","114,602,270.03","263,036,820.42","409,272,225.37","477,403,520.05","42,030,534.57","94,915,831.10","179,026,189.02","338,831,245.63"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"31,328.57","66,923.98","75,734.61","248,782.70","49,733.09","138,264.08","234,235.04","330,252.73","3,063.98","12,181.27","32,594.91","124,050.80","40,741.71","106,657.40","242,539.58","413,976.57","55,530.62","300,979.71","392,684.13","720,506.95","175,645.43","209,646.78","225,421.69","317,492.96","22,684.98","86,800.17","131,833.90","170,372.65","72,747.43","133,435.18","163,240.11","586,489.23","380,545.16","669,553.42","1,285,345.93","2,526,051.64","41,174.89","431,892.58","1,152,992.04","4,473,904.80","1,395,264.22","5,348,542.41","10,262,317.73","17,478,065.23"
营业外收入,"15,000.00","498,785.89","1,686,868.89","3,724,638.77","521,450.00","1,558,050.00","1,630,326.42","5,860,529.05","1,667,000.00","2,914,400.00","3,006,400.00","6,908,694.08","35,600.00","704,725.96","1,722,496.20","9,619,080.53","158,122.00","2,306,527.62","3,165,872.81","7,118,032.28","1,026,000.00","2,251,384.60","4,795,684.60","10,905,647.81","1,321,600.00","1,411,898.00","1,603,752.80","6,785,763.80","380,220.00","533,358.86","3,193,524.86","7,880,004.66","252,156.92","2,887,689.13","4,782,353.13","35,533,851.61","1,508,265.15","4,538,109.76","32,260,209.90","49,704,848.55","2,704,350.00","5,877,299.52","7,573,003.94","6,183,541.68"
销售费用,"2,319,997.67","4,835,529.74","6,936,818.55","10,943,157.96","3,469,867.61","6,250,758.96","8,917,044.79","12,151,053.19","2,136,854.16","4,447,720.05","7,087,638.35","11,121,347.56","3,309,542.13","5,623,822.35","9,100,236.08","13,693,061.69","4,556,170.20","10,123,590.44","14,924,540.77","17,048,357.14","4,464,366.32","8,652,354.82","14,854,988.36","16,092,993.61","6,252,845.70","8,694,537.78","12,653,750.18","17,393,043.21","6,295,506.52","8,630,786.99","12,659,800.15","83,592,736.55","91,578,118.37","178,570,195.34","278,802,688.86","388,424,857.44","107,093,347.04","214,124,167.96","343,107,601.10","501,268,528.73","116,414,684.27","230,147,741.32","373,713,951.96","560,737,469.65"
减:营业外支出,,"10,083.00","10,083.00","204,722.03",,,,"102,105.37",,,"1,874.00","130,426.69","2,427.80","28,537.83","31,118.83","506,126.11",,"20,220.74","23,093.26","167,075.68","5,253.00","9,058.80","9,928.80","130,403.40","2,290.00","3,312.75","83,315.79","3,259.74",,399.86,"3,369.79","55,837.79","1,069.28","101,345.42","114,530.76","195,632.61","369,449.19","529,966.44","540,216.80","2,305,467.83","-2,064.15","76,035.85","145,708.83","1,337,245.30"
管理费用,"5,669,070.18","14,913,228.64","21,233,886.91","26,154,653.81","7,290,722.71","15,241,886.80","21,346,243.58","37,543,603.94","8,276,327.42","16,228,731.24","26,079,465.57","43,204,513.67","12,230,685.66","27,734,470.80","41,108,944.17","61,519,913.66","17,240,381.65","33,415,199.83","51,315,385.71","75,818,215.05","18,624,831.00","38,229,313.51","59,811,545.92","90,399,834.68","21,401,514.22","40,317,081.49","72,077,208.87","94,577,317.64","21,667,785.72","49,475,187.51","74,689,109.06","137,108,396.43","45,798,778.39","101,813,927.26","167,880,789.22","265,922,384.44","73,329,971.82","136,705,116.05","209,073,530.11","324,724,489.29","72,635,204.26","153,304,167.09","229,651,284.20","316,655,614.50"
其中:非流动资产处置净损失,,,,"10,083.00",,,,"102,105.37",,,,"130,004.38",,"-91,925.96",,"126,801.11",,,,"140,478.26",,,,"130,203.40",,"3,312.75",,"2,290.00",,399.86,,"13,425.42",,,780.00,"32,410.00",,"86,420.83","86,420.83","470,212.66",200.00,200.00,200.00,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
