科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"44,777,410.56","55,057,172.23","70,384,030.80","599,168,775.80","481,563,319.83","396,190,920.52","411,040,676.92","416,651,502.48","354,910,228.32","236,934,071.88","203,284,977.11","188,296,071.65","203,636,796.43","279,116,899.69","265,745,099.15","265,666,278.26","349,208,975.92","299,802,032.70","352,364,696.96","317,870,871.94","368,710,267.83","465,965,225.55","284,555,111.51","231,397,053.12","276,399,453.67","216,178,635.83","205,393,621.36","212,247,726.10","197,966,499.38","237,978,163.47","238,835,931.99","608,686,718.26","395,225,217.99","335,652,317.87","607,015,071.64","400,994,005.90","428,602,615.69","363,137,166.42"
短期借款,"65,449,635.11","49,000,000.00",,,,,,,,,"31,975,575.88","45,216,243.20","60,055,293.00","81,494,523.93","17,463,382.00","10,000,000.00",,,"16,121,834.76",,,"106,520,793.51","100,000,000.00","80,000,000.00","80,000,000.00","50,000,000.00",,"22,341,188.08","120,000,000.00","220,000,000.00","220,000,000.00","220,000,000.00","220,000,000.00","200,000,000.00","311,000,000.00","648,000,000.00","668,000,000.00","648,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,"930,500.00","2,002,000.00",,,"303,750.00","147,150.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,"207,900.00","32,700.00","594,000.00",,,,,,,,,,,,,
应收票据,"22,827,435.22","12,000,000.00","2,178,341.74","20,824,085.88","53,319,219.12","29,718,417.39","29,474,866.34","45,122,480.29","9,147,402.82","15,477,206.23","26,076,639.23","17,853,506.13","24,720,689.30","9,067,822.05","16,718,710.94","13,127,913.13","13,972,909.80","18,045,647.82","37,206,041.66","21,069,580.39","21,994,768.54","24,974,732.85","39,667,666.19","33,047,643.33","45,658,981.70","57,865,894.23","38,329,844.51","32,370,484.80","27,288,437.73","30,585,765.56","38,028,768.13","33,642,128.34","35,982,103.20","30,187,125.07","24,925,484.36","26,433,843.07","186,150,116.87","18,834,724.21"
应付票据,"15,979,082.36","92,604,842.93","144,079,971.43","155,707,000.00","96,747,000.00","70,310,000.00","210,442,000.00","195,292,000.00","169,610,000.00","140,870,000.00","183,886,000.00","141,696,000.00","196,094,425.50","276,564,425.50","286,450,000.00","309,191,820.27","292,957,920.27","297,054,313.10","306,711,600.00","221,074,400.00","282,189,800.00","385,962,000.00","400,919,000.00","358,898,244.05","379,640,932.58","329,440,688.53","347,461,752.00","314,492,773.25","243,362,789.75","254,674,335.38","294,274,383.00","331,282,677.94","382,099,312.66","421,077,400.84","336,598,354.89","305,400,249.96","399,193,894.82","422,274,252.02"
应收账款,"60,231,104.23","72,834,392.92","82,226,172.74","103,059,073.15","100,210,662.29","135,725,433.55","155,002,326.32","163,733,045.81","129,080,768.50","153,192,374.53","176,144,204.44","142,145,160.74","165,693,280.28","185,195,987.56","201,890,737.72","205,372,831.16","187,032,115.04","173,734,696.72","224,036,083.52","212,553,650.85","235,292,213.33","233,848,040.51","272,246,754.79","268,891,876.87","272,976,597.80","258,964,415.55","249,431,426.52","243,574,191.99","326,588,226.33","410,618,081.03","410,668,561.25","429,195,766.88","472,223,661.16","647,137,189.52","1,233,715,548.95","1,577,143,672.78","1,464,847,616.93","1,511,038,433.55"
应付账款,"52,511,768.46","31,538,773.03","37,502,847.83","52,230,395.56","31,259,315.55","21,967,569.93","33,745,700.86","30,243,778.72","50,320,373.41","48,273,203.58","59,059,210.36","38,526,915.40","58,325,187.49","89,714,091.64","133,338,904.69","132,657,847.75","70,563,305.97","60,908,988.29","73,271,256.40","64,904,006.75","65,308,600.41","78,092,756.56","86,275,370.97","91,400,035.77","100,357,788.89","107,465,020.81","101,492,888.02","87,818,449.58","100,373,490.76","91,867,714.70","97,997,401.94","109,568,667.21","111,775,977.97","109,250,875.20","119,863,492.34","129,904,359.69","269,823,510.65","110,687,553.95"
预付款项,"19,887,779.95","20,970,557.73","13,148,461.89","27,922,578.60","31,477,414.80","31,804,139.99","125,496,641.85","38,765,875.72","68,078,764.79","75,917,794.18","122,865,787.94","149,658,642.73","167,662,915.99","135,104,241.22","87,022,530.38","106,958,998.92","51,843,921.01","72,908,966.77","48,719,390.60","45,055,672.64","57,888,210.57","146,335,055.08","72,964,662.94","86,631,015.68","50,266,225.46","69,041,229.95","59,816,197.45","61,056,583.14","38,067,384.50","47,128,221.48","33,475,363.59","66,718,565.55","70,410,501.06","128,680,570.31","98,102,413.60","134,521,666.35","117,236,308.48","81,680,272.62"
预收款项,"3,553,182.91","2,784,720.04","3,518,600.98","4,612,623.40","22,261,683.58","11,519,217.90","5,176,785.50","4,277,769.28","3,650,815.02","4,971,087.57","3,947,575.40","3,399,687.64","4,591,889.39","3,316,904.29","4,032,996.93","4,830,461.44","1,819,425.02","5,834,759.00","2,019,050.64","2,280,650.55","2,579,913.62","2,877,652.86","2,141,254.22","3,315,065.80","3,422,884.33","3,267,640.67","4,594,011.17","3,531,776.08","2,895,476.06","7,573,917.22","4,352,734.64","6,704,201.45","4,169,985.73","10,201,454.55","10,168,078.39","9,473,464.44","8,044,530.22","9,698,849.91"
