科目,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付分保帐款,"1,152,100,721.75","1,187,453,886.51","1,269,066,188.70","1,489,315,818.58","795,092,794.87","800,821,957.33","603,122,012.44","528,495,775.70","603,433,075.08"
应收分保未到期责任准备金,"303,350,217.55","217,217,962.86","204,926,814.17","267,987,264.06","225,141,376.91","177,119,340.20","153,964,595.01","223,836,508.55","225,531,653.37"
应付职工薪酬,"570,005,911.25","663,118,955.57","765,269,523.71","550,100,777.80","512,497,900.51","637,336,844.92","581,849,785.54","471,137,908.55","493,591,435.38"
应收分保未决赔款准备金,"609,482,723.16","546,327,085.31","216,899,450.39","204,652,281.65","205,292,156.96","258,938,135.51","200,026,508.26","211,286,294.28","208,740,402.18"
应交税费,"308,694,818.63","375,850,655.85","465,263,441.25","289,735,308.20","275,074,262.44","210,451,983.01","353,281,294.39","293,450,464.90","159,776,453.47"
应收分保寿险责任准备金,,,,,,,,,
应付利息,"286,597,237.88","75,591,237.90","96,116,019.56","183,872,489.20","282,953,499.67","67,711,548.02","126,378,513.40","181,458,349.02","282,458,349.03"
应收分保长期健康险责任准备金,,,,,,,,,
代理业务负债,,,,,,,,,
保户质押贷款,,,,,,,,,
预计负债,,,,,,,,,
定期存款,"17,969,666,666.60","22,119,663,333.30","43,704,663,333.30","28,633,663,333.30","21,573,663,333.30","17,763,663,333.30","12,734,063,333.30","10,427,927,867.10","9,356,663,333.30"
应付赔付款,"53,745,381.30","68,488,698.52","79,974,331.30","78,594,722.74","51,717,326.63","56,602,620.94","44,571,033.96","42,630,650.73","45,581,013.89"
发放贷款及垫款,,,,,,,,,
应付保单红利,,,,,,,,,
存出保证金,,,,,,,,,
保户储金及投资款,"236,988,547,167.48","240,169,427,978.95","247,481,688,380.06","208,737,229,117.22","197,003,327,065.65","179,944,651,755.39","170,249,669,725.16","97,626,478,865.40","85,793,782,837.45"
代理业务资产,,,,,,,,,
未到期责任准备金,"5,522,606,846.91","5,573,781,805.46","5,860,222,885.47","6,091,478,730.43","5,914,227,663.39","5,584,667,775.06","5,506,977,564.79","5,902,076,270.25","5,922,743,044.39"
应收款项,,,,,,,,,
未决赔款准备金,"4,149,337,931.95","4,141,172,238.20","4,096,603,196.49","4,151,320,179.04","4,270,449,325.09","4,349,915,491.81","4,201,032,211.76","4,398,598,457.29","4,677,814,770.08"
预付款项,,,,,,,,,
寿险责任准备金,,,,,,,,,
可供出售金融资产,"210,959,823,014.01","215,284,554,396.07","183,810,271,533.05","166,344,501,448.96","158,014,812,406.98","158,141,908,464.35","145,744,114,413.78","90,259,370,918.93","85,111,560,382.96"
长期健康险责任准备金,,,,,,,,,
持有至到期投资,"3,918,502,178.03","4,137,810,014.72","5,154,836,262.27","5,716,480,452.44","5,597,051,201.10","5,463,404,309.99","5,113,865,317.51","4,790,065,830.36","4,554,636,450.70"
长期借款,,,,,,,,,
长期股权投资,"1,934,950,988.08","2,107,560,449.39","2,927,215,020.64","14,906,759,299.03","19,812,649,240.26","20,081,096,879.33","20,774,789,631.97","21,645,362,571.12","21,697,996,875.73"
应付债券,"6,588,242,372.31","6,588,276,870.85","6,588,311,369.58","6,588,345,868.56","6,588,380,367.74","6,588,414,867.18","6,593,446,584.78","6,593,998,653.18","6,594,559,070.42"
存出资本保证金,"3,552,750,354.00","3,552,750,354.00","3,552,750,354.00","3,552,750,354.00","3,552,750,354.00","3,552,750,354.00","3,552,750,354.00","3,552,750,354.00","3,552,750,354.00"
独立帐户负债,,,,,,,,,
投资性房地产,,,,,,"21,383,100.00","1,438,238,400.00","1,438,238,400.00","2,874,987,164.00"
递延所得税负债,"559,801,014.64","601,981,370.10","599,201,818.00","148,713,295.60","148,126,846.11","511,253,420.73","230,779,212.97","230,304,305.03","279,150,642.11"
存货,,,,,,,,,
其他负债,"7,494,047,607.55","7,536,894,027.82","8,970,685,749.04","7,840,843,886.93","7,744,413,950.97","8,544,041,848.11","7,758,640,619.99","8,189,107,175.15","7,893,698,055.50"
固定资产,"523,148,751.05","511,104,460.84","565,876,686.74","554,535,970.60","556,454,474.55","556,293,674.44","921,836,637.52","904,170,841.77","1,168,279,914.36"
负债合计,"265,428,772,595.25","268,764,366,632.89","278,840,434,028.03","238,922,101,747.03","224,724,600,808.42","208,844,141,762.54","197,402,834,962.29","125,791,602,560.29","113,840,665,299.34"
在建工程,"358,978,411.24","336,092,015.38","500,021,652.10","792,310,193.69","852,646,011.48","971,397,032.99","542,416,516.43","563,436,198.10","707,308,530.08"
实收资本（或股本）,"1,093,064,378.00","1,093,064,378.00","1,093,064,378.00","1,093,064,378.00","1,093,064,378.00","1,093,064,378.00","1,093,064,378.00","1,093,064,378.00","1,093,064,378.00"
无形资产,"1,516,790,726.20","1,601,486,749.34","1,584,599,812.50","1,571,839,695.47","1,697,150,031.67","1,683,900,597.32","1,800,997,535.65","1,795,902,758.23","1,794,466,308.93"
资本公积,"5,952,402,910.11","5,952,402,910.09","5,969,361,451.24","5,969,361,451.24","5,894,717,018.24","5,894,717,018.24","5,895,127,031.54","5,895,127,031.54","5,895,127,031.54"
其中：交易席位费,,,,,,,,,
减：库存股,,,,,,,,,
长期待摊费用,"39,745,100.02","41,205,144.88","44,278,880.57","40,634,759.19","44,359,237.39","44,876,721.09","47,333,430.33","43,512,353.58","41,164,613.23"
盈余公积,"101,635,806.96","101,635,806.96","106,279,669.06","106,279,669.06","106,279,669.06","106,279,669.06","344,007,492.24","344,007,492.24","344,007,492.24"
固定资产清理,,,,,,,,,
一般风险准备,,,,,,,,,
独立帐户资产,,,,,,,,,
未分配利润,"776,149,546.91","808,746,552.56","801,487,281.77","2,919,374,052.62","3,146,262,645.92","3,277,266,299.10","2,947,916,409.20","3,161,428,131.33","3,267,638,696.25"
递延所得税资产,"352,907,680.76","360,797,297.13","719,848,641.53","484,667,287.74","510,858,592.84","512,355,702.73","20,542,178.01","22,149,847.34","23,757,516.68"
少数股东权益,"15,414,762,265.28","15,517,625,955.25","15,711,439,543.25","15,957,440,116.29","16,154,734,178.71","16,662,366,389.80","16,002,556,383.12","16,503,430,579.92","16,245,522,704.40"
其他资产,"4,901,990,334.73","6,204,440,005.06","3,124,057,762.44","5,812,608,341.61","6,309,565,221.40","6,254,501,980.86","5,894,598,234.84","9,122,043,677.65","2,647,182,631.77"
外币报表折算差额,,,,,,,,,
资产总计,"291,915,714,240.81","295,538,510,171.81","305,866,095,858.69","266,958,567,918.31","253,220,381,757.11","238,302,073,131.94","225,774,286,200.40","155,138,875,922.33","142,820,167,605.61"
非正常经营项目收益调整,,,,,,,,,
向中央银行借款,,,,,,,,,
所有者权益（或股东权益）合计,"26,486,941,645.56","26,774,143,538.92","27,025,661,830.66","28,036,466,171.28","28,495,780,948.69","29,457,931,369.40","28,371,451,238.11","29,347,273,362.04","28,979,502,306.27"
同业及其他金融机构存放款项,,,,,,,,,
负债和所有者权益（或股东权益）总计,"291,915,714,240.81","295,538,510,171.81","305,866,095,858.69","266,958,567,918.31","253,220,381,757.11","238,302,073,131.94","225,774,286,200.40","155,138,875,922.33","142,820,167,605.61"
