科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
存货,"249,491,733.96","225,183,149.83","246,655,322.33","249,715,054.51","263,738,379.12","236,694,786.25","299,587,967.59","339,811,807.11","318,649,604.77","361,409,991.97","307,449,044.49","234,846,953.45","346,944,108.44","357,777,362.26","662,705,111.97","730,179,829.09","806,334,552.43","937,479,306.19","804,564,380.85","788,616,149.65","784,609,208.29","846,110,592.63","942,383,811.52","962,610,388.10","987,695,641.96","976,659,912.29","1,055,498,330.82","1,016,897,309.33","1,055,147,382.60","1,096,613,572.59","1,192,634,316.33","993,279,988.96","1,175,398,526.61","1,131,762,971.25","1,022,386,481.49","817,433,664.50","882,590,853.82","976,234,433.00","878,507,933.63","908,699,395.27","953,803,735.55","928,372,829.21","953,474,767.28","961,950,504.44","886,349,596.50","852,797,707.73","762,656,876.64","922,755,332.42"
其他应付款,"16,797,446.93","15,999,744.07","15,347,094.92","31,994,683.14","14,704,091.27","15,173,802.45","19,681,704.79","18,546,557.40","18,708,768.20","19,909,326.17","37,575,641.00","48,621,625.87","37,847,144.96","39,811,743.54","46,055,114.91","71,694,036.93","55,188,609.96","56,075,674.59","67,401,569.58","74,330,996.39","80,148,448.02","96,371,465.08","135,882,118.83","140,869,659.50","153,168,803.45","165,874,975.57","143,638,714.54","197,030,684.64","269,205,949.93","265,925,305.70","125,495,171.97","210,628,085.62","142,643,446.11","114,134,698.61","101,011,555.02","93,658,450.97","125,961,710.58","75,850,167.70","80,250,204.74","80,564,646.72","71,752,402.92","132,271,520.60","138,711,610.89","124,898,444.31","157,946,588.86","184,687,205.22","161,095,377.52","152,851,363.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460,027.44","1,317,728.56","1,873,388.77","1,384,961.02","1,938,919.51","1,667,112.28"
一年内到期的非流动负债,,,,,,,"14,621,595.80","14,621,595.80","21,851,888.50","6,070,818.25","39,147,467.56","28,005,857.41","28,684,061.40","27,792,234.90","65,257,736.30","65,257,736.30","110,262,736.30","110,765,236.30","126,568,500.00","133,901,403.75","388,087,151.88","386,468,700.00","404,133,200.00","197,733,200.00","294,482,782.13","292,636,453.28","361,915,690.53","341,480,416.65","330,140,727.87","297,053,107.64","158,422,431.54","157,003,175.94","124,556,860.76","123,360,608.24","99,010,060.71","96,828,081.22","220,947,950.55","238,918,694.02","347,380,983.47","324,946,168.80","543,455,624.89","397,697,326.94","533,000,778.96","536,634,664.48","555,219,120.79","174,901,980.07","43,949,086.23","13,883,600.54"
其他流动资产,,,,,,,"327,650.00","1,151,308.88",,,,,,,,,,,,,,,"52,211,410.99","38,872,033.88","21,722,629.08","12,212,977.79","278,597,335.29","268,987,776.30","254,057,200.85","248,644,753.21","265,338,839.15","247,148,955.44","252,638,248.37","242,185,911.66","238,611,959.34","235,418,772.85","229,938,779.28","224,494,771.10","216,868,822.13","220,577,149.44","218,308,360.27","220,795,663.51","216,871,121.21","200,013,020.40","194,812,447.44","32,292,865.80","43,352,741.42","46,062,832.97"
其他流动负债,"172,234.00",,,,,,,,,,,,,,,,,,,,,,,,"300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00",,,"8,023,393.39","8,552,723.02","8,019,030.84","8,550,978.00","923,096.02","1,868,415.68","2,418,102.68","2,566,649.49","2,793,625.53","3,002,656.02","3,786,886.55","4,870,892.36","5,178,401.70","4,948,477.95","5,056,054.20","4,887,304.20","3,574,371.85","3,405,621.85"
流动资产合计,"485,321,870.01","675,051,497.35","822,803,729.08","825,045,534.96","868,726,414.87","855,870,371.73","933,409,066.26","997,265,178.76","1,312,574,535.03","1,139,646,517.45","1,364,496,862.96","1,268,544,072.30","1,941,124,487.47","1,861,094,297.39","2,215,661,124.04","2,362,835,506.87","2,314,885,487.35","2,407,520,074.25","2,369,345,636.00","2,378,397,220.99","2,236,491,515.71","2,621,475,977.61","2,772,498,979.54","2,431,945,512.42","2,535,347,687.58","2,534,480,385.34","3,030,373,704.22","2,811,965,652.04","2,809,221,705.13","3,126,745,402.59","3,219,079,017.08","2,932,762,031.82","3,188,202,976.31","3,112,181,847.72","3,073,690,238.82","2,629,412,946.86","2,672,688,244.12","2,611,431,311.55","2,869,781,183.76","2,575,455,404.02","2,603,517,010.69","2,852,603,311.30","2,937,922,009.57","2,725,887,793.26","2,610,980,855.80","2,644,501,747.77","3,067,007,272.72","3,004,639,953.56"
流动负债合计,"359,465,668.44","352,005,348.09","466,568,267.24","526,999,363.76","576,503,477.47","607,989,323.59","684,660,700.56","727,838,760.27","1,068,885,448.74","1,126,563,143.85","1,187,611,273.42","980,996,640.12","985,971,837.74","1,013,165,934.82","1,658,710,655.23","1,767,321,825.72","1,832,084,499.08","2,200,718,215.77","2,523,343,358.61","2,471,418,360.89","2,777,617,036.28","3,033,237,219.56","3,218,169,242.30","2,790,458,069.52","3,226,626,522.97","3,337,755,413.54","4,079,377,246.89","3,846,334,119.64","4,055,578,545.52","4,260,931,089.77","4,112,593,763.05","3,831,998,369.46","4,171,678,243.84","4,202,907,159.76","4,359,924,172.97","3,923,206,174.47","4,107,087,492.66","4,066,393,756.88","4,332,205,771.57","4,007,760,615.13","4,305,189,465.27","4,561,012,052.16","4,772,645,192.16","4,110,507,753.49","4,008,130,405.61","3,680,637,036.64","3,585,736,306.88","3,586,635,937.81"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,
长期借款,"71,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","15,000,000.00","25,000,000.00","25,000,000.00","270,000,000.00","768,000,000.00","957,868,000.00","897,650,000.00","907,422,000.00","1,166,719,000.00","1,655,778,500.00","2,055,838,000.00","2,128,897,500.00","2,232,550,000.00","2,453,550,000.00","2,199,359,200.00","2,449,859,200.00","2,370,467,600.00","2,561,967,600.00","2,396,837,600.00","2,376,937,600.00","1,292,057,600.00","1,291,557,600.00","1,137,427,600.00","1,134,827,600.00","1,211,047,600.00","1,231,047,600.00","1,191,637,600.00","1,215,137,600.00","1,236,377,129.90","1,234,528,733.44","1,074,882,252.26","1,049,997,443.81","1,073,506,412.99","1,101,048,567.05","852,540,602.41","850,042,249.22","663,405,634.03","1,069,228,780.34","1,035,357,606.09","1,412,054,927.30","63,317,354.92","60,690,797.90"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,"50,366,986.30","51,079,486.30","51,791,986.30","52,504,486.30","50,366,986.30","51,079,486.30","51,791,986.30","52,504,486.30","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","15,000,000.00","15,502,500.00","15,000,000.00","15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,"6,338,911.99","6,467,896.82","10,796,665.25","9,869,523.54","31,183,904.10","35,470,614.20","51,614,450.61","34,485,757.86","35,414,128.82",,,,,,,,,,,,,"25,600,000.00","30,668,159.95","25,600,000.00","25,600,000.00","20,614,215.86","20,614,215.86","17,491,540.74","32,697,351.06","27,383,544.77","25,283,624.99","18,922,810.96","16,903,467.80","11,373,059.07","9,264,353.62","3,764,727.75","3,764,727.75",,,,,,"21,665,542.78","19,366,527.04","19,366,527.04","17,200,603.22","17,200,603.22"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,"50,053,824.00","52,445,836.77","52,445,836.77","50,612,017.04","51,417,987.72","58,019,839.85","57,188,424.27","57,803,157.20","58,058,551.53","189,233,995.03","188,686,548.09","187,113,933.14","193,846,742.74","198,377,648.34","196,241,590.32","195,463,059.53","208,078,136.62","210,376,640.21","207,294,719.04","216,159,818.89","215,121,412.72","217,071,744.37","214,070,828.92","210,574,573.41","211,077,604.06","152,221,908.71","135,234,284.42"
专项应付款,,,,,,,,,,,"71,100,000.00","71,100,000.00","90,230,000.00","89,993,122.49","71,100,000.00","71,100,000.00","71,100,000.00","71,100,000.00","75,289,155.86","79,109,155.86","76,089,155.86","109,879,155.86","71,100,000.00","71,100,000.00","72,100,000.00","72,100,000.00",,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,"2,830,282.57","2,871,381.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"230,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,999,929.82","23,999,929.82","36,270,943.82","42,406,450.82","48,541,957.82","54,677,464.82","60,812,971.82","66,948,478.82",,
固定资产,"77,348,765.50","83,564,335.58","142,993,028.56","147,006,156.72","160,076,455.41","162,098,669.57","277,191,005.55","272,110,024.67","269,469,305.41","403,967,412.72","409,358,883.88","443,889,792.83","950,375,543.91","1,123,882,053.17","1,159,326,726.84","1,140,471,048.66","1,163,322,227.30","1,163,641,727.06","1,217,049,737.70","1,223,206,929.04","1,203,988,170.39","1,525,048,120.33","2,473,863,695.50","2,447,942,302.95","2,398,795,224.38","2,343,119,357.60","3,034,441,731.71","2,967,010,494.56","2,905,706,905.84","2,829,792,865.74","2,546,986,290.18","2,485,022,048.78","2,427,194,252.24","1,853,737,314.72","1,947,398,987.96","1,452,476,293.67","1,542,011,064.70","1,515,320,266.00","1,566,620,099.42","1,533,989,736.67","1,500,330,308.12","1,970,168,231.01","1,957,536,977.81","1,913,465,496.34","2,338,393,960.79","2,072,364,212.70","945,415,790.80","919,699,748.18"
递延所得税负债,,,,,,,,,"68,218.76","94,467.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"75,365,344.86","72,529,495.37","60,142,977.67","109,533,318.64","126,534,430.15","198,054,776.94","153,140,491.52","170,577,156.27","184,444,468.61","509,325,870.54","877,873,781.43","926,658,442.20","528,780,857.04","508,886,209.93","1,052,768,197.67","1,510,471,238.40","1,995,839,743.19","2,266,168,185.73","2,619,516,430.47","2,749,694,457.66","2,904,020,940.39","2,658,628,548.34","1,552,864,009.76","1,624,067,957.86","1,671,221,487.01","1,700,315,882.24","936,232,087.03","944,321,857.19","949,060,921.31","964,373,841.13","937,174,705.42","959,903,325.10","963,969,649.94","1,497,654,927.39","1,411,420,249.48","1,880,448,587.87","1,761,114,867.51","1,752,592,672.33","1,761,013,089.78","1,763,229,333.13","1,774,254,511.97","1,292,008,602.34","1,279,908,484.36","1,279,131,442.19","803,196,475.18","1,003,870,531.68","196,110,064.08","239,330,546.03"
其他非流动负债,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","23,850,000.00","23,850,000.00","5,000,000.00","4,874,999.99","23,406,244.96","23,044,367.44","22,682,489.92","23,034,306.15","22,611,254.88","22,188,203.61","44,265,152.34","43,674,883.57","58,729,352.71","63,683,698.37","64,880,185.80","74,711,793.97","150,080,862.57","149,909,118.98","145,355,268.89","145,711,194.60",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,"3,397,671.33","13,628,389.33","14,052,448.69","47,568,976.17","32,913,983.07","121,569,515.04","16,873,957.42","10,162,456.22","11,752,590.93","10,612,668.41","8,047,444.69","7,059,361.00","6,687,701.76","6,844,755.62","1,094,577.12","1,665,021.35","1,102,909.44","837,917.43","837,917.43","837,917.43","837,917.43","837,917.43","424,768.01","424,768.01","424,768.01","424,768.01","424,768.01","424,768.01","424,768.01","424,768.01","424,768.01","424,768.01","424,768.01",,,
非流动负债合计,"71,230,000.00","6,338,911.99","66,834,883.12","71,876,151.55","71,661,509.84","93,688,390.40","105,837,600.50","132,693,936.91","116,345,962.92","363,013,083.03","892,950,000.00","1,082,818,000.00","1,022,880,000.00","1,032,290,122.48","1,276,225,244.96","1,765,425,367.44","2,164,620,489.92","2,238,031,806.15","2,330,450,410.74","2,554,847,359.47","2,319,713,508.20","2,603,413,239.43","2,525,896,952.71","2,727,419,458.32","2,559,417,785.80","2,549,349,393.97","1,462,752,678.43","1,462,080,934.84","1,300,274,409.63","1,313,236,145.66","1,362,608,741.94","1,378,808,473.80","1,338,275,176.57","1,353,768,723.84","1,376,559,621.25","1,369,712,311.92","1,208,422,160.57","1,187,001,561.43","1,235,180,448.82","1,260,828,964.03","1,033,452,260.97","1,034,215,897.25","857,283,937.65","1,289,134,076.13","1,262,073,865.06","1,644,661,853.97","116,349,178.33","112,636,757.77"
固定资产清理,,,,,,,,,,,,"1,850,982.90","1,866,234.30",,,,,,,,,,,,,"9,991,824.42",,,,,,,,,,,,,,,,,,,,,,
负债合计,"430,695,668.44","358,344,260.08","533,403,150.36","598,875,515.31","648,164,987.31","701,677,713.99","790,498,301.06","860,532,697.18","1,185,231,411.66","1,489,576,226.88","2,080,561,273.42","2,063,814,640.12","2,008,851,837.74","2,045,456,057.30","2,934,935,900.19","3,532,747,193.16","3,996,704,989.00","4,438,750,021.92","4,853,793,769.35","5,026,265,720.36","5,097,330,544.48","5,636,650,458.99","5,744,066,195.01","5,517,877,527.84","5,786,044,308.77","5,887,104,807.51","5,542,129,925.32","5,308,415,054.48","5,355,852,955.15","5,574,167,235.43","5,475,202,504.99","5,210,806,843.26","5,509,953,420.41","5,556,675,883.60","5,736,483,794.22","5,292,918,486.39","5,315,509,653.23","5,253,395,318.31","5,567,386,220.39","5,268,589,579.16","5,338,641,726.24","5,595,227,949.41","5,629,929,129.81","5,399,641,829.62","5,270,204,270.67","5,325,298,890.61","3,702,085,485.21","3,699,272,695.58"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"102,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","401,775,000.00","401,775,000.00","401,775,000.00","401,775,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00","803,550,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"28,652,000.00","252,152,000.00","252,452,650.82","252,152,000.00","184,452,650.82","184,452,650.82","184,452,650.82","184,452,650.82","184,452,650.82","184,452,650.82","184,452,650.82","184,452,650.82","882,770,305.10","882,770,305.10","889,563,904.91","889,563,904.91","487,788,904.91","487,788,904.91","487,788,904.91","487,788,904.91","487,656,379.08","487,656,379.08","498,629,544.32","498,629,544.32","498,629,544.32","498,629,544.32","593,519,146.22","593,519,146.22","593,519,146.22","593,519,146.22","589,644,651.96","589,644,651.96","589,644,651.96","589,644,651.96","585,840,673.10","585,840,673.10","585,840,673.10","585,840,673.10","585,840,673.10","585,840,673.10","596,743,433.34","596,743,433.34","570,075,198.69","570,075,198.69","570,075,198.69","570,075,198.69","505,208,196.04","505,208,196.04"
