科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"40,549,365.13","75,949,844.01","81,924,868.76","17,795,894.67","37,811,873.29","54,966,139.36","91,795,425.14","17,570,099.39","33,156,887.91","55,112,948.88","83,807,327.92","31,607,190.28","64,654,416.10","95,423,820.88","134,153,483.36","26,353,888.65","62,967,750.13","114,035,824.55","179,207,329.94","50,814,257.08","135,626,675.80","238,534,216.87","321,757,066.09","81,618,407.27","150,159,258.66","247,546,531.02","365,069,140.24","111,209,008.38","191,846,739.71","284,503,781.28","470,650,243.47","174,145,385.73","391,909,117.19","573,270,654.39"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"19,423,087.18",,"8,910,000.00","8,910,000.00","8,910,000.00",,"3,116,446.00","23,021,754.82","23,021,754.82","1,050,000.00","1,050,000.00","1,050,000.00","1,050,000.00",,,,,"25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","3,125,000.00","8,625,000.00","8,625,000.00"
收到的税费返还,,,"3,975,179.58",,,"695,782.78","695,782.78","18,303.72","1,585,785.86","1,585,785.86","1,585,785.86",,,,,,"188,897.00","188,897.00","188,897.00",,,,,,,,,,,"141,764.95","413,059.92","286,430.23","438,153.20","572,357.88"
支付其他与投资活动有关的现金,,,,,,,,,,,"99,000,000.00","247,000,000.00","318,000,000.00","633,000,000.00","138,000,000.00","133,000,000.00","263,000,000.00","343,000,000.00","60,000,000.00","60,000,000.00","100,000,000.00","40,000,000.00",,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,685,066.45","6,804,211.79","10,803,911.91","1,010,255.87","1,896,417.80","3,152,624.68","12,278,197.51","1,490,482.76","4,551,402.84","4,966,890.66","7,452,875.51","1,784,735.90","1,925,748.28","2,315,257.80","6,665,824.60","601,649.62","1,058,806.06","5,274,434.72","9,176,003.30","672,154.80","1,111,130.76","11,720,751.03","6,310,765.21","1,095,327.96","2,187,901.67","2,965,450.80","12,857,055.93","1,964,859.91","11,827,983.24","13,846,270.35","13,541,548.58","4,591,252.82","4,766,249.09","5,854,917.89"
投资活动现金流出小计,"19,824,294.01","31,705,129.50","42,712,128.37","8,197,110.72","32,421,135.13","52,928,667.17","89,202,411.21","29,038,857.39","30,825,046.25","45,748,194.40","178,962,233.14","258,494,728.09","346,852,390.48","670,426,854.02","183,338,224.69","137,573,465.97","274,658,961.22","379,658,118.25","126,028,152.87","82,375,161.64","147,516,163.51","111,814,548.82","98,538,262.72","24,981,101.10","67,679,953.67","91,308,315.41","138,811,002.42","54,901,887.67","85,934,947.77","82,035,941.67","94,315,199.45","44,283,870.88","81,304,642.61","88,035,880.00"
经营活动现金流入小计,"42,234,431.58","82,754,055.80","96,703,960.25","18,806,150.54","39,708,291.09","58,814,546.82","104,769,405.43","19,078,885.87","39,294,076.61","61,665,625.40","92,845,989.29","33,391,926.18","66,580,164.38","97,739,078.68","140,819,307.96","26,955,538.27","64,215,453.19","119,499,156.27","188,572,230.24","51,486,411.88","136,737,806.56","250,254,967.90","328,067,831.30","82,713,735.23","152,347,160.33","250,511,981.82","377,926,196.17","113,173,868.29","203,674,722.95","298,491,816.58","484,604,851.97","179,023,068.78","397,113,519.48","579,697,930.16"
投资活动产生的现金流量净额,"-19,824,294.01","-31,705,129.50","-42,712,128.37","-8,197,110.72","-31,886,135.13","-52,393,667.17","-89,133,077.85","-28,910,734.08","-9,269,160.42","-23,961,624.56","53,844,608.78","-158,643,092.22","-103,100,140.48","-155,275,640.22","-80,227,557.95","-4,505,465.97","-1,597,882.25","24,574,960.72","10,234,514.34","-16,964,483.31","-21,577,145.10","-5,371,102.74","-32,006,676.64","-24,981,101.10","-67,661,359.67","-89,528,721.41","-136,069,674.92","-54,894,324.67","-85,842,384.77","-80,443,378.67","-92,692,606.77","-44,257,870.88","-81,233,642.61","-87,936,280.00"
购买商品、接受劳务支付的现金,"4,703,533.49","18,533,075.92","10,549,932.80","8,434,060.86","18,538,096.83","27,209,373.86","47,959,840.88","14,369,851.95","19,002,309.34","28,157,077.81","42,026,297.90","9,989,378.82","19,078,334.20","28,499,339.42","33,355,315.81","9,342,159.16","33,068,511.63","61,874,700.43","87,118,136.04","32,016,331.72","74,719,070.68","120,890,387.26","153,306,650.95","39,620,897.75","73,960,054.24","154,302,011.59","191,835,700.15","11,395,430.14","29,181,351.97","56,227,356.25","155,610,190.77","108,140,939.98","227,172,643.22","309,507,376.38"
吸收投资收到的现金,,"23,000,000.00",,,"538,534,000.00","538,534,000.00","538,534,000.00",,,,,,,,,,"245,000.00","6,245,000.00","25,315,520.00",,,,"11,230,050.00",,"12,125,000.00","12,125,000.00","25,125,000.00","7,364,293.72","8,318,828.72","75,030,179.52","81,738,185.72","3,849,530.70","11,175,564.54","11,770,168.22"
支付给职工以及为职工支付的现金,"3,037,031.26","9,478,141.11","13,446,366.60","4,729,242.15","9,702,979.15","14,115,263.61","20,546,476.21","6,745,448.14","13,357,012.79","20,833,224.89","29,518,643.20","9,154,196.22","16,045,188.01","24,435,500.67","35,473,393.08","8,687,013.52","16,707,853.40","25,637,915.38","39,415,329.02","15,297,569.40","26,739,510.99","39,376,022.07","55,510,980.57","18,454,886.28","35,226,800.79","50,522,135.01","68,699,039.90","20,705,025.94","40,345,810.06","57,642,873.18","77,157,138.52","24,908,730.81","46,368,304.86","69,070,979.70"
取得借款收到的现金,,"19,000,000.00","49,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00",,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,,,,,"15,000,000.00","15,000,000.00","25,000,000.00","5,000,000.00","100,000,000.00","202,000,000.00","312,000,000.00","15,000,000.00","110,000,000.00","182,000,000.00","222,000,000.00","70,000,000.00","80,000,000.00","130,000,000.00"
支付的各项税费,"9,623,615.93","22,403,214.01","18,940,476.33","4,718,807.99","9,834,088.53","14,776,147.39","17,805,089.54","2,784,516.60","9,981,282.19","16,084,969.47","22,255,044.41","5,125,373.09","12,608,266.98","16,162,155.05","24,375,818.95","1,892,042.24","10,162,221.25","15,817,053.40","30,455,381.26","5,687,831.32","21,419,493.81","39,634,592.60","57,353,250.01","12,837,820.52","37,960,077.94","49,820,792.21","56,231,040.99","7,217,246.30","51,867,230.53","67,237,280.62","76,767,446.01","21,108,813.90","48,867,969.55","77,316,652.14"
收到其他与筹资活动有关的现金,"8,465,646.62","2,415,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"9,783,260.87","18,294,635.13","16,422,562.38","6,483,942.06","10,655,681.72","18,590,123.42","25,135,665.90","5,288,063.62","10,256,996.77","17,128,608.14","20,713,520.54","15,080,037.96","17,441,300.64","24,956,544.33","34,112,300.84","8,414,235.59","15,454,427.25","32,383,946.50","58,496,907.37","13,731,607.42","39,051,137.54","60,742,237.35","61,850,177.12","18,259,160.83","35,025,550.23","51,884,999.14","86,651,492.72","12,690,266.53","24,306,154.88","43,899,237.23","67,004,794.02","25,371,530.18","40,896,306.87","60,043,401.02"
筹资活动现金流入小计,"8,465,646.62","44,415,000.00","49,000,000.00","19,000,000.00","557,534,000.00","557,534,000.00","557,534,000.00",,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,"245,000.00","6,245,000.00","25,315,520.00",,"15,000,000.00","15,000,000.00","36,230,050.00","5,000,000.00","112,125,000.00","214,125,000.00","337,125,000.00","22,364,293.72","118,318,828.72","257,030,179.52","303,738,185.72","73,849,530.70","91,175,564.54","141,770,168.22"
经营活动现金流出小计,"27,147,441.55","68,709,066.17","59,359,338.11","24,366,053.06","48,730,846.23","74,690,908.28","111,447,072.53","29,187,880.31","52,597,601.09","82,203,880.31","114,513,506.05","39,348,986.09","65,173,089.83","94,053,539.47","127,316,828.68","28,335,450.51","75,393,013.53","135,713,615.71","215,485,753.69","66,733,339.86","161,929,213.02","260,643,239.28","328,021,058.65","89,172,765.38","182,172,483.20","306,529,937.95","403,417,273.76","52,007,968.91","145,700,547.44","225,006,747.28","376,539,569.32","179,530,014.87","363,305,224.50","515,938,409.24"
偿还债务支付的现金,,"2,000,000.00","31,000,000.00","14,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00",,,,"1,000,000.00","1,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,"9,000,000.00","9,000,000.00",,,,,,"25,000,000.00","25,000,000.00","25,000,000.00","5,000,000.00","100,000,000.00","272,000,000.00","407,000,000.00",,"15,000,000.00","107,000,000.00"
经营活动产生的现金流量净额,"15,086,990.03","14,044,989.63","37,344,622.14","-5,559,902.52","-9,022,555.14","-15,876,361.46","-6,677,667.10","-10,108,994.44","-13,303,524.48","-20,538,254.91","-21,667,516.76","-5,957,059.91","1,407,074.55","3,685,539.21","13,502,479.28","-1,379,912.24","-11,177,560.34","-16,214,459.44","-26,913,523.45","-15,246,927.98","-25,191,406.46","-10,388,271.38","46,772.65","-6,459,030.15","-29,825,322.87","-56,017,956.13","-25,491,077.59","61,165,899.38","57,974,175.51","73,485,069.30","108,065,282.65","-506,946.09","33,808,294.98","63,759,520.92"
分配股利、利润或偿还利息支付的现金,"8,775,475.00","9,394,992.64","1,391,774.76","480,459.26","812,394.27","812,394.27","812,420.27",,"32,100,000.00","32,100,000.00","32,143,423.56","68,570.22","16,175,970.22","16,175,970.22","16,175,970.22",,"12,839,999.20","12,969,988.09","12,969,988.89",,"16,356,600.00","16,684,100.00","16,964,488.89","365,000.00","17,609,509.73","19,724,725.00","22,602,333.34","3,831,623.62","7,657,494.98","12,049,862.92","13,615,105.48","1,521,291.66","14,534,964.54","16,438,814.53"
收回投资收到的现金,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"7,719,120.45",,,"7,687,500.00","8,067,500.00","5,729,800.00",,,,,,"500,000.00",,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,"69,333.36","128,123.31","300,935.83","351,159.84","351,159.84",,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"8,775,475.00","19,114,113.09","32,391,774.76","14,480,459.26","62,499,894.27","62,879,894.27","60,542,220.27",,"32,100,000.00","32,100,000.00","33,143,423.56","1,068,570.22","21,675,970.22","21,175,970.22","21,175,970.22",,"12,839,999.20","21,969,988.09","21,969,988.89",,"16,356,600.00","16,684,100.00","16,964,488.89","365,000.00","42,609,509.73","44,724,725.00","47,602,333.34","8,831,623.62","107,657,494.98","284,049,862.92","420,615,105.48","1,521,291.66","29,534,964.54","123,438,814.53"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"535,000.00","535,000.00",,,"1,254,950.00","1,435,410.00","1,437,810.00","68,346.15","55,000.00","85,000.00","108,758.53","82,800.00","82,800.00","326,800.00","329,800.00","22,320.00","111,320.00","328,886.00","417,026.00",,"18,594.00","279,594.00","341,327.50","7,563.00","92,563.00","92,563.00","122,592.68","26,000.00","71,000.00","99,600.00"
筹资活动产生的现金流量净额,"-309,828.38","25,300,886.91","16,608,225.24","4,519,540.74","495,034,105.73","494,654,105.73","496,991,779.73",,"-32,100,000.00","-32,100,000.00","-32,143,423.56","-68,570.22","-20,675,970.22","-20,175,970.22","-20,175,970.22",,"-12,594,999.20","-15,724,988.09","3,345,531.11",,"-1,356,600.00","-1,684,100.00","19,265,561.11","4,635,000.00","69,515,490.27","169,400,275.00","289,522,666.66","13,532,670.10","10,661,333.74","-27,019,683.40","-116,876,919.76","72,328,239.04","61,640,600.00","18,331,353.69"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500,000.00","2,400,000.00",,,"1,500,000.00","1,500,000.00",,,
四、汇率变动对现金的影响,"-63,453.56","-10,388.26",,,-627.68,"-5,751.58","-20,990.54","-5,350.54","-19,148.88","-26,691.58","-57,493.53","-12,209.00",-12.02,-6.17,,"-63,013.92","-147,563.63","-256,252.20","-445,401.69","-2,201.87","237,204.81","239,496.20","228,133.83","119,042.51","217,752.37","515,629.51","614,146.76","3,820.61","79,433.44","112,459.13","186,939.22",89.65,"-27,681.37","-121,416.21"
收到其他与投资活动有关的现金,,,,,,,,,,,"211,017,872.08","99,783,289.72","243,697,250.00","515,066,213.80","103,001,908.21","132,985,200.00","272,978,278.97","403,906,278.97","135,932,867.21","65,388,358.33","125,827,698.41","106,114,560.08","66,114,560.08",,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,"535,000.00","535,000.00","69,333.36","128,123.31","21,555,885.83","21,786,569.84","232,806,841.92","99,851,635.87","243,752,250.00","515,151,213.80","103,110,666.74","133,068,000.00","273,061,078.97","404,233,078.97","136,262,667.21","65,410,678.33","125,939,018.41","106,443,446.08","66,531,586.08",,"18,594.00","1,779,594.00","2,741,327.50","7,563.00","92,563.00","1,592,563.00","1,622,592.68","26,000.00","71,000.00","99,600.00"
五、现金及现金等价物净增加额,"-5,110,585.92","7,630,358.78","11,240,719.01","-9,237,472.50","454,124,787.78","426,378,325.52","401,160,044.24","-39,025,079.06","-54,691,833.78","-76,626,571.05","-23,825.07","-164,680,931.35","-122,369,048.17","-171,766,077.40","-86,901,048.89","-5,948,392.13","-25,518,005.42","-7,620,739.01","-13,778,879.69","-32,213,613.16","-47,887,946.75","-17,203,977.92","-12,466,209.05","-26,686,088.74","-27,753,439.90","24,369,226.97","128,576,060.91","19,808,065.42","-17,127,442.08","-33,865,533.64","-101,317,304.66","27,563,511.72","14,187,571.00","-5,966,821.60"
购建固定资产、无形资产和其他长期资产支付的现金,"19,824,294.01","31,705,129.50","42,712,128.37","8,197,110.72","32,421,135.13","52,928,667.17","68,512,411.21","9,878,857.39","21,665,046.25","36,588,194.40","51,379,145.96","11,494,728.09","19,942,390.48","28,516,854.02","36,428,224.69","4,318,465.97","8,542,515.22","13,636,363.43","43,006,398.05","21,325,161.64","46,466,163.51","70,764,548.82","97,488,262.72","24,981,101.10","67,679,953.67","91,308,315.41","138,811,002.42","29,901,887.67","60,934,947.77","57,035,941.67","69,315,199.45","11,158,870.88","19,179,642.61","25,910,880.00"
期初现金及现金等价物余额,"15,587,109.47","10,476,523.55","18,106,882.33","29,347,601.34","29,347,601.34","29,347,601.34","29,347,601.34","430,507,645.58","430,507,645.58","430,507,645.58","228,527,645.58","228,503,820.51","228,503,820.51","228,503,820.51","228,503,820.51","141,602,771.62","141,602,771.62","141,602,771.62","141,602,771.62","127,823,891.93","127,823,891.93","127,823,891.93","127,823,891.93","115,357,682.88","115,357,682.88","115,357,682.88","115,357,682.88","243,933,743.79","243,933,743.79","243,933,743.79","243,933,743.79","142,616,439.13","142,616,439.13","142,616,439.13"
投资支付的现金,,,,,,,"20,690,000.00","19,160,000.00","9,160,000.00","9,160,000.00","9,160,000.00",,,,,"255,000.00",,,,,,,,,,,,,,,,"30,000,000.00","53,500,000.00","53,500,000.00"
期末现金及现金等价物余额,"10,476,523.55","18,106,882.33","29,347,601.34","20,110,128.84","483,472,389.12","455,725,926.86","430,507,645.58","391,482,566.52","375,815,811.80","353,881,074.53","228,503,820.51","63,822,889.16","106,134,772.34","56,737,743.11","141,602,771.62","135,654,379.49","116,084,766.20","133,982,032.61","127,823,891.93","95,610,278.77","79,935,945.18","110,619,914.01","115,357,682.88","88,671,594.14","87,604,242.98","139,726,909.85","243,933,743.79","263,741,809.21","226,806,301.71","210,068,210.15","142,616,439.13","170,179,950.85","156,804,010.13","136,649,617.53"
