科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"348,573,820.60","371,306,267.92","491,085,734.69","115,831,955.94","230,821,985.01","373,204,472.94","499,767,189.68","77,723,505.50","174,236,980.58","276,480,809.07","428,805,747.10","95,659,431.44","211,457,606.99","310,284,087.96","524,821,119.89","205,773,120.85","418,686,077.17","643,866,503.39","772,471,092.69","257,113,815.16"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"3,560,959.07",,,,,,"2,790,984.74","2,790,984.74","357,200,000.00",
收到的税费返还,"10,578,551.41","11,935,652.88","13,766,409.11",,"3,313,125.17","8,847,573.73","11,997,020.38",,"3,961,978.77","10,857,203.77","12,916,520.27","1,055,472.06","2,234,527.74","7,073,989.88","9,498,044.17","5,822,523.84","5,822,523.84","14,587,846.32","13,946,315.60",
支付其他与投资活动有关的现金,,,,,,,,,,,,,"3,241.63","39,843.56",,,,,,
收到其他与经营活动有关的现金,"10,266,610.73","11,499,929.32","12,524,630.86","7,469,403.18","7,347,298.14","10,094,066.97","11,211,835.98","1,536,947.90","5,135,890.17","6,750,945.41","19,723,002.74","966,963.80","2,508,406.44","309,802.46","15,074,678.60","32,204,764.24","40,215,931.89","48,719,227.03","74,406,302.66","4,319,573.41"
投资活动现金流出小计,"28,662,091.80","39,727,545.73","5,957,639.15","943,692.58","6,321,725.08","7,579,712.89","22,256,436.23","146,457,320.56","166,971,028.59","177,552,177.35","172,561,553.67","7,452,650.54","29,189,309.51","57,790,020.84","76,270,260.74","36,206,144.48","59,021,258.55","72,473,419.00","450,595,314.45","8,701,899.45"
经营活动现金流入小计,"369,418,982.74","394,741,850.12","517,376,774.66","123,301,359.12","241,482,408.32","392,146,113.64","522,976,046.04","79,260,453.40","183,334,849.52","294,088,958.25","461,445,270.11","97,681,867.30","216,200,541.17","317,667,880.30","549,393,842.66","243,800,408.93","464,724,532.90","707,173,576.74","860,823,710.95","261,433,388.57"
投资活动产生的现金流量净额,"-28,662,091.80","-33,376,160.73","42,360.85","-324,799.34","-5,202,431.84","-3,591,758.30","-17,661,823.86","-146,302,673.40","-165,611,319.22","-175,208,179.69","-169,198,125.24","-5,095,500.73","-14,230,827.14","-34,446,804.61","-28,661,766.58","-36,077,860.57","-57,171,931.46","-68,068,771.39","-443,650,494.69","-8,567,710.76"
购买商品、接受劳务支付的现金,"196,079,441.79","210,596,480.96","274,794,550.83","102,230,689.98","171,383,124.72","261,124,365.61","324,104,570.93","68,532,519.19","131,090,954.53","199,444,317.12","307,803,106.60","69,562,719.90","141,035,644.71","219,722,437.77","308,225,216.68","129,747,351.86","248,189,979.12","462,638,554.03","498,222,285.62","217,320,951.59"
吸收投资收到的现金,,,,,,,"208,450,000.00",,,,,,,"44,328,760.00","50,428,759.00",1.00,"2,956,031.00","357,158,265.87","360,554,384.85","3,100,000.00"
