科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"49,524,966.52","52,146,051.01","58,272,494.58","19,416,542.58","34,237,162.12","49,743,350.76","65,835,513.98","21,563,109.48","38,141,545.61","55,166,298.97","82,171,203.79","27,505,731.46","48,854,630.83","70,101,703.42","110,148,711.03","47,968,264.13","96,613,952.15","146,221,023.60","199,639,893.72","65,989,644.13"
取得借款收到的现金,,,,,,,,,,,,,,,"40,000,000.00","10,000,000.00","40,000,000.00","179,800,000.00","284,310,000.00","185,000,000.00"
支付的各项税费,"35,278,756.10","34,490,324.49","40,191,596.52","7,165,722.10","16,372,624.80","31,588,432.44","42,606,386.86","17,120,125.98","25,258,327.52","36,316,141.54","43,460,359.08","11,683,338.11","21,557,085.30","32,010,508.65","56,956,964.82","30,616,102.25","45,521,282.69","62,846,777.23","80,438,862.86","34,227,898.21"
收到其他与筹资活动有关的现金,"1,369,341.98","1,728,909.48",,,"1,548,839.60","5,914,238.21","291,999.37",,,"1,601,169.48","4,822,345.31",,,,,"8,042,263.67",,"7,223,400.99",,"3,162,699.03"
支付其他与经营活动有关的现金,"45,482,325.04","52,965,610.03","57,267,633.86","18,366,406.37","26,716,180.71","43,674,736.58","55,474,431.39","18,970,336.79","34,311,084.90","54,827,033.49","68,771,701.69","31,039,537.14","26,824,555.48","33,285,586.66","85,792,459.67","65,435,777.07","97,071,569.36","151,414,773.04","195,161,046.63","34,738,464.65"
筹资活动现金流入小计,"1,369,341.98","1,728,909.48",,,"1,548,839.60","5,914,238.21","208,741,999.37",,,"1,601,169.48","4,822,345.31",,,"44,328,760.00","90,428,759.00","18,042,264.67","42,956,031.00","544,181,666.86","644,864,384.85","191,262,699.03"
经营活动现金流出小计,"326,365,489.45","350,198,466.49","430,526,275.79","147,179,361.03","248,709,092.35","386,130,885.39","488,020,903.16","126,186,091.44","228,801,912.56","345,753,791.12","502,206,371.16","139,791,326.61","238,271,916.32","355,120,236.50","561,123,352.20","273,767,495.31","487,396,783.32","823,121,127.90","973,462,088.83","352,276,958.58"
偿还债务支付的现金,,,,,,,,,,,,,,,"20,862,133.00","7,597,867.00","25,371,855.91","47,862,779.93","77,957,867.00","12,250,000.00"
经营活动产生的现金流量净额,"43,053,493.29","44,543,383.63","86,850,498.87","-23,878,001.91","-7,226,684.03","6,015,228.25","34,955,142.88","-46,925,638.04","-45,467,063.04","-51,664,832.87","-40,761,101.05","-42,109,459.31","-22,071,375.15","-37,452,356.20","-11,729,509.54","-29,967,086.38","-22,672,250.42","-115,947,551.16","-112,638,377.88","-90,843,570.01"
分配股利、利润或偿还利息支付的现金,"7,500,000.00","7,500,000.00","7,500,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,"10,138,302.61","10,234,000.00","10,850,148.49","797,348.09","13,012,608.96","15,337,077.17","19,452,587.18","3,980,955.24"
收回投资收到的现金,,,,,,,,,,,"3,156,468.50","2,000,000.00","13,984,277.50","22,124,081.50","34,968,799.97",,"1,676,405.00","4,200,789.49","6,215,228.76","115,821.57"
支付其他与筹资活动有关的现金,,,"9,423,201.52","1,385,522.96",,,,"8,298,453.51","9,786,156.46","8,813,000.00",,"1,020,682.58","3,006,315.06","929,865.53","9,963,688.07","3,363,876.51","8,731,355.61","17,927,448.09","11,422,275.37",
取得投资收益收到的现金,,,,"618,893.24","1,118,893.24","1,787,554.58","2,351,462.80","154,020.16","1,359,082.37","2,343,370.66","206,218.78","357,149.81","963,204.87","1,207,974.73","267,219.66","128,283.91","172,322.09","203,258.12","353,106.83","18,367.12"
筹资活动现金流出小计,"7,500,000.00","7,500,000.00","16,923,201.52","10,385,522.96","9,000,000.00","9,000,000.00","9,000,000.00","8,298,453.51","29,786,156.46","28,813,000.00","20,000,000.00","1,020,682.58","13,144,617.67","11,163,865.53","41,675,969.56","11,759,091.60","47,115,820.48","81,127,305.19","108,832,729.55","16,230,955.24"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"1,385.00",,,400.00,400.01,"43,149.57",627.00,627.00,627.00,741.15,,"11,000.00","11,160.00","5,040.88",,600.00,600.00,"20,067.48",
筹资活动产生的现金流量净额,"-6,130,658.02","-5,771,090.52","-16,923,201.52","-10,385,522.96","-7,451,160.40","-3,085,761.79","199,741,999.37","-8,298,453.51","-29,786,156.46","-27,211,830.52","-15,177,654.69","-1,020,682.58","-13,144,617.67","33,164,894.47","48,752,789.44","6,283,173.07","-4,159,789.48","463,054,361.67","536,031,655.30","175,031,743.79"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"20,554.76","159,666.19","-19,011.18","468,080.55","750,833.91","296,228.72","154,427.24","-80,326.36","209,329.94","243,704.49","654,558.17","2,511.17","1,503.01","65,900.20","-410,626.47","-538,751.76","176,351.64","408,542.19","231,040.17","-12,779.39"
收到其他与投资活动有关的现金,,"6,350,000.00","6,000,000.00",,,"2,200,000.00","2,200,000.00",,,,,,,,"12,367,433.65",,,,"356,416.69",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"6,351,385.00","6,000,000.00","618,893.24","1,119,293.24","3,987,954.59","4,594,612.37","154,647.16","1,359,709.37","2,343,997.66","3,363,428.43","2,357,149.81","14,958,482.37","23,343,216.23","47,608,494.16","128,283.91","1,849,327.09","4,404,647.61","6,944,819.76","134,188.69"
五、现金及现金等价物净增加额,"8,281,298.23","5,555,798.57","69,950,647.02","-34,120,243.66","-19,129,442.36","-366,063.12","217,189,745.63","-201,607,091.31","-240,655,208.78","-253,841,138.59","-224,482,322.81","-48,223,131.45","-49,445,316.95","-38,668,366.14","7,950,886.85","-60,300,525.64","-83,827,619.72","279,446,581.31","-20,026,177.10","75,607,683.63"
购建固定资产、无形资产和其他长期资产支付的现金,"28,662,091.80","39,727,545.73","5,957,639.15","943,692.58","6,321,725.08","7,579,712.89","22,134,338.23","6,457,320.56","51,971,028.59","59,292,148.59","126,692,994.60","7,366,157.00","29,186,067.88","42,310,373.28","50,970,260.74","35,765,119.48","52,895,779.28","66,469,254.74","89,715,563.95","4,701,899.45"
期初现金及现金等价物余额,"65,486,370.81","73,767,669.04","79,323,467.61","149,274,114.63","149,274,114.63","149,274,114.63","149,274,114.63","366,463,860.26","366,463,860.26","366,463,860.26","366,463,860.26","155,204,611.31","141,981,537.45","141,981,537.45","141,981,537.45","149,932,424.30","149,932,424.30","149,932,424.30","149,932,424.30","129,906,554.70"
投资支付的现金,,,,,,,"122,098.00","140,000,000.00","115,000,000.00","118,260,028.76","42,307,600.00","86,493.54",,"15,439,804.00","25,300,000.00","441,025.00","3,334,494.53","3,213,179.52","3,679,750.50","4,000,000.00"
期末现金及现金等价物余额,"73,767,669.04","79,323,467.61","149,274,114.63","115,153,870.97","130,144,672.27","148,908,051.51","366,463,860.26","164,856,768.95","125,808,651.48","112,622,721.67","141,981,537.45","106,981,479.86","92,536,220.50","103,313,171.31","149,932,424.30","89,631,898.66","66,104,804.58","429,379,005.61","129,906,247.20","205,514,238.33"
