科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"344,810,025.29","750,743,016.83","1,182,896,552.06","1,206,699,419.08","265,086,664.84","538,242,065.16","782,322,897.63","1,123,109,041.05","206,150,818.40","443,979,259.79","724,195,614.87","1,142,494,770.28","240,885,411.19","546,286,020.25","919,304,292.16","1,367,828,575.34","251,713,756.83","600,712,619.53","1,024,767,900.98","1,425,588,395.97","275,811,927.40","647,630,236.96","1,043,074,412.11","1,270,584,718.80","290,893,137.79","646,433,773.84","1,020,942,728.34","1,310,945,905.90","287,304,702.37","594,794,326.19","887,049,338.53","1,272,536,194.96","259,389,592.33","563,093,023.57","868,536,544.50","1,151,742,845.18","261,244,835.62","548,480,972.67","844,324,104.22","1,147,216,500.11","258,646,757.41","597,665,127.36","954,435,106.42","1,324,254,131.97","244,615,183.82"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,082,500.00",,"-8,729,733.57","-8,729,733.57",,,,,,,,,,,,,,
收到的税费返还,"4,896,839.88","10,171,758.90","16,158,931.32","31,387,362.97","6,288,075.53","17,085,183.96","41,545,998.17","50,096,141.23","5,522,251.16","30,696,705.50","32,138,099.66","34,904,779.35","2,178,195.94","4,155,086.91","4,947,766.40","7,104,882.47","12,280,246.04","20,363,490.38","23,917,373.00","40,258,419.06","162,173.27","1,284,847.24","5,259,182.97","9,371,346.06","7,840,439.15","11,368,666.21","17,647,099.52","25,413,732.61","8,413,708.52","1,486,460.50","4,426,927.43","12,843,167.16","8,815,358.12","10,344,110.49","15,017,599.04","19,974,141.36","811,589.55","2,381,696.38","5,298,802.20","16,026,375.17","817,095.35","1,476,722.37","10,133,249.01","13,585,148.46","489,094.66"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00",,,,,
收到其他与经营活动有关的现金,"11,832,259.05","8,127,454.24","12,112,429.12","21,500,911.29","11,205,409.64","10,051,887.37","16,538,172.25","43,006,787.68","18,946,782.58","9,005,534.58","19,011,787.37","59,902,878.40","11,270,022.38","1,933,034.06","17,077,315.75","76,342,875.80","22,011,981.37","19,888,282.40","16,683,939.31","65,383,616.22","26,845,056.07","30,433,821.35","46,575,887.58","67,587,597.26","15,865,208.00","26,513,842.01","35,511,908.21","91,670,521.86","18,071,173.49","49,386,228.57","58,646,211.51","137,078,282.04","20,315,190.63","70,129,618.38","62,047,091.13","224,370,566.83","28,176,111.85","52,603,648.48","60,392,580.27","81,243,478.15","30,824,170.10","58,334,247.32","45,304,098.38","115,152,280.32","50,231,165.49"
投资活动现金流出小计,"5,410,262.20","27,029,711.18","36,201,575.02","96,087,360.09","7,361,484.38","42,677,349.30","49,974,168.83","98,435,759.13","23,520,204.83","30,371,059.97","41,628,002.81","87,281,473.19","7,110,253.45","13,952,170.59","91,176,468.95","117,451,180.02","4,663,618.57","29,187,658.03","35,873,243.83","54,405,751.76","6,077,186.40","63,088,131.19","78,008,682.15","90,561,331.92","39,718,818.18","65,669,655.33","140,076,445.42","193,580,005.95","11,107,212.74","79,727,744.33","118,349,338.48","159,095,760.61","20,257,852.35","52,063,302.19","54,503,658.30","98,141,879.74","45,961,456.37","90,265,593.55","93,576,554.86","166,809,817.25","23,249,552.51","33,115,961.61","43,533,066.41","57,112,025.67","14,056,691.85"
经营活动现金流入小计,"361,539,124.22","769,042,229.97","1,211,167,912.50","1,259,587,693.34","282,580,150.01","565,379,136.49","840,407,068.05","1,216,211,969.96","230,619,852.14","483,681,499.87","775,345,501.90","1,237,302,428.03","254,333,629.51","552,374,141.22","941,329,374.31","1,451,276,333.61","286,005,984.24","640,964,392.31","1,065,369,213.29","1,531,230,431.25","302,819,156.74","679,348,905.55","1,094,909,482.66","1,347,543,662.12","314,598,784.94","684,316,282.06","1,074,101,736.07","1,428,030,160.37","313,789,584.38","645,667,015.26","950,122,477.47","1,422,457,644.16","288,520,141.08","643,566,752.44","945,601,234.67","1,396,087,553.37","290,232,537.02","603,466,317.53","910,015,486.69","1,244,486,353.43","290,288,022.86","657,476,097.05","1,009,872,453.81","1,452,991,560.75","295,335,443.97"
投资活动产生的现金流量净额,"-5,330,262.20","-26,209,417.39","-34,496,193.02","-92,052,707.83","-6,966,807.94","-42,278,672.86","-49,369,016.19","-87,493,432.14","-23,520,204.83","-30,040,742.97","-41,247,435.81","-60,059,422.11","-6,933,076.97","-13,945,970.59","-79,405,169.95","-90,889,959.16","-4,663,618.57","-28,879,049.28","-33,400,832.83","-54,280,343.69","-6,139,186.40","-31,905,481.19","-77,940,055.67","-89,970,147.44","-39,718,818.18","-65,615,639.66","-139,947,429.75","-193,279,717.72","-11,107,212.74","-79,278,243.44","-117,732,877.59","-158,475,419.72","-20,084,807.35","-51,930,755.19","-54,342,893.82","-11,476,415.26","-45,950,056.37","-89,067,493.55","-92,327,554.86","-164,767,291.91","-22,959,011.96","-32,823,071.06","-43,240,175.86","-52,501,073.59","-14,056,691.85"
购买商品、接受劳务支付的现金,"223,952,921.29","559,548,512.59","994,915,549.93","991,054,275.38","179,871,355.01","384,615,595.11","601,608,770.72","821,896,827.89","150,893,895.23","283,529,893.42","500,665,068.60","812,392,030.38","158,974,059.78","336,354,704.13","613,951,116.09","1,076,489,076.73","185,823,758.06","410,585,308.32","677,564,968.73","1,074,223,900.79","155,876,610.73","414,841,326.49","717,411,730.65","976,588,219.25","192,754,326.74","371,000,269.24","620,808,127.53","820,145,722.93","150,445,344.09","296,976,766.25","463,198,276.57","693,714,898.43","160,300,557.99","358,931,168.47","592,139,847.24","788,036,155.08","150,970,565.03","319,383,041.34","548,802,471.55","608,864,692.33","154,834,379.24","358,148,692.93","572,249,756.18","876,395,290.34","180,785,318.74"
吸收投资收到的现金,"3,355,337.80","3,355,337.80","3,355,337.80","3,355,337.80",,,,"3,332,000.00",,,,,,,,,,,,,,,,,,,"527,589,000.00","530,789,000.00",,,,,,,,,,,,"66,409,400.00",,,,,
支付给职工以及为职工支付的现金,"40,682,397.07","49,836,190.34","76,560,375.08","122,543,887.87","40,704,358.69","53,954,018.10","77,046,408.44","117,768,259.32","27,192,119.90","52,847,826.67","81,431,457.77","133,490,101.70","34,430,891.06","63,911,223.69","103,322,655.18","147,894,491.84","43,614,236.50","83,414,657.73","120,972,102.61","170,648,781.72","40,474,670.47","89,035,999.84","126,430,348.07","186,021,860.68","49,966,537.54","96,701,459.00","147,016,042.34","218,926,926.12","53,195,895.01","102,532,300.07","154,031,968.72","226,302,715.65","58,326,102.28","110,602,626.68","163,011,438.83","252,642,395.35","73,965,296.15","126,787,067.53","183,384,511.36","285,614,014.76","86,511,263.25","146,060,170.13","199,202,745.42","294,466,586.29","69,545,754.88"
取得借款收到的现金,"104,500,000.00","115,800,000.00","301,000,000.00","619,300,000.00",,"119,500,000.00","384,000,000.00","847,789,000.00","46,805,000.00","229,980,000.00","483,980,000.00","932,280,000.00","59,000,000.00","324,400,000.00","441,400,000.00","689,400,000.00","98,000,000.00","364,003,186.00","438,003,186.00","697,003,186.00","133,000,000.00","291,500,000.00","618,000,000.00","965,000,000.00","150,000,000.00","340,000,000.00","777,900,000.00","938,000,000.00","75,000,000.00","236,100,000.00","754,100,000.00","950,600,000.00","140,000,000.00","404,000,000.00","829,000,000.00","1,163,000,000.00","103,000,000.00","378,164,000.00","879,164,000.00","1,357,681,000.00","364,274,900.00","568,274,900.00","1,016,841,450.00","1,456,745,737.85","287,300,000.00"
支付的各项税费,"18,105,516.84","40,968,986.60","52,990,144.36","71,037,134.17","12,492,427.55","37,423,428.20","51,413,376.54","73,340,591.82","8,544,049.29","33,463,388.46","45,484,218.96","72,390,591.30","11,294,498.81","30,985,922.85","47,872,252.52","69,673,886.63","13,982,636.32","40,340,836.05","61,536,893.96","86,966,248.87","24,689,286.20","65,750,162.81","84,533,790.83","121,756,132.27","18,376,162.72","62,015,224.79","94,967,855.11","135,006,492.96","26,244,500.76","73,458,070.01","104,781,368.25","133,288,077.78","26,483,630.05","60,720,200.98","83,672,067.60","128,330,914.36","18,144,602.34","43,738,246.11","66,125,697.06","87,441,524.44","21,625,316.26","54,344,915.92","69,379,328.57","91,678,313.11","18,212,416.80"
收到其他与筹资活动有关的现金,"240,000.00","2,040,000.00","8,641,000.00",,,,,,"66,013.52",,,,"1,166.92",,,"21,330.42","69,890.91",,,"59,660.73","82,105.87",,,,,,,,,,,,,,,"25,000,000.00",,,,,,,,"117,678,800.00",
支付其他与经营活动有关的现金,"26,439,524.14","38,607,140.15","48,692,582.73","118,706,661.36","20,817,692.18","35,912,977.05","49,250,058.75","113,213,815.49","27,448,856.23","36,299,764.98","49,711,391.88","144,825,692.02","39,987,562.69","82,088,644.26","94,657,847.11","131,740,825.45","66,230,170.99","86,680,168.70","101,936,382.49","191,185,052.03","81,613,428.63","90,012,758.36","109,541,651.46","153,031,447.61","39,746,118.57","119,982,878.64","174,999,318.93","265,085,306.95","47,744,056.31","166,459,263.54","138,023,849.94","250,273,145.19","101,465,435.27","111,174,216.93","156,634,591.87","222,717,679.43","102,983,390.80","110,481,918.90","151,842,632.69","259,257,231.47","92,189,731.88","92,065,869.19","171,672,687.15","290,163,018.11","91,467,831.16"
筹资活动现金流入小计,"108,095,337.80","121,195,337.80","312,996,337.80","622,655,337.80",,"119,500,000.00","384,000,000.00","851,121,000.00","46,871,013.52","229,980,000.00","483,980,000.00","932,280,000.00","59,001,166.92","324,400,000.00","441,400,000.00","689,421,330.42","98,069,890.91","364,003,186.00","438,003,186.00","697,062,846.73","133,082,105.87","291,500,000.00","618,000,000.00","965,000,000.00","150,000,000.00","340,000,000.00","1,305,489,000.00","1,468,789,000.00","75,000,000.00","236,100,000.00","754,100,000.00","950,600,000.00","140,000,000.00","404,000,000.00","829,000,000.00","1,188,000,000.00","103,000,000.00","378,164,000.00","879,164,000.00","1,424,090,400.00","364,274,900.00","568,274,900.00","1,016,841,450.00","1,574,424,537.85","287,300,000.00"
经营活动现金流出小计,"309,180,359.34","688,960,829.68","1,173,158,652.10","1,303,341,958.78","253,885,833.43","511,906,018.46","779,318,614.45","1,126,219,494.52","214,078,920.65","406,140,873.53","677,292,137.21","1,163,098,415.40","244,687,012.34","513,340,494.93","859,803,870.90","1,425,798,280.65","309,650,801.87","621,020,970.80","962,010,347.79","1,523,023,983.41","302,653,996.03","659,640,247.50","1,037,917,521.01","1,437,397,659.81","300,843,145.57","649,699,831.67","1,037,791,343.91","1,439,164,448.96","277,629,796.17","639,426,399.87","860,035,463.48","1,303,578,837.05","346,575,725.59","641,428,213.06","995,457,945.54","1,391,727,144.22","346,063,854.32","600,390,273.88","950,155,312.66","1,241,177,463.00","355,160,690.63","650,619,648.17","1,012,504,517.32","1,552,703,207.85","360,011,321.58"
偿还债务支付的现金,"79,310,000.00","187,150,000.00","261,150,000.00","450,710,000.00","24,500,000.00","142,200,000.00","317,950,000.00","630,250,000.00","170,500,000.00","399,480,000.00","602,480,000.00","994,889,000.00","170,000,000.00","410,000,000.00","586,480,000.00","705,910,000.00","39,000,000.00","347,103,186.00","443,603,186.00","715,103,186.00","60,000,000.00","228,297,200.00","496,747,200.00","735,847,200.00","170,000,000.00","336,400,000.00","925,300,000.00","1,048,400,000.00","159,000,000.00","257,800,000.00","658,500,000.00","824,500,000.00","120,500,000.00","302,500,000.00","752,500,000.00","961,500,000.00","116,000,000.00","406,000,000.00","811,203,600.00","1,305,203,600.00","283,000,000.00","568,363,600.00","885,587,600.00","1,350,084,600.00","310,774,900.00"
经营活动产生的现金流量净额,"52,358,764.88","80,081,400.29","38,009,260.40","-43,754,265.44","28,694,316.58","53,473,118.03","61,088,453.60","89,992,475.44","16,540,931.49","77,540,626.34","98,053,364.69","74,204,012.63","9,646,617.17","39,033,646.29","81,525,503.41","25,478,052.96","-23,644,817.63","19,943,421.51","103,358,865.50","8,206,447.84","165,160.71","19,708,658.05","56,991,961.65","-89,853,997.69","13,755,639.37","34,616,450.39","36,310,392.16","-11,134,288.59","36,159,788.21","6,240,615.39","90,087,013.99","118,878,807.11","-58,055,584.51","2,138,539.38","-49,856,710.87","4,360,409.15","-55,831,317.30","3,076,043.65","-40,139,825.97","3,308,890.43","-64,872,667.77","6,856,448.88","-2,632,063.51","-99,711,647.10","-64,675,877.61"
分配股利、利润或偿还利息支付的现金,"4,604,804.17","12,916,187.35","25,137,567.86","32,057,193.28","6,965,246.35","15,222,419.73","32,377,466.32","53,323,523.34","10,284,293.16","24,406,569.42","34,113,359.14","35,217,463.76","8,268,225.19","18,111,674.94","25,247,009.97","30,838,838.83","9,902,017.47","20,893,219.92","25,277,335.38","41,845,555.89","10,298,105.35","26,564,831.61","35,297,186.91","47,720,417.06","13,505,052.28","36,181,604.16","54,363,298.49","62,627,834.28","14,498,675.88","39,171,647.32","55,389,465.71","75,597,491.88","19,134,689.89","41,299,384.69","62,510,609.14","72,087,291.92","17,486,890.26","31,297,790.10","55,587,192.03","57,781,892.90","12,874,182.30","29,261,960.03","44,793,441.29","59,445,095.94","10,778,137.00"
收回投资收到的现金,,"646,151.19","1,546,151.19","1,365,000.00",,,,,,,,"26,460,621.85",,,,,,"50,000.00","2,098,390.00","-431,872.94",,,,"456,188.00",,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,"1,859,867.12",,,"1,882,866.72","573,848.62",,,"197,136.41","252,046.83",,,,,,,,,,,,,,,,,,,,,,,,"10,122,500.00"
