科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收利息,,,,,,"7,509,571.82","1,210,977.78","969,222.22","969,222.22","458,333.33","7,224,771.69","14,541,349.32","22,440,116.44","28,662,849.32","7,483,513.70","13,323,611.11","20,108,658.33","26,902,730.55","3,243,550.00","6,488,079.17","77,662.50","178,584.72","283,266.90","314,693.51","717,609.51","865,400.72","1,611,853.53","251,275.00","273,125.00"
应付利息,,"1,998,039.96","133,567.57","196,235.54",,,,,,,,,,"72,111.11",,,,"102,666.67",,,,"109,827.90","634,367.07","843,310.22","811,425.60","5,192,194.41","5,149,465.04","6,795,086.20","9,192,580.15"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,"6,400,000.00",,,,,,,,"3,360,000.00",,,,,
存货,"4,534,193.35","20,524,337.62","21,200,022.45","30,533,179.18","18,413,431.17","16,536,646.83","19,928,823.88","38,455,027.70","28,391,752.78","28,259,060.17","47,353,867.05","60,338,639.51","64,700,686.25","54,491,425.75","77,376,802.40","63,469,454.86","62,099,778.64","79,766,773.79","158,205,433.27","192,426,904.48","159,662,314.43","161,484,041.07","209,391,428.61","151,455,479.21","166,816,728.16","133,458,671.48","207,869,455.68","113,879,435.78","181,732,577.38"
其他应付款,"5,632,300.03","6,380,834.95","600,179.75","794,352.55","518,228.17","66,940.87","782,573.87","92,963.46","-28,760.13","462,245.31","318,244.60","39,319.92","33,255.27","185,954.95","266,891.74","45,744.33","166,452.43","192,633.85","303,353.82","628,892.60","639,681.80","280,718.93","284,968.93","2,996,759.80","1,213,749.13","17,287,302.07","29,844,528.24","26,234,963.95","25,994,027.31"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"12,270,000.00","26,111,727.00",,,,,,,,,,,,,,"5,000,000.00",,,,,,,,"57,437,766.28","55,548,169.75","53,544,190.40","130,683,863.58"
其他流动资产,,,,,,,,"150,000.00",,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00",,,"150,000,000.00","150,000,000.00","150,176,452.21","176,452.21","665,321.16","628,282.47","19,393,194.66","21,781,505.14","13,011,063.86","52,071,020.59","95,567,250.91","113,822,886.98","159,826,853.75","174,372,859.94"
其他流动负债,"2,187,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"60,165,918.63","140,837,864.06","265,553,138.54","295,117,790.38","1,846,104,469.47","1,757,339,395.46","1,801,286,295.74","1,819,761,129.76","1,667,871,287.27","1,504,368,155.11","1,514,698,466.99","1,448,352,157.88","1,479,389,555.54","1,397,609,055.53","1,440,089,358.47","1,441,854,243.33","1,420,063,436.71","1,464,872,706.90","1,440,874,876.35","1,394,176,171.29","1,313,982,984.76","1,174,757,187.53","1,307,310,715.88","1,456,775,796.76","1,865,364,684.43","1,623,824,904.84","1,539,186,794.79","1,752,640,770.69","1,796,758,099.91"
流动负债合计,"68,846,034.89","158,227,694.75","120,255,010.01","89,760,697.50","78,197,878.77","104,407,561.51","110,669,650.34","214,781,324.67","181,481,803.76","165,425,088.90","265,488,735.96","177,760,998.60","191,763,517.71","188,728,744.22","210,985,983.16","261,712,236.96","280,211,874.16","460,899,288.54","456,187,811.17","415,525,815.43","473,136,366.83","462,809,600.55","586,610,585.17","1,079,861,062.94","1,117,394,472.55","1,456,401,829.70","1,572,883,177.38","1,865,130,133.40","1,900,891,279.08"
可供出售金融资产,,,,,,,,,,,,,,,,,"61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00","61,452,000.00"
长期借款,,,"61,074,000.30","90,000,000.00","116,111,727.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"16,000,000.00","47,820,755.59","48,988,463.84","18,000,000.00","78,000,000.00","96,000,000.00","95,000,000.00","618,657,701.93","449,455,683.96","783,080,228.84","875,237,863.22"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,"44,062,222.22","54,072,222.22","57,332,222.22","73,165,555.55"
长期应付款,,"24,975,500.00",,,,,,,,,,,,,,,,,,,,,,"32,000,000.00","254,222,222.22",,,,
长期股权投资,,,,,,,,,,,,,,"61,452,000.00","61,452,000.00","61,452,000.00",,"90,003,642.19","89,913,642.19","89,962,396.02","158,241,917.07","143,623,506.49","140,281,960.49","139,857,183.63","156,175,537.21",,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"19,705,357.80","92,242,630.49","119,398,872.33","155,113,256.84","161,339,451.82","180,744,139.05","187,270,843.42","192,893,835.09","189,704,789.18","322,514,721.06","362,101,563.18","380,332,757.78","473,282,117.80","471,139,580.34","519,061,957.26","527,541,744.97","555,482,477.61","603,737,203.87","591,677,521.87","582,685,474.70","582,256,593.17","797,645,096.57","821,386,695.31","842,244,557.88","1,127,770,625.39","1,611,775,769.14","1,611,466,757.09","1,821,867,003.31","2,099,032,057.60"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"26,876,857.83","24,666,014.50","62,716,580.55","61,602,542.60","62,817,087.64","87,137,233.67","81,175,196.84","150,354,009.78","212,322,468.46","139,396,759.11","196,084,607.86","215,061,499.12","144,942,583.89","169,102,200.90","117,682,860.62","128,774,997.58","135,692,553.10","104,135,215.91","176,693,151.72","259,153,546.95","328,880,121.48","225,587,988.88","253,621,103.70","690,960,155.94","240,361,551.42","475,790,474.35","506,189,055.42","848,081,541.47","590,659,949.54"
其他非流动负债,,"2,000,000.00","2,180,000.00","2,172,500.00","2,168,000.00","4,145,169.38","4,137,426.14","4,918,095.86","4,809,559.10","5,274,766.01","5,101,045.91","5,002,799.12","23,834,505.37","24,135,864.81","24,403,805.67","24,348,889.41","23,108,258.85",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,"194,256,887.22","165,023,782.96","10,195,110.20","11,033,467.20"
非流动负债合计,,"26,975,500.00","63,254,000.30","92,172,500.00","118,279,727.00","4,145,169.38","9,137,426.14","9,918,095.86","9,809,559.10","10,274,766.01","10,101,045.91","10,002,799.12","28,834,505.37","29,135,864.81","29,403,805.67","29,348,889.41","28,108,258.85","32,389,717.76","46,953,669.12","77,338,376.07","81,382,397.83","49,084,731.46","107,526,327.01","165,804,264.84","390,473,352.84","657,933,726.81","486,756,603.11","818,440,525.02","921,059,941.46"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"68,846,034.89","185,203,194.75","183,509,010.31","181,933,197.50","196,477,605.77","108,552,730.89","119,807,076.48","224,699,420.53","191,291,362.86","175,699,854.91","275,589,781.87","187,763,797.72","220,598,023.08","217,864,609.03","240,389,788.83","291,061,126.37","308,320,133.01","493,289,006.30","503,141,480.29","492,864,191.50","554,518,764.66","511,894,332.01","694,136,912.18","1,245,665,327.78","1,507,867,825.39","2,114,335,556.51","2,059,639,780.49","2,683,570,658.42","2,821,951,220.54"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"32,900,000.00","32,900,000.00","120,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"-2,610,628.54","1,671,748.70","58,040,344.62","58,040,344.62","1,492,280,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62","1,486,720,344.62"
无形资产,"1,460,336.28","49,882,458.06","47,754,643.23","76,764,595.23","76,358,842.39","76,200,776.12","75,795,023.30","119,212,870.02","118,689,636.52","118,173,471.00","118,826,939.16","116,912,105.14","116,373,776.58","115,863,732.02","162,748,490.92","162,243,505.05","161,365,080.82","160,500,305.28","159,625,486.35","158,750,624.91","190,055,946.17","192,245,960.35","191,268,505.01","190,211,202.50","189,264,798.84","188,368,081.51","187,292,183.54","186,289,414.92","185,544,384.22"
盈余公积,"3,075,235.08","9,678,542.32","13,527,149.78","13,527,149.78","13,527,149.78","34,875,016.49","34,875,016.49","34,875,016.49","34,875,016.49","42,208,971.63","42,208,971.63","42,208,971.63","42,208,971.63","48,373,424.49","42,208,971.63","48,373,424.49","48,373,424.49","52,338,790.77","52,338,790.77","52,338,790.77","52,338,790.77","58,859,136.59","58,923,128.55","58,859,136.59","65,008,428.41","62,681,675.60","62,681,675.60","62,681,675.60","62,681,675.60"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"6,813,673.30","79,881,096.13","121,744,348.01","216,303,181.48","285,539,514.49","313,875,148.42","349,737,388.84","382,722,801.22","323,266,015.58","331,880,744.72","340,477,875.21","346,714,319.92","369,835,348.21","379,314,231.28","400,071,968.77","391,945,420.96","396,387,640.49","406,772,801.53","426,465,779.18","448,674,438.52","467,445,463.54","450,015,965.39","463,518,867.53","473,635,011.80","482,951,369.78","449,707,855.49","456,700,156.94","455,377,723.75","456,795,881.42"
长期待摊费用,"402,939.10","490,712.33","343,812.29","17,883.34","16,958.35","16,033.36","3,026,804.37","4,210,075.45","4,978,895.36","9,286,031.55","10,514,618.09","10,484,951.08","12,140,083.01","18,174,227.85","22,110,017.84","22,027,604.39","22,953,784.49","22,826,025.83","25,291,029.68","23,722,245.81","22,787,405.01","21,987,625.76","22,706,345.75","24,268,908.68","33,281,095.44","51,127,401.00","53,918,640.91","57,971,303.45","58,704,939.41"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,"-10,773.97",,"117,005.63","187,401.18","92,029.33","1,045,218.61","2,034,390.59","2,839,066.94"
递延所得税资产,"412,905.09","1,214,902.46","1,053,805.78","1,187,804.99","1,187,804.99","2,585,662.76","2,585,662.76","2,585,662.76","2,585,662.76","6,153,593.41","6,153,593.41","6,005,626.45","6,153,593.41","9,798,140.80","6,153,593.41","9,512,308.78","9,178,896.38","12,950,734.14","12,942,697.36","11,455,382.15","12,950,734.14","12,243,474.67","11,738,420.08","12,298,491.31","15,934,351.93","20,827,424.10","21,028,904.10","31,983,117.11","35,197,710.83"
外币报表折算价差,,,,,,,,,,,,,,"-14,168.51","-92,795.33",901.62,"-30,547.92",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"96,617,184.64","96,617,184.64","46,258,336.44","47,080,977.31","49,119,503.47",,"24,694,813.96","33,582,765.58","78,559,642.27","70,144,279.74","59,336,672.68","50,850,937.39","39,371,198.18","54,967,585.45","9,322,111.75","15,461,445.71","8,926,338.34","33,132,315.68","26,662,899.70","79,724,644.17"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"48,858,396.10","168,496,717.84","231,267,714.18","294,686,083.00","301,720,145.19","346,683,844.96","349,853,530.69","469,256,453.10","528,281,452.28","692,141,760.77","790,298,506.34","775,055,276.01","799,973,132.00","894,649,385.38","889,208,920.05","936,246,974.73","979,707,557.98","1,134,164,769.49","1,187,739,808.91","1,246,518,343.22","1,407,475,654.43","1,494,156,850.90","1,557,422,615.79","1,970,614,611.69","1,839,701,405.94","2,656,586,597.88","2,693,575,861.92","3,101,834,612.38","3,194,514,708.52"
所有者权益(或股东权益)合计,"40,178,279.84","124,131,387.15","313,311,842.41","407,870,675.88","1,951,347,008.89","1,995,470,509.53","2,031,332,749.95","2,064,318,162.33","2,004,861,376.69","2,020,810,060.97","2,029,407,191.46","2,035,643,636.17","2,058,764,664.46","2,074,393,831.88","2,088,908,489.69","2,087,040,091.69","2,091,450,861.68","2,105,748,470.09","2,125,473,204.97","2,147,830,323.01","2,166,939,874.53","2,157,019,706.42","2,170,596,419.49","2,181,725,080.67","2,197,198,264.98","2,166,075,946.21","2,173,122,876.22","2,170,904,724.65","2,169,321,587.89"
资产总计,"109,024,314.73","309,334,581.90","496,820,852.72","589,803,873.38","2,147,824,614.66","2,104,023,240.42","2,151,139,826.43","2,289,017,582.86","2,196,152,739.55","2,196,509,915.88","2,304,996,973.33","2,223,407,433.89","2,279,362,687.54","2,292,258,440.91","2,329,298,278.52","2,378,101,218.06","2,399,770,994.69","2,599,037,476.39","2,628,614,685.26","2,640,694,514.51","2,721,458,639.19","2,668,914,038.43","2,864,733,331.67","3,427,390,408.45","3,705,066,090.37","4,280,411,502.72","4,232,762,656.71","4,854,475,383.07","4,991,272,808.43"
负债和所有者(或股东权益)合计,"109,024,314.73","309,334,581.90","496,820,852.72","589,803,873.38","2,147,824,614.66","2,104,023,240.42","2,151,139,826.43","2,289,017,582.86","2,196,152,739.55","2,196,509,915.88","2,304,996,973.33","2,223,407,433.89","2,279,362,687.54","2,292,258,440.91","2,329,298,278.52","2,378,101,218.06","2,399,770,994.69","2,599,037,476.39","2,628,614,685.26","2,640,694,514.51","2,721,458,639.19","2,668,914,038.43","2,864,733,331.67","3,427,390,408.45","3,705,066,090.37","4,280,411,502.72","4,232,762,656.71","4,854,475,383.07","4,991,272,808.43"
