科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"49,083,068.27","294,362,695.44","189,281,730.47","1,206,551,248.96","943,292,366.67","519,618,988.05","650,530,152.14","631,245,519.69","605,113,649.93","633,218,874.24","868,483,181.53","790,587,915.77","1,067,612,679.50","874,936,894.91","790,113,457.12","484,876,030.70","532,758,535.33","629,562,521.02","566,774,170.10","430,800,611.81","1,343,031,680.81","1,078,606,161.73","558,395,405.70","591,060,921.70","814,925,117.78","1,087,771,478.31","1,241,255,088.45","1,030,676,541.54","1,146,539,239.80","1,237,331,440.63","1,437,845,021.36","1,395,577,606.82","1,434,592,663.72","1,473,622,131.95","879,165,164.16"
短期借款,"220,398,092.29","536,304,709.45","552,758,980.70","725,666,376.37","542,374,207.21","339,853,256.86","356,654,626.76","163,332,061.99","77,706,900.00","320,141,041.26","473,746,967.50","463,432,089.49","757,391,846.48","699,122,062.68","778,140,024.52","833,396,076.25","1,059,044,478.45","1,313,860,406.89","1,238,709,054.34","1,068,306,433.41","1,036,413,377.21","731,536,307.31","667,649,625.89","470,674,360.94","843,500,000.00","711,000,000.00","791,000,000.00","691,000,000.00","618,000,000.00","593,000,000.00","513,000,000.00","613,579,607.80","661,593,823.91","775,766,166.16","858,274,764.28"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,"57,197,944.99","465,980,135.51","453,067,321.66","464,059,176.52",,"210,833,729.98","212,537,159.96","228,538,084.52",,,,,"240,705,057.64","376,921,607.84"
交易性金融负债,,"582,896.44","1,602,101.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"15,991,978.00","50,353,939.18","93,486,584.55","165,270,748.92","377,305,135.34","607,754,030.36","536,755,875.74","420,731,127.64","397,100,681.49","518,774,371.15","406,574,996.76","364,832,094.91","385,791,457.51","310,146,243.27","266,726,224.31","356,797,586.37","374,468,291.36","293,366,107.35","332,525,736.66","377,456,778.68","381,349,384.42","443,723,359.33","377,999,917.61","366,013,771.94","356,474,609.72","469,308,800.29","463,281,811.51","550,126,253.76","653,462,736.21","653,904,642.34","669,925,677.49","760,401,328.97","810,788,825.37","858,450,408.39","791,385,691.31"
应付票据,,,,,,,,,,,"7,347,973.49","24,497,601.32","17,149,627.83",,"101,660,500.00","84,810,000.00","142,850,000.00","112,761,784.37","106,429,688.21","212,972,412.54","201,650,774.54","180,678,750.00","236,014,500.00","298,890,500.00","161,193,116.00","244,509,124.00","409,931,416.46","337,717,639.84","539,421,442.58","546,800,867.20","545,291,808.24","667,436,483.42",,"843,093,392.27",
应收账款,"126,447,194.21","140,480,707.85","141,429,148.85","183,004,755.16","210,376,398.55","217,837,617.05","219,828,143.17","179,264,654.56","199,792,362.76","166,964,588.97","179,302,903.34","185,988,887.07","197,724,497.02","194,876,843.24","175,398,468.24","212,642,627.05","241,719,275.35","254,825,523.88","200,855,008.10","249,537,531.28","221,465,860.95","185,072,942.13","195,847,914.95","225,535,366.32","249,695,673.79","315,067,247.04","294,966,922.79","284,793,190.46","354,898,649.43","356,987,737.36","306,069,277.98","641,926,605.98","705,653,792.03","773,224,736.31","779,851,121.06"
应付账款,"52,614,820.14","149,929,431.74","334,886,518.31","205,141,251.31","323,090,695.26","261,469,390.43","232,270,491.97","247,081,241.52","265,835,887.41","246,679,522.87","243,261,307.61","279,381,480.49","276,929,257.22","394,903,071.75","320,739,287.34","473,595,314.18","367,006,496.86","212,763,808.17","150,507,357.79","211,624,016.39","159,218,340.07","182,374,040.34","107,073,494.49","236,038,584.82","222,604,247.74","353,938,062.77","359,440,693.55","202,039,753.16","295,838,964.12","426,573,127.32","369,212,466.47","469,177,202.78",,"786,794,671.91",
预付款项,"6,992,125.79","78,382,459.96","7,778,213.32","17,193,013.94","22,864,068.02","14,333,112.06","14,064,656.26","8,201,581.94","10,099,334.06","6,812,036.96","7,866,360.56","8,907,357.75","8,917,617.95","28,265,123.40","82,532,288.06","182,134,381.80","156,596,049.11","24,208,873.37","33,697,273.31","42,187,814.96","37,235,372.67","16,517,077.41","120,602,422.03","119,587,543.43","158,760,585.60","120,652,749.74","103,846,540.28","114,733,423.99","67,776,048.03","89,574,454.11","150,181,416.80","358,147,571.24","393,120,294.20","354,734,945.55","625,674,307.39"
预收款项,"1,878,697.12","28,712,901.26","38,588,349.29","17,535,553.80","29,744,264.04","11,062,786.57","33,479,990.11","9,126,984.29","7,339,972.57","8,020,100.84","5,761,145.86","7,521,526.40","13,504,362.83","8,382,855.80","5,752,625.72","8,740,205.24","13,004,360.88","7,465,706.38","13,634,873.97","6,949,729.32","12,018,673.04","13,527,431.28","24,417,549.67","23,300,970.97","37,056,674.24","13,704,642.34","26,399,364.44","33,611,580.62","42,796,060.98","37,771,998.23","61,458,865.10","92,327,639.32","122,209,810.67","64,365,007.37","63,176,015.92"
