科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"75,882,625.59","162,226,593.33","251,235,689.09","355,716,946.61","36,972,912.71","198,707,182.85","309,196,317.94","422,428,092.77","94,775,020.17","211,007,373.70","361,859,113.20","503,418,287.67","207,264,174.51","299,169,041.30","477,666,058.66","723,371,982.58","151,341,759.98","369,524,522.85","591,818,046.00","849,404,711.36","187,814,480.63","341,892,905.91","497,212,117.84","682,230,880.78","181,617,673.78","342,698,686.08","562,100,013.56","819,874,658.65","129,512,834.41","323,918,234.80","543,496,697.12","823,646,289.86","224,598,431.25","334,989,406.71","494,702,390.82","703,228,159.27","162,882,962.51","295,093,564.70","481,584,327.90","516,996,954.84","154,796,370.24","361,868,262.10","534,329,909.69","514,530,971.48","230,568,470.40","510,282,843.73"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"178,965,776.25","178,965,776.25","176,965,776.25",,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"862,226.60",,"1,485,951.75","2,202,049.58","3,762,072.02","5,115,163.96","1,138,473.38","2,441,023.59","3,770,463.00","9,252,064.92","63,086.10","1,918,894.83"
支付其他与投资活动有关的现金,,,,,,,,"874,498.02",,,,,,,,,,,,,,,,,,,,,,"1,775,000.00","1,775,000.00",,,,,,"352,431,000.00","369,681,000.00","369,681,000.00","369,681,000.00","20,000,000.00","279,000.00","279,000.00","19,935,506.85","2,800,421.65","800,421.65"
收到其他与经营活动有关的现金,"156,052.31","1,107,895.63","5,672,035.01","20,024,250.00","1,140,821.90","1,352,827.44","2,072,227.51","3,824,903.56","526,874.82","636,473.68","1,277,037.50","2,810,624.37","428,525.82","821,998.60","1,700,879.83","1,812,111.00","1,150,448.40","3,497,950.34","4,572,196.12","10,251,719.62","1,206,552.54","20,223,241.24","21,495,592.31","3,663,892.45","804,376.40","1,427,980.45","2,799,033.04","178,836,212.57","6,054,146.21","7,762,014.36","13,752,669.05","11,219,773.40","6,195,445.40","8,125,356.33","11,293,370.48","18,643,021.35","19,194,863.09","11,243,790.25","19,114,506.86","16,346,562.84","25,245,963.05","50,824,534.59","69,285,770.67","50,638,558.48","23,730,858.87","60,558,600.36"
投资活动现金流出小计,"8,636,038.79","14,303,343.76","35,019,144.25","48,416,984.27","9,243,738.88","37,376,379.51","63,740,435.58","67,084,093.73","9,537,328.42","14,020,233.83","20,119,875.55","33,794,917.51","11,136,072.16","28,704,381.84","60,600,664.57","90,398,923.06","30,565,706.37","242,246,753.57","305,005,254.52","325,384,195.38","26,100,568.31","52,729,598.04","75,732,259.78","97,982,984.86","8,878,852.99","21,612,655.12","23,701,307.80","54,118,043.30","10,946,749.93","29,639,294.03","109,808,258.90","293,676,159.13","109,269,352.19","130,237,071.75","156,654,306.16","206,660,219.16","430,491,945.54","497,653,514.20","546,056,828.46","561,099,065.65","138,135,581.42","174,154,065.91","270,580,046.63","322,057,869.20","73,441,069.85","245,010,566.19"
经营活动现金流入小计,"76,038,677.90","163,334,488.96","256,907,724.10","375,741,196.61","38,113,734.61","200,060,010.29","311,268,545.45","426,252,996.33","95,301,894.99","211,643,847.38","363,136,150.70","506,228,912.04","207,692,700.33","299,991,039.90","479,366,938.49","725,184,093.58","152,492,208.38","373,022,473.19","596,390,242.12","859,656,430.98","189,021,033.17","362,116,147.15","518,707,710.15","685,894,773.23","182,422,050.18","344,126,666.53","564,899,046.60","998,710,871.22","135,566,980.62","331,680,249.16","557,249,366.17","834,866,063.26","230,793,876.65","343,114,763.04","506,857,987.90","721,871,180.62","183,563,777.35","308,539,404.53","504,460,906.78","538,458,681.64","181,180,806.67","415,133,820.28","607,386,143.36","574,421,594.88","254,362,415.37","572,760,338.92"
投资活动产生的现金流量净额,"-8,636,038.79","-14,303,343.76","-35,019,144.25","-48,416,984.27","-9,243,738.88","-37,284,694.21","-63,648,750.28","-64,079,997.48","-9,537,328.42","-13,947,531.83","-20,047,173.55","-33,671,628.06","-11,136,072.16","-28,694,718.38","-60,591,001.11","-90,050,651.66","-30,565,706.37","-242,246,753.57","-305,005,254.52","-321,142,396.55","-26,100,568.31","-51,921,552.17","-74,649,711.81","-79,482,984.86","-8,878,852.99","-21,612,655.12","-22,763,638.42","-53,880,526.66","-10,946,749.93","-18,608,294.03","-102,890,458.90","-273,975,711.13","-88,046,346.26","-109,020,085.45","-135,437,319.86","-41,456,466.19","-400,491,945.54","-424,546,008.65","-444,142,089.99","-465,846,172.99","-37,996,540.65","-82,042,672.23","-173,933,281.83","-222,342,336.99","-70,498,207.46","-241,138,785.86"
购买商品、接受劳务支付的现金,"70,159,815.38","102,819,893.66","225,114,893.65","314,480,022.46","34,603,117.34","160,906,083.20","233,074,609.06","234,244,116.06","13,140,039.90","69,034,001.32","201,689,909.74","323,948,452.57","161,784,102.95","181,096,376.80","312,589,604.88","508,317,755.54","70,790,820.24","237,862,314.15","454,724,871.87","660,338,128.27","111,521,574.49","222,706,116.77","349,639,891.41","330,425,047.09","83,353,932.61","173,282,249.16","347,692,742.43","721,419,823.47","97,792,767.63","206,546,927.26","359,172,218.73","554,506,182.84","85,327,300.17","204,040,189.30","276,275,732.94","410,440,141.88","119,966,260.80","163,008,130.19","303,295,680.06","220,178,934.29","73,628,483.73","169,873,664.06","278,048,805.05","204,122,624.70","65,137,216.04","235,355,392.26"
吸收投资收到的现金,"162,500,000.00","162,500,000.00","162,500,000.00","162,500,000.00",,,,,,,,,,,,,,"206,911,082.00","206,911,082.00","206,911,082.00",,,,,,,,,,,,,,,,"607,335,560.00",,,,,,,,,,
