科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"166,938,502.79","235,689,232.16","283,211,383.22","69,160,372.40","151,185,132.00","235,232,563.13","343,415,468.09","75,711,383.87","175,726,149.14","278,198,316.74","400,786,021.88","119,467,166.08","230,851,184.48","360,656,020.43","489,461,123.57","143,657,261.47","286,221,355.16","420,753,830.86","584,932,130.96","174,323,128.95","344,237,422.45","512,300,056.21","737,424,613.87","171,079,990.02","356,091,824.14","547,012,746.02","781,127,866.04","182,917,132.27","361,754,780.25","562,135,775.57","798,466,937.53","198,637,113.99","394,055,854.51","595,614,073.40"
二、营业利润,"42,132,242.43","50,447,488.61","58,537,971.52","12,669,058.81","32,247,256.95","50,245,833.95","66,822,199.02","16,204,599.65","34,300,269.19","54,307,578.64","68,592,652.87","23,712,736.36","42,666,484.91","68,248,029.64","93,877,962.07","29,225,301.35","55,641,548.06","82,000,672.07","129,081,041.12","38,699,684.35","66,283,555.07","94,201,429.37","137,180,996.12","33,571,792.74","63,178,425.90","80,513,560.95","112,526,577.52","31,551,147.45","56,151,112.52","67,464,104.23","95,264,032.06","35,402,510.03","62,676,556.98","76,746,378.56"
减:营业成本,"44,337,445.28","57,770,841.96","67,288,319.51","17,412,082.85","36,248,372.60","55,891,787.96","80,659,335.69","18,889,508.90","42,751,330.19","66,822,490.18","96,152,134.16","30,217,198.75","57,733,474.70","90,467,296.15","122,622,498.04","37,025,187.14","72,238,622.56","106,755,050.49","151,768,552.10","49,855,683.50","100,659,180.95","150,577,767.80","212,040,628.87","50,294,974.97","107,786,204.63","164,661,336.31","225,917,258.10","52,686,544.19","101,794,271.54","162,971,484.95","230,314,989.18","55,965,696.35","109,327,143.77","164,299,356.04"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,328,430.11","3,540,765.41","4,373,130.56","1,043,935.40","2,321,700.12","3,774,416.09","5,535,840.24","1,209,109.76","2,889,935.73","4,658,892.01","6,426,902.72","2,173,108.49","4,051,114.78","5,983,820.25","7,952,971.25","2,181,980.46","4,336,234.91","6,518,224.14","8,950,788.75","1,842,011.60","4,304,481.89","6,840,914.24","10,476,198.84","2,359,253.09","5,354,886.54","8,023,460.00","12,749,222.48","1,947,867.26","4,623,240.97","7,756,751.23","14,704,439.41","4,364,070.43","8,468,217.17","13,009,468.74"
营业外收入,"18,621,572.79","723,501.35","1,393,471.63","3,048,223.74","5,940,780.75","7,684,990.47","6,331,625.62","413,990.77","538,717.05","876,153.97","1,018,702.81","610,378.02","1,037,020.97","1,529,216.41","2,635,899.97","318,789.56","1,266,471.81","1,590,768.60","2,048,584.51","634,283.43","1,047,906.21","2,041,103.58","3,155,135.97","368,150.31","1,042,323.73","1,597,323.48","5,046,676.15","3,117,848.27","3,727,993.33","3,787,147.29","4,963,693.15","730,327.74","1,359,952.66","2,810,784.36"
销售费用,"59,657,471.12","99,637,276.41","129,303,269.03","31,402,130.14","70,099,035.47","111,514,416.55","164,812,682.25","36,016,215.30","89,569,717.08","143,879,120.79","217,390,457.77","59,333,304.28","121,030,728.60","186,946,796.70","244,807,821.52","69,193,508.95","139,375,064.65","200,027,169.94","244,889,676.17","68,030,594.20","139,881,200.11","210,578,737.57","301,750,901.42","66,683,171.47","142,483,537.62","237,412,595.08","349,208,592.72","75,185,747.31","159,016,060.18","263,855,576.65","371,454,611.97","81,748,467.81","178,177,349.46","283,635,539.47"
减:营业外支出,"372,561.46","80,004.47","354,808.22","3,000.00","62,847.68","63,161.68","64,388.99","29,886.73","36,148.93","66,293.39","66,293.39",107.50,"153,686.20","153,927.23","219,872.09",200.00,"2,791.64","61,591.64","219,065.58",,"11,644.53","406,133.86","705,344.87","8,971.02","16,185.12","190,701.14","208,139.87","1,888.60","267,632.40","577,570.95","750,909.16","13,333.14","16,593.74","76,217.04"
管理费用,"13,107,194.85","19,906,247.34","19,983,430.16","5,066,169.10","9,723,621.54","17,170,958.55","33,680,833.55","5,718,261.44","11,683,481.83","17,657,051.26","26,154,109.09","5,011,509.37","11,776,312.86","19,378,656.35","35,289,667.97","9,818,298.18","21,499,326.51","34,253,192.81","62,287,782.16","13,876,886.05","29,765,467.30","47,260,320.41","74,913,286.35","16,263,259.17","34,047,750.80","53,431,206.75","78,840,880.89","18,893,223.67","36,006,678.31","55,072,230.13","78,806,848.42","18,806,669.40","35,635,256.98","54,609,830.13"
其中:非流动资产处置净损失,,,,,,,,,,,,,"102,853.55",,"117,403.48",,,,"154,705.41",,"11,644.53",,"280,578.07",,"7,614.10","7,214.10","23,652.83","1,888.60","266,682.40","267,470.95","340,431.74","10,706.83","12,275.91","12,463.68"
