科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"81,617,828.01","113,842,034.92","194,423,081.28","146,588,927.94","218,013,527.96","282,549,616.02","63,831,580.33","136,657,361.03","192,839,580.30","249,173,682.35","66,866,254.05","133,478,590.64","205,462,733.94","286,931,321.12","76,384,478.93","150,361,322.82","243,622,838.98","333,944,525.35","56,188,157.24","155,592,048.94","244,969,593.08","344,532,236.31","46,200,996.38","141,491,244.95","231,135,237.61","327,577,150.80","76,063,233.02","156,479,981.23","214,375,894.58","625,311,214.23","277,511,000.82","491,969,997.04"
二、营业利润,"7,067,713.58","16,651,574.72","40,991,989.76","32,578,001.07","47,081,652.79","58,604,107.47","13,309,865.53","26,671,686.20","36,420,428.91","45,965,139.31","10,608,856.05","19,658,370.80","24,160,441.81","26,403,878.38","7,733,465.07","12,032,651.22","21,409,332.84","28,155,969.13","3,423,363.40","13,759,715.33","17,181,586.61","20,390,246.21","1,587,466.36","9,098,074.94","4,993,416.52","9,137,271.82","1,260,275.64","2,553,729.74","-1,644,004.37","67,090,165.79","34,858,251.83","37,566,019.78"
减:营业成本,"57,324,207.46","76,939,907.55","125,311,594.98","93,119,010.73","139,268,323.30","179,755,325.02","40,706,071.78","87,512,207.22","122,399,874.96","159,960,642.32","45,447,004.93","96,300,004.86","150,762,378.88","215,273,427.45","56,314,126.23","113,597,339.45","183,211,960.57","248,169,882.23","42,112,210.72","112,456,836.04","182,408,292.59","254,988,789.02","31,605,731.87","100,456,006.38","169,126,875.72","234,442,875.39","59,186,664.18","116,775,134.81","158,303,889.29","465,922,591.03","201,676,813.66","361,213,024.67"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"439,247.33","518,411.75","2,036,545.92","1,381,652.40","2,061,659.28","2,532,629.56","695,498.04","1,225,360.12","2,125,717.65","2,609,062.50","273,395.26","620,672.48","852,281.24","1,809,886.66","297,371.11","701,869.97","1,411,268.22","1,839,669.72","1,222,144.49","2,084,677.27","2,411,017.86","2,917,013.53","268,374.40","693,885.31","1,704,620.53","3,319,435.86","1,092,958.58","2,614,873.58","3,168,689.10","6,043,165.42","3,437,217.75","4,877,806.15"
营业外收入,"2,062,376.46","2,350,958.18","2,196,757.93","2,282,803.46","2,447,024.54","5,114,773.95","2,048,676.85","2,368,640.74","5,467,572.18","6,544,928.96","296,639.67","535,693.50","799,600.84","1,682,406.68","213,123.35","935,230.69","1,515,288.61","5,901,288.61","968,210.58","1,588,781.22","3,353,181.75","6,732,412.33","424,017.70","794,848.99","1,471,622.43","7,118,418.95","1,657,159.03","4,101,314.78","9,070,176.96","10,574,665.45","4,846,052.99","6,108,544.47"
销售费用,"6,683,731.21","6,894,354.00","9,822,971.40","6,262,590.03","8,997,399.10","11,687,153.88","2,465,340.16","6,747,858.16","9,939,165.37","14,416,095.19","4,209,601.00","7,424,276.40","11,154,152.53","15,925,017.73","4,108,647.53","7,984,743.29","11,728,258.87","17,025,598.80","3,497,405.44","7,655,675.69","11,292,039.63","18,273,368.17","3,311,563.69","7,206,042.97","12,314,979.11","17,406,002.93","4,109,315.19","9,427,836.50","13,851,066.43","21,348,187.96","6,727,441.73","16,287,270.78"
减:营业外支出,"11,600.00","2,480.00","283,768.76",,,"10,000.00",,"40,531.14","80,531.14","80,531.14","25,936.56","32,577.44","135,366.51","151,494.72","33,268.66","33,268.66","33,268.66","114,884.46",,,"133,197.79","379,024.25","14,432.00","18,763.97","222,789.06","673,204.79","172,066.58","291,050.68","870,692.79","878,464.25","146,000.18","153,532.57"
管理费用,"8,438,655.94","9,390,759.69","16,270,793.75","11,825,285.69","18,445,670.96","25,467,432.22","6,158,978.29","12,764,814.14","19,388,209.64","26,782,482.37","6,940,008.63","14,031,718.38","21,857,327.68","29,379,589.62","7,670,272.86","16,342,997.22","24,761,675.69","35,228,042.26","6,974,143.21","17,727,115.04","28,979,033.08","43,222,236.99","10,890,403.65","24,441,427.97","37,531,664.79","50,206,308.54","13,089,469.28","25,410,888.35","40,167,339.44","70,573,174.22","37,200,312.36","81,894,632.51"
其中:非流动资产处置净损失,,,,,,,,,,"30,531.14",,"6,640.88","6,640.88","22,769.09","33,268.66","33,268.66","33,268.66","54,880.54",,,,"140,402.53",,,"3,525.09","4,520.38",,666.64,666.64,,,
