科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"192,071,965.63","409,838,093.28","632,292,165.46","837,906,737.19","138,260,684.51","363,345,735.48","630,109,275.97","761,540,209.17","114,457,436.83","280,258,629.73","408,220,851.06","564,781,729.56","125,822,349.58","264,925,696.30","431,911,233.80","569,917,852.64","171,582,618.16","416,032,777.69","655,132,678.42","886,461,302.39","199,093,015.55","419,738,335.87","684,048,980.11","873,625,531.19","179,107,617.03","422,929,827.27","636,898,732.95","724,733,934.34","112,179,391.48","191,080,223.91","319,151,305.28","454,609,015.20","124,807,837.11","310,686,182.43","470,940,469.06","609,616,616.19","121,133,101.55","348,602,369.33","572,131,415.74","631,293,618.35","72,754,445.12","183,989,389.92","226,535,517.36","209,196,863.20"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,"47,082,622.06",,"200,669.50","200,669.50",,,"100,000.00","100,028.00","100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,020,092.55","2,255,752.20","9,379,024.87","23,752,593.93","2,071,593.87","4,650,260.20","6,056,415.30","10,488,170.17","5,047,527.72","6,879,088.14","7,106,124.59","8,507,340.55","1,189,737.03","51,941,491.74","47,214,629.29","9,260,659.63","2,158,364.67","1,705,068.72","4,423,730.05","3,200,590.18","4,289,262.58","10,810,839.96","11,593,201.10","42,314,849.71","834,711.78","6,933,739.50","9,270,240.01","15,715,706.06","3,020,607.27","7,097,702.64","10,171,425.94","12,157,592.84","2,811,623.83","4,869,639.74","7,052,232.55","11,448,150.60","1,953,794.02","3,292,314.74","4,286,114.01","11,441,367.37","1,320,325.07","1,864,821.56","2,063,982.29","60,275,992.36"
投资活动现金流出小计,"4,471,061.99","17,988,570.48","21,307,421.39","74,452,461.11","12,271,423.19","37,612,737.29","51,789,290.70","61,486,225.86","18,478,810.78","24,511,384.92","30,239,506.27","37,696,304.65","3,658,698.43","8,191,479.50","13,076,439.29","49,547,726.39","10,473,435.25","30,146,405.63","34,077,758.28","94,709,975.83","2,625,805.33","12,565,944.13","14,309,642.82","63,381,731.59","2,281,863.38","4,065,986.28","5,070,847.03","209,957,241.96","613,443.32","814,061.32","862,561.32","42,894,572.29","7,840,962.47","12,388,857.37","23,162,909.83","36,845,291.34","8,991,292.77","15,031,949.05","17,134,901.73","26,629,506.93","1,800,107.65","5,558,703.74","7,168,229.51","158,023,125.06"
经营活动现金流入小计,"194,092,058.18","412,093,845.48","641,671,190.33","861,659,331.12","140,332,278.38","367,995,995.68","636,165,691.27","772,028,379.34","119,504,964.55","287,137,717.87","415,326,975.65","573,289,070.11","127,012,086.61","316,867,188.04","479,125,863.09","579,178,512.27","173,740,982.83","417,737,846.41","659,556,408.47","889,661,892.57","203,382,278.13","430,549,175.83","695,642,181.21","915,940,380.90","179,942,328.81","429,863,566.77","646,168,972.96","740,449,640.40","115,199,998.75","198,177,926.55","329,322,731.22","466,766,608.04","127,619,460.94","315,555,822.17","477,992,701.61","621,064,766.79","123,086,895.57","351,894,684.07","576,417,529.75","642,734,985.72","74,074,770.19","185,854,211.48","228,599,499.65","269,472,855.56"
投资活动产生的现金流量净额,"-3,906,487.99","-17,423,996.48","-20,742,847.39","-73,855,127.51","3,728,576.81","-4,225,338.77","-18,401,892.18","-28,221,223.16","-18,460,807.54","24,870,419.24","19,687,395.99","12,230,597.61","-3,658,698.43","-8,191,479.50","-13,076,439.29","-49,547,726.39","-10,473,435.25","-30,116,405.63","-27,231,758.28","-82,495,195.83","-2,625,805.33","-8,565,673.78","-10,309,372.47","-59,177,461.24","-2,281,863.38","-2,065,851.09","-3,070,711.84","59,116,079.15","-613,443.32","-812,681.32","326,715,248.94","446,080,595.26","-7,840,962.47","-9,958,908.29","-20,732,960.75","-34,375,694.58","59,230,714.89","53,190,058.61","51,127,410.87","41,714,752.94","-1,799,955.27","-5,558,551.36","-3,631,028.09","-37,402,116.74"
购买商品、接受劳务支付的现金,"151,888,798.31","298,088,193.31","461,020,535.21","633,713,772.60","112,149,097.22","291,896,462.26","530,740,042.66","662,333,757.81","100,588,372.54","293,620,541.26","353,158,486.13","470,189,486.43","225,838,874.69","335,047,416.96","528,714,517.92","597,594,531.57","199,053,770.50","327,598,253.95","562,811,711.60","601,114,654.42","218,948,806.79","486,269,225.20","642,171,016.60","843,741,624.77","133,067,627.40","369,378,497.13","694,624,340.82","660,675,834.33","171,498,526.57","235,189,592.74","421,239,554.34","581,195,035.25","153,829,003.38","323,909,537.32","499,150,124.49","613,780,708.58","107,614,042.56","397,235,116.80","409,589,324.80","456,329,199.64","152,164,438.42","274,086,307.86","312,914,158.11","541,366,287.66"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00"
