科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"318,280,704.76","389,268,816.28","735,988,984.11","523,031,286.83","2,356,536,432.81","1,569,938,358.94","1,534,896,346.09","1,226,407,600.06","1,607,381,394.65","1,265,180,235.08","1,183,947,386.58","1,273,342,321.40","1,637,865,710.82","1,528,900,227.80","1,485,128,958.76","1,372,987,299.51","1,244,575,249.42","1,233,828,206.38","1,257,451,627.37","1,036,661,106.10","1,015,840,702.80","1,162,869,102.99","1,010,408,374.22","824,056,125.49","1,407,663,855.02","1,381,805,720.96","1,498,198,753.04","1,729,109,940.88","1,679,926,806.71","1,292,556,883.56","1,376,853,884.52","1,123,754,939.75","1,236,220,028.56","1,110,678,877.49","868,164,557.66","959,095,557.11","990,425,920.45","842,942,614.73"
短期借款,"379,699,024.00","482,599,024.00","276,768,174.06","253,230,706.38","232,886,810.00","135,966,920.00","129,441,480.00","115,453,235.00","106,500,000.00","66,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00","31,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,"300,000,000.00","300,000,000.00"
交易性金融资产,"310,654.48",,,,,,,,"653,987.48","653,987.48","653,987.48","653,987.48",,,,,,,,,,,,,,,,,"639,598.11",,"9,406,067.00","3,825,300.00","6,539,920.52","16,493,998.20","20,178,948.80","39,721,412.61","20,695,312.00","646,114,034.60"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,"270,536.51",,,,,,,,,,,,,,,,"220,554.88",
应收票据,"7,405,484.05","400,000.00","19,888,520.00","4,132,138.00","18,729,069.70","2,266,060.00","2,130,357.00","7,391,361.00","15,969,501.00","52,420,577.25","79,013,023.25","55,704,102.63","60,870,263.10","72,245,192.76","52,423,792.76","48,159,899.27","36,638,037.52","43,139,239.13","47,513,299.74","35,897,791.34","47,038,221.35","65,365,533.05","39,224,563.75","56,076,359.05","56,177,673.15","53,347,761.16","46,663,308.47","63,850,183.51","56,975,190.94","41,848,818.73","54,826,196.37","51,325,614.50","45,297,773.69","41,201,365.28","42,996,219.48","40,821,699.40","43,276,487.57","44,675,664.55"
应付票据,"192,875,833.00","292,800,000.00","216,524,230.00","214,711,293.60","105,185,633.98","56,353,860.73","113,931,748.79","98,556,963.98","65,899,640.75","78,406,697.17","156,473,951.89","180,962,440.21","174,396,975.93","149,531,037.95","153,454,612.40","143,018,930.57","109,191,482.81","121,513,326.05","139,343,871.13","144,122,112.42","128,144,538.05","77,180,751.62","102,843,131.86","104,186,800.97","60,773,907.62","47,520,441.60","32,079,961.31","30,977,857.81","30,280,987.82","40,753,604.39","42,905,719.68","28,326,668.99","35,789,925.78","27,396,047.30","1,696,151.80",,"26,709,009.59",
应收账款,"255,443,347.71","219,741,902.85","266,280,500.40","335,830,396.37","372,520,829.02","417,569,981.87","495,627,144.49","471,218,605.65","471,834,459.01","440,937,337.47","488,880,555.98","424,527,916.37","405,781,345.30","513,837,713.94","355,777,805.18","448,239,337.28","397,889,190.85","405,886,925.23","357,641,130.29","431,225,040.27","381,057,719.58","442,772,982.32","455,629,311.84","423,388,457.39","383,726,242.20","470,563,602.50","379,856,017.00","322,244,169.36","308,514,269.72","347,500,037.04","304,766,820.45","365,736,159.54","265,264,671.55","278,898,747.45","300,038,955.68","359,431,655.72","287,812,869.02","369,466,061.22"
应付账款,"40,991,286.97","83,200,480.73","82,401,000.96","94,345,230.96","114,451,027.53","141,783,031.48","205,654,566.60","193,480,849.05","177,209,076.00","209,503,568.11","188,164,665.79","160,063,893.52","134,352,170.37","155,620,194.22","219,319,956.62","200,800,726.59","169,980,345.12","203,776,670.83","214,549,069.99","168,721,144.56","129,361,767.24","203,209,019.12","133,004,508.45","164,270,229.76","129,908,133.40","159,157,308.06","120,590,732.72","133,297,417.96","142,839,689.09","135,684,592.58","169,483,874.53","176,288,710.00","149,170,452.26","176,713,487.02","181,073,548.45",,"145,201,624.53",
预付款项,"124,561,994.84","88,364,892.21","129,233,905.05","168,172,223.07","137,253,240.13","720,474,873.70","547,625,300.65","600,047,814.02","152,828,703.37","521,011,693.32","530,105,666.33","498,845,149.95","117,084,733.33","98,570,049.89","248,616,583.58","262,972,313.90","46,839,326.12","126,556,503.27","170,359,306.50","160,729,616.66","62,273,661.64","109,846,738.20","136,557,535.83","114,185,039.65","90,049,282.39","77,521,009.87","63,853,593.81","102,838,664.62","105,088,468.31","145,156,416.67","141,578,200.15","167,345,371.22","103,190,208.19","169,571,779.97","123,016,706.61","275,691,592.63","87,191,051.10","257,062,195.93"
预收款项,"138,908,887.66","164,733,014.33","231,899,618.06","130,593,602.86","174,116,841.57","127,654,562.59","143,423,482.24","178,131,133.70","178,790,454.86","89,834,510.27","135,514,278.32","215,603,862.77","118,104,163.29","95,547,993.77","106,423,785.79","108,538,126.58","117,705,795.05","135,608,495.73","128,661,962.74","183,655,433.19","188,656,875.57","104,613,346.17","165,922,322.77","129,006,770.50","105,756,068.86","97,630,942.62","102,313,888.21","87,460,938.66","92,708,009.24","101,999,143.20","80,301,303.16","97,051,559.36","93,401,511.87","114,101,347.43","83,546,116.67","105,671,415.09","138,127,910.91","149,596,761.28"
其他应收款,"26,654,841.51","12,571,419.11","5,286,058.10","6,614,344.27","7,746,032.35","6,306,772.98","10,202,246.22","262,231,800.14","6,206,028.07","6,221,383.99","4,768,930.05","7,577,140.09","244,964,008.02","241,553,536.31","249,594,423.52","251,230,042.45","213,699,485.91","234,069,212.59","213,564,594.32","245,252,524.20","178,888,210.62","185,675,689.69","181,488,093.06","175,564,295.08","8,369,719.13","10,174,096.90","11,141,016.21","10,944,780.68","8,783,045.63","13,215,950.57","11,777,103.77","13,280,878.68","7,233,427.34","9,323,452.57","6,300,671.31","26,943,958.04","31,508,406.87","41,047,031.51"
应付职工薪酬,"10,617,238.81","9,214,989.48","13,441,040.65","12,648,051.75","9,338,257.20","7,097,274.27","8,958,361.67","11,250,582.29","7,586,275.00","8,186,855.73","8,671,856.92","10,759,973.85","9,517,924.09","7,858,705.10","7,736,877.58","10,456,086.39","9,279,601.97","8,699,716.12","10,252,812.90","11,302,404.53","11,270,556.50","9,037,844.59","10,354,747.54","11,534,108.30","13,260,038.20","7,336,814.80","6,077,361.59","8,149,680.69","10,464,063.43","8,878,535.87","7,121,350.75","9,403,022.05","11,707,544.47","8,662,226.93","9,574,471.72","9,796,719.63","10,967,901.71","6,753,211.64"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"67,025,262.57","5,595,769.99","52,356,731.04","11,558,371.51","2,857,622.17","-7,820,318.05","-31,309,086.18","-30,932,796.91","-29,784,040.57","-25,330,538.20","-24,253,534.33","-42,508,997.79","-18,904,022.68","-23,405,586.93","-43,245,465.69","-46,279,008.60","10,423,463.09","3,480,424.64","5,657,448.44","3,868,404.24","12,700,671.27","10,312,134.21","7,118,508.12","9,099,255.85","22,835,308.10","17,397,655.48","13,900,997.61","8,234,120.80","18,290,130.89","14,277,251.42","5,561,766.37","6,841,110.53","11,832,213.55","4,159,471.23","6,073,253.93","6,549,553.10","8,553,973.44","11,402,284.00"
应收利息,,,,,,,"7,600,972.00","13,945,416.00","22,534,265.68","30,840,687.45","26,873,236.05","32,280,784.65","36,858,076.31","41,700,673.53","2,565,798.61","6,582,986.11","11,468,454.12","16,022,866.70","20,583,185.06","23,585,170.09","23,046,224.31","27,991,849.33","17,818,126.02","21,535,756.88","26,667,079.66","30,935,726.26","13,971,831.20","16,367,633.54","20,581,736.17","19,548,185.85","23,861,974.38","28,648,127.48","34,011,980.40","39,209,725.77","44,694,413.28","17,811,686.47","23,512,869.57","23,394,055.65"
应付利息,"699,086.47","2,161,216.75","640,357.08","826,883.56","651,832.92","1,990,570.00","348,025.50","3,246,919.45","508,419.41","3,194,364.44","384,533.33","415,000.00","542,897.17","452,166.67","382,166.67","382,166.67","619,318.14","360,273.67","360,273.67","101,273.67","418,645.89","358,645.89","325,000.00","279,166.67","265,833.33","242,916.67","220,833.33","220,833.33","220,833.33","242,916.67","242,916.66","220,833.33","220,833.33","220,833.33","198,750.00","61,416.66","307,083.33","307,083.33"
应收股利,"850,546.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"189,880.00","5,653,902.00","36,783.37","4,453,901.97",,,,,,,,,,,"8,893,562.08",,,,"626,413.65",,,,"626,413.65","626,413.65",,,,,,,,,,,,,,
存货,"404,661,947.10","630,507,461.53","477,521,543.27","486,788,213.29","500,228,515.71","534,378,430.17","701,027,989.70","743,782,395.87","696,787,846.41","592,745,538.80","574,699,251.80","630,335,334.49","500,357,682.37","476,981,128.24","607,164,617.30","577,260,007.53","571,130,422.89","573,908,558.63","579,977,324.37","595,936,081.49","579,640,701.87","562,272,274.69","570,528,600.30","633,283,479.92","545,519,344.98","502,708,450.17","465,913,471.67","439,035,695.36","440,553,815.09","458,404,188.34","514,227,946.79","500,820,125.36","522,928,666.55","534,256,680.37","586,950,819.51","526,840,480.23","573,533,834.93","550,003,498.88"
其他应付款,"71,056,233.27","99,257,810.21","86,496,992.26","25,671,529.73","129,497,099.66","4,519,335.94","15,164,622.34","14,786,665.51","25,238,151.08","13,054,693.29","17,957,471.96","18,816,031.13","26,437,965.89","21,067,829.23","27,437,373.65","31,652,690.69","16,723,958.65","11,209,882.22","12,224,614.60","13,476,313.95","13,245,346.90","11,228,750.63","10,637,997.60","11,241,568.84","30,861,700.48","36,036,082.83","10,858,934.06","36,269,408.32","20,829,799.94","15,652,791.32","16,115,490.71","10,004,072.80","11,815,613.43","8,545,600.02","23,947,013.98","8,831,315.33","12,395,489.24","12,272,347.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,"325,000,000.00","160,000,000.00","150,000,000.00",,,"262,000,000.00","262,000,000.00","262,000,000.00",,"2,000,000.00","1,000,000.00","1,000,000.00",,"298,700,000.00","298,819,375.32","297,700,000.00","700,000.00",,,,,"300,000,000.00","300,000,000.00","300,000,000.00",,,,,,"300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00",,
其他流动资产,"10,740,000.00",,"202,012.08",,,,,,"7,592,014.07","133,675.21",,,"2,697,051.20",,,,"244,893,428.30","234,260,593.06","252,674,143.79","237,080,977.55","479,467,595.54","205,678,461.37","356,828,803.73","604,299,947.61","317,313,531.68","338,242,328.52","334,377,730.60","148,428,412.87","217,441,272.16","535,758,901.96","410,247,678.89","623,095,454.25","649,879,992.47","670,194,947.27","818,773,779.79","626,975,739.68","808,796,482.85","135,859,470.24"
其他流动负债,"27,228,656.19","23,122,734.30","13,786,615.39","16,199,429.14","12,934,675.54","19,126,494.95","18,649,798.74","20,952,100.58","17,857,303.54","21,556,039.69","20,685,077.13","21,362,104.83","27,543,343.23","37,579,328.57","34,223,064.44","40,513,588.93","26,753,136.64","42,613,294.32","49,199,111.06","47,475,011.91","44,446,846.42","77,063,986.62","59,238,071.96","64,945,827.57","49,795,658.18","75,894,385.63","101,478,938.98","104,269,771.94","68,989,496.11","67,318,567.96","57,846,950.16","74,349,806.52","68,957,823.32","55,515,023.31","57,153,375.44","59,816,298.73","60,698,770.12","61,940,558.15"
流动资产合计,"1,148,909,520.89","1,340,854,491.98","1,634,401,523.01","1,524,568,601.83","3,393,014,119.72","3,250,934,477.66","3,299,110,356.15","3,325,024,992.74","2,981,788,199.74","2,910,145,116.05","2,888,942,037.52","2,923,266,737.06","3,006,478,870.45","2,973,788,522.47","3,001,271,979.71","2,967,431,886.05","2,767,133,595.13","2,867,672,104.99","2,899,764,611.44","2,766,368,307.70","2,767,253,037.71","2,762,472,631.64","2,768,483,408.75","2,852,389,461.07","2,835,486,728.21","2,865,298,696.34","2,813,975,722.00","2,832,819,480.82","2,838,504,202.84","2,853,989,382.72","2,847,545,872.32","2,877,831,970.78","2,870,566,669.27","2,869,829,574.37","2,811,115,072.12","2,855,522,095.42","2,843,240,364.79","2,887,170,571.66"
流动负债合计,"929,291,388.94","1,168,338,941.79","974,351,542.87","1,089,239,001.46","941,919,800.57","636,671,731.91","604,262,999.70","604,925,652.65","811,805,280.07","726,406,190.50","796,598,301.01","596,474,308.52","504,991,417.29","476,251,668.58","535,625,933.54","509,083,307.82","779,377,101.47","826,081,458.90","858,575,578.18","573,422,098.47","528,515,784.35","493,004,478.85","490,070,701.95","495,190,142.11","713,456,648.17","741,216,547.69","687,521,647.81","408,880,029.51","384,623,009.85","384,807,403.41","379,579,372.02","402,485,783.58","682,895,918.01","695,314,036.57","663,262,681.99","686,481,035.47","702,875,234.42","702,004,538.70"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,"10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00",
长期借款,"6,438,466.55","31,024,196.19","331,018,555.06","5,985,677.86","5,837,421.96","95,778,983.39","230,704,238.44","267,601,375.99","6,253,778.97","6,247,961.56","6,274,933.20","306,289,124.17","304,240,205.01","304,225,573.33","304,146,068.68","304,119,008.89","5,373,968.01","4,303,247.42","5,423,239.74","155,422,975.31","305,393,447.53","305,413,896.62","305,388,687.83","305,607,017.12","5,723,629.82","5,695,071.61","5,844,914.08","305,885,988.55","306,114,454.24","306,081,224.47","305,971,134.33","305,849,938.21","5,759,415.73","5,542,496.72","5,832,045.26","6,063,507.80","6,049,404.98","5,935,083.99"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"10,000.00","10,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00","10,010,000.00",,,,,,,,,,,,,,,,,,,
专项应付款,,,,"17,881,937.90","17,881,937.90","17,881,937.90","17,881,937.90","17,881,937.90","17,881,937.90","17,881,937.90","17,881,937.90","17,881,937.90","10,696,730.88","10,889,643.69","10,696,730.88","10,696,730.88","10,696,730.88","10,696,730.88","10,696,730.88","10,696,730.88",,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"2,042,839.99","2,042,839.99","1,989,842.77","1,963,344.16","1,936,845.55","1,910,346.94","1,883,848.33","1,857,349.73","1,825,433.98","1,798,935.38","1,772,521.88","1,746,108.38","1,714,022.41","1,687,608.91","1,661,195.41","1,634,781.91","1,602,610.84","1,576,197.34","1,549,989.16","1,523,780.98","1,491,199.27","1,464,991.09","1,438,906.27","1,412,821.45","1,379,787.70","1,353,702.88","1,327,715.94","1,301,777.94","1,275,839.94","1,249,901.94"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"171,606,171.19","161,552,446.28","208,371,407.74","266,989,757.14","260,291,732.16","250,872,075.15","246,768,851.46","242,623,044.79","240,667,432.44","237,722,740.94","249,850,061.83","243,311,651.32","421,283,564.47","416,158,234.04","420,273,614.24","412,462,563.23","494,769,527.56","422,070,541.84","496,813,190.13","492,681,140.39","705,142,841.17","701,893,512.71","678,258,124.39","611,650,680.25","659,763,412.72","683,695,133.84","645,312,635.07","628,500,928.33","639,490,209.17","622,657,319.20","610,249,503.61","594,230,665.59","654,075,188.41","632,579,269.75","624,062,924.97","618,667,112.12","632,431,915.94","604,411,778.32"
递延所得税负债,"52,663.62",,"1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,615,038.15","1,615,038.15","1,615,038.15","1,615,038.15","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,470,136.27","1,470,136.27","1,470,136.27","1,470,136.27","1,451,541.28","1,451,541.28","1,451,541.28","1,451,541.28","1,611,440.81","1,611,440.81","1,451,541.28","1,611,440.81","1,824,654.36","1,824,654.36","1,824,654.36","1,824,654.36","1,451,541.28","1,451,541.28"
在建工程,"41,611,555.58","124,117,422.01","101,184,718.95","49,475,143.17","45,685,955.36","54,211,156.64","60,419,707.14","88,368,469.69","125,976,290.87","155,020,565.43","192,263,600.18","237,594,943.87","139,431,787.59","173,775,396.78","189,818,680.54","216,776,364.48","188,300,581.77","243,454,297.76","202,748,703.72","232,188,453.51","44,924,002.15","53,699,770.23","55,340,806.25","71,430,929.10","73,604,863.83","65,792,186.02","69,649,373.60","92,575,879.17","83,736,311.90","91,904,057.44","95,075,731.97","107,246,696.25","50,282,846.86","76,396,827.41","78,872,913.88","78,369,382.44","67,799,431.24","91,550,454.33"
其他非流动负债,,"7,500,000.00","15,420,000.00","17,680,000.00","19,180,000.00","19,180,000.00","19,180,000.00","19,180,000.00","34,424,121.56","38,821,881.56","38,821,881.56","38,821,881.56","34,931,660.14","39,136,507.33","39,329,420.14","39,329,420.14","45,480,746.43","49,878,506.43","45,480,746.43","49,878,506.43",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"6,491,130.17","38,524,196.19","347,890,096.34","42,999,157.04","44,350,901.14","134,292,462.57","269,217,717.62","306,114,855.17","60,174,876.58","64,566,819.17","64,593,790.81","364,607,981.78","351,320,137.31","355,703,265.63","355,623,760.98","355,596,701.19","63,002,986.60","66,330,026.01","63,052,258.33","217,449,753.90","356,266,850.86","356,287,299.95","356,262,091.16","356,480,420.45","75,690,190.22","75,661,632.01","75,811,474.48","375,852,548.95","373,172,656.43","371,634,426.66","371,364,436.99","377,398,140.40","81,939,573.73","76,822,654.72","77,112,203.26","77,343,665.80","75,278,624.56","75,164,303.57"
固定资产清理,,,,,,,,"1,848.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"935,782,519.11","1,206,863,137.98","1,322,241,639.21","1,132,238,158.50","986,270,701.71","770,964,194.48","873,480,717.32","911,040,507.82","871,980,156.65","790,973,009.67","861,192,091.82","961,082,290.30","856,311,554.60","831,954,934.21","891,249,694.52","864,680,009.01","842,380,088.07","892,411,484.91","921,627,836.51","790,871,852.37","884,782,635.21","849,291,778.80","846,332,793.11","851,670,562.56","789,146,838.39","816,878,179.70","763,333,122.29","784,732,578.46","757,795,666.28","756,441,830.07","750,943,809.01","779,883,923.98","764,835,491.74","772,136,691.29","740,374,885.25","763,824,701.27","778,153,858.98","777,168,842.27"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"10,017,088.00","270,000,000.00","270,000,000.00","270,000,000.00","360,000,000.00","360,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","468,000,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00","959,400,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"142,138,250.85","83,194,688.62","91,420,089.18","91,420,089.18","1,954,520,089.18","1,954,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,520,089.18","1,846,933,092.09","1,846,933,092.09","1,846,933,092.09","1,846,933,092.09","1,852,632,045.44","1,852,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44","1,384,632,045.44"
