科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,202,117,705.24","2,133,554,275.92","3,134,417,651.84","4,526,892,337.70","1,507,671,072.57","2,487,860,503.86","3,601,220,837.90","4,973,845,026.53","1,406,753,813.27","2,607,051,014.71","3,920,135,487.81","5,509,826,403.21","1,780,830,762.08","2,962,259,778.32","4,199,279,746.99","6,214,762,576.30","2,074,576,237.86","3,532,049,443.49","5,093,366,075.18","6,812,532,619.19","2,415,184,238.07","3,561,738,236.68","4,831,943,744.58","7,346,036,307.45","3,157,641,101.92","4,208,667,302.69","6,158,656,608.25","7,862,822,615.58","2,441,786,911.37","4,312,715,066.76","6,118,586,646.73","8,724,577,763.54","2,905,882,853.80","4,765,293,947.58","6,235,940,616.93","8,942,333,836.59","2,347,416,587.54","4,236,646,879.78","5,685,946,460.61","8,079,613,170.97","2,359,219,220.05","4,567,518,059.01","6,415,174,370.87"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"7,800.00","31,200.00",,,,"485,884.86",,,"93,000.00","98,400.00",,900.00,"30,388.64","49,349.54",,"32,160.00","34,675.00","479,209.68",,,"1,138,000.00","1,502,133.49",,"881,871.08",,"922,554.38",,,,,"1,140,000.00",,,"4,760,000.00","4,760,000.00","3,985,231.11","3,903,643.51","5,014,038.30",,,,
支付其他与投资活动有关的现金,"15,953,727.00","9,000,137.00",,"100,000,000.00",,"49,200,000.00","35,000,000.00",,"15,000,000.00",,,,"241,600,000.00",,,,"111,356,832.72",,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"188,729,112.41","190,812,863.71","304,778,355.78","125,110,789.10","98,892,468.50","260,823,736.66","255,413,705.93","171,543,985.79","82,825,412.78","151,307,641.36","102,550,985.33","18,019,412.90","162,697,881.30","20,260,977.02","194,909,075.35","69,579,688.98","82,579,175.75","75,324,416.50","168,250,908.54","49,879,808.67","91,775,744.85","62,084,212.78","156,891,390.15","16,864,915.84","82,857,525.71","36,645,435.62","313,885,450.11","129,893,402.84","255,284,638.90","155,904,416.15","354,100,226.73","29,850,165.64","136,036,997.95","151,156,025.50","305,617,817.96","38,415,576.44","120,120,029.76","195,772,549.42","277,415,236.75","266,515,861.21","105,265,255.12","103,850,363.19","395,078,524.94"
投资活动现金流出小计,"62,610,120.27","121,377,906.65","132,824,884.77","173,372,691.14","134,294,710.39","226,007,210.34","236,912,653.19","107,433,519.71","30,634,120.66","16,191,184.54","85,269,176.54","131,392,549.76","288,607,002.56","559,546,391.38","631,769,629.08","248,384,003.11","135,102,996.13","602,239,838.12","644,740,849.66","111,853,144.07","103,708,599.82","446,695,414.64","398,531,355.00","200,775,111.83","92,290,555.94","195,592,985.09","755,683,693.97","395,122,752.37","106,992,221.16","240,014,122.71","302,223,367.60","203,239,295.00","77,843,943.38","101,431,293.48","180,878,000.56","149,856,242.95","5,885,970.27","8,948,231.09","15,318,112.49","183,034,178.95","6,094,056.51","11,752,062.22","25,915,607.30"
经营活动现金流入小计,"1,390,846,817.65","2,324,374,939.63","3,439,227,207.62","4,652,003,126.80","1,606,563,541.07","2,748,684,240.52","3,857,120,428.69","5,145,389,012.32","1,489,579,226.05","2,758,451,656.07","4,022,784,873.14","5,527,845,816.11","1,943,529,543.38","2,982,551,143.98","4,394,238,171.88","6,284,342,265.28","2,157,187,573.61","3,607,408,534.99","5,262,096,193.40","6,862,412,427.86","2,506,959,982.92","3,624,960,449.46","4,990,337,268.22","7,362,901,223.29","3,241,380,498.71","4,245,312,738.31","6,473,464,612.74","7,992,716,018.42","2,697,071,550.27","4,468,619,482.91","6,472,686,873.46","8,755,567,929.18","3,041,919,851.75","4,916,449,973.08","6,546,318,434.89","8,985,509,413.03","2,471,521,848.41","4,436,323,072.71","5,968,375,735.66","8,346,129,032.18","2,464,484,475.17","4,671,368,422.20","6,810,252,895.81"
投资活动产生的现金流量净额,"-61,995,791.87","-120,227,359.70","-122,008,017.72","-164,086,724.91","-2,285,404.60","-95,258,280.05","-102,384,857.90","4,452,037.52","-30,388,983.86","-15,297,349.69","-80,589,559.27","-116,894,498.79","-287,857,702.56","-557,731,391.75","-629,001,017.02","-182,962,416.75","-134,480,496.13","-511,171,546.33","-553,619,832.01","-18,493,425.92","-102,703,247.18","-445,781,149.85","-392,921,858.83","-194,106,280.39","-91,350,153.14","-193,391,451.99","-752,759,813.58","-391,594,344.52","-106,384,721.16","-239,386,227.89","-300,412,309.38","-177,663,258.10","-77,155,750.53","-90,377,637.44","-165,941,236.56","-40,568,510.31","-5,183,590.27","-8,171,651.09","-14,541,532.49","-177,507,652.58","-5,486,556.51","-11,142,381.07","-24,754,538.44"
购买商品、接受劳务支付的现金,"1,026,828,713.43","1,846,068,654.05","2,626,837,521.24","3,786,504,110.25","1,252,551,508.52","2,121,386,796.06","3,041,812,587.38","4,152,757,819.63","1,180,582,015.46","2,261,059,190.59","3,291,506,955.02","4,224,888,295.90","1,431,206,458.90","2,535,930,603.15","3,813,431,154.65","5,968,653,190.80","1,967,162,388.17","2,938,863,775.64","4,182,192,925.20","5,886,172,177.33","2,246,798,337.22","2,951,904,095.62","3,857,425,926.68","6,050,950,065.70","2,810,096,716.24","3,122,295,699.91","5,077,880,023.32","7,207,401,767.67","2,788,041,912.47","4,287,734,073.82","5,708,476,531.55","9,119,302,648.88","2,042,629,035.33","3,837,543,154.29","5,824,431,985.67","8,325,679,138.10","1,367,530,414.65","3,753,968,703.44","4,841,014,108.07","6,325,979,333.58","2,155,216,773.78","3,920,822,540.64","5,587,053,707.26"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
