科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"11,776,903.61","26,507,436.95","62,618,044.80","44,295,350.39","687,313,527.49","688,307,305.64","695,033,407.83","680,408,772.07","676,585,278.14","656,446,861.03","680,760,176.67","618,567,547.10","621,257,892.08","610,387,021.73","611,134,405.45","600,345,943.21","591,140,989.81","583,627,309.20","585,822,977.72","573,675,901.42","451,500,198.98","426,634,132.07","418,951,452.73","372,045,668.78","353,133,228.55","354,607,264.01","413,832,273.36","360,391,190.26","413,328,775.44","327,521,053.38","465,095,224.63","389,688,892.65","331,284,536.42","289,896,426.45","390,731,819.97","751,428,352.94"
短期借款,"3,000,000.00","15,000,000.00","35,000,000.00","15,000,000.00",,,,,,,"45,000,000.00",,,,,,,,,,,,,,"53,280,000.00","59,080,000.00","64,044,000.00","54,577,000.00","125,000,000.00","133,000,000.00","135,000,000.00","161,930,000.00","122,870,000.00","208,971,868.50","245,510,000.00","323,914,494.46"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"905,780.00","9,730,000.00","6,530,000.00","7,834,440.00","5,414,440.00","4,620,000.00","4,400,000.00","2,900,000.00","3,169,026.00","1,350,276.00","2,410,000.00","2,500,000.00","5,402,000.00","6,087,000.00","5,993,500.00","5,349,393.86","6,260,000.00","8,073,623.20","7,686,123.20","4,067,700.00","2,890,200.00","3,332,000.00","6,682,424.00","7,442,881.66","7,807,174.00","19,464,260.00","16,247,712.81","16,837,246.13","12,777,024.02","17,623,721.24","17,699,382.00","15,100,178.31","20,594,130.05","19,806,056.78","15,269,801.38"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,"3,258,530.64","2,237,217.64","2,726,208.00","5,088,416.00","9,287,848.00","9,857,724.80","5,333,079.40","8,285,842.00","6,133,220.40",,"8,621,415.50",
应收账款,"8,393,671.40","10,285,781.10","11,420,645.99","23,793,206.27","15,236,342.81","20,615,591.23","23,265,188.52","26,261,922.46","33,125,668.15","33,676,453.02","38,771,078.21","50,125,967.75","53,375,880.89","52,981,825.90","62,690,344.75","71,729,623.49","83,340,742.56","74,821,431.56","75,458,649.16","76,975,934.39","152,405,863.21","150,449,918.38","134,231,094.77","144,429,157.89","580,372,342.11","657,514,395.74","677,129,403.77","652,887,057.26","678,746,666.34","780,439,634.11","811,596,060.43","791,762,184.30","808,644,808.88","816,138,273.22","812,880,078.58","1,287,189,894.63"
应付账款,"13,050,843.71","26,804,344.32","14,840,707.88","9,927,872.77","9,374,298.84","8,053,866.51","15,539,886.32","12,727,810.07","8,798,463.67","7,707,180.38","9,886,678.51","7,704,642.83","7,934,166.05","8,882,076.23","11,014,095.10","7,234,062.64","11,091,662.54","9,053,656.76","14,554,808.02","12,668,783.47","20,358,952.26","22,438,748.38","22,111,535.41","25,327,751.62","194,377,942.05","228,663,815.46","236,941,421.76","208,291,988.04","207,723,019.29","233,420,264.70","252,787,119.97","223,728,364.70","234,949,278.09",,"245,157,619.63",
预付款项,"12,241,452.16","5,577,926.23","6,558,403.94","9,676,658.62","9,876,138.92","5,334,388.66","11,432,630.20","13,349,423.86","8,778,819.08","15,151,908.14","3,019,631.66","7,116,755.27","3,494,420.47","4,575,493.20","3,801,809.76","5,976,497.57","3,677,795.02","4,888,677.57","3,186,292.70","4,149,530.95","8,663,659.10","14,669,823.91","3,364,203.18","8,142,131.04","13,642,090.28","14,686,843.24","10,879,173.11","21,960,392.64","17,737,845.97","29,909,686.80","48,402,889.09","94,040,793.50","64,406,731.82","64,963,173.27","32,420,503.04","130,476,756.28"
预收款项,"13,180,708.55","16,451,546.14","29,793,180.24","32,878,616.53","44,918,749.56","48,535,728.28","60,425,935.41","58,989,199.06","53,857,883.95","51,405,358.53","47,042,932.32","43,190,339.38","40,100,530.79","37,821,877.35","34,532,703.75","37,620,743.09","34,952,168.31","34,006,726.83","25,155,763.66","22,040,367.51","22,111,071.01","25,426,220.10","20,475,420.07","19,780,269.15","29,650,764.22","36,240,584.85","31,526,267.34","31,719,699.11","32,039,566.92","33,019,340.05","62,865,146.73","59,591,896.40","40,348,410.21","47,656,302.03","45,829,013.10","111,427,277.33"
