科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"369,401,580.54","517,008,240.32","490,219,943.12",,"277,161,107.75","321,605,865.64","442,365,372.46","156,906,258.94","197,517,985.54","310,661,970.45","368,514,233.38","68,019,088.84","134,057,463.27","196,207,526.32","416,672,736.26","99,503,315.43","221,993,695.00","281,589,475.75","405,951,575.62","84,238,399.66"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"8,000,000.00",,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"20,820,915.40",,"10,000,000.00",,"68,800,000.00","119,600,000.00","158,600,000.00",,,,"3,000,000.00",,,,,"50,000,000.00","50,000,000.00","50,000,000.00","79,440,000.00","9,145,314.25"
收到其他与经营活动有关的现金,"39,793,202.68","17,003,325.86","68,802,904.47",,"7,472,977.80","10,049,858.42","14,806,362.79","14,772,892.93","27,977,334.85","41,276,986.65","33,325,243.89","29,850,374.76","159,114,097.95","191,111,278.59","191,355,687.47","1,394,055.13","17,256,903.16","118,572,142.65","219,107,044.38","43,127,030.63"
投资活动现金流出小计,"27,830,116.77","1,423,256.57","17,488,311.64",,"69,044,756.52","121,846,516.52","161,499,668.52","37,026.26","150,509,569.92","303,409,627.00","407,950,677.58","162,993.73","895,321.61","9,127,966.61","1,951,312.61","50,212,970.06","230,496,731.31","297,428,915.73","290,643,997.98","10,576,299.05"
经营活动现金流入小计,"409,194,783.22","534,011,566.18","559,022,847.59",,"284,634,085.55","331,655,724.06","457,171,735.25","171,679,151.87","225,495,320.39","351,938,957.10","401,839,477.27","97,869,463.60","293,171,561.22","387,318,804.91","608,028,423.73","100,897,370.56","239,250,598.16","400,161,618.40","625,088,487.82","129,134,516.07"
投资活动产生的现金流量净额,"-10,058,116.77","1,777,438.45","-712,706.20","-98,870,200.00","9,791,943.48","-41,414,066.52","-26,995,610.41","17,878,159.85","-127,074,383.81","-126,804,857.56","-80,196,888.14","100,602,716.96","102,885,603.15","94,750,519.69","102,424,034.88","-50,212,970.06","-93,735,147.31","-146,917,331.73","-101,793,583.11","-10,576,299.05"
购买商品、接受劳务支付的现金,"330,175,759.53","310,707,407.65","460,681,735.48",,"227,444,661.36","325,559,256.45","355,537,484.41","122,000,632.02","179,846,940.11","230,098,344.39","291,140,836.14","65,744,831.33","177,207,257.11","270,471,747.09","377,515,742.84","153,488,962.24","257,457,424.82","341,618,325.29","401,363,031.73","63,347,439.07"
吸收投资收到的现金,,,,,,,"343,600,000.00",,,,,,,,"490,000.00",,"150,000.00","80,000,000.00","49,850,000.00","728,333.33"
支付给职工以及为职工支付的现金,"28,410,895.95","30,547,403.48","31,149,525.40",,"11,652,190.49","18,777,460.72","28,316,713.91","5,110,844.99","11,909,139.05","18,619,568.18","29,676,063.57","8,698,144.43","15,900,587.86","26,630,938.43","40,334,714.80","11,317,468.59","22,793,449.88","35,049,865.03","49,784,880.67","17,258,184.53"
取得借款收到的现金,"94,621,100.00","55,000,000.00","100,000,000.00",,"30,000,000.00","30,000,000.00","110,000,000.00",,,,,"10,448,436.00","56,863,769.00","102,749,268.00","102,749,268.00",,"10,000,000.00","32,707,383.05","29,907,383.05",
支付的各项税费,"32,709,152.85","25,175,256.89","38,906,851.98",,"21,792,711.27","25,218,692.80","32,857,303.33","8,813,954.99","25,832,569.55","28,987,547.07","29,840,205.48","4,738,099.76","20,452,059.70","28,536,335.97","26,914,889.89","3,697,891.43","19,195,325.10","20,969,712.58","29,422,581.96","2,694,561.03"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"42,277,324.14","27,687,409.75","79,400,657.22",,"14,486,326.48","17,964,632.50","22,469,240.84","14,265,816.18","46,193,192.51","54,210,204.15","51,109,561.69","136,295,272.54","170,330,195.04","181,877,807.99","239,427,356.02","28,765,027.53","131,529,321.33","236,636,537.38","249,746,901.44","26,839,846.91"
筹资活动现金流入小计,"94,621,100.00","55,000,000.00","100,000,000.00",,"30,000,000.00","30,000,000.00","453,600,000.00",,,,,"10,448,436.00","56,863,769.00","102,749,268.00","103,239,268.00",,"10,150,000.00","112,707,383.05","79,757,383.05","728,333.33"
经营活动现金流出小计,"433,573,132.47","394,117,477.77","610,138,770.08",,"275,375,889.60","387,520,042.47","439,180,742.49","150,191,248.18","263,781,841.22","331,915,663.79","401,766,666.88","215,476,348.06","383,890,099.71","507,516,829.48","684,192,703.55","197,269,349.79","430,975,521.13","634,274,440.28","779,821,535.80","111,140,031.54"
偿还债务支付的现金,"4,621,100.00","30,000,000.00","100,000,000.00",,"30,000,000.00","45,000,000.00","55,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","170,000,000.00",,,"300,000.00","300,000.00","10,448,436.00","56,863,769.00","57,903,915.00","57,903,915.00",
经营活动产生的现金流量净额,"-24,378,349.25","139,894,088.41","-51,115,922.49","22,158,000.00","9,258,195.95","-55,864,318.41","17,990,992.76","21,487,903.69","-38,286,520.83","20,023,293.31","72,810.39","-117,606,884.46","-90,718,538.49","-120,198,024.57","-76,164,279.82","-96,371,979.23","-191,724,922.97","-234,112,821.88","-154,733,047.98","17,994,484.53"
分配股利、利润或偿还利息支付的现金,"2,018,102.79","6,335,374.87","7,271,109.39",,"4,268,442.09","6,130,174.59","7,774,142.93","2,368,776.66","11,549,173.30","11,636,449.97","15,314,934.25","11,595.05","12,832,045.81","13,547,457.49","17,771,854.99","767,924.67","10,778,062.93","11,171,754.76","11,709,667.46","648,289.89"
收回投资收到的现金,,,,,,,,"15,000,000.00",,"150,000,000.00","300,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,,,,
支付其他与筹资活动有关的现金,,"1,324,791.67","1,224,600.00",,"646,000.00","646,000.00","2,415,000.00","1,026,867.15","3,005,933.00","3,545,433.00","2,776,700.00",,"567,424.76","760,000.00",,,"100,000.00","1,006,564.00",,
取得投资收益收到的现金,,"50,279.62",,,,,,"2,903,186.11",,"1,099,583.33","2,249,583.33","765,710.69","737,500.00","737,500.00","737,500.00",,,,,
筹资活动现金流出小计,"6,639,202.79","37,660,166.54","108,495,709.39",,"34,914,442.09","51,776,174.59","65,189,142.93","33,395,643.81","44,555,106.30","45,181,882.97","188,091,634.25","11,595.05","13,399,470.57","14,607,457.49","18,071,854.99","11,216,360.67","67,741,831.93","70,082,233.76","69,613,582.46","648,289.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,"67,000.00","34,500.00","74,000.00",,"36,700.00","36,700.00","36,700.00","12,000.00","57,000.00","127,000.00","126,020.00",,"36,000.00","212,000.00","212,000.00",,,,,
筹资活动产生的现金流量净额,"87,981,897.21","17,339,833.46","-8,495,709.39","27,428,700.00","-4,914,442.09","-21,776,174.59","388,410,857.07","-33,395,643.81","-44,555,106.30","-45,181,882.97","-188,091,634.25","10,436,840.95","43,464,298.43","88,141,810.51","85,167,413.01","-11,216,360.67","-57,591,831.93","42,625,149.29","10,143,800.59","80,043.44"
处置子公司及其他营业单位收到的现金净额,,,"16,701,605.44",,,,"16,271,608.11",,,,,,,,,,,,"488,830.87",
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"-51,289.52","-58,001.05","19,522.63","68,044.97","-11,002.15","-30,694.00"
收到其他与投资活动有关的现金,"17,705,000.00","3,115,915.40",,,"78,800,000.00","80,395,750.00","118,195,750.00",,"23,378,186.11","25,378,186.11","25,378,186.11",,"3,007,424.76","2,928,986.30","3,425,847.49",,"136,761,584.00","150,511,584.00","188,361,584.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"17,772,000.00","3,200,695.02","16,775,605.44",,"78,836,700.00","80,432,450.00","134,504,058.11","17,915,186.11","23,435,186.11","176,604,769.44","327,753,789.44","100,765,710.69","103,780,924.76","103,878,486.30","104,375,347.49",,"136,761,584.00","150,511,584.00","188,850,414.87",
五、现金及现金等价物净增加额,"53,545,431.19","159,011,360.32","-60,324,338.08","-49,283,600.00","14,135,697.34","-119,054,559.52","379,406,239.42","5,970,419.73","-209,916,010.94","-151,963,447.22","-268,215,712.00","-6,567,326.55","55,631,363.09","62,694,305.63","111,375,878.55","-157,859,311.01","-343,032,379.58","-338,336,959.35","-246,393,832.65","7,467,534.92"
购建固定资产、无形资产和其他长期资产支付的现金,"7,009,201.37","1,423,256.57","7,488,311.64",,"244,756.52","2,246,516.52","2,499,668.52","37,026.26","509,569.92","2,409,627.00","3,950,677.58","162,993.73","895,321.61","1,127,966.61","1,351,312.61","212,970.06","391,731.31","1,323,915.73","2,098,997.98","1,430,984.80"
期初现金及现金等价物余额,"52,430,436.32","105,975,867.51","264,987,227.83",,"204,662,889.75","204,662,889.75","204,662,889.75","584,069,129.17","584,069,129.17","584,069,129.17","584,069,129.17","315,853,417.17","315,853,417.17","315,853,417.17","315,853,417.17","427,229,295.72","427,229,295.72","427,229,295.72","427,229,295.72","180,836,951.09"
投资支付的现金,,,,,,,"400,000.00",,"150,000,000.00","301,000,000.00","401,000,000.00",,,,"600,000.00",,"180,105,000.00","246,105,000.00","209,105,000.00",
期末现金及现金等价物余额,"105,975,867.51","264,987,227.83","204,662,889.75","155,379,300.00","218,798,587.09","85,608,330.23","584,069,129.17","590,039,548.90","374,153,118.23","432,105,681.95","315,853,417.17","309,286,090.62","371,484,780.26","378,547,722.80","427,229,295.72","269,369,984.71","84,196,916.14","88,892,336.37","180,835,463.07","188,304,486.01"
