科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"45,032,517.09","62,214,540.00","81,262,282.80","2,968,557.10","7,330,766.10","21,141,564.30","76,762,633.75","9,594,754.00","20,058,794.11","33,292,947.11","96,914,714.65","17,338,296.48","32,189,156.48","57,767,313.87","184,451,120.76","50,163,702.29","90,605,413.82","155,313,318.16","363,776,705.08","53,631,333.36","127,888,203.34","188,205,027.30","367,933,446.24","62,887,668.31","144,231,057.95","253,070,395.25","577,096,409.89","89,970,057.54","219,006,998.32","364,767,139.09","842,218,489.23","130,050,108.85","242,813,123.66","455,763,928.18"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"48,408,103.47",,,,,,,,,,"3,000,000.00","8,250,000.00",,"59,000,000.00","59,000,000.00","66,250,000.00",,,,"64,725,000.00"
收到的税费返还,"4,467,615.48","5,667,921.43","9,533,691.22","3,183,011.69","3,472,763.82","4,014,278.90","10,126,212.14","793,631.56","793,631.56","793,631.56","11,774,546.60",,"1,781,199.92","4,579,651.98","7,630,342.95",,"5,350,421.32","6,211,606.33","15,499,017.25","18,510,681.11","20,950,766.52","24,982,192.19","26,054,281.48","14,906,662.87","18,911,477.62","23,190,514.78","42,112,421.11","10,214,784.80","18,538,108.71","19,189,735.38","33,362,521.87","7,288,405.39","8,613,371.20","19,861,860.83"
支付其他与投资活动有关的现金,,,,,"1,277,733.70","1,352,733.70",,,,,,,,,,,,,,,,,"371,256,403.63",,,,"5,060,000.00",,,,,,,
收到其他与经营活动有关的现金,"5,674,193.06","6,770,477.59","6,377,057.59","1,667,417.21","5,134,744.16","2,955,531.63","20,627,958.22","2,274,041.48","9,753,484.66","13,490,892.54","25,130,373.96","4,053,952.48","12,086,764.73","25,325,066.76","30,320,444.11","17,608,882.12","31,818,161.41","40,891,023.13","44,731,829.31","9,372,496.14","22,310,065.14","49,205,229.37","59,114,196.01","16,417,624.54","43,972,289.32","75,389,949.74","87,826,064.49","5,445,938.98","30,752,083.25","43,809,506.54","99,186,056.38","10,804,755.84","19,879,335.11","10,665,825.53"
投资活动现金流出小计,"2,208,218.21","1,304,129.21","16,993,516.11","17,495,376.05","23,464,758.93","23,914,385.37","32,317,963.29","3,476,109.74","13,827,317.81","28,672,868.98","41,494,395.45","11,763,544.68","17,663,597.07","31,505,461.38","73,802,595.23","42,433,083.06","48,135,911.41","57,117,715.00","31,710,058.46","6,598,738.12","17,485,293.93","24,650,240.79","402,437,957.77","4,208,868.66","17,170,908.80","30,593,530.31","344,613,327.13","64,806,434.65","74,928,162.96","90,618,031.36","64,799,612.94",,"16,933,790.20","95,007,567.99"
经营活动现金流入小计,"55,174,325.63","74,652,939.02","97,173,031.61","7,818,986.00","15,938,274.08","28,111,374.83","107,516,804.11","12,662,427.04","30,605,910.33","47,577,471.21","133,819,635.21","21,392,248.96","46,057,121.13","87,672,032.61","222,401,907.82","67,772,584.41","127,773,996.55","202,415,947.62","424,007,551.64","81,514,510.61","171,149,035.00","262,392,448.86","453,101,923.73","94,211,955.72","207,114,824.89","351,650,859.77","707,034,895.49","105,630,781.32","268,297,190.28","427,766,381.01","974,767,067.48","148,143,270.08","271,305,829.97","486,291,614.54"
投资活动产生的现金流量净额,"-2,173,640.78","-1,283,765.31","-16,987,462.18","-17,495,376.05","-23,463,438.93","-23,913,065.37","-32,316,643.29","-3,476,109.74","-13,827,317.81","-28,654,768.98","-41,475,615.45","-11,763,544.68","-17,661,697.07","-31,503,361.38","-73,800,495.23","-42,433,083.06","-48,133,161.41","-57,099,913.05","-31,607,308.46","-6,598,738.12","-17,485,293.93","-24,555,240.79","-402,342,957.77","5,869,268.33","-5,326,108.56","-18,748,730.07","29,923,549.57","-64,806,434.65","-74,928,162.96","-90,618,031.36","-48,253,115.03",,"-16,850,790.20","-91,324,567.99"
购买商品、接受劳务支付的现金,"12,713,145.09","6,982,324.70","5,685,708.56","4,735,539.10","8,486,939.37","14,135,854.63","20,497,537.61","4,184,730.14","9,496,516.48","14,466,365.97","24,129,684.95","11,255,063.35","20,667,847.47","38,057,271.64","67,475,078.45","41,543,465.45","77,318,662.49","139,266,139.65","223,185,619.97","55,381,398.97","132,141,746.21","185,205,911.54","263,056,579.59","54,895,724.83","115,238,055.65","180,301,697.98","257,345,043.15","65,783,376.87","193,797,940.50","295,911,328.59","405,960,665.04","109,909,514.56","186,737,791.38","310,212,414.20"
吸收投资收到的现金,"20,000.00","25,800,000.00","10,080,000.00",,"702,553,000.00","702,553,000.00","712,780,000.00",,,,,,,,,,,,,,,,"9,416,197.00",,"4,407,132.73","8,802,107.84","13,979,322.34",,"94,585,000.00","94,585,000.00","119,695,183.20","-2,436,950.00",,"528,059,909.53"
