科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"7,763,097.88","11,999,688.11","14,768,662.47","7,098,679.42","16,121,082.15","22,108,946.48","20,606,459.50","12,771,411.46","17,016,635.35","23,033,935.01","35,835,609.04","12,331,555.72","27,252,156.76","37,541,816.03","46,912,929.91","17,748,656.90","39,720,551.90","60,462,428.01","73,949,258.34","20,203,925.51","39,462,154.36","62,509,528.35","88,114,712.03","24,758,905.36","45,749,055.50","89,703,107.81","159,088,365.13","50,860,419.10","131,169,742.55","202,130,671.67","275,552,629.60","77,507,762.70","165,719,102.53","267,281,776.53"
取得借款收到的现金,,,,,,,,,,,,,,,,,,"35,494,370.75","84,394,955.10","33,568,854.86","57,855,044.90","80,355,044.90","165,250,000.00","22,369,746.47","49,174,865.33","75,674,865.33","337,705,044.90","20,000,000.00",,"17,500,652.55","112,500,000.00",,"72,000,000.00","72,000,000.00"
支付的各项税费,"7,189,788.74","9,178,810.99","17,197,315.61","8,775,728.64","9,835,877.84","12,093,586.44","19,867,046.44","4,003,821.65","10,839,799.67","13,258,011.23","26,401,771.70","8,814,222.21","14,594,565.13","19,443,529.29","29,529,551.47","11,660,534.41","16,583,926.00","16,990,490.35","44,187,407.67","16,775,683.83","34,553,942.06","38,620,600.28","56,043,676.76","14,138,911.26","28,960,456.12","39,884,862.73","62,266,860.45","28,585,821.96","54,220,612.80","68,181,821.62","93,689,713.43","28,363,701.54","46,753,408.83","68,645,570.52"
收到其他与筹资活动有关的现金,,,73.02,,"10,227,000.00","10,227,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"10,977,404.56","12,972,950.35","14,108,705.51","6,315,536.98","14,277,565.19","15,843,226.31","31,782,526.69","2,924,722.19","13,380,003.32","21,281,539.43","33,229,695.81","11,929,560.59","21,761,618.45","35,650,505.88","57,287,130.96","18,880,472.06","31,684,402.35","63,829,349.84","69,115,072.62","49,715,268.71","42,060,539.10","78,618,794.21","105,163,665.82","21,908,127.44","55,237,760.24","72,730,955.63","103,829,423.63","27,640,677.54","25,759,408.61","75,570,110.65","176,317,207.00","54,423,145.17","73,458,515.77","111,923,997.75"
筹资活动现金流入小计,"20,000.00","25,800,000.00","10,080,073.02",,"712,780,000.00","712,780,000.00","712,780,000.00",,,,,,,,,,,"35,494,370.75","84,394,955.10","33,568,854.86","57,855,044.90","80,355,044.90","174,666,197.00","22,369,746.47","53,581,998.06","84,476,973.17","351,684,367.24","20,000,000.00","94,585,000.00","112,085,652.55","232,195,183.20","-2,436,950.00","72,000,000.00","600,059,909.53"
经营活动现金流出小计,"38,643,436.27","41,133,774.15","51,760,392.15","26,925,484.14","48,721,464.55","64,181,613.86","92,753,570.24","23,884,685.44","50,732,954.82","72,039,851.64","119,596,761.50","44,330,401.87","84,276,187.81","130,693,122.84","201,204,690.79","89,833,128.82","165,307,542.74","280,548,407.85","410,437,358.60","142,076,277.02","248,218,381.73","364,954,834.38","512,378,634.20","115,701,668.89","245,185,327.51","382,620,624.15","582,529,692.36","172,870,295.47","404,947,704.46","641,793,932.53","951,520,215.07","270,204,123.97","472,668,818.51","758,063,759.00"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,,"5,000,000.00","20,000,000.00","45,000,000.00","107,393,965.23","23,785,861.61","37,678,870.85","57,710,250.59","133,514,764.58","215,156,970.70","244,476,332.36","265,423,036.04","353,638,381.70","39,989,968.36","84,354,434.27","93,889,103.59"
经营活动产生的现金流量净额,"16,530,889.36","33,519,164.87","45,412,639.46","-19,106,498.14","-32,783,190.47","-36,070,239.03","14,763,233.87","-11,222,258.40","-20,127,044.49","-24,462,380.43","14,222,873.71","-22,938,152.91","-38,219,066.68","-43,021,090.23","21,197,217.03","-22,060,544.41","-37,533,546.19","-78,132,460.23","13,570,193.04","-60,561,766.41","-77,069,346.73","-102,562,385.52","-59,276,710.47","-21,489,713.17","-38,070,502.62","-30,969,764.38","124,505,203.13","-67,239,514.15","-136,650,514.18","-214,027,551.52","23,246,852.41","-122,060,853.89","-201,362,988.54","-271,772,144.46"
分配股利、利润或偿还利息支付的现金,,"15,000,000.00","16,600,000.00","13,020,000.00","12,480,000.00","13,020,000.00","13,020,000.00",,"10,512,478.75","11,200,000.00","11,200,000.00",,,"16,800,000.00","16,800,000.00",,"16,800,000.00","16,800,000.00","17,968,666.67","1,647,267.71","27,575,514.52","30,531,773.03","33,056,298.94","2,248,049.85","23,541,763.13","25,988,680.11","28,781,390.66","3,417,372.57","20,624,986.06","21,952,705.72","25,292,875.87","1,350,232.23","13,991,584.68","15,360,179.79"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,"1,957,997.74",,"8,129,000.00","8,129,000.00","3,709,000.00",,,,,,,,,,,,"32,480,000.00",,,"390,000.00","23,700,000.00",,,"390,000.00",,,,,"5,121,792.88",,"3,957,628.08","3,957,628.08"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"78,136.99","1,212,383.57","1,212,383.57",,,,,,,"3,000.00","3,000.00"
筹资活动现金流出小计,,"15,000,000.00","18,557,997.74","13,020,000.00","20,609,000.00","21,149,000.00","16,729,000.00",,"10,512,478.75","11,200,000.00","11,200,000.00",,,"16,800,000.00","16,800,000.00",,"16,800,000.00","16,800,000.00","50,448,666.67","6,647,267.71","47,575,514.52","75,921,773.03","164,150,264.17","26,033,911.46","61,220,633.98","84,088,930.70","162,296,155.24","218,574,343.27","265,101,318.42","287,375,741.76","384,053,050.45","41,340,200.59","102,303,647.03","113,206,911.46"
处置固定资产、无形资产和其他长期资产收回的现金净额,"34,577.43","20,363.90","6,053.93",,"1,320.00","1,320.00","1,320.00",,,"18,100.00","18,780.00",,"1,900.00","2,100.00","2,100.00",,"2,750.00","17,801.95","102,750.00",,,"95,000.00","95,000.00",,"632,416.67","632,416.67","2,149,369.87",,,,"859,102.69",,"80,000.00","80,000.00"
筹资活动产生的现金流量净额,"20,000.00","10,800,000.00","-8,477,924.72","-13,020,000.00","692,171,000.00","691,631,000.00","696,051,000.00",,"-10,512,478.75","-11,200,000.00","-11,200,000.00",,,"-16,800,000.00","-16,800,000.00",,"-16,800,000.00","18,694,370.75","33,946,288.43","26,921,587.15","10,279,530.38","4,433,271.87","10,515,932.83","-3,664,164.99","-7,638,635.92","388,042.47","189,388,212.00","-198,574,343.27","-170,516,318.42","-175,290,089.21","-151,857,867.25","-43,777,150.59","-30,303,647.03","486,852,998.07"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,"632,416.67",,,,,,,"3,600,000.00"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","371,755,090.16",,,,"15,687,395.22",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"34,577.43","20,363.90","6,053.93",,"1,320.00","1,320.00","1,320.00",,,"18,100.00","18,780.00",,"1,900.00","2,100.00","2,100.00",,"2,750.00","17,801.95","102,750.00",,,"95,000.00","95,000.00","10,078,136.99","11,844,800.24","11,844,800.24","374,536,876.70",,,,"16,546,497.91",,"83,000.00","3,683,000.00"
五、现金及现金等价物净增加额,"14,377,248.58","43,035,399.56","19,947,252.56","-49,621,874.19","635,924,370.60","631,647,695.60","678,497,590.58","-14,698,368.14","-44,466,841.05","-64,317,149.41","-38,452,741.74","-34,701,697.59","-55,880,763.75","-91,324,451.61","-69,403,278.20","-64,493,627.47","-102,466,707.60","-116,538,002.53","15,909,173.01","-40,238,917.38","-84,275,110.28","-122,684,354.44","-451,103,735.41","-19,284,609.83","-51,035,247.10","-49,330,451.98","343,816,964.70","-330,620,292.07","-382,094,995.56","-479,935,672.09","-176,864,129.87","-165,838,004.48","-248,517,425.77","123,756,285.62"
购建固定资产、无形资产和其他长期资产支付的现金,"2,208,218.21","1,304,129.21","16,893,516.11",,"22,187,025.23","22,561,651.67","32,317,963.29","3,476,109.74","13,827,317.81","28,672,868.98","41,494,395.45","11,763,544.68","17,663,597.07","21,505,461.38","25,394,491.76","9,953,083.06","15,655,911.41","24,637,715.00","31,710,058.46","6,598,738.12","17,485,293.93","24,650,240.79","31,181,554.14","4,208,868.66","14,170,908.80","22,343,530.31","29,953,327.13","5,806,434.65","15,928,162.96","24,368,031.36","43,049,612.94",,"16,933,790.20","30,282,567.99"
期初现金及现金等价物余额,"18,713,215.31","33,090,463.89","76,125,863.45","96,073,116.01","96,073,116.01","96,073,116.01","96,073,116.01","774,570,706.59","774,570,706.59","774,570,706.59","774,570,706.59","736,117,964.85","736,117,964.85","736,117,964.85","736,117,964.85","666,714,686.65","666,714,686.65","666,714,686.65","666,714,686.65","689,294,474.03","682,623,859.66","682,623,859.66","682,623,859.66","231,520,124.25","231,520,124.25","231,520,124.25","231,520,124.25","575,337,088.95","625,879,971.38","646,023,934.17","575,337,088.95","398,472,959.08","398,472,959.08","398,472,959.08"
投资支付的现金,,,"100,000.00","17,495,376.05",,,,,,,,,,"10,000,000.00",,"32,480,000.00","32,480,000.00","32,480,000.00",,,,,,,,,"309,600,000.00",,,,"21,750,000.00",,,
期末现金及现金等价物余额,"33,090,463.89","76,125,863.45","96,073,116.01","46,451,241.82","731,997,486.61","727,720,811.61","774,570,706.59","759,872,338.45","730,103,865.54","710,253,557.18","736,117,964.85","701,416,267.26","680,237,201.10","644,793,513.24","666,714,686.65","602,221,059.18","564,247,979.05","550,176,684.12","682,623,859.66","649,055,556.65","598,348,749.38","559,939,505.22","231,520,124.25","212,235,514.42","180,484,877.15","182,189,672.27","575,337,088.95","244,716,796.88","243,784,975.82","166,088,262.08","398,472,959.08","232,634,954.60","149,955,533.31","522,229,244.70"
