科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"265,792,199.12","262,935,118.17","308,848,165.18","145,147,210.14","168,333,509.15","373,562,486.93","52,438,283.48","150,359,925.78","241,404,155.08","440,981,686.92","29,231,240.82","86,129,682.16","119,895,563.76","149,341,896.02","41,098,788.34","77,857,113.47","118,765,169.51","185,906,807.83","28,484,462.53","56,645,239.37","88,324,934.86","168,676,929.39","20,259,387.08","70,409,778.80","143,331,785.62","182,771,903.66","15,349,881.59","49,314,368.08","87,014,943.21","96,179,614.12","40,422,103.65","63,214,912.52","112,914,803.78","172,609,285.57","24,165,227.88"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"558,722.29",,"60,249.40",,,"3,359.54","9,133.52","440,613.03",,"1,252,040.37","1,252,040.37","2,588,308.02",,"9,766.17","9,766.17","5,027,204.14",,,,"2,063,814.65",,"279,206.73","101,914.90","19,938.44","62,854.19","62,854.19","277,037.57","1,419,712.14","836,902.33","1,279,909.79","1,694,727.69","6,952,048.10","1,376,752.83"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,165.00",,,,,,,,
收到其他与经营活动有关的现金,"2,744,168.04","3,224,422.30","727,085.01","2,559,640.48","2,167,979.89","4,890,739.35","502,983.10","2,041,778.09","1,739,823.90","13,524,609.17","935,191.09","4,102,317.42","2,805,368.61","19,580,313.10","741,254.72","8,551,957.13","14,175,342.69","15,499,048.13","765,468.16","1,538,851.20","1,785,307.99","8,879,547.77","1,719,349.38","16,451,549.96","96,473,330.04","10,825,047.71","23,167,205.12","9,176,285.76","27,014,587.08","28,648,376.68","3,218,585.30","3,951,824.85","25,908,307.38","28,179,066.74","8,667,847.43"
投资活动现金流出小计,"115,368,683.67","72,254,109.69","39,961,028.86","17,010,776.15","14,062,616.89","32,277,310.43","4,773,202.36","45,669,078.44","60,522,933.96","65,114,923.16","14,917,758.21","25,311,742.54","48,883,203.57","101,535,320.07","23,412,222.64","51,243,355.99","67,433,913.87","228,603,183.40","29,570,623.34","41,328,692.04","55,992,785.82","91,779,318.05","15,657,486.01","18,504,806.79","57,102,340.81","41,239,498.78","27,344,111.18","50,451,723.10","100,363,317.81","218,034,831.47","12,669,543.84","65,250,146.29","81,882,028.13","131,090,411.12","13,787,108.53"
经营活动现金流入小计,"268,536,367.16","266,159,540.47","310,133,972.48","147,706,850.62","170,561,738.44","378,453,226.28","52,941,266.58","152,405,063.41","243,153,112.50","454,946,909.12","30,166,431.91","91,484,039.95","123,952,972.74","171,510,517.14","41,840,043.06","86,418,836.77","132,950,278.37","206,433,060.10","29,249,930.69","58,184,090.57","90,110,242.85","179,620,291.81","21,978,736.46","87,140,535.49","239,907,030.56","193,616,889.81","38,579,940.90","58,553,508.03","114,306,567.86","126,247,702.94","44,477,591.28","68,446,647.16","140,517,838.85","207,740,400.41","34,209,828.14"
投资活动产生的现金流量净额,"-115,368,683.67","-72,174,109.69","-39,961,028.86","-17,010,776.15","-14,062,616.89","-32,277,310.43","-4,773,202.36","-45,669,078.44","-60,522,933.96","-65,100,923.16","-14,917,758.21","-25,311,742.54","-48,883,203.57","-101,535,320.07","-23,412,222.64","-51,243,355.99","-67,424,913.87","-119,981,906.61","631,408.63","-11,126,660.07","-25,790,753.85","-60,330,121.61","-5,657,486.01","-17,246,337.85","-31,677,128.85","-23,408,551.98","-27,333,152.28","-40,398,136.87","-90,309,731.58","-217,862,406.47","-12,668,943.84","-65,249,546.29","-81,763,388.13","-130,500,061.13","-13,785,921.53"
购买商品、接受劳务支付的现金,"156,069,688.56","167,141,353.50","141,116,258.05","125,787,839.77","117,168,272.66","277,803,315.89","59,670,876.69","104,598,976.92","171,431,072.94","337,828,111.51","54,204,603.10","89,883,773.64","120,103,279.67","117,545,442.73","10,689,314.67","13,691,650.13","42,770,401.87","94,017,099.25","14,136,202.66","22,837,783.86","31,382,721.99","121,351,792.70","13,229,005.92","43,730,694.67","70,710,329.18","109,441,459.65","6,520,685.45","19,536,351.51","67,384,586.44","100,282,667.35","23,035,858.62","51,122,274.77","100,529,485.88","105,216,264.11","21,629,697.45"
吸收投资收到的现金,"33,330,209.25",,,,,"694,310,000.00",,,,,,,,,,,,,,,,,,,,,,"603,600,000.00","603,600,000.00","594,100,000.00","1,000,000.00",,,,
