科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"30,302,157.75","66,551,199.98","48,995,694.08","17,248,789.80","533,062,712.95","453,104,707.98","377,865,400.79","338,245,687.14","443,278,759.21","380,274,812.59","400,036,709.95","362,428,000.77","398,557,798.76","318,274,855.11","268,650,853.80","228,056,616.86","222,135,094.92","173,155,253.04","173,098,467.14","161,398,565.40","263,804,232.60","187,305,610.43","194,566,220.04","223,380,921.03","371,808,723.08","275,731,850.45","221,690,415.55","284,005,013.20","171,902,165.81","121,535,090.35","124,700,517.22","200,751,512.70","250,582,557.52","175,342,394.83","161,623,551.87","445,485,556.04"
短期借款,"10,000,000.00","10,000,000.00",,"15,000,000.00",,,,,,,,,,,,,,,,"20,000,000.00","67,979,677.00","54,979,677.00","83,439,677.00","26,000,000.00",,"232,000,000.00","213,750,000.00","124,200,000.00","103,951,230.00","97,161,230.00","167,515,230.00","150,455,230.00","159,654,000.00","204,182,000.00","253,710,000.00","244,710,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"200,000.00","390,000.00","740,000.00","627,000.00","478,600.00","2,346,467.00","1,866,083.00","2,802,800.00","8,415,496.21","5,391,435.21","7,505,733.80","8,737,206.56","35,194,904.69","31,442,457.39","9,363,500.00","35,523,849.00","21,742,318.00","25,552,685.00","14,148,538.50","14,402,003.00","37,983,449.72","18,315,252.25","17,004,121.30","69,051,618.53","65,503,187.36","74,983,836.92","72,269,157.95","78,273,605.61","164,452,168.38","87,150,067.63","65,627,462.74","74,594,630.12","173,980,629.02","118,906,553.62","68,289,715.25","138,698,337.33"
应付票据,"540,855.94",,"5,688,042.74","5,142,153.06","8,772,579.86","19,972,478.62","15,864,060.11","13,287,640.32","18,224,317.93","17,039,928.78","12,022,394.19","9,101,750.10","8,135,343.13","2,092,312.63",,"2,915,536.99",,,,,"9,261,750.00",,,,,"46,855,787.50","50,509,763.90","55,917,504.77","99,691,987.86","107,938,400.70","141,048,746.01","163,900,687.18","173,582,251.79","143,603,204.74","84,025,554.13","128,353,274.97"
应收账款,"66,084,236.56","74,542,921.57","89,137,232.39","148,090,267.63","118,142,026.43","132,090,104.39","170,680,918.57","199,195,617.22","172,810,264.01","187,676,276.98","228,812,011.66","254,800,679.67","235,870,477.07","242,068,843.06","271,673,243.42","272,583,151.90","307,762,493.10","328,153,674.62","330,460,465.15","375,099,242.59","337,681,164.23","411,668,996.54","428,557,867.91","526,658,469.19","510,535,325.18","703,289,807.10","805,788,115.28","859,547,560.18","827,466,694.64","800,012,222.71","830,906,364.01","921,205,880.97","815,849,367.88","847,961,574.38","887,942,565.14","1,176,280,653.22"
应付账款,"17,640,245.89","26,327,107.04","39,944,530.90","48,692,760.62","53,005,891.81","39,388,276.69","37,411,703.61","39,773,770.57","54,548,132.09","49,746,441.91","50,910,372.66","36,762,495.78","26,741,975.06","39,257,223.77","30,934,767.75","41,613,613.89","53,234,948.22","43,368,678.35","48,671,499.30","54,546,644.00","35,534,260.02","41,174,028.18","63,820,634.93","73,397,819.82","81,664,380.07","173,158,227.70","200,027,453.75","185,933,837.50","233,414,586.65","210,957,035.87","218,414,386.33","213,322,921.76","222,519,007.99","213,875,049.50","276,778,996.24","363,239,593.72"
预付款项,"919,425.23","2,013,612.25","9,602,131.97","13,479,822.58","6,278,402.88","5,846,897.28","4,707,600.51","17,154,323.43","16,423,636.02","20,333,197.23","17,331,992.33","44,168,217.21","17,632,527.92","27,817,627.01","10,342,951.35","22,794,350.92","24,052,328.02","39,561,286.98","36,336,787.31","38,487,083.61","27,849,701.89","27,354,433.67","23,525,223.61","41,093,940.56","30,098,240.22","48,170,890.30","47,047,579.15","57,320,296.02","49,742,960.19","55,132,705.56","51,280,240.51","37,085,852.19","36,938,800.99","48,728,817.27","55,477,972.53","39,720,496.47"
预收款项,"802,500.00","19,060,680.53","29,615,184.46","23,037,339.65","22,257,378.41","15,888,780.55","8,353,897.46","4,009,947.96","33,565,482.86","13,193,585.98","2,593,123.50","13,416,608.58","13,609,036.02","17,328,215.98","17,017,679.24","25,674,712.41","21,445,010.83","36,096,684.92","21,668,739.22","37,291,816.06","36,065,564.46","31,777,571.15","13,551,915.59","29,952,651.66","15,696,585.50","17,575,670.26","18,632,975.16","19,789,217.68","28,516,460.28","23,780,141.59","17,710,980.85","19,540,152.00","26,770,575.95","23,022,440.35","22,428,402.17","31,017,547.63"
