科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"198,852,170.34","395,316,682.45","590,682,861.10","760,063,257.40","200,752,214.09","402,860,387.88","566,404,226.37","726,509,545.90","220,674,225.15","428,055,587.76","639,951,388.23","812,960,807.83","251,664,807.03","496,183,219.88","709,060,051.35","906,426,753.64","255,195,505.26","458,555,073.37","650,991,199.86","823,126,727.97","211,710,661.99","412,122,358.92","625,999,988.45","854,853,649.41","218,645,152.91","436,269,805.71","681,452,310.16","933,855,502.50","238,193,530.59","465,583,100.38","670,492,230.33","980,298,119.68","238,836,078.33","457,651,452.87","667,869,377.17","923,842,812.66","233,071,333.72","445,650,396.40","657,424,413.23","924,006,347.62","232,545,335.41","464,618,948.74","698,104,385.07","999,951,125.70"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"537,668.81",,,,"27,626,257.32",,,,,,,,,,,,,,,,,"348,200.00","348,219.36","348,219.36","348,219.36"
收到的税费返还,"188,675.23","503,243.62","1,864,291.82","1,738,936.47",,,"44,524.87","84,824.87",,"827,128.07","827,128.07","828,118.90",,"42,229.00","42,229.00","1,244,338.72",,,"3,705.50",,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"1,172,847.00",,,"27,870.00",,"7,757,912.05","7,757,912.05","7,757,912.05",,,,,,,,,,"3,542,493.15","3,542,493.15",,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"9,600,282.44","16,826,848.83","70,680,881.72","16,019,980.35","10,986,465.65","3,141,893.69","11,141,988.11","10,116,125.36","10,134,054.94","12,821,494.17","13,950,365.94","15,026,800.04","35,945,777.55","26,311,465.74","72,341,605.65","35,019,210.66","4,724,487.12","2,510,997.39","11,866,551.30","6,351,775.86","9,635,532.96","5,653,080.24","8,070,701.77","33,172,020.66","1,575,473.13","14,141,200.38","25,118,843.07","13,440,417.78","3,205,422.28","7,466,306.06","10,211,277.02","17,060,396.39","1,810,940.34","3,433,736.50","6,122,841.56","7,042,724.51","2,759,673.21","4,262,437.90","7,377,243.10","7,320,006.28","1,718,998.22","3,886,671.56","7,420,817.94","18,398,854.45"
投资活动现金流出小计,"3,057,331.30","7,632,058.02","12,511,160.58","15,901,312.04","24,007,722.80","44,417,635.07","59,265,017.61","67,754,835.03","2,310,660.09","9,186,628.82","17,278,062.98","21,608,983.61","2,718,099.89","32,056,286.28","34,263,096.48","74,474,074.79","24,812,107.35","29,648,709.14","34,836,332.21","34,111,506.97","3,532,920.98","5,775,380.55","8,373,131.94","36,998,819.62","444,677.83","924,997.06","1,531,110.01","40,839,187.90","43,707,997.55","46,670,233.50","48,510,605.67","86,662,713.67","355,116.11","1,059,081.35","23,713,679.09","67,479,146.03","20,164,312.82","87,459,931.10","107,872,617.36","247,524,884.77","15,594,404.40","181,773,864.42","262,143,569.47","408,654,523.14"
经营活动现金流入小计,"208,641,128.01","412,646,774.90","663,228,034.64","777,822,174.22","211,738,679.74","406,002,281.57","577,590,739.35","736,710,496.13","230,808,280.09","441,704,210.00","654,728,882.24","828,815,726.77","287,610,584.58","522,536,914.62","781,443,886.00","942,690,303.02","259,919,992.38","461,066,070.76","662,861,456.66","829,478,503.83","221,346,194.95","417,775,439.16","634,070,690.22","888,025,670.07","220,220,626.04","450,411,006.09","706,571,153.23","947,295,920.28","241,398,952.87","473,049,406.44","680,703,507.35","997,358,516.07","240,647,018.67","461,085,189.37","673,992,218.73","930,885,537.17","235,831,006.93","449,912,834.30","664,801,656.33","931,326,353.90","234,264,333.63","468,505,620.30","705,525,203.01","1,018,349,980.15"
投资活动产生的现金流量净额,"-2,505,759.81","-5,190,183.53","-10,692,620.09","33,391,294.04","-17,777,571.08","10,930,442.14","38,175,739.60","9,011,336.18","-309,490.09","30,231,115.80","62,269,664.25","55,874,362.41","27,281,900.11","-1,847,487.03","-3,981,586.48","-43,078,263.84","-11,278,365.57","33,163,793.63","62,348,524.25","59,501,034.74","58,691,395.02","60,138,314.43","57,536,754.80","26,501,965.81","5,606,857.70","6,597,074.95","5,990,962.00","-32,246,531.67","-3,014,497.84","-5,818,759.90","-7,656,455.78","-45,769,140.15","41,830,884.30","45,212,011.54","27,047,613.80","23,383,823.15","374,227.87","-25,549,614.88","-25,486,689.32","-1,306,529.72","4,721,214.81","-28,558,005.33","-9,211,969.33","-37,872,162.88"
购买商品、接受劳务支付的现金,"148,666,778.52","291,743,225.90","433,618,294.98","574,426,526.61","145,846,710.92","293,447,150.48","419,783,064.40","512,441,096.15","173,829,831.46","325,425,647.93","489,010,966.71","595,744,804.42","171,207,265.51","349,290,897.62","510,653,544.89","656,118,023.86","202,245,593.52","340,182,367.01","510,348,845.39","623,977,085.36","182,155,184.89","310,791,566.75","493,749,927.98","668,238,326.82","165,204,611.96","340,864,082.22","563,390,043.49","728,488,958.35","193,232,153.52","361,918,234.47","523,653,211.39","763,681,797.94","181,054,855.88","348,038,747.80","521,004,976.70","706,830,919.30","195,299,248.17","340,529,811.80","524,666,512.48","709,720,486.78","179,201,456.68","334,244,401.19","547,001,450.95","729,663,561.52"
吸收投资收到的现金,,,,,,,,,,,,,,"1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"15,679,287.39","35,620,128.10","57,167,987.23","70,712,134.16","19,234,908.95","38,205,760.83","52,986,375.68","90,741,759.05","17,829,269.57","37,423,774.45","65,419,089.04","96,135,475.88","27,601,728.64","54,692,595.75","82,570,295.52","120,370,515.33","29,075,223.94","53,518,264.80","69,020,344.55","99,645,005.73","20,629,427.23","43,605,560.88","66,008,741.75","102,066,493.16","25,184,182.99","49,131,602.36","74,340,775.75","109,014,726.63","25,634,242.70","48,159,035.09","75,156,729.18","108,582,049.47","25,237,813.77","52,178,851.52","80,552,669.14","114,893,032.93","27,012,218.78","51,175,418.99","78,563,481.60","114,835,608.10","28,146,128.32","55,636,257.45","86,564,980.09","121,803,838.86"
取得借款收到的现金,"18,000,000.00","42,000,000.00","91,000,000.00","138,500,000.00","7,000,000.00","35,000,000.00","287,000,000.00","287,000,000.00","32,000,000.00","51,000,000.00","102,500,000.00","104,500,000.00","14,000,000.00","49,000,000.00","71,500,000.00","76,500,000.00","34,000,000.00","34,000,000.00","34,000,000.00","37,903,513.00","20,096,487.00","20,096,487.00","20,096,487.00","20,096,487.00",,,,,,,,,,,,,,,,,,,,
支付的各项税费,"9,002,307.62","21,771,214.55","29,332,383.13","38,053,070.46","11,417,803.09","21,919,302.30","31,176,966.50","40,875,638.46","10,749,855.78","21,647,115.12","30,737,384.81","37,632,692.78","14,113,064.36","27,462,397.30","39,324,065.39","41,796,189.89","14,351,695.33","25,204,507.80","30,674,971.01","37,415,142.86","8,012,553.23","19,188,347.73","26,401,482.20","33,496,112.55","15,685,659.82","28,224,648.97","34,203,979.80","42,428,296.38","14,721,375.96","28,253,622.02","35,883,535.71","44,602,679.25","17,373,814.86","28,947,034.96","36,966,503.59","47,801,579.41","13,231,174.41","26,195,389.19","34,033,955.87","45,834,883.19","15,686,721.29","28,587,007.85","35,135,281.65","44,454,416.66"
