科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"1,138,620,450.21","1,467,239,497.15","2,014,637,487.67","1,098,043,844.15","779,389,173.76","759,477,139.78","1,210,775,463.59","903,804,478.43","578,467,705.77","589,109,627.86","343,225,652.81","410,857,361.00","439,402,840.32","389,730,380.45","302,045,273.97","496,734,098.03","305,763,927.94","595,364,935.71","402,113,583.46","529,616,500.61","467,831,574.75","571,242,300.88","474,372,676.42","542,485,522.34","380,007,901.60","321,864,221.96","165,884,934.32","263,354,923.69","381,293,095.14","610,214,794.80","617,443,162.52","388,057,303.45","307,649,545.59","372,022,456.16","415,421,501.04","272,020,838.83","401,869,336.38","690,210,990.50","669,863,755.81","665,689,783.31","753,369,056.31","741,528,066.72","682,261,518.65"
短期借款,"833,836,187.68","1,214,361,054.08","1,799,735,036.00","2,020,337,728.45","1,952,854,253.39","2,039,251,405.05","1,946,888,465.45","1,813,017,734.69","1,280,208,262.98","1,259,807,350.00","1,052,754,300.00","1,064,569,537.76","1,356,251,606.50","1,249,188,954.39","1,232,076,930.54","1,178,146,889.60","1,221,364,032.96","1,626,805,335.73","1,446,593,457.41","1,525,687,460.00","1,465,843,437.44","1,409,498,000.00","1,411,808,884.17","1,770,801,471.21","1,807,649,256.90","1,711,376,616.02","1,515,179,379.07","1,475,000,000.00","1,618,342,617.00","1,592,342,617.00","1,608,342,617.00","1,402,000,000.00","1,252,000,000.00","1,222,000,000.00","1,222,000,000.00","1,062,000,000.00","1,284,324,285.00","993,537,620.00","1,355,576,865.00","1,191,000,000.00","1,356,285,145.00","1,263,000,000.00","1,107,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"23,671,581.00","22,179,355.00","35,269,158.09","28,038,224.05","26,650,703.60","17,898,380.40","25,335,000.00","26,753,304.53","42,465,940.82","44,380,226.52","48,701,894.52","46,502,017.68","32,950,567.91","35,417,707.15","20,770,977.57","34,477,427.88","27,116,238.11","69,879,791.84","85,988,915.40","76,818,162.30","84,631,893.57","44,854,543.15","44,271,494.16","60,931,319.29","60,157,279.68","60,229,877.73","127,899,163.62","140,395,265.49","140,497,290.03","138,087,629.11","124,645,316.42","90,620,709.34","60,715,071.57","58,742,104.56","87,443,562.92","217,870,166.35","27,664,544.52","68,517,296.92","135,755,294.48","121,347,940.70","89,701,259.07","50,510,644.17","94,547,233.01"
应付票据,"140,000,000.00","140,000,000.00","180,000,000.00","490,000,000.00","566,828,023.82","412,717,195.34","133,675,189.31","3,675,189.31",,,,,,,,,,,"42,350,000.00","100,000,000.00","50,000,000.00","30,000,000.00","20,000,000.00",,,,,"89,000,000.00","150,000,000.00","150,000,000.00","149,000,000.00","118,500,000.00","108,500,000.00","70,000,000.00","20,000,000.00",,,,,,,,
应收账款,"249,673,591.15","294,418,368.46","365,821,858.75","265,835,896.07","366,095,780.64","228,622,819.05","336,468,546.12","318,480,447.42","280,599,704.25","306,096,442.56","358,910,624.58","283,136,681.87","331,181,072.19","353,864,527.20","311,160,761.30","251,749,826.11","285,315,121.96","266,727,559.47","379,692,020.56","321,548,976.34","308,788,942.73","270,073,641.82","249,792,404.65","187,408,446.17","176,510,232.18","223,103,798.62","254,525,113.05","162,987,448.24","168,505,277.61","249,302,741.71","305,460,677.21","254,025,324.80","210,151,266.91","263,970,859.79","364,366,709.04","276,435,742.20","378,698,042.63","405,162,205.04","406,075,419.95","280,188,661.77","328,770,730.84","365,782,407.84","400,225,377.18"
应付账款,"153,289,438.87","129,377,909.24","178,132,645.77","148,096,323.59","151,394,747.99","201,734,699.72","220,052,039.61","256,131,319.94","217,324,857.86","195,665,773.10","324,473,473.12","375,542,421.08","362,214,134.02","453,758,403.64","252,890,095.28","298,843,838.16","270,184,432.53","280,638,618.64","215,454,578.49","244,628,343.11","231,829,376.81","245,541,450.37","212,969,865.33","209,003,780.63","155,055,700.77","134,228,441.75","181,637,824.11","134,389,178.23","147,721,369.51","217,110,519.95","170,517,624.05","119,676,536.78","113,832,946.71","136,076,833.49","141,119,279.28","155,582,649.89","123,722,826.22","197,204,294.89","129,857,773.47","181,564,465.56","157,854,332.99","111,982,524.83","275,662,314.16"
预付款项,"192,985,958.17","249,098,304.38","366,835,892.02","1,512,296,960.96","1,565,522,048.36","1,078,527,362.52","1,021,467,772.78","447,962,181.54","433,816,138.74","363,469,167.25","232,108,828.74","72,647,142.03","120,062,939.22","89,659,621.47","52,844,174.33","59,431,449.66","171,995,925.31","108,950,614.67","143,324,651.56","82,335,193.89","64,943,566.72","39,310,250.37","74,368,453.86","234,237,022.18","339,984,134.45","276,114,545.86","149,074,001.08","143,326,745.68","201,320,546.87","39,751,953.09","192,884,928.05","181,582,215.03","96,444,213.19","94,240,585.11","27,686,893.80","17,012,091.46","127,767,036.98","118,957,603.28","380,509,907.41","39,637,952.04","19,837,259.70","50,530,537.24","9,689,059.31"
预收款项,"138,220,957.43","133,142,983.01","137,239,693.66","102,756,946.62","95,277,481.55","134,674,866.67","267,691,410.97","258,528,137.53","264,830,004.38","241,362,785.47","216,507,479.02","218,997,234.21","215,916,634.54","211,018,006.22","174,957,375.31","122,385,208.42","137,348,920.91","145,268,676.57","110,910,832.08","101,298,241.33","136,490,063.84","112,774,879.35","118,895,270.13","89,920,275.03","90,845,123.64","68,431,252.90","59,423,213.31","41,428,319.28","51,949,692.90","53,867,811.33","51,686,867.03","34,575,633.11","48,032,391.63","45,942,435.34","45,201,107.85","20,365,694.71","32,800,868.64","33,073,097.47","27,802,186.67","18,557,390.67","42,429,844.41","53,188,857.88","47,260,174.05"
