科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"144,823,385.43","107,368,867.91","44,030,293.72","75,600,291.71","78,183,250.78","59,328,049.23","114,576,040.93","185,529,107.27","260,651,229.24","323,009,037.85","266,007,766.66","283,417,790.53","335,411,378.67","757,537,519.72","1,026,445,607.87","920,147,438.54","2,337,601,644.28","692,529,537.92","1,281,153,971.47","1,836,514,119.53","2,182,434,741.93","1,867,821,880.25","3,305,788,869.45","10,218,372,374.70","10,565,426,617.93","11,098,756,272.82","11,858,457,811.50","6,676,209,513.46","8,372,070,288.39","4,451,886,977.93","4,851,781,427.11","4,773,353,771.76","9,574,308,359.05","10,039,123,042.43","9,063,156,974.24","7,172,302,542.27","6,783,053,185.65","12,287,203,804.82","10,579,482,352.29","7,194,315,601.28","5,630,849,523.30","10,731,450,753.47","8,780,367,950.96"
短期借款,"197,000,000.00","217,000,000.00","277,000,000.00","280,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","304,900,000.00","91,900,000.00","194,000,000.00","240,000,000.00","316,000,000.00","692,280,000.00","1,000,000,000.00","742,000,000.00","1,077,000,000.00","1,250,500,000.00","1,804,500,000.00","3,607,320,000.00","4,021,900,000.00","5,095,400,000.00","5,524,780,000.00","5,153,580,000.00","6,369,400,000.00","5,924,300,000.00","7,631,300,000.00","9,226,300,000.00","11,895,500,000.00","12,374,290,000.00","10,489,650,000.00","10,386,290,000.00","9,074,590,000.00","9,482,680,000.00","14,882,710,000.00","14,575,833,517.01","12,295,986,792.37","11,325,747,792.37","12,401,896,919.51","12,482,491,421.67","12,069,089,605.40","11,796,773,333.00","11,828,816,842.86","14,091,156,219.86"
交易性金融资产,,,,,,,,,,,"86,280.00",,,"64,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,670,000.00","887,500.00","837,500.00",,,,,,"5,000,000.00","100,000.00","100,000.00","2,000,000.00","25,680,000.00",,,"58,650,000.00","100,480,000.00","249,205,500.00","298,317,558.97","379,944,436.15","226,770,178.52","319,117,274.60","898,725,406.50","714,543,882.40","275,547,811.12","263,495,789.94","535,149,964.03","1,168,057,827.73","1,243,865,462.83","187,025,271.02","1,077,097,329.37","1,638,391,540.67","312,396,145.90","1,148,883,330.94","486,021,981.18","650,334,611.81","873,305,166.29","1,196,421,982.47","1,496,607,968.80","1,558,502,053.56","2,103,583,986.98","1,971,597,158.78","2,005,864,632.75"
应付票据,"192,000,000.00","160,860,000.00","20,000,000.00","40,000,000.00","40,000,000.00",,"120,000,000.00","190,000,000.00","232,000,000.00","262,000,000.00","237,000,000.00","312,000,000.00","374,000,000.00","489,000,000.00","832,000,000.00","552,000,000.00","355,000,000.00",,,"439,750,000.00","317,650,000.00","331,550,000.00","474,300,000.00","398,250,000.00","655,900,000.00","455,380,000.00","673,350,000.00","382,500,000.00","259,470,000.00","508,350,000.00","346,785,867.04","761,015,867.04","620,602,196.00","420,692,196.00","332,888,000.00","370,818,000.00","398,116,000.00","154,551,000.00","324,834,000.00","320,530,000.00","157,660,000.00","168,340,000.00","462,173,868.13"
应收账款,"38,117,062.21","53,528,623.56","48,567,949.94","47,938,326.77","60,364,810.47","53,153,151.77","49,102,108.04","47,355,976.56","36,761,134.20","23,869,177.54","76,970,772.25","56,269,146.22","58,742,383.68","32,923,773.23","45,958,983.69","54,362,108.07","29,004,126.18","95,735,178.79","83,088,822.95","568,134,924.37","557,254,386.34","1,217,339,514.29","1,757,547,518.35","1,635,795,256.07","1,721,054,204.68","2,121,775,156.27","2,601,126,294.17","2,967,966,655.92","3,555,801,699.64","3,357,817,904.85","3,510,910,107.50","3,515,050,794.39","3,528,304,250.13","4,476,400,448.08","3,926,334,147.03","4,741,602,978.40","4,414,496,145.79","4,659,563,805.67","4,579,066,755.08","3,529,080,381.47","3,797,494,226.84","3,450,616,006.60","3,672,428,139.12"
应付账款,"27,334,022.43","28,569,408.55","32,997,094.37","33,481,171.01","41,498,778.93","35,513,846.86","63,680,989.57","83,242,197.26","72,507,805.13","60,258,727.48","90,923,731.39","113,475,048.41","124,675,346.31","67,870,702.19","279,256,565.79","62,964,214.58","54,168,120.19","72,161,657.41","411,867,839.96","167,417,801.95","214,072,062.77","426,905,449.98","614,957,125.24","830,963,879.69","741,637,152.46","279,260,035.14","378,137,127.52","1,151,220,506.36","778,526,623.50","1,153,721,914.33","1,269,086,610.73","1,155,732,442.63","1,054,925,582.98","2,011,371,426.02","1,805,522,594.69","1,843,967,342.37","1,784,995,001.08","1,847,527,362.23","1,868,669,452.64","2,223,774,367.82","2,212,293,103.14","2,681,077,068.09","2,746,530,675.52"
预付款项,"28,085,706.92","36,118,289.77","32,814,585.69","17,451,909.57","28,618,132.14","58,109,448.94","51,368,207.88","211,443,503.54","78,230,277.91","119,265,140.37","209,938,871.17","199,418,537.08","637,795,110.41","702,387,229.56","1,536,159,832.24","1,088,728,714.20","1,974,258,309.44","3,917,775,275.16","3,364,623,324.52","4,940,796,985.03","9,560,085,088.73","4,220,632,877.81","1,852,768,447.87","1,439,703,570.05","1,647,609,769.33","1,057,873,650.57","3,446,172,118.28","1,682,836,716.90","1,618,537,288.32","1,205,606,013.70","1,056,104,750.34","3,437,867,136.46","444,348,706.65","757,802,552.02","798,236,221.44","758,214,711.75","1,095,587,062.51","397,183,655.98","670,335,458.20","359,646,046.07","643,060,714.67","680,223,897.58","844,277,470.91"
预收款项,"15,337,033.01","33,826,119.53","31,891,093.00","8,389,890.18","1,691,039.22","32,631,818.23","12,451,274.27","10,076,874.94","16,599,184.44","52,208,576.57","124,922,224.93","107,265,684.73","77,254,705.52","41,621,005.81","57,671,807.24","29,005,466.70","16,976,386.90","39,406,317.31","55,503,575.58","56,929,526.34","63,015,019.55","81,118,493.97","224,826,157.62","193,686,838.01","134,977,139.36","100,449,773.23","95,720,958.91","63,994,810.57","59,592,763.23","53,164,441.91","48,833,998.95","62,207,798.14","63,857,398.10","50,912,833.19","53,238,054.60","22,362,673.80","58,412,111.13","76,925,162.41","77,020,348.30","209,873,955.22","306,967,242.88","492,103,856.57","440,742,562.18"
