科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"301,673,434.48","637,800,064.79","1,971,500,909.87","2,668,531,358.70","797,095,113.90","1,567,328,127.36","2,277,587,644.34","3,157,813,954.95","717,389,133.36","1,692,961,023.66","2,640,856,073.01","3,585,722,812.65","1,386,451,133.17","2,512,870,430.60","3,938,450,079.13","5,478,314,283.26","1,652,125,024.48","3,281,970,238.02","4,933,953,594.22","6,547,272,885.66","1,846,618,115.08","3,789,363,081.98","5,860,675,124.16","7,859,173,145.63","2,029,047,944.89","4,231,999,152.84","6,390,836,537.90","8,381,284,625.94","2,303,786,659.65","4,490,137,682.49","6,832,392,440.82","8,935,485,264.76","2,028,498,936.72","4,320,139,207.89","6,134,416,109.44","8,210,929,560.30","1,936,614,520.31","3,968,879,112.91","6,115,123,490.28","8,464,823,382.61","1,940,788,516.27","4,197,143,565.76","6,465,125,387.92","9,315,052,546.37","2,183,711,669.05","4,590,232,047.63","7,167,950,476.10","9,669,446,641.44","1,984,301,594.44"
二、营业利润,"19,037,941.67","44,377,683.06","99,186,444.50","150,993,791.20","24,872,696.98","81,551,558.64","110,423,329.57","165,560,841.77","42,239,389.01","89,817,433.42","142,405,587.19","192,742,341.74","71,320,837.30","161,639,809.53","235,708,488.22","283,982,756.03","78,100,621.13","156,412,578.35","222,450,285.74","282,086,804.62","82,155,300.28","154,106,069.15","238,024,202.88","294,778,589.34","87,993,865.74","196,750,954.76","287,145,978.49","330,845,642.04","100,460,985.50","211,386,082.82","287,225,965.22","338,063,970.39","107,385,808.18","216,375,496.86","322,596,362.87","407,132,826.46","90,419,713.32","188,933,326.40","264,649,821.55","372,139,400.67","104,159,838.87","208,338,265.23","283,892,580.46","598,139,813.75","120,387,444.92","275,560,283.73","308,333,464.75","378,546,270.87","61,493,590.50"
减:营业成本,"245,401,822.87","521,328,296.45","1,644,619,233.17","2,248,181,008.94","661,520,741.82","1,290,199,792.03","1,866,838,060.05","2,584,883,554.63","566,925,336.64","1,375,366,157.71","2,133,573,058.39","2,884,484,511.90","1,159,540,172.97","2,060,782,384.76","3,320,194,552.90","4,646,826,249.03","1,441,493,872.15","2,863,311,279.95","4,322,475,414.47","5,729,309,147.08","1,629,391,338.92","3,348,476,742.62","5,202,859,972.08","6,974,445,318.89","1,793,311,522.17","3,716,663,207.60","5,648,931,960.04","7,392,752,806.47","2,030,044,146.59","3,945,538,097.41","6,046,191,415.04","7,913,501,199.64","1,772,411,466.17","3,796,650,435.27","5,379,506,348.00","7,162,089,181.17","1,702,733,321.10","3,498,945,356.99","5,426,404,192.14","7,455,999,646.57","1,712,069,095.22","3,720,734,049.07","5,779,889,038.18","8,343,903,023.43","1,984,407,926.57","4,157,866,770.96","6,561,975,508.54","8,818,571,632.77","1,808,928,113.68"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,499,927.46","6,316,333.16","23,470,216.37","33,753,334.16","9,989,460.54","20,083,235.42","30,012,284.13","45,969,754.70","10,503,904.04","22,945,835.81","40,115,487.13","49,782,075.52","12,822,509.70","27,068,390.68","42,840,190.04","59,143,740.76","14,614,761.12","31,324,632.38","46,567,324.47","62,079,625.94","6,656,551.08","14,606,710.60","21,950,886.98","29,521,652.08","6,130,300.38","13,950,005.45","20,937,612.04","28,470,775.39","6,836,177.44","14,702,391.88","21,112,115.32","28,865,375.32","6,026,178.28","14,554,532.28","21,380,834.42","29,604,685.62","6,753,432.26","12,439,435.56","15,563,660.09","36,512,459.81","5,989,025.72","14,731,068.19","20,885,874.85","36,539,615.09","5,305,666.00","13,285,847.49","19,672,762.17","32,984,789.95","6,864,411.79"
营业外收入,"408,425.00","2,575,296.44","7,894,485.83","14,580,842.43","14,674,288.71","19,494,948.37","22,975,779.36","51,290,918.72","5,103,291.57","9,907,756.66","13,416,027.15","41,754,257.80","2,355,802.79","8,896,356.18","12,174,318.96","57,483,065.98","4,122,114.05","24,644,173.51","40,470,578.96","73,041,189.43","12,196,803.72","46,631,776.62","61,838,396.16","101,875,003.54","15,857,154.18","37,840,955.08","55,499,144.75","108,154,046.24","6,723,536.29","19,531,805.84","55,356,002.61","131,800,371.35","6,425,230.09","27,805,198.53","49,667,625.52","102,628,580.98","18,471,509.82","33,521,407.98","46,525,646.52","85,472,401.47","15,015,231.02","32,303,442.39","40,850,301.20","4,526,980.96","1,069,932.74","2,194,503.75","6,582,718.91","88,429,955.97","1,065,314.88"
销售费用,"1,005,679.16","2,784,579.87","7,333,715.08","11,922,756.46","7,364,723.18","14,311,055.46","22,679,534.97","25,924,998.35","7,735,194.40","14,999,254.44","22,692,397.41","40,746,981.29","12,375,939.05","29,728,498.77","24,495,305.14","63,112,308.06","8,491,523.78","18,003,236.30","26,288,526.33","32,845,634.41","9,559,826.98","19,302,410.05","30,569,269.73","44,830,120.25","12,658,768.16","24,487,330.06","35,822,579.49","51,489,314.60","14,885,192.48","31,755,279.70","49,847,825.77","69,517,505.64","16,735,085.47","35,250,117.97","53,544,481.67","70,458,088.68","17,567,492.65","38,374,179.48","60,654,903.27","83,485,941.30","22,773,963.55","44,250,960.54","65,436,947.31","96,042,808.22","23,622,939.32","45,592,183.42","70,866,719.21","101,378,269.83","20,346,787.99"
减:营业外支出,"266,212.52","297,642.19","695,554.45","1,047,086.06","222,794.52","901,945.55","1,549,851.57","4,362,857.87","186,939.68","1,162,789.86","2,625,272.24","3,284,550.74","892,379.77","1,556,537.42","2,627,983.90","8,230,849.85","318,685.78","839,295.75","1,109,573.71","2,948,975.40","209,959.67","367,701.31","547,668.66","3,024,647.13","422,922.76","1,370,224.76","2,398,753.41","7,253,286.95","320,206.78","1,734,390.25","2,630,777.06","10,459,424.93","299,314.16","949,631.50","1,839,632.90","10,648,478.96","419,341.19","791,347.61","2,592,322.10","4,295,558.28","697,881.05","1,368,801.20","2,250,268.03","2,376,612.48","142,048.12","564,949.54","1,629,155.86","2,345,636.41","95,001.85"
管理费用,"33,140,110.14","58,851,249.02","204,122,786.12","297,025,042.02","94,447,572.56","181,982,247.65","261,171,432.17","374,187,163.87","82,717,700.88","179,241,926.14","296,224,548.72","408,941,134.56","122,629,303.97","219,869,017.05","295,019,444.17","418,432,350.21","100,444,631.09","199,805,764.23","298,140,120.31","413,884,516.80","109,793,339.45","244,315,127.08","356,315,625.78","477,840,490.50","121,982,717.21","265,016,689.35","386,625,894.34","558,261,920.87","129,532,746.55","263,559,782.78","399,278,682.25","545,061,014.24","115,858,447.30","243,396,047.51","346,375,677.59","504,586,386.93","109,330,308.63","221,750,753.01","334,312,185.49","491,251,463.37","108,260,257.02","221,989,602.35","322,040,914.10","448,613,404.18","108,949,987.88","227,318,943.40","291,879,284.34","385,234,480.93","92,754,314.23"
其中:非流动资产处置净损失,,,,,,,,"3,563,891.65",,,,"2,695,006.84",,,,"7,866,767.54",,,,"2,546,924.41",,,,"2,113,735.55",,,,"6,292,065.45",,,,"9,149,342.89",,"582,148.48",,"2,002,570.32",,"724,139.20",,"3,127,893.73","165,238.49",,,,,,,,
