科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"377,306,278.42","589,253,314.90","616,525,561.01","72,766,685.14","189,750,709.77","270,625,089.92","340,337,647.01","122,570,448.15","352,862,728.58","436,670,228.90","600,871,306.67","153,765,407.70","353,845,531.62","529,420,749.93","719,163,748.98","186,531,428.45","372,235,065.99","868,332,642.90","1,211,518,992.33","462,124,103.88","1,317,034,693.31","1,786,712,331.21","2,717,206,297.18","419,670,189.58","1,609,631,938.26","2,299,142,346.79","3,211,589,424.79","271,449,784.25"
取得子公司及其他营业单位支付的现金净额,"26,513,681.61","28,505,175.41",,,,,,,,,,,,"67,179,868.25","74,210,211.35",,,"-103,529,184.57","97,340,117.27",,"42,358,677.37","92,358,677.37","92,358,677.37",,,"3,091,696.35",,
收到的税费返还,"26,315,011.61","30,640,954.77","47,630,745.54","3,721,973.19","13,317,048.81","18,605,616.37","25,599,380.67","4,296,881.40","19,646,026.27","32,025,172.79","48,119,937.28","20,687,310.10","35,193,946.48","49,642,893.65","65,583,708.59","10,438,588.65","22,315,523.41","44,026,665.10","56,904,885.80","6,594,538.31","23,365,119.73","37,009,215.51","47,136,622.47","12,683,444.06","24,824,196.33","37,596,929.16","53,842,896.94","8,695,727.64"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"2,032,000.00","2,032,000.00","1,408,984.20","4,408,984.20","110,807,384.20","4,416,134.20",,,"50,000,000.00","46,900,863.24",,,,"16,500,000.00",
收到其他与经营活动有关的现金,"6,710,706.03","2,110,068.76","23,420,053.16","7,949,383.54","25,482,786.75","26,110,204.22","25,560,351.87","5,142,422.65","22,887,941.39","22,565,836.74","17,801,375.52","1,511,150.45","24,160,967.99","32,116,444.49","36,498,882.40","7,529,842.29","10,554,882.30","43,347,685.57","432,064,734.40","29,338,450.42","43,604,009.56","53,746,616.70","170,379,796.21","11,377,897.82","69,487,334.45","148,312,141.32","167,995,160.74","23,005,178.92"
投资活动现金流出小计,"29,233,417.30","140,126,603.59","93,163,907.18","1,380,288.07","2,612,907.27","3,039,427.27","3,229,293.27","567,960.79","962,252.01","1,085,952.01","13,401,230.72","3,617,430.00","16,690,247.79","96,895,045.58","110,849,492.26","8,832,981.32","16,593,231.47","200,534,502.89","528,558,688.84","16,809,506.21","64,600,420.47","178,810,566.81","418,838,761.67","77,894,644.08","470,389,921.72","603,942,203.55","715,780,682.22","88,980,966.77"
经营活动现金流入小计,"410,331,996.06","622,004,338.43","687,576,359.71","84,438,041.87","228,550,545.33","315,340,910.51","391,497,379.55","132,009,752.20","395,396,696.24","491,261,238.43","666,792,619.47","175,963,868.25","413,200,446.09","611,180,088.07","821,246,339.97","204,499,859.39","405,105,471.70","955,706,993.57","1,700,488,612.53","498,057,092.61","1,384,003,822.60","1,877,468,163.42","2,934,722,715.86","443,731,531.46","1,703,943,469.04","2,485,051,417.27","3,433,427,482.47","303,150,690.81"
投资活动产生的现金流量净额,"-29,233,417.30","-44,715,978.94","-93,138,907.18","-1,344,916.07","-2,490,080.27","-2,916,600.27","1,204.24","-553,700.79","-851,992.01","-975,692.01","-4,729,970.58","-3,597,750.00","6,248,139.59","-53,944,658.20","-54,802,647.59","-8,818,731.32","-16,578,981.47","-200,515,452.89","-370,826,680.54","-16,809,506.21","-64,600,420.47","-178,700,566.81","-400,515,969.27","-77,891,144.08","-465,385,377.84","-598,937,659.67","-651,590,461.54","-88,980,966.77"
购买商品、接受劳务支付的现金,"333,562,467.51","465,084,923.62","525,166,632.93","58,358,935.92","128,062,228.72","198,531,188.31","295,302,307.98","72,102,049.69","276,550,871.67","398,547,357.71","432,312,643.75","148,064,559.46","312,940,111.12","485,434,281.97","563,959,723.72","125,175,422.87","204,042,207.98","656,095,743.36","896,441,694.20","507,863,067.24","1,178,853,956.33","1,602,038,961.30","2,136,031,174.52","386,287,097.53","1,664,503,178.52","2,189,696,128.52","2,819,718,825.67","292,426,850.61"
吸收投资收到的现金,,"115,853,407.34",,,"358,600,000.00","358,600,000.00","358,600,000.00",,,"22,500,000.00","22,990,000.00",,,"4,800,000.00","4,800,000.00",,,,,,"783,999,981.20","847,009,581.20","844,609,581.20",,,,,
