科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"30,364,763.59","56,751,635.23","95,506,510.29","32,280,831.61","56,498,051.39","77,451,900.10","103,873,509.25","31,496,033.90","59,270,189.42","83,702,292.51","111,260,402.18","33,431,058.47","63,619,750.53","101,874,779.00","142,618,785.43","45,674,263.36","81,078,666.27","123,739,745.86","159,476,004.75","49,617,326.23","87,451,272.82","125,682,032.21","168,873,072.26","51,427,748.52","95,253,886.26","155,870,962.57","206,991,182.23","56,647,800.05"
取得借款收到的现金,"66,436,132.85","155,065,959.18","172,197,762.00","60,000,000.00","60,000,000.00","120,000,000.00","249,447,244.44","160,480,790.21","353,641,708.21","474,148,967.07","404,514,873.88","18,500,000.00","210,509,344.69","457,426,263.75","616,115,706.32","109,213,909.50","194,674,796.95","564,478,204.63","846,142,221.51","206,659,268.40","458,279,996.41","699,149,677.66","1,152,831,360.04","374,922,305.06","1,193,736,193.92","1,603,557,242.64","1,927,886,995.43","516,250,338.48"
支付的各项税费,"2,295,122.10","6,127,132.15","24,019,829.91","3,529,429.02","19,421,147.74","23,150,509.84","28,002,043.56","5,815,329.31","11,484,449.43","15,527,316.03","5,681,828.47","3,754,260.81","7,567,580.60","9,666,784.00","11,783,125.98","9,038,901.37","13,247,876.40","18,695,448.23","24,008,096.82","33,643,134.17","103,870,807.59","152,876,465.75","139,510,329.97","35,719,468.73","62,738,818.90","83,317,951.98","92,150,016.49","19,825,601.00"
收到其他与筹资活动有关的现金,"42,482,832.41","5,440,000.00",,,,,"847,234.16",,,"9,860,860.68","13,048,810.61",,"4,060,794.77","4,200,084.40","5,111,494.62","10,418,423.77","20,685,950.54","63,632,942.95","373,751,810.47","564,261,412.94","380,646,882.26","519,970,884.29","537,565,200.56","11,535,596.05","323,510,346.54","474,033,381.46","430,905,680.39","201,729,714.69"
支付其他与经营活动有关的现金,"43,938,910.63","73,262,278.39","88,599,469.34","34,174,476.37","52,620,019.88","70,925,380.58","55,837,757.06","14,081,890.37","35,059,079.37","58,762,730.35","86,932,413.41","29,253,850.35","80,631,051.71","113,176,473.46","141,764,764.95","28,748,354.23","183,899,985.02","121,393,845.51","477,540,791.73","84,490,457.87","105,477,194.99","172,495,815.34","241,430,274.50","55,112,210.95","130,925,378.84","197,535,664.77","228,366,899.56","48,549,767.51"
筹资活动现金流入小计,"108,918,965.26","276,359,366.52","172,197,762.00","60,000,000.00","418,600,000.00","478,600,000.00","608,894,478.60","160,480,790.21","353,641,708.21","506,509,827.75","440,553,684.49","18,500,000.00","214,570,139.46","466,426,348.15","626,027,200.94","119,632,333.27","215,360,747.49","628,111,147.58","1,219,894,031.98","770,920,681.34","1,622,926,859.87","2,066,130,143.15","2,535,006,141.80","386,457,901.11","1,517,246,540.46","2,077,590,624.10","2,358,792,675.82","717,980,053.17"
经营活动现金流出小计,"410,161,263.83","601,225,969.39","733,292,442.47","128,343,672.92","256,601,447.73","370,058,978.83","483,015,617.85","123,495,303.27","382,364,589.89","556,539,696.60","636,187,287.81","214,503,729.09","464,758,493.96","710,152,318.43","860,126,400.08","208,636,941.83","482,268,735.67","919,924,782.96","1,557,466,587.50","675,613,985.51","1,475,653,231.73","2,053,093,274.60","2,685,844,851.25","528,546,525.73","1,953,421,262.52","2,626,420,707.84","3,347,226,923.95","417,450,019.17"
偿还债务支付的现金,"58,359,859.43","125,065,959.18","55,587,357.42",,,"60,062,000.00","140,009,853.30","143,824,286.62","338,515,023.47","363,515,023.47","448,416,744.58","9,051,094.23","165,694,987.73","298,193,983.97","528,691,190.59","88,862,655.97","176,842,258.18","453,680,936.76","669,658,753.58","228,015,131.85","471,867,100.43","678,138,447.45","933,022,063.29","225,039,114.77","470,345,219.75","917,205,462.86","1,289,877,983.38","497,058,905.13"
经营活动产生的现金流量净额,"170,732.23","20,778,369.04","-45,716,082.76","-43,905,631.05","-28,050,902.40","-54,718,068.32","-91,518,238.30","8,514,448.93","13,032,106.35","-65,278,458.17","30,605,331.66","-38,539,860.84","-51,558,047.87","-98,972,230.36","-38,880,060.11","-4,137,082.44","-77,163,263.97","35,782,210.61","143,022,025.03","-177,556,892.90","-91,649,409.13","-175,625,111.18","248,877,864.61","-84,814,994.27","-249,477,793.48","-141,369,290.57","86,200,558.52","-114,299,328.36"
分配股利、利润或偿还利息支付的现金,"51,030.00","31,534,896.02","6,681,585.50","3,532,439.20","7,626,576.62","11,235,352.48","17,015,646.93","4,224,070.78","47,799,589.36","57,039,822.48","25,745,916.46","3,575,133.35","7,671,221.02","14,819,419.40","19,105,068.65","4,562,075.82","13,336,825.96","16,073,315.29","66,717,581.63","23,219,499.23","56,209,527.02","79,728,681.90","103,034,167.94","26,184,629.15","142,723,657.46","191,854,260.73","232,475,139.80","30,672,222.00"
收回投资收到的现金,,"95,200,000.00",,,,,,,,,"3,000,000.00",,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","47,500,000.00",
支付其他与筹资活动有关的现金,"24,582,189.42","30,405,000.00",,,"2,790,000.00","2,790,000.00","12,332,599.44",,,,,,"953,589.05","1,387,200.62","36,350,291.39","10,178,461.52","10,178,461.52","46,741,408.29","329,927,289.01","326,354,383.25","232,830,108.81","280,955,594.58","551,396,174.60","57,428,357.37","411,439,837.11","637,948,110.25","638,869,550.22","181,731,130.76"
取得投资收益收到的现金,,"210,624.65",,,,,,,,,,,,,,,,,,,,,,,,,"1,631,250.00",
筹资活动现金流出小计,"82,993,078.85","187,005,855.20","62,268,942.92","3,532,439.20","10,416,576.62","74,087,352.48","169,358,099.67","148,048,357.40","386,314,612.83","420,554,845.95","474,162,661.04","12,626,227.58","174,319,797.80","314,400,603.99","584,146,550.63","103,603,193.31","200,357,545.66","516,495,660.34","1,066,303,624.22","577,589,014.33","760,906,736.26","1,038,822,723.93","1,587,452,405.83","308,652,101.29","1,024,508,714.32","1,747,007,833.84","2,161,222,673.40","709,462,257.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"25,000.00","35,372.00","122,827.00","122,827.00","230,497.51","14,260.00","110,260.00","110,260.00","671,260.14","19,680.00","153,592.70","165,592.70","217,019.44","14,250.00","14,250.00","19,050.00","19,050.00",,,"110,000.00",,"3,500.00","4,543.88","4,543.88","399,543.88",
筹资活动产生的现金流量净额,"25,925,886.41","89,353,511.32","109,928,819.08","56,467,560.80","408,183,423.38","404,512,647.52","439,536,378.93","12,432,432.81","-32,672,904.62","85,954,981.80","-33,608,976.55","5,873,772.42","40,250,341.66","152,025,744.16","41,880,650.31","16,029,139.96","15,003,201.83","111,615,487.24","153,590,407.76","193,331,667.01","862,020,123.61","1,027,307,419.22","947,553,735.97","77,805,799.82","492,737,826.14","330,582,790.26","197,570,002.42","8,517,795.28"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,"22,784,794.68","42,784,794.68","55,829,825.23",,,,"500,037.00",,,,,,,,,
四、汇率变动对现金的影响,"-308,357.99","-4,090,036.93","490,717.93","-56,310.62","477,209.97","703,673.89","-169,455.14","-1,127,308.67","-2,922,402.26","-3,723,850.21","-3,374,046.62","1,642,435.04","2,857,401.55","4,437,563.42","2,303,835.52","210,156.41","1,726,540.11","3,297,794.24","349,164.14","-5,113,359.32","-5,223,789.30","-5,180,375.48","-3,779,186.76","-1,222,747.21","320,227.52","-2,048,338.04","-1,871,747.35","-5,017,859.04"
收到其他与投资活动有关的现金,,,,,,,"3,000,000.00",,,,"5,000,000.00",,,,,,,,"157,212,921.30",,,,"18,322,792.40",,,,"14,659,426.80",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"95,410,624.65","25,000.00","35,372.00","122,827.00","122,827.00","3,230,497.51","14,260.00","110,260.00","110,260.00","8,671,260.14","19,680.00","22,938,387.38","42,950,387.38","56,046,844.67","14,250.00","14,250.00","19,050.00","157,732,008.30",,,"110,000.00","18,322,792.40","3,500.00","5,004,543.88","5,004,543.88","64,190,220.68",
五、现金及现金等价物净增加额,"-3,445,156.65","61,325,864.49","-28,435,452.93","11,160,703.06","378,119,650.68","347,581,652.82","347,849,889.73","19,265,872.28","-23,415,192.54","15,976,981.41","-11,107,662.09","-34,621,403.38","-2,202,165.07","3,546,419.02","-49,498,221.87","3,283,482.61","-77,012,503.50","-49,819,960.80","-73,865,083.61","-6,148,091.42","700,546,504.71","667,801,365.75","792,136,444.55","-86,123,085.74","-221,805,117.66","-411,772,498.02","-369,691,647.95","-199,780,358.89"
购建固定资产、无形资产和其他长期资产支付的现金,"2,719,735.69","16,421,428.18","93,163,907.18","1,380,288.07","2,612,907.27","3,039,427.27","3,229,293.27","567,960.79","962,252.01","1,085,952.01","13,401,230.72","3,617,430.00","16,690,247.79","27,683,177.33","34,607,280.91","7,423,997.12","12,184,247.27","153,805,224.68","421,802,437.37","11,809,506.21","17,241,743.10","31,451,889.44","237,079,221.06","77,894,644.08","470,389,921.72","600,850,507.20","699,280,682.22","88,980,966.77"
期初现金及现金等价物余额,"9,195,789.33","5,750,632.68","67,076,497.17","38,641,044.24","38,641,044.24","38,641,044.24","38,641,044.24","396,232,746.24","396,232,746.24","396,232,746.24","386,490,933.97","375,383,271.88","375,383,271.88","375,383,271.88","375,383,271.88","325,885,050.02","325,885,050.01","329,679,748.05","325,885,050.01","252,019,966.41","252,019,674.92","252,019,674.92","252,019,966.41","1,044,156,410.96","1,044,156,410.96","1,044,156,410.96","1,044,156,410.96","674,464,763.01"
投资支付的现金,,"95,200,000.00",,,,,,,,,,,,,,,,"39,451,078.58","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","42,500,000.00",,,,,
期末现金及现金等价物余额,"5,750,632.68","67,076,497.17","38,641,044.24","49,801,747.30","416,760,694.92","38,622,297.06","386,490,933.97","415,498,618.52","372,817,553.70","412,209,727.65","375,383,271.88","340,761,868.50","373,181,106.81","378,929,690.90","325,885,050.01","329,168,532.63","248,872,546.51","279,859,787.25","252,019,966.40","245,871,874.99","952,566,179.63","919,821,040.67","1,044,156,410.96","958,033,325.22","822,351,293.30","632,383,912.94","674,464,763.01","474,684,404.12"
