科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
固定资产,"48,589,386.22","82,207,390.87","86,060,415.04","94,456,813.12","110,893,318.57","140,076,229.80","138,962,084.38","151,366,223.49","183,057,514.64","187,587,681.22","196,392,510.43","197,330,130.37","204,525,533.30","208,446,714.90","215,348,461.66","208,234,490.72","261,501,604.47"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,,"133,428.00","4,336,434.71","33,987,242.15","20,793,273.04",,"88,800.00","1,625,589.77","3,762,310.73","3,260,167.12","1,965,811.97","2,148,065.51","1,226,426.37","1,216,313.62","11,229,439.74","13,941,758.69","15,223,593.06"
其他非流动负债,,"400,000.00","4,900,000.00","4,710,000.00",,,,,,"4,369,997.00",,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"78,349.13","450,476.81","12,997,511.80","22,398,748.22","20,409,048.14","20,402,085.82","4,858,379.03","4,805,800.02","4,819,572.68","4,761,761.92","4,748,343.35","4,578,478.12","4,598,820.36","4,531,594.17","4,366,932.53","4,623,408.30","4,268,552.35"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"107,230,918.56","120,456,615.48","126,630,596.39","132,746,572.09","158,108,753.59","164,672,988.50","88,622,472.21","84,687,150.07","142,473,221.88","121,641,871.88","146,243,071.66","192,407,967.98","237,127,809.01","224,092,930.59","276,282,820.79","313,864,188.41","451,565,214.62"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"47,100,000.00","47,100,000.00","47,100,000.00","47,100,000.00","47,100,000.00","62,800,000.00","62,800,000.00","62,800,000.00","62,800,000.00","62,800,000.00","125,600,000.00","125,600,000.00","125,600,000.00","125,600,000.00","125,600,000.00","125,600,000.00","125,600,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"75,740,758.05","75,894,687.02","75,894,687.02","75,734,258.11","75,734,258.11","202,903,858.11","202,903,858.11","202,903,858.11","202,943,858.11","202,943,858.11","140,143,858.11","140,143,858.11","140,143,858.11","140,143,858.11","137,928,598.69","137,928,598.69","137,928,598.69"
无形资产,"6,599,712.31","22,311,684.15","21,779,642.04","21,395,099.07","21,248,836.41","21,102,573.75","21,208,020.50","21,146,885.04","20,978,999.52","20,816,989.02","20,778,588.96","30,041,066.70","29,820,779.77","29,600,492.85","29,380,205.93","29,366,391.50","71,730,789.58"
盈余公积,"1,640,542.88","5,744,988.08","7,847,625.19","7,847,625.19","10,707,845.63","10,707,845.63","10,707,845.63","10,707,845.63","13,771,070.41","13,771,070.41","13,771,070.41","13,771,070.41","16,433,864.70","16,433,864.70","16,433,864.70","16,433,864.70","20,520,829.38"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,"65,373.54","65,373.54","65,373.54","996,373.54","996,373.54","996,373.54","996,373.54","996,373.54","996,373.54","996,373.54"
未分配利润,"27,816,569.58","60,684,249.00","95,228,226.05","116,576,014.94","132,159,288.91","133,957,309.80","136,536,479.34","145,140,589.46","164,955,407.88","164,592,387.66","172,007,529.24","182,691,977.20","203,706,431.73","189,671,689.97","214,268,172.37","228,885,354.79","248,341,109.97"
长期待摊费用,"737,278.00","1,093,798.71","2,520,638.59","4,029,959.82","5,110,642.84","5,758,586.99","5,434,586.03","6,809,463.75","8,953,048.99","9,654,041.75","10,287,892.37","11,345,233.25","16,451,967.59","19,602,339.26","24,283,185.05","24,866,769.28","28,514,082.76"
少数股东权益,"6,036,070.82","7,863,966.00","10,594,172.95","11,831,235.05","12,731,013.13","14,838,281.71","17,802,320.02","24,253,034.60","27,010,075.55","28,006,156.89","32,601,398.93","34,127,974.95","42,103,756.58","52,089,119.35","65,952,996.43","67,059,519.03","70,617,815.22"
递延所得税资产,"2,112,573.53","4,366,043.11","6,141,641.49","7,554,444.78","7,902,584.30","7,907,601.19","7,837,717.53","8,002,919.58","7,920,785.05","8,760,832.87","8,918,996.55","9,579,557.50","9,167,630.01","9,903,664.33","10,539,845.18","10,802,213.72","15,274,916.53"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"58,038,950.06","110,112,344.84","120,838,771.87","161,423,558.94","165,948,655.16","174,844,991.73","173,531,208.44","189,016,455.17","224,738,032.47","230,145,085.52","239,340,173.82","251,440,426.87","262,188,710.58","269,765,898.50","291,777,511.10","312,397,997.45","393,241,359.94"
所有者权益(或股东权益)合计,"158,333,941.33","197,287,890.10","236,664,711.21","259,089,133.29","278,432,405.78","425,207,295.25","430,750,503.10","445,805,327.80","471,480,411.95","472,113,473.07","484,123,856.69","496,334,880.67","527,987,911.12","523,938,532.13","560,183,632.19","575,907,337.21","603,008,353.26"
资产总计,"265,564,859.89","317,744,505.58","363,295,307.60","391,835,705.38","436,541,159.37","589,880,283.75","519,372,975.31","530,492,477.87","613,953,633.83","593,755,344.95","630,366,928.35","688,742,848.65","765,115,720.13","748,031,462.72","836,466,452.98","889,771,525.62","1,054,573,567.88"
负债和所有者(或股东权益)合计,"265,564,859.89","317,744,505.58","363,295,307.60","391,835,705.38","436,541,159.37","589,880,283.75","519,372,975.31","530,492,477.87","613,953,633.83","593,755,344.95","630,366,928.35","688,742,848.65","765,115,720.13","748,031,462.72","836,466,452.98","889,771,525.62","1,054,573,567.88"
