科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
现金及存放同业款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,,,"17,609,600.00","52,753,200.00","65,429,250.00","83,413,134.00",,,,,,,,,,,,"2,000,000,000.00",,"63,444,000.00",,,,"115,645,140.00",,,"688,321,600.00","1,081,833,760.00","759,935,520.00","797,448,960.00","460,255,000.00","471,070,390.00","457,000,000.00","986,690,788.90"
货币资金,"48,783,499,882.85","39,701,962,929.43","70,743,834,531.23","77,084,759,606.75","76,784,766,184.68","66,555,934,622.67","59,464,526,447.88","62,809,855,667.83","54,619,768,021.97","47,146,158,186.70","41,545,584,204.66","42,909,179,917.17","40,455,170,892.90","33,331,638,966.78","33,088,220,483.96","31,199,705,362.12","34,612,345,048.51","31,121,784,679.23","26,394,718,673.80","31,176,272,105.65","37,037,106,627.37","66,143,125,434.42","89,864,943,930.42","133,716,876,049.28","283,661,411,384.97","202,690,578,746.85","135,134,061,740.17","162,078,292,269.38","152,394,050,633.63","126,104,486,364.77","113,667,317,096.92","101,082,985,076.74","92,038,793,785.89","78,642,646,972.03"
其中：质押借款,,,,,,,,,,,,,,,,,,"2,000,000,000.00",,,,,,,,,,,,,,,,
其中：客户资金存款,"44,629,211,088.42","33,828,412,186.36","65,686,978,117.73","53,836,099,956.09","60,860,070,521.74","52,066,576,801.75","48,488,098,229.14","50,084,006,777.67","43,772,867,371.73","35,280,769,251.86","31,214,169,129.16","32,576,527,496.78","30,853,327,749.03","25,984,888,416.05","27,393,086,694.78","27,311,847,850.21","27,358,153,223.68","24,397,133,730.75","21,385,690,347.76","22,856,101,874.29","27,518,661,443.05","40,610,807,789.13","53,863,316,563.78","85,930,293,588.17","168,889,069,250.49","113,629,919,480.97","98,427,446,720.03","97,791,643,852.47","95,668,729,834.92","71,335,644,856.27",,"61,874,684,173.76","61,483,446,757.64",
拆入资金,,,,,,,,,,,,,"590,000,000.00",,"600,000,000.00","2,800,000,000.00","1,935,000,000.00","2,235,000,000.00","1,085,000,000.00","2,030,000,000.00","4,280,000,000.00","2,300,000,000.00","1,500,000,000.00","1,900,000,000.00","3,400,000,000.00","2,450,000,000.00","3,000,000,000.00",,"1,500,000,000.00","6,650,000,000.00","6,650,000,000.00","5,500,000,000.00","5,500,000,000.00","3,500,000,000.00"
存放中央银行款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"166,970,000.00",,,,,"1,011,384,098.36",,"120,197,331.15","96,685,483.06",,,,,,,,,,,,,"17,135,550,034.21",,,,,,,"27,047,937,515.23","29,420,388,733.29","27,919,978,030.69","25,877,456,402.65","22,676,297,810.47","21,980,764,672.57"
结算备付金,"18,429,289,512.00","4,239,030,661.75","14,413,843,187.41","26,412,070,616.59","7,902,629,172.07","5,178,549,221.94","25,128,360,266.58","5,876,262,538.57","4,546,980,345.36","4,991,947,311.30","9,646,114,230.16","11,016,503,217.77","5,896,141,334.41","6,826,258,711.27","6,220,037,491.90","6,345,362,491.35","7,355,708,919.44","6,773,658,381.14","8,371,588,609.33","8,377,597,296.47","7,261,762,103.28","10,350,001,433.10","18,217,248,432.39","14,248,244,781.33","41,311,813,173.22","31,783,799,893.42","36,068,780,816.99","11,524,195,259.50","13,398,528,605.62","21,902,912,167.11","27,360,449,313.86","18,670,216,217.17","13,411,379,658.81","16,843,082,349.42"
衍生金融负债,,,,,,"4,497,900.00",,,,,,,,,"15,774.38","41,637.37",,,"3,055,249.85","1,004,700.60",,"201,180,391.64","730,743,142.93","1,512,481,925.45","1,842,475,334.51","898,736,964.91","2,460,345,120.06","706,861,260.94","698,785,173.23","609,819,611.02","864,010,723.48","572,186,535.92","1,116,060,750.62","1,420,972,340.38"
其中：客户备付金,"18,095,454,225.21","4,074,037,275.68","10,295,919,199.23","25,673,435,920.88","6,958,981,222.84","4,743,433,696.05","24,145,978,623.13","4,604,359,914.98",,,,,,,,,,,,,,,,,,,,,"11,911,339,179.79","20,416,602,875.56","26,131,648,521.88","17,418,111,442.49","12,209,129,054.27","15,120,652,866.74"
