科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"69,228,278.11","123,581,163.87","152,851,672.83","630,652,073.23","576,561,607.12","591,235,376.11","603,022,700.29","620,340,021.60","524,499,112.47","345,840,304.29","243,158,739.71","273,805,296.13","216,538,983.61","996,930,220.45","695,691,823.62","748,176,318.34","597,591,439.97","563,602,620.86","497,276,689.66","349,931,323.77","516,275,154.63","320,451,613.18","282,592,367.85","442,451,627.17","338,940,708.97","361,784,693.29","437,048,205.63","612,722,939.91","315,185,033.03","382,466,143.26","438,527,009.59","473,090,790.82","410,272,827.51","484,458,556.45","374,027,427.01","1,057,264,188.81","915,442,342.38","390,888,351.70"
短期借款,"46,920,000.00","80,000,000.00","100,000,000.00",,,,,,,,"1,500,000.00","30,000,000.00","131,000,000.00","212,987,980.00","58,887,980.00","208,328,929.05","259,741,645.66","377,241,645.66","471,790,478.63","467,531,933.50","749,577,075.50","501,677,075.50","494,024,488.92","319,650,000.00","542,150,000.00","597,650,000.00","527,650,000.00","398,000,000.00","270,500,000.00","365,000,000.00","106,000,000.00","5,000,000.00","5,000,000.00","54,000,000.00","266,500,000.00","715,338,360.00","1,163,338,360.00","999,633,838.89"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,629,489.00","7,923,622.39","10,691,000.00","13,163,681.31","10,401,670.26","11,648,524.01","12,489,536.55","20,104,486.61","17,397,860.94","38,297,461.27","23,704,351.21","32,311,238.75","28,880,317.26","21,829,613.33","25,632,173.92","47,963,266.60","24,632,323.88","7,380,494.27","23,821,990.93","49,100,080.42","39,292,041.48","23,238,275.53","23,205,120.03","69,626,589.88","68,541,904.11","52,140,321.18","37,240,567.97","28,076,114.85","9,478,361.91","17,426,309.76","8,941,732.04","7,364,543.13","5,429,909.04","9,701,712.23","21,018,772.85","12,672,850.84","17,910,622.46","15,216,462.56"
应付票据,"44,090,386.05","49,957,150.63","88,296,144.72","94,892,108.90","76,082,220.40","94,377,519.61","124,756,704.62","146,421,313.75","194,796,972.52","110,144,105.02","136,185,683.40","181,161,762.28","159,137,078.30","163,033,941.60","262,717,961.21","185,821,526.71","178,795,153.92","243,824,392.75","262,513,442.80","179,553,712.16","166,521,561.51","281,450,204.29","339,521,930.04","316,567,482.75","251,771,023.51","357,014,931.30","411,756,120.17","387,766,574.15","228,174,403.48","194,036,084.89","211,128,388.69","188,709,323.07","167,050,985.32","173,129,481.80","182,831,180.20","162,475,468.37","160,401,533.42","195,852,186.44"
应收账款,"193,828,999.63","188,845,910.25","228,564,613.99","287,940,483.60","298,287,231.55","356,171,885.89","403,718,054.50","392,948,717.97","363,340,410.88","493,410,159.88","547,323,804.75","555,880,544.19","574,103,872.80","783,974,493.95","939,277,211.20","931,061,724.32","1,013,036,871.16","1,250,868,608.61","1,419,311,695.30","1,295,853,372.11","1,211,826,356.81","1,237,516,415.34","1,149,911,859.39","1,112,531,727.76","1,124,654,744.57","1,161,281,285.70","1,238,309,826.02","1,115,363,530.51","1,125,441,696.83","1,149,387,241.95","1,047,310,727.65","1,040,180,552.69","958,410,494.61","1,061,914,446.70","1,200,564,308.18","1,001,300,379.12","920,532,319.88","1,150,623,105.32"
应付账款,"89,993,542.69","95,963,360.40","163,881,649.87","138,141,978.87","136,389,801.76","221,379,210.33","252,151,428.17","314,946,934.99","225,892,974.37","279,964,447.64","323,872,465.04","313,824,888.66","324,103,863.75","394,376,542.82","345,349,036.67","473,419,455.33","418,930,419.59","530,419,919.09","569,264,999.58","761,053,266.07","769,309,357.36","798,016,497.32","764,190,373.27","1,077,429,201.43","1,009,018,166.14","1,067,851,653.17","949,776,529.91","1,071,303,026.89","965,951,751.87","971,009,146.81","893,092,630.27","1,173,839,364.59","1,006,899,171.36","1,150,525,662.69","1,149,087,715.12","1,500,287,179.85","1,441,787,741.48","1,428,515,788.36"
预付款项,"318,117.61","229,050.43","128,519.01","958,172.25","896,488.79","8,522,930.53","16,911,812.01","47,197,812.18","36,314,973.31","14,580,376.68","93,228,214.68","87,788,814.06","101,191,846.26","108,528,094.06","122,936,876.10","97,862,653.13","121,979,040.69","119,243,075.33","136,189,926.14","15,132,217.78","62,328,317.44","39,587,134.97","23,859,121.30","46,868,818.48","36,803,443.37","52,210,601.21","43,069,420.19","39,775,172.58","44,620,537.99","41,574,836.44","41,475,298.75","56,954,592.28","40,268,840.41","58,994,999.34","143,984,498.70","87,275,961.58","57,894,305.03","75,614,026.67"
预收款项,"1,369,451.22","4,945,351.25","1,358,472.03","2,437,208.20","7,462,030.86","8,439,419.06","11,415,708.15","11,595,885.27","11,703,084.27","11,792,668.73","15,028,125.00","8,173,247.64","11,059,262.61","15,478,066.06","24,539,866.90","17,940,299.06","26,665,922.48","27,622,252.50","29,300,199.79","23,835,268.45","24,323,457.48","30,990,252.79","31,539,382.66","41,451,537.10","48,514,089.56","43,785,389.61","52,384,359.49","46,599,324.93","48,248,006.71","61,129,216.60","49,280,424.98","29,148,258.01","37,513,910.47","34,766,706.84","39,896,059.54","57,926,798.46","13,771,851.17","29,084,159.23"
