科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"582,046,917.10","705,636,641.43","730,660,973.76","213,921,098.47","389,961,057.06","567,118,389.53","1,000,509,074.24","340,345,359.17","647,541,684.94","876,795,508.89","1,411,474,058.23","301,123,796.28","621,520,413.33","919,376,844.12","1,419,973,484.35","346,760,377.98","666,561,089.98","1,053,089,660.26","1,601,249,557.96","360,031,403.39","734,167,550.59","1,123,746,096.87","1,741,347,182.19","310,771,036.11","682,842,443.18","1,017,049,161.17","1,601,293,485.31","336,254,195.46","698,965,760.56","1,008,433,846.94","1,772,692,992.45","458,357,232.88","856,537,165.46","1,309,504,980.51","2,208,070,017.08","600,239,482.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"273,048.24","59,626.11",,"393,688.34","393,688.34","834,195.31","1,115,558.90","1,115,558.90","1,115,558.90",,"193,651.62",,,,,,,,,,,,,,,,,,,,,,,"6,861,384.41",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,893,743.45","7,015,944.78","18,258,204.15","5,644,015.51","6,410,122.78","7,530,443.18","17,616,041.11","7,648,885.54","6,542,806.45","11,302,786.50","22,652,207.46","14,149,231.45","17,079,678.87","17,502,187.27","65,588,470.83","4,836,046.67","7,460,367.85","9,902,633.08","90,944,557.81","324,580,844.46","14,196,703.84","21,497,243.25","105,674,997.70","7,700,178.74","35,878,740.44","46,947,720.68","98,238,717.77","31,355,973.86","60,156,066.55","64,685,192.31","75,377,317.96","43,053,623.61","69,840,606.22","73,106,018.36","79,028,641.33","44,052,446.41"
投资活动现金流出小计,"65,444,101.61","59,649,362.70","52,152,736.75","20,054,677.67","43,171,585.44","57,846,395.62","159,647,967.05","47,726,347.92","117,760,560.67","157,355,317.61","167,501,291.51","11,623,900.90","53,034,826.83","64,768,462.68","92,695,047.06","51,532,006.19","54,847,432.91","67,814,974.57","80,156,145.26","14,143,726.30","37,170,971.87","53,167,195.43","75,119,442.19","11,664,631.73","66,858,113.86","69,596,061.19","134,242,994.02","35,224,299.54","40,056,854.12","69,165,883.97","191,117,584.05","68,224,891.14","150,747,160.14","174,354,723.89","321,810,771.96","41,884,451.98"
经营活动现金流入小计,"583,940,660.55","712,925,634.45","748,978,804.02","219,565,113.98","396,764,868.18","575,042,521.05","1,018,959,310.66","349,109,803.61","655,200,050.29","889,213,854.29","1,434,126,265.69","315,466,679.35","638,600,092.20","936,879,031.39","1,485,561,955.18","351,596,424.65","674,021,457.83","1,062,992,293.34","1,692,194,115.77","684,612,247.85","748,364,254.43","1,145,243,340.12","1,847,022,179.89","318,471,214.85","718,721,183.62","1,063,996,881.85","1,699,532,203.08","367,610,169.32","759,121,827.11","1,073,119,039.25","1,848,070,310.41","501,410,856.49","926,377,771.68","1,382,610,998.87","2,293,960,042.82","644,291,928.81"
投资活动产生的现金流量净额,"-33,427,909.37","-59,545,340.70","-21,717,026.08","-19,937,662.67","-40,449,500.44","-55,032,539.58","-156,321,539.66","-47,692,173.54","-117,344,723.06","-156,935,010.00","-167,411,291.51","-11,602,580.90","-53,014,826.83","-64,748,462.68","-83,416,238.02","-51,509,406.19","-54,580,410.77","-67,443,766.98","-58,343,289.77","-14,143,726.30","-37,170,971.87","-53,167,195.43","-60,350,365.19","-9,684,631.73","-64,878,113.86","-67,616,061.19","-130,617,889.50","-35,145,308.79","-40,003,652.94","-68,992,285.83","-145,729,291.20","-68,067,199.61","-150,711,340.14","-173,799,722.55","-320,709,185.16","-41,884,451.98"
购买商品、接受劳务支付的现金,"373,963,998.11","442,215,737.65","463,006,132.50","146,875,706.86","365,266,321.07","514,650,011.85","776,790,313.35","272,590,784.99","438,606,477.46","546,519,400.20","792,450,422.88","197,778,640.72","433,382,789.59","616,039,210.63","825,550,361.03","189,936,132.19","419,667,817.35","690,524,519.55","871,582,083.46","251,321,873.85","426,126,397.95","649,115,872.87","859,566,827.75","194,302,760.25","433,898,118.04","616,342,755.45","859,430,205.58","251,759,949.80","428,339,200.26","687,781,484.96","898,649,168.58","325,325,141.16","600,144,939.52","807,361,922.24","1,174,974,364.79","363,970,091.92"
吸收投资收到的现金,,,,,"816,000,000.00","816,000,000.00","816,000,000.00",,,,,,,,,,,,,,,,,"14,658,299.63","20,935,613.12","10,489,760.88","25,542,795.82","237,173.10","7,206,350.68","5,433,588.75","17,349,374.59","8,650,285.05","5,958,833.59","13,815,222.62","582,785,814.08",
