科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"308,818,953.46","469,783,388.87","723,851,414.10","912,817,670.72","79,352,625.18","188,274,935.90","259,853,412.12","203,294,974.23","47,052,225.70","123,585,581.46","143,212,264.53","108,699,876.84","24,551,914.52","275,334,162.68","346,038,243.27","554,299,977.13","30,902,035.64","71,116,244.81","94,537,682.96","165,515,572.26","47,002,436.41","368,979,218.08","1,517,777,159.82","1,138,612,734.33","52,861,651.40","103,611,135.26","145,263,765.21","1,084,244,774.14","52,234,548.46","107,459,494.40","151,095,215.08","221,907,523.75","50,813,400.62","131,172,428.32","173,965,694.18","343,763,006.14","165,176,334.10","597,827,226.49","662,400,277.74","797,715,897.51","53,115,096.58","112,603,477.43","176,947,821.52","483,196,501.69","95,903,155.34"
取得子公司及其他营业单位支付的现金净额,,,,"173,609,360.14",,,,"37,500,000.00",,,,"3,579,086.00",,,,,,,,,,,,,,,,"38,349,266.10",,,,"69,185,924.98",,,"15,521,378.16","12,669,713.43",,,,,,,,"77,910,000.00","181,802,208.00"
收到的税费返还,,"2,536,157.00","2,345,140.00","2,631,967.00",,,"2,120,000.00",,,"464,958.84","637,681.78",,,,"2,793,254.89",,,,,,,,,,,,,"513,984.78",,,,"2,081,184.24",,,,"2,536,102.62",,"331,851.38","331,851.38","155,197.85",,"107,995.03","256,121.28",,"168,802.41"
支付其他与投资活动有关的现金,"529,931.52","33,027,458.46","681,553.21","100,976,831.67",,,,"25,600,000.00",,"2,521,886.00","2,521,886.00",,,,"12,942.93",,,,,,,,"297,257,000.00","702,263,964.03","250,000,000.00","304,000,000.00","454,000,000.00","1,646,350,000.00","380,000,000.00","570,000,000.00","570,004,788.00","1,220,000,000.00",,,,"410,000,000.00",,"260,000,000.00","470,000,000.00","1,120,000,000.00","320,000,000.00","625,000,000.00","830,000,000.00","1,163,435,300.00",
收到其他与经营活动有关的现金,"111,802,575.80","97,541,694.34","119,900,197.42","68,985,938.39","9,942,808.39","68,436,622.61","102,811,727.52","66,755,428.52","7,884,389.23","41,948,074.92","104,538,605.60","99,119,442.73","19,626,238.18","10,690,903.44","77,390,849.36","13,021,705.03","6,158,738.29","4,994,914.44","16,037,779.56","10,182,072.83","4,889,269.58","3,250,173.85","92,627,754.15","21,816,528.70","14,124,628.82","7,995,517.50","9,107,908.00","21,469,091.18","26,257,622.05","45,151,136.42","42,959,964.45","36,407,373.33","47,368,844.45","69,564,398.54","83,389,197.57","65,996,046.54","8,803,454.78","4,875,161.58","15,132,409.58","9,309,578.68","7,726,851.40","6,024,864.20","11,465,298.99","19,055,193.97","44,835,731.99"
投资活动现金流出小计,"43,910,430.56","104,555,279.28","167,767,296.72","450,215,120.76","62,843,612.22","101,902,927.58","199,554,540.15","307,283,172.69","268,518,052.30","367,319,016.77","380,765,610.16","267,757,206.92","12,901,758.12","14,775,793.92","32,679,885.85","289,166,616.94","54,979,190.90","125,530,753.90","133,159,332.14","136,515,507.10","17,782,353.50","22,306,602.00","1,347,414,718.88","812,529,222.86","255,797,144.00","401,899,786.32","649,425,257.50","1,908,945,229.25","391,863,791.75","684,598,861.91","707,108,369.61","1,424,285,129.32","64,364,289.18","415,963,597.11","467,147,259.45","913,163,821.99","51,822,952.90","324,838,332.48","545,694,444.25","1,263,506,014.14","330,758,098.60","636,791,928.00","855,255,143.52","1,410,235,987.17","502,854,471.98"
经营活动现金流入小计,"420,621,529.26","569,861,240.21","846,096,751.52","984,435,576.11","89,295,433.57","256,711,558.51","364,785,139.64","270,050,402.75","54,936,614.93","165,998,615.22","248,388,551.91","207,819,319.57","44,178,152.70","286,025,066.12","426,222,347.52","567,321,682.16","37,060,773.93","76,111,159.25","110,575,462.52","175,697,645.09","51,891,705.99","372,229,391.93","1,610,404,913.97","1,160,429,263.03","66,986,280.22","111,606,652.76","154,371,673.21","1,106,227,850.10","78,492,170.51","152,610,630.82","194,055,179.53","260,396,081.32","98,182,245.07","200,736,826.86","257,354,891.75","412,295,155.30","173,979,788.88","603,034,239.45","677,864,538.70","807,180,674.04","60,841,947.98","118,736,336.66","188,669,241.79","502,251,695.66","140,907,689.74"
投资活动产生的现金流量净额,"-43,729,330.56","-64,035,538.40","16,533,807.60","-76,218,880.49","3,423,099.57","-84,925,293.49","-168,080,419.44","-137,413,856.65","-262,658,052.30","-362,515,792.61","-372,292,386.00","-239,821,774.57","5,618,911.68","5,706,875.88","1,457,783.95","189,267,405.62","-34,579,190.90","150,581,592.79","142,953,614.55","441,008,738.44","2,617,646.50","70,279,446.40","-1,254,828,670.48","-719,441,674.46","138,868,972.20","205,993,420.10","217,226,440.60","-329,579,590.19","-195,450,078.62","85,252,510.90","193,762,606.94","248,811,628.86","-3,980,959.14","-119,421,404.05","-152,385,101.89","24,778,886.68","-34,515,411.17","-126,715,125.77","-180,871,535.85","-264,100,757.21","183,620,509.78","362,249,558.00","328,112,948.72","312,449,172.44","-299,655,111.19"
购买商品、接受劳务支付的现金,"150,743,577.62","271,523,491.85","540,340,325.30","626,426,177.81","36,007,881.82","89,097,392.38","115,902,256.36","186,890,336.18","28,452,210.67","20,225,651.58","22,506,066.57","38,077,255.72","28,521,315.76","21,732,268.24","158,286,750.81","118,285,449.06","8,967,976.87","22,416,389.61","33,981,537.01","53,953,459.74","13,608,396.54","26,175,993.34","46,929,839.68","68,990,258.94","12,408,634.70","40,133,488.83","66,619,030.07","86,294,905.64","18,773,225.42","40,561,169.52","82,423,797.97","107,493,424.04","20,138,267.23","42,107,331.27","66,719,858.50","96,382,834.88","19,333,524.58","45,091,998.44","75,710,647.20","92,897,777.57","21,367,028.83","39,769,433.47","68,323,614.32","104,599,588.94","27,293,945.51"
吸收投资收到的现金,,,,"157,600,000.00",,,,"21,280,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,435,300.00","1,200,000.00"
