科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"1,909,133.50","3,686,500.88","8,132,781.00","2,677,238.67","6,445,107.22","10,310,652.81","19,792,743.33","5,404,387.40","13,931,798.94","18,740,767.17","36,655,636.53","6,822,452.84","18,648,336.90","20,472,298.24","37,227,827.87","15,563,650.75","35,471,794.83","71,847,895.90","110,802,681.15","65,641,940.66","118,411,425.80","168,254,021.07","213,702,525.76","70,101,662.17","134,744,858.35","184,038,478.41","257,569,576.93","91,794,936.03","170,101,439.90","243,392,791.16","311,852,029.58","92,378,429.03","165,759,656.59","228,687,996.73","306,621,518.68","88,970,025.70","167,646,395.75","234,713,438.63","315,132,506.58","96,894,982.73","171,452,209.63","243,367,598.34"
取得借款收到的现金,"10,000,000.00","16,000,000.00","16,000,000.00","12,050,000.00","35,000,000.00","35,000,000.00",,,,,"800,000.00",,,,,"1,000,000.00","20,000,000.00","54,715,000.00","82,600,000.00","19,000,000.00","294,350,000.00","392,350,000.00","403,508,000.00","10,500,000.00","245,000,000.00","755,000,000.00","388,010,000.00",500.00,"130,000,500.00","727,000,500.00","437,745,600.00","54,800,000.00","77,800,000.00","450,538,800.00","1,005,487,290.00","30,000,000.00","301,000,000.00","440,976,000.00","536,632,000.00","62,671,664.00","243,671,664.00","393,671,664.00"
支付的各项税费,"1,693,333.16","7,106,545.69","14,051,217.68","7,529,838.02","17,920,731.13","20,409,276.58","28,567,240.97","6,023,259.59","15,379,349.08","28,297,656.44","39,947,060.81","10,348,549.23","22,896,678.87","32,645,269.44","41,360,479.39","6,518,561.70","35,391,809.53","72,863,539.74","151,313,575.79","62,568,312.25","134,846,202.71","212,076,477.89","291,662,983.55","52,640,451.56","152,092,429.00","221,529,724.67","290,590,967.69","69,325,130.19","158,235,604.86","223,100,448.26","289,600,780.34","53,788,408.00","108,429,093.48","157,227,200.17","173,591,941.45","38,676,685.88","82,973,050.22","133,924,740.57","168,784,765.10","35,735,367.66","86,096,391.93","132,700,038.56"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"696,413.21",,"3,585,948.28",,,,,,,,,"12,000,000.00","3,580,530.00","1,195,530.00","3,095,530.00","6,046,530.00","1,362,609.38","2,967,458.35","5,610,562.92","12,030,170.43","1,112,400.00","3,302,411.91","10,507,035.31"
支付其他与经营活动有关的现金,"3,112,080.83","5,762,884.90","11,801,791.32","14,522,383.81","9,611,984.93","17,048,737.59","26,751,237.65","4,070,186.33","11,619,570.31","16,093,862.15","26,693,586.88","7,205,728.36","14,525,342.79","22,170,437.33","22,138,863.94","7,059,734.09","25,090,313.49","60,142,236.93","135,712,852.95","49,099,156.11","109,598,019.08","173,144,141.70","233,778,634.94","58,615,895.50","104,019,738.72","364,775,105.86","403,662,382.98","48,786,303.11","88,605,506.77","147,462,217.79","252,517,903.63","39,442,846.82","76,886,915.30","131,750,979.76","229,297,202.44","41,180,709.47","96,762,797.20","134,070,150.01","204,558,112.42","44,923,830.89","98,124,309.73","153,643,634.46"
筹资活动现金流入小计,"10,000,000.00","16,000,000.00","19,582,000.00","14,185,000.00","194,554,000.00","194,554,000.00","152,454,000.00",,,,"800,000.00",,,,,"1,000,000.00","20,000,000.00","54,715,000.00","82,610,000.00","19,696,413.21","294,350,000.00","395,935,948.28","405,253,000.00","10,500,000.00","268,600,000.00","802,961,500.00","885,971,500.00",500.00,"130,000,500.00","727,000,500.00","761,525,050.00","58,440,530.00","79,055,530.00","453,694,330.00","1,012,023,820.00","31,362,609.38","303,967,458.35","1,423,386,562.92","1,504,902,970.43","63,784,064.00","246,974,075.91","405,528,699.31"
经营活动现金流出小计,"29,634,684.28","54,803,689.45","141,757,094.77","49,831,402.98","96,657,786.49","157,818,373.15","246,137,124.39","34,560,752.27","98,542,690.50","167,299,563.62","225,877,610.68","52,142,339.70","90,312,420.08","185,704,262.34","272,643,296.46","82,852,131.47","320,133,847.40","684,319,835.67","974,850,062.55","376,594,410.72","818,876,389.30","1,262,964,701.91","1,692,806,557.18","352,694,953.49","773,324,455.96","1,436,696,540.96","1,975,217,286.50","363,235,669.55","751,781,698.96","1,111,338,946.80","1,709,722,814.17","324,112,071.86","599,261,093.10","923,354,015.10","1,275,102,492.17","278,096,771.55","593,919,346.06","924,427,990.87","1,353,022,284.54","304,038,301.42","696,763,398.59","1,105,283,283.05"
偿还债务支付的现金,,,,"1,970,104.32","51,000,000.00","51,000,000.00","16,000,000.00",,,,"800,000.00",,,,,"1,000,000.00","5,000,000.00","40,910,000.00","69,000,000.00","67,125,000.00","142,600,000.00","156,600,000.00","200,608,000.00","54,500,000.00","295,177,500.00","534,242,500.00","533,010,000.00","7,500,000.00","117,500,500.00","742,500,500.00","852,500,500.00","100,000,000.00","115,000,000.00","485,745,100.00","1,058,493,590.00","57,200,000.00","187,200,000.00","422,714,400.00","624,869,800.00","50,000,000.00","230,000,000.00","339,976,000.00"
经营活动产生的现金流量净额,"-2,572,802.13","10,607,814.16","18,912,135.94","-28,375,952.13","-14,224,699.31","-21,217,913.16","-704,471.56","14,926,691.82","45,778,601.33","56,238,289.51","81,358,386.77","11,085,607.75","26,306,203.47","52,204,890.70","90,199,805.03","-7,532,585.34","51,673,205.17","100,174,286.25","317,848,448.38","-26,250,790.73","96,394,129.85","173,169,114.22","326,500,180.23","-16,845,605.99","146,369,830.88","3,345,692.37","177,452,200.76","222,860.96","138,547,324.09","276,139,921.44","374,865,571.02","9,338,459.12","109,486,563.99","185,944,538.79","233,429,535.50","-18,715,912.05","20,394,984.63","90,159,457.54","195,326,661.00","-30,345,802.38","32,136,422.61","118,288,282.71"
分配股利、利润或偿还利息支付的现金,,"164,238.19","377,951.65","270,411.20","554,620.85","189,758.75",,,"6,396,026.56","6,396,026.56","6,459,085.56","4,725,366.32","4,725,375.86","4,725,559.22","4,746,375.86",,"7,286,509.90","163,600,147.40","194,886,397.14","13,795,567.73","95,357,512.15","107,429,616.24","122,561,518.44","22,340,488.14","175,837,930.58","185,323,236.32","194,089,189.05","16,316,957.56","212,023,198.68","252,917,692.50","265,194,288.51","26,820,243.66","229,186,798.37","263,033,620.10","253,159,696.76","11,522,941.64","20,539,755.87","36,645,993.75","50,824,374.13","9,812,550.01","70,029,367.70","82,069,081.72"
收回投资收到的现金,"50,000.00","50,000.00","513,000.00",,,,,,,,,,,,,,"1,000,000.00","1,000,000.00","1,992,036.33","3,050,000.00","2,173,964.40","2,873,964.40",,,,"4,000,000.00","4,335,000.00","2,225,000.00","1,730,000.00","1,730,000.00","11,489,450.00","1,500,000.00","1,840,000.00","1,840,000.00","340,000.00",,"316,095.66","316,095.66","469,095.66","300,200,000.00","710,200,000.00","1,380,200,000.00"
支付其他与筹资活动有关的现金,,,,,"5,850,471.94","5,850,471.94",,,"19,943.69","50,600.00",,,,,,,,"63,000.00","12,080,000.00","8,200,224.00","195,000.00","677,721.77",,,,"1,381,500.00","3,151,200.00",,"35,253.00","1,448,193.00","10,917,630.00","26,443.20","1,600,000.00","1,600,000.00","17,388,131.04","3,410,464.88","5,069,168.56","26,193,417.63","14,451,565.35","3,085,967.72","7,157,088.82","9,982,317.00"
取得投资收益收到的现金,"1,350.00","1,350.00","1,350.00",,"31,135.77","31,135.77","31,135.77",,,,,,,,,,,"22,944.40","8,905,118.87","152,900.00","8,790,749.85","8,790,749.85","8,454,349.25","184,986.23","13,208,831.75","13,353,569.69","12,645,125.46","663,166.71","2,346,842.57","7,661,037.96","14,314,543.43","9,951,877.92","11,861,540.22","12,111,540.22","11,080,549.25","3,049,390.67","7,655,640.47","13,715,640.47","15,231,455.28","4,241,280.00","10,942,755.15","17,800,054.93"
筹资活动现金流出小计,,"164,238.19","377,951.65","2,240,515.52","57,405,092.79","57,040,230.69","16,000,000.00",,"6,415,970.25","6,446,626.56","7,259,085.56","4,725,366.32","4,725,375.86","4,725,559.22","4,746,375.86","1,000,000.00","12,286,509.90","204,573,147.40","275,966,397.14","89,120,791.73","238,152,512.15","264,707,338.01","323,169,518.44","76,840,488.14","471,015,430.58","720,947,236.32","730,250,389.05","23,816,957.56","329,558,951.68","996,866,385.50","1,128,612,418.51","126,846,686.86","345,786,798.37","750,378,720.10","1,329,041,417.80","72,133,406.52","212,808,924.43","485,553,811.38","690,145,739.48","62,898,517.73","307,186,456.52","432,027,398.72"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"-18,400.00",,,,,,"14,064.00","129,864.00","129,864.00","128,286.96","2,200.00",,"2,200.00","47,580.00","38,000.00","41,628.85","1,590,924.47","1,895,665.36","183,590.69","2,898,388.36","3,251,898.20","3,654,283.02","3,151,400.33","5,739,896.82","5,715,296.82","9,482,060.41","178,386.55","291,004.09","1,072,039.09","3,513,266.94","117,000.00","256,098.48","264,428.48","1,413,222.06","25,000.00","140,374.44","15,366,788.80","18,111,807.86","88,200.00","1,228,541.95","2,234,050.54"
筹资活动产生的现金流量净额,"10,000,000.00","15,835,761.81","19,204,048.35","11,944,484.48","137,148,907.21","137,513,769.31","136,454,000.00",,"-6,415,970.25","-6,446,626.56","-6,459,085.56","-4,725,366.32","-4,725,375.86","-4,725,559.22","-4,746,375.86",,"7,713,490.10","-149,858,147.40","-193,356,397.14","-69,424,378.52","56,197,487.85","131,228,610.27","82,083,481.56","-66,340,488.14","-202,415,430.58","82,014,263.68","155,721,110.95","-23,816,457.56","-199,558,451.68","-269,865,885.50","-367,087,368.51","-68,406,156.86","-266,731,268.37","-296,684,390.10","-317,017,597.80","-40,770,797.14","91,158,533.92","937,832,751.54","814,757,230.95","885,546.27","-60,212,380.61","-26,498,699.41"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"2,850,019.71","2,850,019.71","5,412,930.80",,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,"-2,382.78",,,,"-3,807.68",,,,"-4,557.34",,"147,878.12","-606,583.77","-606,583.78",,,"-646,220.33","-424,121.47",,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"1,129,322.91","270,128,012.23","1,333,264.00","830,857.00","830,857.00",,,"9,300,394.81","9,300,394.81",,"109,360,099.60","115,360,099.60","115,360,099.60","109,360,099.60",,,,"408,566.30","4,395,054.20","2,758,522.58","2,758,522.58",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"51,350.00","32,950.00","514,350.00",,"31,135.77","31,135.77","31,135.77","14,064.00","129,864.00","129,864.00","128,286.96","2,200.00",,"2,200.00","47,580.00","38,000.00","1,041,628.85","3,743,191.78","282,920,832.79","4,719,754.69","17,543,979.32","18,597,489.16","17,521,563.07","3,336,386.56","28,249,123.38","32,369,261.32","26,462,185.87","112,426,652.86","119,727,946.26","125,823,176.65","138,677,359.97","11,568,877.92","13,957,638.70","14,215,968.70","13,242,337.61","7,469,444.87","10,870,633.15","32,157,047.51","33,812,358.80","304,529,480.00","722,371,297.10","1,400,234,105.47"
五、现金及现金等价物净增加额,"-275,550.10","16,818,017.69","17,059,567.30","-25,849,589.84","107,946,147.84","99,225,708.68","112,413,244.72","11,796,143.50","32,803,664.97","41,175,140.36","54,609,171.48","5,133,537.19","13,912,721.56","36,049,625.20","70,357,585.88","-8,510,633.76","332,394,692.17","162,643,273.19","236,163,377.72","-123,765,017.95","101,291,189.67","27,482,854.16","102,038,303.46","-118,671,518.39","-95,737,174.51","5,688,491.52","40,021,105.14","25,536,213.46","-81,778,873.71","-56,097,748.11","-81,458,446.50","-99,227,130.48","-211,585,852.35","-262,443,640.12","-262,737,858.41","-68,471,196.54","-12,660,450.38","883,545,572.42","127,543,901.84","146,828,406.82","-95,172,598.52","515,616,762.50"
购建固定资产、无形资产和其他长期资产支付的现金,"7,754,097.97","9,658,508.28","20,788,966.99","6,418,122.19","6,979,768.09","9,071,855.50","15,301,363.60","3,144,612.32","6,688,830.11","8,746,386.59","20,418,416.69","1,228,904.24","7,668,106.05","10,991,906.28","13,593,423.29","1,016,048.42","8,613,574.51","34,500,000.00","85,857,469.98","32,409,535.10","61,840,354.89","96,112,212.84","127,739,657.95","37,071,810.82","63,528,862.13","106,870,725.85","178,871,162.14","60,643,492.80","117,008,892.38","161,829,760.70","212,117,051.64","22,980,612.15","34,798,966.28","60,622,170.37","93,671,446.57","14,406,432.22","37,627,802.08","78,500,663.84","104,707,084.70","8,240,817.07","21,070,222.05","42,259,210.70"
期初现金及现金等价物余额,"31,158,311.90","31,158,311.90","31,158,311.90","48,217,879.20","49,182,213.23","49,182,213.23","49,182,213.23","161,595,457.95","161,595,457.95","161,595,457.95","161,595,457.95","218,404,629.43","216,204,629.43","218,404,629.43","216,204,629.43","286,562,215.31","286,562,215.31","286,562,215.31","286,562,215.31","522,725,593.03","522,255,916.74","522,255,916.74","522,725,593.03","624,763,896.49","624,763,896.49","624,763,896.49","624,763,896.49","666,554,701.63","664,785,001.63","664,785,001.63","664,785,001.63","583,326,555.13","583,326,555.13","583,326,555.13","583,326,555.13","320,588,696.72","320,588,696.72","320,588,696.72","320,588,696.72","448,132,598.56","448,132,598.56","448,132,598.56"
投资支付的现金,,,"782,000.00","3,000,000.00","8,029,427.74","8,029,427.74","8,066,055.89",,,,,,,"440,000.00","1,550,000.00",,"1,000,000.00","38,496,000.00","85,392,036.33",,"9,374,000.00","181,675,000.00","193,835,000.00","1,750,000.00","4,411,836.06","5,170,000.00",,"2,653,350.00","13,546,000.00","16,424,400.00","15,792,400.00",,"4,900,000.00","61,522,604.86","69,366,404.86","2,047,500.00","97,456,800.00","97,456,800.00","811,221,142.74","120,000,000.00","767,960,505.66","933,710,505.66"
期末现金及现金等价物余额,"30,882,761.80","47,976,329.59","48,217,879.20","22,368,289.36","157,128,361.07","148,407,921.91","161,595,457.95","173,391,601.45","194,399,122.92","202,770,598.31","216,204,629.43","223,538,166.62","230,117,350.99","254,454,254.63","286,562,215.31","278,051,581.55","618,956,907.48","449,205,488.50","522,725,593.03","398,960,575.08","623,547,106.41","549,738,770.90","624,763,896.49","506,092,378.10","529,026,721.98","630,452,388.01","664,785,001.63","692,090,915.09","583,006,127.92","608,687,253.52","583,326,555.13","484,099,424.65","371,740,702.78","320,882,915.01","320,588,696.72","252,117,500.18","307,928,246.34","1,204,134,269.14","448,132,598.56","594,961,005.38","352,960,000.04","963,749,361.06"
