科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,338,656.62","5,668,802.17","187,444.25","2,808,312.01","2,007,084.59","-108,037.43","-3,967,346.91","-3,820,428.71","-5,485,784.67","-9,552,873.92","-13,820,689.56","-6,663,146.95","-8,852,489.83","-16,504,770.63","-27,381,578.53","60,743.30","-2,203,904.51","-6,063,527.85","2,142,765.84","-678,186.73","621,783.47","6,662,279.83","11,746,003.00","8,552,421.89","6,554,732.48","-3,790,071.69","-6,316,715.45","-995,286.05","-6,270,941.35","-7,630,698.05","-15,864,315.83","981,467.67","3,824,298.83","9,916,322.57","12,212,882.08","4,830,808.28","-377,220.69"
三、利润总额,"47,922,009.60","57,559,784.88","84,974,449.37","20,455,959.47","40,184,423.90","70,890,966.74","81,068,249.70","20,847,124.74","42,748,530.11","71,086,773.96","85,843,621.61","25,789,942.14","43,270,862.87","77,781,711.95","100,820,574.14","22,458,170.70","41,047,944.56","69,697,803.83","95,270,216.03","21,612,339.28","39,665,399.86","59,761,238.83","75,307,558.10","23,322,188.77","49,676,436.56","81,283,544.98","109,966,133.29","20,751,561.21","35,207,521.78","48,251,040.49","76,815,328.95","27,355,644.77","47,448,305.62","55,851,973.52","38,144,250.66","20,030,762.82","64,473,678.55"
资产减值损失,"-1,343,973.36","1,099,229.74","-518,610.66","909,439.73","2,856,890.84","4,374,877.01","4,071,814.19","2,099,628.75","3,915,251.30","3,687,608.53","2,302,917.86","810,315.33","579,302.25","334,217.72","1,033,948.21","2,024,076.67","2,913,381.56","4,291,326.32","3,779,470.51","-479,166.99","-1,050,974.65","-1,539,474.35","-315,371.49","50,246.92","-2,542,384.64","-1,080,137.78","-1,857,698.35","10,744.99","177,612.15","-902,516.06","1,391,410.63","1,391,721.54","-367,929.04","491,445.35","756,347.66","471,500.30","-16,020,232.41"
减:所得税,"17,755,611.21","10,002,738.47","13,356,173.55","3,711,070.68","6,899,834.13","12,362,682.26","14,162,939.01","3,250,548.86","7,330,557.61","11,990,789.96","13,171,938.99","3,391,750.17","6,762,598.68","12,425,138.63","17,698,867.25","2,196,462.71","7,753,621.61","11,062,093.89","16,588,815.97","3,752,560.17","7,354,108.46","11,833,966.67","15,032,201.07","5,054,958.51","10,967,509.50","14,554,769.09","19,685,623.95","3,314,064.91","4,919,843.12","6,960,984.74","8,974,389.87","3,585,640.26","4,813,870.96","5,696,958.66","3,876,094.31","3,116,554.87","6,798,746.70"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,"1,454,413.41","-777,246.70","-2,087,948.11","-1,594,993.41","-4,268,117.02","4,257,808.24","3,803,892.40","3,573,508.83","3,060,980.13","-247,276.52","273,236.01","12,366.20","6,050.70","2,681.70","-242,887.22"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"362,704.95",,,,,,,,,,,,,,,,"1,096,986.30","2,392,876.71","13,457,960.66","7,286,520.53","10,811,260.26","18,343,356.15","27,199,332.28","9,595,590.49","17,218,488.64","22,756,625.51","36,282,253.76","3,653,983.45","7,893,514.59","11,461,954.37","13,515,605.64","955,141.08","1,939,419.73","666,945.28","-605,593.68","87,792.34","14,452,982.37"
四、净利润,"30,166,398.39","47,557,046.41","71,618,275.82","16,744,888.79","33,284,589.77","58,528,284.48","66,905,310.69","17,596,575.88","35,417,972.50","59,095,984.00","72,671,682.62","22,398,191.97","36,508,264.19","65,356,573.32","83,121,706.89","20,261,707.99","33,294,322.95","58,635,709.94","78,681,400.06","17,859,779.11","32,311,291.40","47,927,272.16","60,275,357.03","18,267,230.26","38,708,927.06","66,728,775.89","90,280,509.34","17,437,496.30","30,287,678.66","41,290,055.75","67,840,939.08","23,770,004.51","42,634,434.66","50,155,014.86","34,268,156.35","16,914,207.95","57,674,931.85"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-161,228.54",,,,,,,
归属于母公司所有者的净利润,"30,363,277.02","47,557,046.41","71,618,275.82","16,744,888.79","33,284,589.77","58,528,284.48","66,905,310.69","17,596,575.88","35,417,972.50","59,095,984.00","72,671,682.62","22,398,191.97","36,508,264.19","65,356,573.32","83,121,706.89","20,261,707.99","33,294,322.95","58,635,709.94","78,681,400.06","17,859,779.11","32,311,291.40","47,927,272.16","60,275,357.03","18,267,230.26","38,708,927.06","66,728,775.89","90,280,509.34","17,437,496.30","30,287,678.66","41,290,055.75","67,840,939.08","23,770,004.51","42,634,434.66","50,203,067.60","34,527,961.33","17,150,645.96","55,481,360.60"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-196,878.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-48,052.74","-259,804.98","-236,438.01","2,193,571.25"
