科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"397,193,660.87","520,999,268.94","570,646,294.06","164,988,243.77","394,708,906.26","657,312,647.37","892,640,264.83","230,995,646.41","477,736,621.21","746,055,406.30","1,005,261,461.82","243,080,949.39","490,508,437.53","778,951,940.54","1,053,752,540.97","301,386,636.88","634,825,914.48","965,837,982.40","1,309,419,809.37","327,920,183.53","665,450,604.58","987,839,153.16","1,323,065,050.30","286,769,850.76","519,122,114.16","763,828,837.73","1,005,734,423.61","212,692,243.37","424,374,870.75","615,644,992.20","894,478,347.17","291,395,911.16","545,153,102.00","820,419,186.67","1,132,922,076.77","308,145,537.42","648,859,326.19"
二、营业利润,"48,452,439.69","59,086,808.46","83,685,178.51","20,111,998.47","40,041,405.85","70,558,448.69","80,132,819.21","18,886,504.74","40,660,626.72","68,708,523.28","83,484,374.40","25,324,138.88","42,639,333.59","76,744,301.16","99,111,193.91","21,059,030.47","39,651,410.14","67,956,734.69","92,995,044.90","21,547,091.52","39,808,468.25","59,948,302.07","77,111,864.03","23,419,137.61","50,170,358.49","80,355,257.05","114,281,340.51","20,344,189.35","34,448,244.79","47,116,283.13","75,131,982.60","26,950,187.34","44,024,536.46","51,683,395.89","34,796,654.57","20,259,442.53","58,906,460.36"
减:营业成本,"320,537,069.83","424,577,091.44","443,201,126.27","128,011,421.29","326,918,279.76","537,991,423.43","741,143,278.45","195,409,348.94","398,102,197.47","622,946,307.41","849,620,498.06","198,178,968.36","405,096,547.55","639,381,761.01","873,264,540.54","247,135,754.89","529,566,079.35","800,891,484.54","1,073,472,761.91","268,023,818.97","547,267,800.28","806,367,723.08","1,080,420,643.85","221,026,975.39","395,707,291.37","586,800,984.13","767,292,615.05","158,424,386.86","327,911,162.29","477,676,162.69","686,416,157.98","215,381,934.55","411,156,013.84","625,789,680.08","889,272,656.93","231,643,547.45","510,376,906.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,221,166.34","2,724,053.63","5,055,279.97","1,141,702.28","2,610,327.91","4,193,928.44","5,420,638.44","1,126,165.53","2,531,089.11","4,218,332.40","5,337,334.16","1,405,188.16","3,830,464.63","5,232,146.75","6,353,306.73","1,533,671.81","2,982,727.62","3,546,963.73","4,692,560.38","2,044,716.06","3,606,156.19","4,468,489.29","5,675,858.54","1,153,823.62","1,565,928.96","2,083,189.96","2,386,779.89","1,106,184.90","1,406,970.13","1,512,143.66","4,297,871.29","1,348,323.99","2,623,238.85","4,215,254.35","8,242,445.96","3,211,140.77","5,112,227.84"
营业外收入,"10,765.00","220,500.00","1,449,270.86","343,961.00","343,961.00","556,461.00","1,709,461.00","1,990,620.00","2,126,460.17","2,614,907.48","2,775,665.92","477,351.99","798,321.61","1,256,275.18","2,349,446.54","1,590,209.33","1,741,480.44","2,677,768.61","3,518,814.58","283,092.81","286,418.21","353,326.01","1,504,810.51","53,761.13","326,161.13","1,794,938.17","2,769,037.08","706,511.53","1,183,511.66","1,809,700.03","3,039,280.03","450,141.20","3,508,652.63","4,682,342.43","4,319,502.93","49,713.69","98,919.88"
销售费用,"7,554,619.81","8,187,735.40","13,027,808.74","4,300,721.93","7,763,189.35","12,965,564.31","18,547,237.47","3,365,651.16","9,217,599.28","12,005,498.52","17,723,986.22","5,294,491.15","10,785,748.41","18,703,697.46","28,796,093.55","6,027,847.18","13,987,513.33","22,256,103.05","34,515,051.26","10,292,619.67","20,884,707.29","33,043,020.88","41,894,617.34","11,183,671.82","20,724,425.14","28,239,047.05","39,383,478.72","11,769,053.70","19,639,436.46","28,137,081.94","40,562,080.53","17,498,427.80","30,003,140.41","42,260,646.64","57,453,874.14","16,578,955.51","35,999,719.92"
减:营业外支出,"541,195.09","1,747,523.58","160,000.00",,"200,942.95","223,942.95","774,030.51","30,000.00","38,556.78","236,656.80","416,418.71","11,548.73","166,792.33","218,864.39","640,066.31","191,069.10","344,946.02","936,699.47","1,243,643.45","217,845.05","429,486.60","540,389.25","3,309,116.44","150,709.97","820,083.06","866,650.24","7,084,244.30","299,139.67","424,234.67","674,942.67","1,355,933.68","44,683.77","84,883.47","513,764.80","971,906.84","278,393.40","-5,468,298.31"
管理费用,"14,796,386.89","19,655,548.10","26,008,066.98","7,704,648.06","12,511,727.96","27,336,442.92","47,291,823.98","13,928,776.00","28,795,642.00","44,042,010.08","60,613,040.68","18,730,994.46","36,429,530.93","55,060,587.07","72,575,036.56","23,545,512.56","49,025,693.29","75,351,774.63","111,280,115.23","34,455,811.56","65,123,924.01","97,232,168.51","135,185,180.72","30,201,917.30","62,072,302.89","92,382,201.11","122,578,759.98","29,944,761.31","58,759,793.27","84,771,998.09","119,119,745.74","28,551,712.83","56,102,458.39","86,741,753.27","130,677,931.09","34,045,489.79","79,208,627.05"
其中:非流动资产处置净损失,,,,,,,"479,688.46",,,,"19,300.02",,"13,492.33",,"397,764.70",,326.92,,"816,142.96",,"209,893.43",,"1,189,884.12",,,,"67,582.81",,,,"183,823.55",,,,,,
