科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"40,140,346.51","35,767,945.59","55,871,557.21","34,401,412.80","49,167,242.25","65,143,768.07","13,969,352.39","29,235,871.42","46,655,268.36","67,654,176.48","27,286,817.13","50,039,460.18","73,824,140.65","100,519,329.04","42,185,186.90","77,532,340.07","112,553,777.49","147,535,113.42","49,796,179.39","89,350,887.43","126,547,972.44","185,438,143.84","47,908,055.45","102,834,962.63","146,609,376.09","191,745,152.90","44,425,845.06","88,885,623.03","131,109,677.36","173,352,935.65","42,806,266.59","86,716,639.38"
取得借款收到的现金,,"69,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","30,000,000.00","77,500,000.00","77,500,000.00","107,500,000.00",,,"110,000,000.00","110,000,000.00",,,,"50,000,000.00",,"82,000,000.00","82,000,000.00","232,000,000.00","100,000,000.00","130,000,000.00","157,000,000.00","183,800,000.00","91,700,000.00","135,700,000.00","175,500,000.00","215,200,000.00","9,800,000.00","84,800,000.00"
支付的各项税费,"18,799,996.46","25,793,446.66","61,533,623.92","17,133,163.10","29,156,252.92","35,158,045.13","9,319,900.83","34,375,590.17","45,527,634.25","62,627,319.45","20,034,571.07","37,769,507.87","53,531,118.55","81,723,278.36","21,452,221.24","52,654,145.33","75,317,974.67","100,083,794.54","23,279,219.40","46,399,515.38","72,627,036.36","100,492,220.25","27,393,800.64","50,934,117.06","77,997,511.31","104,184,874.67","27,866,413.41","56,596,428.20","84,873,830.23","118,957,897.43","58,533,854.22","88,151,716.39"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"91,797,046.44","27,288,937.82","35,355,286.92","21,302,012.41","31,371,157.52","41,373,654.90","11,312,577.95","80,899,247.13","115,956,057.36","158,959,664.30","32,819,506.79","74,302,253.23","111,985,645.18","186,905,366.85","42,266,887.38","103,281,646.88","155,234,499.97","233,966,417.89","62,087,964.01","119,115,201.43","177,797,891.37","246,501,969.07","60,403,330.68","108,915,131.14","183,429,258.93","250,653,131.52","65,253,590.07","134,990,910.29","229,283,561.07","355,696,954.06","130,635,533.46","303,960,972.68"
筹资活动现金流入小计,,"69,000,000.00","40,000,000.00","40,000,000.00","444,430,000.00","444,430,000.00","30,000,000.00","77,500,000.00","77,500,000.00","107,500,000.00",,,"110,000,000.00","110,000,000.00",,,,"63,000,000.00",,"82,000,000.00","282,987,750.00","432,629,756.94","100,000,000.00","131,500,000.00","158,500,000.00","202,300,000.00","91,700,000.00","143,700,000.00","183,500,000.00","216,700,000.00","9,800,000.00","84,800,000.00"
经营活动现金流出小计,"242,731,805.03","223,143,322.90","273,230,603.77","143,597,992.87","256,660,027.69","248,858,521.54","52,353,095.26","182,731,950.56","276,870,595.64","379,514,063.34","100,340,649.92","202,782,179.97","297,633,747.97","471,232,625.14","136,804,285.34","296,921,798.64","435,106,095.71","610,032,540.07","172,399,622.39","326,573,528.83","489,711,826.04","691,264,979.01","166,801,874.99","371,651,085.09","569,748,297.26","746,427,985.19","178,105,171.27","382,152,401.36","618,337,099.93","847,036,921.01","304,627,046.92","553,224,767.08"
偿还债务支付的现金,"3,900,000.00","49,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00","60,000,000.00",,"40,000,000.00","40,000,000.00","70,000,000.00","47,500,000.00","77,500,000.00","77,500,000.00","77,500,000.00","20,000,000.00","58,000,000.00","58,000,000.00","63,000,000.00",,"5,000,000.00","130,000,000.00","180,000,000.00",,"32,000,000.00","117,000,000.00","120,800,000.00","43,000,000.00","93,000,000.00","108,000,000.00","223,000,000.00","30,000,000.00","83,100,000.00"
经营活动产生的现金流量净额,"-39,162,659.51","105,550,375.80","52,032,463.61","10,724,623.84","7,925,435.63","4,750,022.72","6,704,739.95","-13,875,200.89","2,540,416.28","35,051,205.29","16,507,738.52","35,783,133.16","59,069,451.19","80,581,533.24","11,966,386.83","27,558,694.47","58,369,913.38","82,191,777.71","-14,680,394.74","5,859,927.28","18,837,950.92","15,443,108.60","2,340,892.46","-527,335.38","-11,178,875.71","41,650,140.64","2,703,093.08","22,233,705.85","40,571,568.53","40,103,878.52","5,372,758.75","16,766,315.89"
分配股利、利润或偿还利息支付的现金,"4,069,265.35","23,755,633.34","20,908,540.01","2,273,416.88","3,286,838.64","4,077,447.12","1,231,368.48","13,247,403.16","14,739,623.26","16,189,058.63","1,255,442.14","1,681,042.14","13,745,899.34","30,418,631.91","6,214,625.00","21,191,934.67","22,654,334.15","25,859,731.25","2,034,236.22","17,343,132.37","24,392,707.03","25,597,327.56","3,645,687.92","7,456,228.79","19,458,631.75","24,078,874.46","7,419,373.73","21,570,202.10","29,253,631.62","32,813,230.65","4,232,976.04","17,924,403.34"
收回投资收到的现金,"48,599,161.60",,,,,,,,,,,,,"30,000,000.00","15,378,876.29","15,378,876.29","60,378,876.29","102,178,876.29","32,960,000.00","57,960,000.00","57,960,000.00","57,960,000.00",,,,,,"7,350,000.00","44,350,000.00","38,000,000.00","1,306,840.00",
支付其他与筹资活动有关的现金,,,,,"6,977,714.81","6,977,714.81",,,,,,,,,,,,,,"613,207.54","6,981,264.60","2,018,057.08",,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","6,325,190.13",,
取得投资收益收到的现金,,,,,,,,,,,,,,"2,364,591.65",,,"470,628.71","3,075,697.21","134,525.80","327,386.02","327,386.02","3,267,386.02",,,"2,940,000.00","2,940,000.00",,,"214,085.57","214,085.57",,
筹资活动现金流出小计,"7,969,265.35","72,755,633.34","60,908,540.01","42,273,416.88","70,264,553.45","71,055,161.93","1,231,368.48","53,247,403.16","54,739,623.26","86,189,058.63","48,755,442.14","79,181,042.14","91,245,899.34","107,918,631.91","26,214,625.00","79,191,934.67","80,654,334.15","88,859,731.25","2,034,236.22","22,956,339.91","161,373,971.63","207,615,384.64","3,645,687.92","39,456,228.79","136,458,631.75","145,878,874.46","51,419,373.73","115,570,202.10","138,253,631.62","262,138,420.78","34,232,976.04","101,024,403.34"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,030,000.00",,"1,444,250.00",,,,,,,,"21,204,100.00","51,324,700.00","51,324,700.00","21,507,164.30","19,000.00","58,992,516.15","59,414,355.48","75,335,469.79","2,653,613.17","29,705,845.37","30,176,834.32","38,191,059.58",288.89,"3,424,965.94","11,089,742.89","17,770,154.11","8,500.00","1,961,953.18","3,525,424.95","32,219,622.96","73,400.00","950,993.00"
筹资活动产生的现金流量净额,"-7,969,265.35","-3,755,633.34","-20,908,540.01","-2,273,416.88","374,165,446.55","373,374,838.07","28,768,631.52","24,252,596.84","22,760,376.74","21,310,941.37","-48,755,442.14","-79,181,042.14","18,754,100.66","2,081,368.09","-26,214,625.00","-79,191,934.67","-80,654,334.15","-25,859,731.25","-2,034,236.22","59,043,660.09","121,613,778.37","225,014,372.30","96,354,312.08","92,043,771.21","22,041,368.25","56,421,125.54","40,280,626.27","28,129,797.90","45,246,368.38","-45,438,420.78","-24,432,976.04","-16,224,403.34"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,"20,779,182.53",,,,,,,,,,,,,,,,"4,537,522.98",,,,"7,350,000.00",,"1,276,481.88"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,"1,493.52","26,918.56","51,454.43","-11,261.40","-170,745.94","-165,901.92",,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"1,719,813.56","1,719,813.56",,,,,,,,"100,000,000.00","102,131,500.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"52,629,161.60",,"1,444,250.00",,,,,,,"20,779,182.53","21,204,100.00","51,324,700.00","51,324,700.00","53,871,755.95","15,397,876.29","74,371,392.44","120,263,860.48","180,590,043.29","35,748,138.97","89,713,044.95","90,184,033.90","99,418,445.60",288.89,"3,424,965.94","14,029,742.89","25,247,677.09","8,500.00","9,311,953.18","148,089,510.52","179,915,208.53","1,380,240.00","2,227,474.88"
五、现金及现金等价物净增加额,"4,614,938.89","89,468,520.99","-15,208,986.39","-17,036,831.07","350,229,388.56","312,092,688.00","-134,185,046.97","-123,363,146.26","-130,587,363.66","-92,538,609.85","-26,288,313.27","-39,341,250.13","-132,650,959.48","-191,596,131.53","-1,094,993.37","-20,030,431.17","19,528,051.64","25,845,139.41","-44,668,810.12","-40,306,719.33","8,374,141.47","81,573,526.97","24,462,628.73","-1,205,654.12","-77,712,431.85","-57,633,807.76","-43,375,184.48","-44,079,776.81","47,501,831.36","-9,724,726.40","-32,932,820.68","-34,393,007.42"
购建固定资产、无形资产和其他长期资产支付的现金,"882,297.85","12,326,221.47","47,777,159.99","25,488,038.03","31,861,493.62","66,032,172.79","4,658,418.44","9,439,088.58","31,586,703.05","45,378,849.03","15,244,709.65","37,268,041.15","54,599,211.33","57,911,260.75","2,244,631.49","17,768,583.41","33,451,388.07","34,199,662.45","3,502,318.13","11,922,515.65","18,720,985.72","35,684,830.06","14,322,864.70","22,225,047.21","28,708,083.64","50,780,703.26","16,356,142.43","33,584,487.80","107,859,962.30","101,071,026.30","15,252,843.39","23,214,394.85"
期初现金及现金等价物余额,"1,634,447.01","6,249,385.90","95,717,906.89","80,508,920.50","80,508,920.50","80,508,920.50","392,601,608.50","392,601,608.50","392,601,608.50","392,601,608.50","300,062,998.65","300,062,998.65","300,062,998.65","300,062,998.65","108,466,867.12","108,466,867.12","108,466,867.12","108,466,867.12","134,312,006.53","134,312,006.53","134,312,006.53","134,312,006.53","215,885,533.50","215,885,533.50","215,885,533.50","215,885,533.50","158,251,725.74","158,251,725.74","158,251,725.74","158,251,725.74","148,606,999.34","148,526,999.34"
投资支付的现金,,,,,,,,,,,,"10,000,000.00","207,200,000.00",,,"25,000,000.00","45,000,000.00","106,760,000.00","60,200,000.00","183,000,836.00","203,540,636.00","217,050,000.00","59,910,000.00","10,000,000.00","41,350,000.00","67,650,000.00",,,,,,"13,948,000.00"
期末现金及现金等价物余额,"6,249,385.90","95,717,906.89","80,508,920.50","63,472,089.43","430,738,309.06","392,601,608.50","258,416,561.53","269,238,462.24","262,014,244.84","300,062,998.65","273,774,685.38","260,721,748.52","167,412,039.17","108,466,867.12","107,371,873.75","88,436,435.95","127,994,918.76","134,312,006.53","89,643,196.41","94,005,287.20","142,686,148.00","215,885,533.50","240,348,162.23","214,679,879.38","138,173,101.65","158,251,725.74","114,876,541.26","114,171,948.93","205,753,557.10","148,526,999.34","115,674,178.66","114,133,991.92"
