科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"3,199,613,587.53","7,360,342,193.46","11,690,764,291.66","16,281,018,555.22","5,775,849,093.72","12,757,520,837.15","18,915,370,437.19","22,061,382,902.23","3,428,902,796.89","7,401,052,482.61","11,638,861,686.37","15,711,241,779.72","4,727,857,280.10","9,709,376,124.54","14,217,037,559.67","19,410,396,965.26","6,027,200,448.88","11,929,855,974.30","17,278,105,310.92","22,326,442,996.97","4,975,494,056.02","9,094,015,959.79","13,301,394,453.94","17,133,457,553.50","4,314,842,189.84","8,138,340,563.71","12,708,439,234.51","17,183,465,800.06","4,031,692,382.18","7,842,570,194.09","11,498,137,329.38","14,449,052,796.82","2,955,674,370.95","5,435,071,321.79","7,290,606,019.32","8,350,293,920.48","4,353,413,678.11","9,353,028,161.32","14,018,616,433.10","19,660,287,053.29","6,325,778,781.76","12,779,069,290.64","20,454,313,406.72","27,855,812,859.15","6,541,591,098.07","13,176,371,054.06","19,745,987,523.65","26,449,774,549.29","6,520,663,587.87"
二、营业利润,"115,800,483.00","295,049,626.38","462,567,204.63","557,599,215.67","169,826,929.51","428,414,083.70","544,033,725.12","42,680,670.58","20,748,234.54","48,343,791.85","159,551,938.42","203,714,066.00","144,722,888.25","233,396,691.81","283,671,145.18","479,444,673.57","173,246,625.97","294,340,806.16","421,469,438.97","417,872,217.89","28,353,351.38","-68,843,086.68","-274,346,549.55","-327,850,621.87","37,030,403.54","-50,708,912.52","-6,336,751.90","66,148,162.81","-4,984,247.83","25,879,635.41","30,606,609.16","-43,294,886.12","-51,850,287.01","-275,723,176.09","-389,645,835.50","-1,079,514,820.03","111,516,764.37","337,467,637.61","522,814,079.27","757,005,345.96","213,602,789.02","337,367,917.07","1,168,464,911.57","2,216,250,321.41","682,329,722.83","1,563,673,958.95","2,185,931,980.76","2,682,158,599.44","564,333,731.11"
减:营业成本,"3,007,656,843.06","6,792,056,610.83","10,822,734,300.34","15,236,999,908.87","5,406,209,236.62","11,948,574,748.82","17,779,462,494.48","21,208,423,052.72","3,302,234,244.68","7,149,670,672.98","11,147,494,695.00","15,012,527,357.24","4,453,664,950.61","9,237,843,283.54","13,607,931,800.22","18,343,781,977.10","5,695,672,865.59","11,345,375,451.05","16,463,047,547.52","21,206,433,756.06","4,810,918,986.49","8,889,146,540.40","13,200,464,077.12","16,816,312,955.20","4,146,397,764.19","7,917,005,519.69","12,368,668,451.07","16,643,562,920.92","3,908,007,969.95","7,535,833,922.09","11,052,773,271.02","13,906,525,290.60","2,894,136,373.22","5,456,832,241.17","7,341,721,479.12","8,931,356,619.14","3,999,422,011.81","8,508,746,150.62","12,805,192,345.57","17,919,855,099.58","5,849,772,541.30","12,009,247,764.50","18,645,669,026.77","24,860,122,785.15","5,688,087,473.04","11,308,338,678.53","17,076,591,901.10","23,097,939,538.82","5,882,096,239.35"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"16,006,292.39","36,466,019.39","54,412,506.59","70,839,360.44","23,966,783.07","59,318,493.31","71,529,354.51","77,156,943.30","9,123,443.49","27,117,890.68","43,027,149.13","46,734,315.40","19,741,176.49","29,459,695.31","31,019,094.62","40,510,540.79","19,120,363.17","28,132,671.79","38,178,942.59","50,451,881.47","8,744,033.61","14,592,581.55","25,007,696.10","27,579,575.17","8,927,044.55","17,775,007.15","27,451,429.70","30,380,885.70","8,306,379.17","20,232,759.50","26,520,176.97","31,392,356.16","9,165,073.93","17,372,741.44","20,444,396.58","24,329,782.99","13,031,536.38","36,696,197.23","45,864,813.20","94,746,640.46","36,103,074.49","57,236,485.62","95,948,411.52","137,926,152.48","56,585,919.18","100,244,212.62","144,149,295.84","181,195,353.26","25,969,108.10"
营业外收入,"24,088.00","90,483.00","525,553.00","5,609,970.30","3,600.00","18,100.00","27,600.00","12,368,340.77","158,500.00","1,806,173.05","1,800,403.82","13,986,845.48","5,235.00","1,589,878.26","3,592,578.26","5,214,220.17","664,971.92","2,070,469.22","2,077,047.02","7,055,346.13","100,400.00","1,513,638.00","1,624,455.17","3,428,484.91","20,235.00","222,435.00","4,231,219.00","8,389,531.60","160,631.62","3,936,149.95","3,941,869.95","90,394,352.63",400.60,"141,847.93","1,999,569.39","9,476,272.49","14,036,206.26","24,484,013.41","43,361,024.02","63,788,827.33","6,232,100.56","40,633,280.27","65,809,865.97","1,995,030.63","24,550.00","5,432,832.78","10,894,656.37","13,353,671.19","11,288,004.09"
销售费用,"2,715,000.72","6,112,137.67","9,366,687.31","12,254,089.28","3,233,581.07","6,563,232.40","9,912,178.49","14,447,836.72","2,536,991.87","4,670,153.34","6,905,996.43","9,577,154.24","1,761,243.67","3,776,831.28","5,933,143.41","8,851,373.12","1,657,924.82","3,831,594.70","5,961,579.51","9,004,838.33","2,286,359.90","4,674,507.05","7,472,773.81","10,230,009.90","2,531,438.76","4,641,418.02","6,674,765.03","9,329,411.83","2,393,126.09","5,020,849.76","7,363,373.72","9,930,617.16","2,640,608.61","5,784,848.87","8,410,534.94","10,730,039.88","2,768,912.90","6,469,895.32","9,272,534.09","15,783,746.12","3,781,256.68","7,013,747.66","11,391,265.47","18,594,986.19","4,598,188.84","11,655,578.06","16,748,087.53","27,406,905.95","7,098,726.40"
减:营业外支出,"4,530,469.34","5,761,921.44","5,889,881.59","43,513,727.26","184,353.78","11,007,708.25","6,669,713.32","711,605.12","121,064.73","1,573,997.49","1,973,381.38","1,140,416.56","79,415.74","4,566,221.42","5,097,186.40","8,138,627.30","470,234.14","2,014,909.89","2,323,858.34","733,446.29","1,016,288.98","2,791,214.90","2,409,565.13","513,413.22","37,474.10","1,669,360.65","1,780,321.22","3,778,112.26","84,712.39","1,739,052.09","781,030.48","3,048,664.66","14,546.21","2,843,762.09","1,746,847.04","3,768,384.78","4,756,966.76","9,002,615.13","13,495,949.99","38,798,733.89","332,945.64","1,682,625.83","1,164,084.61","8,441,917.05","2,395.27","122,558.38","16,787,394.09","33,067,399.57","57,808.37"
管理费用,"29,105,130.52","168,639,140.05","248,043,618.45","251,991,688.51","106,061,591.36","203,792,484.17","346,843,347.12","482,498,189.11","78,260,231.52","134,770,555.25","224,920,931.80","368,020,811.55","75,598,892.39","149,407,699.81","205,387,690.24","413,440,893.69","104,732,471.25","177,111,754.48","243,409,368.24","450,024,139.63","70,335,463.02","150,297,975.04","202,384,394.98","411,743,780.16","78,200,583.53","167,208,273.86","232,717,450.54","368,858,677.64","77,370,853.74","170,420,146.30","247,316,546.95","374,270,851.99","75,393,233.34","146,643,183.45","196,642,525.02","276,780,089.70","152,252,379.66","343,481,277.31","493,762,419.35","656,191,857.92","163,111,187.56","310,667,759.99","477,344,928.69","663,941,564.63","162,424,849.72","324,596,586.91","310,117,035.63","415,747,161.03","93,782,497.27"
其中:非流动资产处置净损失,,,,"34,835,179.78",,,,"35,505.92",,,,"371,308.49",,,,"312,201.22",,,,"35,072.08",,,,"8,025.00",,,,"8,676.72",,,,"101,266.99",,,,"211,343.16",,,,"24,649,286.60",,,,,,,,,
