科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"295,113,004.95","404,929,620.99","668,746,895.04","2,765,834,893.49","2,065,888,723.79","1,840,161,007.93","1,235,271,087.41","1,201,862,127.01","298,749,317.94","768,531,717.02","1,410,788,884.96","511,829,531.03","633,755,396.69","785,504,154.40","1,064,264,394.53","432,094,994.12","741,537,769.01","606,125,172.56","613,967,121.99","873,565,083.95","1,556,445,428.39","1,417,940,288.37","1,867,883,943.39","2,841,582,272.38","2,686,903,902.55","1,700,427,283.02","2,236,077,590.66","1,640,143,159.54","982,290,424.26","3,255,104,591.57","1,167,323,236.59","2,776,736,579.57"
短期借款,"733,530,338.16","720,448,127.75","1,192,534,574.61","534,486,520.35","1,424,164,531.11","1,899,016,120.51","2,335,400,714.91","2,456,324,452.86","2,707,310,550.61","3,233,901,157.99","3,616,911,015.01","2,236,406,262.43","3,117,868,815.20","4,179,205,298.67","4,365,979,790.72","2,750,084,695.06","2,476,222,081.47","2,827,736,145.47","3,654,305,011.46","2,701,798,968.54","2,959,763,951.82","3,796,659,808.00","4,966,372,998.38","3,728,846,473.88","2,516,053,858.00","1,856,139,520.00","3,286,575,193.00","4,202,490,400.00","4,634,446,849.00","5,205,870,360.00","5,807,815,819.84","5,693,246,483.45"
交易性金融资产,,"1,792,216.80","25,548,456.00","9,019,960.00","511,978.00",,"16,998,510.00","901,200.00",,,,"18,126,300.00",,"45,764,945.00","3,031,032.00","8,872,063.20",,,,,,,,,,,,,,"3,855,600.00",,
交易性金融负债,,,,,,"6,106,784.33","3,567,152.71",,,,,,,,,,,,,,,,,,,,,,,"16,172,908.90","9,220,368.90","591,167.35"
应收票据,"123,711,833.96","211,137,188.44","456,060,717.99","772,308,298.69","1,157,939,778.23","1,532,174,363.95","1,116,513,192.14","692,959,397.25","1,033,150,289.65","1,507,827,046.97","1,384,452,673.02","1,599,201,364.16","2,132,356,380.66","2,527,030,481.79","2,359,419,740.58","1,569,576,650.87","838,382,317.24","453,849,179.78","568,714,895.63","466,838,001.20","215,626,044.07","147,894,675.15","255,437,473.17","264,251,297.31","218,147,701.03","294,191,406.88","448,014,680.72","706,501,838.70","354,929,780.43","356,976,556.97","719,008,217.94","879,308,016.20"
应付票据,"349,660,000.00","574,000,000.00","210,000,000.00","370,000,000.00","190,000,000.00","230,000,000.00","188,000,000.00","283,000,000.00","305,000,000.00","260,000,000.00","500,000,000.00","525,000,000.00","490,000,000.00","180,000,000.00","100,000,000.00","100,000,000.00","640,000,000.00","350,000,000.00","566,000,000.00","999,000,000.00","1,314,000,000.00","843,700,000.00","1,099,930,000.00","1,164,935,000.00","1,530,255,000.00","1,658,050,000.00","2,095,100,000.00","1,988,050,000.00","2,000,700,000.00","2,303,150,000.00","2,229,850,000.00","1,491,250,000.00"
应收账款,"56,293,832.51","74,220,421.52","65,129,980.82","60,841,680.11","52,155,490.57","96,035,106.05","134,938,653.95","150,625,024.77","72,531,195.10","60,621,513.53","53,608,375.95","46,421,090.38","118,071,099.48","156,604,034.06","122,298,874.39","129,100,636.20","101,219,127.33","206,263,244.15","120,246,274.46","169,895,299.49","134,690,044.25","170,355,662.66","330,120,061.54","488,321,129.05","311,642,326.38","622,187,841.65","500,519,328.94","537,232,618.87","213,643,165.27","409,942,620.03","243,108,140.95","298,706,417.00"
应付账款,"414,732,186.37","759,024,518.56","865,839,449.36","1,082,546,263.82","1,201,426,319.09","1,522,578,801.70","1,705,715,371.17","1,742,445,764.34","1,776,524,696.12","2,108,721,547.04","2,032,077,357.08","2,051,540,007.72","2,424,430,769.04","2,260,445,359.49","2,863,265,162.00","3,042,237,131.54","3,110,029,957.62","1,944,075,548.59","1,601,616,583.34","1,829,004,216.95","1,687,410,514.17","1,501,994,863.39","1,173,883,810.70","1,007,906,552.67","1,001,295,471.33","1,575,174,511.69","1,591,840,609.59","1,440,883,144.27","1,825,637,992.00","2,298,728,687.91","2,467,062,480.99","3,484,878,767.68"
预付款项,"334,734,803.06","118,909,265.86","666,043,230.28","1,035,159,524.14","1,985,840,388.00","809,210,118.20","1,074,721,874.50","1,051,947,335.06","1,230,308,830.00","359,834,728.88","418,042,322.33","425,669,402.12","688,512,748.53","193,477,320.95","447,730,849.23","456,452,501.19","553,151,774.26","319,150,261.44","315,982,295.66","533,057,697.33","353,123,976.24","144,798,480.78","352,699,143.36","176,562,430.52","456,428,251.84","233,890,619.82","439,453,488.05","387,903,740.43","717,155,544.90","515,871,482.56","836,805,658.62","565,618,061.50"
预收款项,"52,503,458.08","42,379,833.36","76,591,728.48","86,634,941.95","92,451,351.65","78,722,110.25","83,810,218.48","170,942,556.16","104,544,192.43","90,192,451.03","90,259,445.87","94,780,297.73","195,892,392.07","117,353,855.81","162,909,469.36","59,567,376.81","157,977,295.03","105,826,304.72","79,880,927.04","198,711,784.26","130,695,946.13","83,860,039.13","80,794,006.13","77,960,539.91","133,388,912.22","161,568,796.64","130,600,923.13","211,083,835.86","263,405,642.69","162,161,367.53","185,210,050.44","442,875,423.84"
