科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"401,393,273.41","903,855,155.62","1,384,043,362.83","1,888,886,858.73","443,175,171.22","948,959,160.59","1,614,019,781.67","2,078,052,997.35","387,002,822.04","832,798,571.42","1,358,148,101.79","1,851,234,345.46","478,576,142.04","968,655,998.99","1,504,557,360.25","2,060,847,876.68","513,218,070.62","978,372,120.50","1,483,101,015.54","1,963,123,263.22","421,138,059.53","851,108,704.17","1,336,637,802.61","1,745,421,579.59","329,934,699.19","680,339,968.51","1,051,944,442.49","1,401,501,128.46","192,241,470.38","373,674,809.11","554,186,088.71","739,625,931.02","249,141,962.36","494,762,102.93","880,965,790.31","1,656,993,467.67","596,205,923.81","1,414,122,483.10","2,855,262,562.67","4,114,202,062.62","1,031,888,196.53","2,274,554,895.34","2,961,030,965.37","2,845,811,907.70","46,841,441.42"
二、营业利润,"-35,620,586.49","-48,675,316.33","-67,486,015.14","-154,370,782.41","-15,554,356.80","200,530,475.15","155,081,686.89","32,043,645.84","-36,137,842.64","-67,161,838.57","-104,189,013.54","-255,482,997.24","-45,395,640.06","-86,721,286.72","-104,895,276.88","-285,527,070.54","32,000,059.64","18,020,915.09","-21,839,405.84","-60,288,252.51","-53,621,753.14","-131,611,031.16","-195,168,066.77","-588,152,334.10","-58,869,262.08","-93,204,248.28","-122,513,595.68","-762,089,753.02","34,332,671.85","33,213,951.22","30,841,025.99","31,058,617.68","64,821,563.27","106,127,749.91","198,612,345.33","385,754,571.60","130,170,675.71","340,830,197.67","639,324,307.17","779,293,417.14","159,627,214.73","353,950,706.90","332,487,063.24","-7,820,750,618.17","-119,151,165.90"
减:营业成本,"367,272,592.71","809,908,800.62","1,232,692,520.94","1,667,299,045.36","379,401,503.16","810,539,155.30","1,443,315,214.56","1,886,112,192.50","346,049,799.77","759,618,251.44","1,259,939,628.64","1,728,809,940.65","455,818,612.19","917,638,998.39","1,391,407,841.45","1,794,382,741.53","415,155,683.52","828,622,829.63","1,298,051,944.80","1,743,954,664.58","403,543,767.82","837,186,593.15","1,329,513,443.36","1,735,387,563.92","318,432,311.82","649,357,140.31","1,005,802,628.92","1,345,157,938.92","169,501,979.20","325,234,813.88","483,177,735.03","635,508,603.74","132,901,032.39","284,719,244.47","498,656,782.08","959,929,247.00","364,062,704.71","769,407,128.77","1,707,878,715.49","2,437,268,104.94","618,436,047.21","1,345,285,793.22","1,789,088,978.49","1,755,073,433.60","78,706,684.12"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"451,586.37","1,078,884.12","1,541,960.68","2,176,107.05","373,645.22","913,994.09","1,396,932.89","3,412,578.80","495,955.44","883,869.71","1,504,109.15","2,405,398.44","386,436.81","938,518.88","1,597,378.91","3,469,308.00","1,629,312.93","2,717,259.80","4,658,233.00","7,712,214.95","320,861.11","1,528,093.91","2,657,844.44","3,863,020.58","1,248,384.36","2,624,934.81","3,520,488.29","4,758,994.11","562,374.62","1,895,282.08","2,383,657.97","3,930,574.04","1,817,939.73","2,998,517.91","6,305,570.78","11,442,133.42","3,017,038.76","10,065,341.48","21,327,510.43","38,293,389.39","8,111,206.28","18,266,101.92","24,572,945.36","25,602,778.47","284,825.09"
营业外收入,"232,398.87","1,447,375.16","1,953,743.27","2,271,680.30","148,162.54","3,481,916.98","3,751,913.64","3,971,433.57","752,946.65","839,045.21","1,050,471.56","2,757,335.08","5,747,402.38","5,876,268.58","7,518,203.99","8,300,317.38","253,200.39","398,939.04","1,571,759.94","84,182,198.03","104,804.22","1,791,029.93","1,948,394.74","2,472,824.72","105,624.14","285,401.63","1,300,526.26","1,076,869,191.69","335,493.39","1,232,296.00","1,391,974.75","10,682,195.04","7,173,455.98","11,886,268.55","24,947,258.41","46,086,678.10","21,186,309.54","52,506,267.79","55,849,124.56","94,862,356.10","19,655,501.86","17,920,085.94","35,100,158.18","5,758,799.53","119,440.14"
销售费用,"16,517,569.97","31,822,597.68","45,213,654.12","59,938,554.54","13,122,733.50","26,011,790.37","37,575,943.21","50,909,428.73","12,732,181.03","20,902,978.80","30,152,270.69","41,122,639.11","12,058,016.87","21,879,653.73","32,623,591.70","46,332,594.83","8,767,264.56","17,598,128.28","27,810,151.29","35,972,424.50","12,491,611.04","21,182,492.84","30,237,695.02","43,658,173.04","7,940,730.53","15,733,690.11","25,150,448.68","35,128,383.67","6,039,194.93","11,578,931.92","17,011,095.39","26,397,921.31","11,167,135.26","26,350,039.08","46,395,577.41","79,865,451.38","14,910,514.53","55,493,329.71","98,272,772.38","145,075,693.20","32,182,598.52","72,498,471.20","100,734,626.47","117,437,699.55","7,899,232.06"
减:营业外支出,"19,978.01","113,652.36","525,052.81","3,309,190.05","127,720.94","13,740,940.27","14,126,242.89","22,295,950.77","935,850.12","1,025,993.68","1,234,136.05","10,282,170.72","163,931.43","263,082.82","434,747.52","1,062,389.59","287,159.44","75,284.40","159,801.80","409,629.36","1,814.70","91,649.74","144,678.82","278,260.86","98,446.91","151,247.52","690,907.11","1,476,626.38","111,850.30","354,141.33","681,611.49","11,438,342.90",,329.65,"17,511.18","137,511.18","3,564.68","1,792,275.24","1,979,875.65","4,044,414.26","228,415.65","494,103.34","1,681,904.68","16,695,046.75",500.01
管理费用,"17,454,195.53","30,755,292.90","44,842,046.32","85,466,842.30","18,064,187.62","36,418,154.79","51,796,082.82","90,657,842.10","25,748,502.64","41,285,764.41","62,188,107.57","76,035,244.71","24,031,580.97","48,338,554.41","81,116,250.65","129,449,781.60","26,874,337.68","51,701,439.72","81,439,298.52","102,971,374.87","26,861,607.60","54,698,235.90","84,976,818.27","119,849,728.70","29,729,811.93","60,351,877.03","91,958,859.09","147,156,124.47","17,886,069.06","33,889,910.08","50,680,836.64","74,308,848.57","28,541,911.81","54,795,039.54","95,791,400.01","172,215,044.94","68,467,079.78","191,187,631.83","307,793,801.87","517,688,855.72","119,325,308.01","312,043,347.57","488,625,734.21","716,799,815.09","64,756,553.52"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"211,405.69",,,,"17,545.94",,"9,979.41","9,979.41","59,795.99",,,,"3,232.51",,"67,922.15","79,236.51","10,384,185.98",,,,,,"1,788,400.17","1,788,400.17","1,852,965.84","112,981.09","179,481.98","820,853.67",,
