科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"484,434,811.08","660,666,185.41","954,256,460.88","628,631,410.85","932,421,438.46","1,338,992,149.41","353,229,722.30","831,831,328.33","1,308,078,481.63","1,861,610,592.14","543,948,754.79","1,320,141,878.32","2,107,119,349.31","2,803,745,255.83","539,909,092.04","1,312,880,351.74","2,074,030,846.06","2,821,597,562.26","602,570,008.72","1,443,818,868.68","2,143,528,205.20","3,031,151,886.77","627,819,229.20","1,491,763,534.52","2,234,603,219.93","3,122,327,349.02","980,596,178.08","2,070,273,501.36","3,102,767,151.07","4,143,452,587.77","889,485,111.70","2,039,903,376.67","3,157,798,202.95","4,232,184,455.09","1,089,857,618.01","2,333,021,433.35"
二、营业利润,"15,236,154.91","61,449,468.01","101,368,213.31","79,258,108.04","110,834,491.61","163,479,183.46","48,547,452.14","105,133,037.37","131,701,392.05","181,392,098.15","23,897,189.38","73,087,277.57","131,376,869.64","210,095,434.50","39,355,401.73","120,534,189.85","171,759,236.80","256,097,873.13","27,163,596.40","121,425,283.58","151,224,432.62","216,840,046.74","33,423,732.52","100,265,900.71","118,806,318.59","239,959,881.55","122,798,640.96","321,458,846.73","479,324,420.00","651,902,317.23","108,570,101.71","333,420,737.14","500,365,512.03","697,250,540.89","179,035,830.22","403,485,539.48"
减:营业成本,"412,292,459.58","530,573,267.84","764,155,198.94","483,112,221.41","716,972,405.44","1,023,533,439.24","262,163,325.69","629,338,299.04","1,014,012,446.42","1,456,957,507.33","441,771,964.27","1,086,209,992.26","1,700,311,663.43","2,237,723,060.50","413,772,329.07","1,001,922,086.20","1,595,580,780.91","2,155,528,457.95","477,558,912.61","1,123,349,526.00","1,679,875,669.81","2,367,320,754.80","486,494,217.20","1,171,626,183.61","1,769,687,685.73","2,416,059,103.12","693,564,506.73","1,458,711,079.09","2,168,724,808.84","2,912,346,579.02","629,214,384.70","1,443,073,574.68","2,243,796,741.53","2,928,223,088.26","787,351,193.02","1,659,774,425.87"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,886,300.59","1,549,585.91","1,079,293.58","829,950.44","1,301,214.94","2,304,520.56","760,130.48","1,808,219.74","3,263,397.30","5,118,726.42","538,266.16","2,087,339.45","3,983,768.84","5,455,608.38","273,165.71","946,273.66","2,461,016.00","5,154,164.84","1,250,302.22","4,284,943.78","7,214,811.66","11,150,850.73","1,531,912.77","7,509,286.90","11,506,004.18","19,211,241.45","5,083,721.27","12,037,625.95","19,372,269.37","34,822,446.29","4,117,841.38","14,865,427.54","23,188,677.37","32,772,936.13","9,525,721.17","18,141,959.90"
营业外收入,"13,529,348.13","1,043,535.00","735,381.66","1,347,089.45","1,564,822.68","7,715,853.34","874,330.00","3,957,268.46","5,083,018.46","13,796,268.46","7,386,281.16","8,022,531.16","8,568,941.16","10,003,963.39","4,642,267.14","7,963,875.55","8,533,326.98","12,654,702.74","10,098,868.21","12,540,708.81","13,926,631.80","15,372,211.24","2,051,228.62","8,430,885.20","8,678,853.10","15,188,703.09","2,124,325.02","8,657,951.71","14,139,035.59","19,210,485.59","8,057,856.55","10,186,882.48","15,695,559.19","2,735,659.36","606,272.35","942,417.48"
销售费用,"20,892,506.48","27,827,030.27","44,857,318.03","28,545,074.00","43,301,293.66","66,242,494.73","12,370,012.36","30,742,292.35","49,028,358.72","74,758,757.57","25,472,337.69","47,900,456.41","83,146,587.58","111,547,741.65","17,355,466.56","43,426,638.73","67,011,762.01","94,091,694.26","17,422,403.69","40,909,592.16","70,777,524.28","107,995,920.99","26,132,076.34","55,778,263.73","91,205,271.99","126,305,990.27","40,148,528.46","83,438,761.88","122,957,251.08","170,343,505.31","45,002,122.39","92,433,692.39","134,004,361.23","191,217,903.99","43,528,292.53","99,798,273.64"
减:营业外支出,"4,314,849.21","112,492.54","1,366,326.87","828,400.00","841,986.38","846,136.38","3,080,900.00","3,183,290.00","3,283,855.85","5,053,218.52","3,567,651.46","3,674,988.22","7,882,311.98","7,657,569.52","3,260,000.00","5,804,801.71","6,359,003.07","7,715,074.83","7,944,447.08","8,450,074.08","8,813,862.30","12,101,762.64","167,889.08","328,417.24","655,031.89","644,689.37","6,028,835.60","7,723,204.35","9,529,780.20","10,004,978.47","6,161,176.99","6,348,461.74","6,746,539.44","7,060,777.05","5,086,166.73","7,303,362.04"
管理费用,"21,012,944.73","14,742,969.39","25,999,579.29","20,332,325.70","31,331,265.65","50,634,578.67","16,043,358.70","45,032,765.33","76,535,705.17","110,707,416.34","33,785,919.54","72,103,965.56","127,700,351.20","174,898,389.47","41,355,994.43","91,289,469.93","145,804,617.34","191,741,516.86","44,493,956.11","96,906,144.25","144,020,559.06","205,945,390.22","50,591,118.24","108,453,399.31","173,521,664.25","239,650,771.79","66,486,600.29","146,516,176.69","235,884,811.25","305,632,830.85","70,547,989.78","153,113,979.68","244,283,405.29","342,602,903.40","82,621,713.53","174,806,065.62"
其中:非流动资产处置净损失,"3,226,371.23","112,492.54","1,366,326.87",,,"8,536.38",,,,"153,199.28",,"52,318.52","52,318.52","52,318.52",,"879,544.43","879,544.43","1,207,694.33",,,,8.31,,4.48,"16,664.35","22,166.83",,,98.29,"94,531.12","94,531.12","13,367.36","168,552.44",,,
