科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"36,308,068.15","24,021,038.21","39,234,997.57","219,138,453.05","154,600,183.86","142,663,522.04","112,577,614.00","102,407,025.87","78,951,255.39","79,459,562.03","76,899,006.00","57,333,365.73","91,402,898.64","63,252,471.89","582,298,653.64","545,465,781.49","546,086,264.93","562,321,228.82","573,942,426.63","429,770,542.40","379,722,189.57","388,913,241.27","334,215,703.22","364,997,041.87","360,964,133.26","300,539,907.00","332,910,700.05","368,980,577.44","351,637,535.86","334,461,693.32","339,401,516.37","268,556,968.67","326,138,268.05","149,664,835.44","158,266,273.07","159,631,695.37","116,559,167.52","123,163,503.42"
短期借款,"5,300,000.00","37,100,000.00","69,900,000.00","62,000,000.00","70,000,000.00","70,000,000.00","60,000,000.00","95,000,000.00","105,000,000.00","141,000,000.00","180,518,835.20","219,018,835.20","243,265,835.20","263,289,778.53","290,702,274.17","356,378,592.97","407,243,099.34","500,443,099.34","634,233,739.95","594,669,467.27","576,700,000.00","610,072,645.00","584,643,664.00","604,284,325.00","679,428,826.43","683,377,538.15","183,013,440.00","472,239,130.00","520,847,760.00","508,261,150.00","524,790,000.00","457,000,000.00","466,000,000.00","660,800,000.00","690,800,000.00","568,000,000.00","595,000,000.00","460,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,000,000.00",,"589,466.40",,"1,740,468.94","3,801,980.29","1,781,157.20","868,018.45","3,020,996.24","6,715,746.90","10,016,941.73","6,878,362.34","11,472,190.75","10,012,278.32","17,839,949.65","8,977,760.80","20,414,085.91","34,820,066.67","19,455,739.83","27,382,143.24","19,647,097.54","32,322,027.76","22,190,881.97","27,614,769.71","28,874,119.71","16,037,472.83","11,728,369.85","22,963,908.27","34,203,057.89","36,983,018.29","45,730,114.67","34,335,520.76","72,267,801.02","25,933,311.80","50,696,397.61","36,800,630.32","53,644,721.44","30,224,257.91"
应付票据,"26,870,000.00","20,706,960.00","13,237,374.00","2,950,000.00","7,234,394.10","16,508,577.90","15,799,363.39","19,999,545.65","16,877,257.46","18,368,513.31","20,981,164.31","13,816,823.10","17,194,687.16","23,131,268.28","35,808,282.48","37,980,278.06","33,214,231.21","57,762,056.06","59,409,601.59","46,746,348.40","93,387,643.80","108,697,992.92","85,950,261.79","166,088,761.27","89,341,381.40","18,572,577.75","49,075,322.14","59,096,228.49","58,502,831.39","38,353,590.63","6,057,507.11","21,551.00","21,551.00","81,000,000.00","81,000,000.00","10,000,000.00","10,000,000.00","105,000,000.00"
应收账款,"48,299,874.76","67,935,582.56","84,731,055.40","99,474,487.56","85,506,422.24","88,913,144.87","105,628,610.21","105,777,385.44","105,603,826.79","108,229,353.89","142,863,892.29","138,970,291.76","184,610,105.28","219,854,084.06","284,133,381.49","233,770,342.63","287,298,025.62","295,944,126.37","433,549,195.66","463,011,086.05","479,392,242.04","487,622,562.37","507,788,505.87","535,532,013.75","544,697,396.28","499,166,770.53","469,942,529.47","537,338,857.66","592,093,957.99","534,801,306.91","504,365,551.77","502,371,106.93","470,830,642.81","473,455,756.72","490,702,285.41","523,826,053.27","565,012,318.65","518,043,721.61"
应付账款,"13,602,190.98","8,614,259.13","16,079,835.53","23,370,623.29","18,795,057.21","21,877,425.63","30,307,670.78","25,967,333.73","52,425,722.23","59,080,209.39","116,919,867.15","108,225,245.97","120,017,971.48","142,212,611.58","248,600,967.90","193,026,443.09","188,464,521.54","208,731,410.35","245,016,949.68","302,745,157.54","295,185,285.11","311,596,038.30","301,557,687.02","266,351,076.35","277,896,267.57","288,773,362.25","225,519,432.09","229,778,842.95","213,093,890.28","233,106,607.07","236,014,961.04","228,190,940.53","248,879,826.56","267,696,479.88","314,270,091.50","320,330,486.23","320,949,026.99","311,955,775.74"
预付款项,"9,237,531.31","41,089,979.69","56,041,083.91","50,718,069.30","103,944,364.45","118,187,104.26","99,305,846.74","124,148,727.86","39,051,295.77","49,042,988.75","50,105,107.94","38,396,457.63","56,496,362.90","77,673,423.14","98,773,411.08","141,552,002.42","66,606,312.44","111,758,264.44","59,784,906.65","70,303,163.93","37,468,277.00","54,017,097.62","44,220,543.90","55,002,121.48","39,414,625.58","62,732,306.37","78,127,882.42","103,225,310.92","47,655,011.74","47,111,984.88","45,023,731.09","60,625,337.81","29,038,033.21","57,320,476.06","45,603,342.48","64,543,486.84","41,935,229.06","48,663,317.02"
预收款项,"1,882,547.50","3,656,050.64","3,123,625.63","3,923,884.84","3,352,699.98","5,301,945.75","3,228,996.70","1,328,889.28","3,313,748.55","3,972,946.46","4,173,107.55","5,685,423.33","9,540,321.76","9,317,982.71","10,090,421.29","10,485,226.06","8,635,850.83","10,807,779.21","9,507,495.13","12,749,290.87","9,527,624.97","13,359,481.73","13,831,960.01","9,097,470.71","3,144,851.88","5,784,726.16","5,505,452.71","10,146,920.35","2,187,759.84","2,598,303.63","3,106,369.86","7,697,583.48","13,174,791.25","8,847,526.04","10,889,581.55","12,889,556.51","8,793,479.07","8,905,091.91"
