科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"1,013,645,590.00","2,128,271,804.54","3,438,723,974.20","4,568,693,145.33","709,409,623.60","1,291,508,170.22","1,769,152,667.93","2,024,777,597.20","214,874,843.51","457,779,104.10","880,861,518.21","1,153,681,683.51","285,472,918.96","515,034,143.23","827,745,836.83","1,034,359,431.17","117,417,103.54","215,298,679.57","380,801,116.73","593,858,567.86","193,418,277.86","426,710,181.40","777,775,366.42","1,074,486,095.39","272,381,314.45","625,607,165.43","988,823,980.35","1,336,754,481.56","381,940,717.94","783,574,531.27","1,112,908,219.16","1,602,779,940.77","332,612,473.04","759,260,262.11","1,156,174,719.73","1,911,770,480.81","877,552,961.27","1,812,223,468.11","2,435,328,430.38","3,190,023,343.41","436,190,711.24","810,921,871.56","1,219,684,572.93","1,619,824,840.10"
二、营业利润,"-19,227,700.50","-245,548,046.65","-518,123,603.76","-604,360,369.22","-35,313,572.94","-27,422,434.05","-54,508,286.30","-186,176,990.86","-17,611,237.00","-41,090,205.77","-46,050,862.48","-43,533,269.80","2,710,056.58","4,868,909.51","21,595,680.76","24,592,017.10","17,015,977.03","30,990,965.22","42,936,129.88","52,319,147.19","11,818,715.45","34,663,233.41","51,338,133.93","58,924,441.95","7,085,854.33","15,953,265.59","25,224,927.62","45,587,054.56","13,215,365.05","25,550,078.70","36,412,767.37","62,023,042.25","4,914,947.41","13,051,238.64","20,921,554.43","39,575,037.99","7,568,694.80","9,031,598.36","8,690,849.57","18,157,524.19","-11,766,695.56","-31,553,772.09","-79,862,777.56","-153,896,257.74"
减:营业成本,"938,769,788.66","2,044,365,597.64","3,523,312,360.44","4,508,259,178.50","663,650,096.56","1,147,420,045.94","1,584,920,629.54","1,920,548,237.17","197,047,032.38","420,798,816.69","812,931,914.60","1,083,912,304.18","251,321,709.36","448,195,224.72","734,334,461.12","944,173,595.17","89,938,218.25","164,396,830.16","295,445,581.85","499,056,069.39","154,814,911.87","344,519,670.37","646,323,513.05","930,055,059.85","243,320,367.29","570,320,804.33","907,855,839.66","1,216,587,597.33","338,454,337.04","703,541,798.36","994,347,001.30","1,428,870,525.05","297,801,031.76","691,899,949.86","1,057,151,283.82","1,760,399,611.56","821,012,480.19","1,702,341,938.79","2,286,692,384.62","3,016,052,171.20","405,166,325.94","759,482,935.13","1,174,277,560.14","1,608,428,341.19"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"648,360.82","1,350,429.87","2,898,307.74","4,755,188.19","43,443.90","2,592,049.33","5,023,425.55","6,588,429.13","503,893.02","892,320.76","1,299,275.09","2,277,030.65","248,155.41","569,629.78","1,304,650.98","3,419,732.51","1,101,767.34","2,818,652.11","3,932,871.63","5,404,217.88","1,193,867.71","2,687,891.95","4,342,165.75","6,048,116.33","1,153,428.74","3,073,840.14","4,909,723.41","6,176,950.41","1,053,639.10","3,028,462.14","4,322,203.56","6,030,817.51","839,310.08","2,138,782.43","2,977,964.52","5,006,613.85","1,546,831.93","2,273,877.95","2,622,204.26","7,723,513.90","1,724,640.96","3,466,607.13","5,249,719.88","7,333,765.46"
营业外收入,"1,331,914.87","11,644,827.95","15,416,385.55","38,103,187.70","1,158,037.01","8,671,869.57","10,566,445.95","27,806,069.47","1,097,625.34","4,862,830.51","8,598,675.91","62,624,386.10","2,125,176.10","5,285,684.21","6,008,674.65","20,150,482.34","2,112,500.08","4,492,359.28","5,999,703.84","10,607,931.21","2,924,843.45","6,055,956.54","8,321,104.97","18,053,748.18","3,846,359.43","10,467,303.80","14,524,379.74","24,543,152.80","2,877,503.91","7,357,102.34","11,495,905.37","18,384,586.20","4,581,816.13","8,285,763.05","12,534,867.27","24,321,172.71","3,789,770.76","9,099,024.89","16,660,940.88","20,715,950.15","3,220,946.82","2,623,135.10","7,417,375.26","2,595,876.41"
销售费用,"110,605,735.68","245,278,878.62","350,413,322.09","343,218,447.13","47,353,402.09","92,302,432.88","132,396,485.44","173,965,295.17","6,114,974.53","19,117,560.11","29,346,792.48","33,609,665.52","3,447,756.55","6,552,182.07","9,607,999.86","11,090,457.07","1,536,202.80","2,865,595.86","5,619,807.42","6,295,025.27","2,002,148.23","3,369,367.77","6,901,742.72","9,606,436.29","2,916,902.64","5,619,565.38","7,993,347.27","10,086,359.16","4,035,250.03","6,862,571.66","9,728,900.44","14,286,079.97","2,901,932.30","5,513,850.34","8,545,840.36","13,344,787.10","3,353,524.67","8,715,033.20","17,041,018.09","19,277,451.43","3,625,905.72","7,704,499.04","13,075,197.95","19,660,433.48"
减:营业外支出,"1,817,542.02","6,261,220.84","9,605,482.40","25,324,693.57","867,412.94","6,011,118.12","6,428,383.46","13,902,802.34","249,148.05","2,308,815.77","2,800,077.34","3,374,653.39","193,569.80","457,191.84","1,831,209.67","2,466,095.01","15,286.69","36,417.63","175,962.59","1,205,158.09","20,720.52","69,036.31","85,427.63","400,940.70","35,590.21","80,867.56","325,436.26","670,076.64","1,128,470.06","1,257,163.67","2,091,706.73","2,195,288.80","122,687.43","177,904.99","436,090.70","708,953.01","356,176.56","795,075.49","1,354,499.20","2,311,563.98","76,932.63","104,730.52","194,778.28","1,571,873.93"
管理费用,"23,586,046.93","104,214,709.61","148,138,477.69","143,158,951.47","26,278,225.34","66,999,202.39","103,567,942.80","129,197,683.64","15,619,084.13","40,088,584.68","68,609,143.14","68,294,574.81","16,918,031.30","31,933,113.17","48,273,065.97","59,124,532.48","12,594,477.08","28,942,538.03","50,341,889.05","57,788,905.45","21,968,692.87","44,432,995.16","72,439,383.72","82,763,265.93","17,388,478.39","35,140,834.13","53,010,382.82","77,972,950.79","20,162,413.98","47,975,730.87","73,724,113.28","107,661,339.79","21,302,891.58","49,046,085.96","70,154,009.56","102,943,043.68","28,762,151.87","72,381,316.12","103,455,016.65","117,543,823.99","27,533,919.17","60,105,069.55","96,684,458.57","147,901,319.02"
其中:非流动资产处置净损失,"470,102.82","1,245,996.40","3,408,037.94","9,405,300.96","154,316.78","334,483.67","543,108.48","7,515,565.31","54,975.20","256,288.50","425,135.92","334,153.75","8,732.90","10,264.98","12,307.86","34,085.89","2,657.27","3,307.73","4,108.28","15,348.80","14,091.17","29,501.30","33,896.36","37,959.75","2,817.03","18,636.96","37,023.30","141,663.01","17,294.01","112,577.72","825,592.94","836,589.90","20,245.31","35,377.73","210,277.70","319,959.95","19,552.91","262,753.73","265,411.06","1,160,854.77","43,050.25","51,392.19","52,112.84",
