科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"792,703.50","8,611,887.70","8,631,764.46","13,023,619.80","11,405,477.01","50,879,983.36","36,553,460.49","32,524,824.17","28,082,727.95","42,676,043.24","40,405,370.67","46,653,883.31","52,232,451.16","54,297,225.34","58,291,914.10","52,774,293.81","19,650,034.89","20,412,897.71","18,193,868.50","20,568,345.09","19,903,747.67","28,730,173.32","36,632,167.74","27,708,072.01","38,360,609.81","29,938,322.49","44,182,982.37","29,954,310.94","23,141,910.84","18,549,465.81","15,938,320.66","22,483,298.36","70,878,779.56","33,551,384.55","64,480,585.28","60,245,914.15","1,036,746,729.15","644,482,056.69","384,662,438.99","326,073,512.96","389,401,087.87","414,872,359.08","674,093,578.77","560,326,563.99","583,892,377.65","886,427,627.78","1,010,075,699.95","852,685,423.16","289,436,525.98"
短期借款,,,,,,,,"14,990,000.00","14,990,000.00","14,982,681.56","14,982,681.56","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"59,000,000.00","90,000,000.00","110,000,000.00","102,000,000.00","152,000,000.00","160,000,000.00","230,000,000.00","290,000,000.00","380,000,000.00","530,000,000.00","406,000,000.00","591,680,000.00","1,122,824,657.52","830,100,000.00","1,419,950,000.00","1,313,878,000.00","858,006,146.98"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,"5,850,000.00","200,000.00","400,000.00","4,040,000.00","9,850,000.00","7,500,000.00","4,207,469.60","16,103,000.00","2,700,000.00","1,780,625.70","300,000.00","9,608,102.20","3,116,000.00","3,953,632.00","600,000.00",,,,"2,439,070.00",,"3,500,000.00",,,,"1,000,000.00",,,"2,800,000.00","15,050,000.03","1,850,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00",,"20,000,000.00","5,000,000.00","22,000,000.00","22,000,000.00","21,500,000.00","25,308,000.00","24,108,000.00","20,300,000.00","44,700,000.00","25,700,000.00",,,,,,,,,,,,,,"38,000,000.00",
应收账款,,,"2,981,044.12","149,950.21","4,946,344.68","1,686,331.98","1,347,846.98","1,225,371.75","1,160,021.75","785,591.45","2,511,935.25","906,167.40","596,167.40","833,186.10","829,784.10","1,874,597.87","1,311,557.36","2,136,639.62","2,106,335.10","4,888,471.94","2,846,060.97","6,155,693.33","6,317,666.53","9,826,812.01","20,155,581.45","12,091,997.56","15,071,466.84","15,656,085.96","10,650,955.78","18,287,871.44","15,975,547.74","10,394,678.18","281,922,809.28","302,175,756.95","327,966,022.93","401,431,559.02","306,036,343.30","357,145,991.79","387,033,577.84","519,234,417.53","542,213,546.11","597,839,929.11","721,985,076.66","984,004,089.43","1,000,206,702.85","1,272,449,066.43","1,677,567,310.56","1,981,028,117.55","1,758,833,122.97"
应付账款,,,,,,,,,,,,,,,,,,,,"6,221,859.58","4,454,617.23","2,252,189.75",,"10,767,102.98","3,300,140.32","205,352.50","4,096,276.61","1,333,848.74","10,312,817.63","1,685,008.13","4,070,097.35","5,135,775.80","79,483,528.05","73,566,170.27","62,376,217.21","55,912,885.81","55,896,331.16","68,809,662.68","80,516,546.42","116,087,610.22","108,962,733.98","118,865,643.20","154,750,348.08","141,713,952.07","129,029,230.40","110,809,983.14",,"451,083,931.09",
预付款项,,,,"39,405,000.00","39,405,000.00",,,,,,,,,,,,,,,"14,612,170.83","10,122,408.95","4,783,323.20","19,295,606.14","10,908,880.61","10,023,569.81","5,484,750.41","10,053,121.27","22,928,577.37","36,994,055.56","6,939,021.14","1,720,492.69","4,918,093.62","46,376,345.44","44,189,010.12","69,747,689.34","29,296,722.34","75,868,666.88","76,749,510.37","138,452,043.53","201,493,216.90","186,225,651.20","239,320,767.57","249,705,881.52","276,949,034.61","963,572,922.13","835,646,097.19","1,453,873,728.77","779,535,770.89","959,515,962.68"
预收款项,"26,223,278.00","43,474,159.00","51,097,906.00","59,007,518.70","51,901,176.00","52,072,004.00","40,499,271.80","49,870,806.00","44,739,347.00","40,207,544.00","42,462,718.00","900,448.00","748,448.00","1,217,448.00","2,018,448.00",,,,,"5,258,758.22","1,660,000.00","6,357,402.00","7,557,817.40","1,449,643.89","3,628,300.89","2,610,079.32","3,702,859.72","2,191,644.52","2,479,985.63","1,100,885.97","4,746,525.67","2,419,054.16","23,683,892.26","24,268,661.24","28,662,262.68","8,119,238.98","49,770,229.61","53,135,460.87","57,886,775.54","24,148,405.27","28,730,376.73","35,663,105.68","115,727,750.58","61,939,995.20","84,552,740.98","298,536,209.28","1,003,070,672.79","434,551,611.84","335,730,607.04"
