科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"13,000,883.41","27,860,238.91","55,822,700.00","23,133,515.15","45,471,105.97","55,112,631.97","73,125,430.80","17,418,863.44","32,904,902.51","52,463,979.74","69,825,745.65","18,978,529.28","39,981,688.00","61,664,431.25","93,280,003.64","26,058,839.63","49,274,275.67","73,509,183.78","112,711,710.14","32,330,097.01","55,212,118.73","80,208,648.55","117,249,752.23","37,277,773.01","59,167,979.22","81,881,864.43","114,580,289.34","28,231,447.10","56,361,541.04","82,633,271.13","116,974,329.53","24,519,016.96","46,413,042.56","69,888,636.63","107,061,232.89","21,408,683.76","40,955,920.51","71,010,124.34","103,137,632.74","28,245,903.98","53,568,082.97","82,138,648.53","113,273,575.61","34,172,475.93"
取得借款收到的现金,"28,000,000.00","104,600,000.00","615,337,100.00","128,992,800.00","352,240,000.00","352,240,000.00","518,487,772.00","115,000,000.00","205,000,000.00","325,000,000.00","530,000,000.00","155,000,000.00","523,800,000.00","523,800,000.00","235,000,000.00","180,000,000.00","504,200,000.00","574,200,000.00","405,000,000.00","140,000,000.00","445,000,000.00","677,999,999.00","565,000,000.00","124,140,000.00","416,000,000.00","536,000,000.00","566,000,000.00","71,000,000.00","156,000,000.00","357,820,000.00","408,230,000.00","110,430,000.00","180,430,000.00","411,100,000.00","472,600,000.00","73,000,000.00","170,000,000.00","190,000,000.00","353,800,000.00",,"90,000,000.00","320,000,000.00","407,000,000.00","119,000,000.00"
支付的各项税费,"6,759,704.31","26,335,898.08","64,230,600.00","20,918,489.65","43,135,510.37","61,681,420.53","77,375,645.05","14,809,273.89","40,751,259.20","58,268,209.06","60,305,363.28","19,383,228.51","34,663,743.49","61,411,777.54","91,447,108.09","18,426,530.31","48,265,602.04","76,007,479.16","107,298,382.96","25,436,932.50","55,690,601.40","96,996,209.29","136,425,874.43","20,790,943.11","52,236,846.28","81,842,085.29","114,627,479.43","17,480,377.88","58,937,019.89","89,244,176.54","117,283,268.96","15,395,071.37","52,430,672.53","75,505,120.80","92,403,445.67","12,989,468.48","38,496,123.81","54,077,143.34","87,035,588.66","13,456,338.75","72,139,786.51","107,276,088.91","153,625,119.69","28,871,171.18"
收到其他与筹资活动有关的现金,"3,012,842.65","82,000,000.00","98,000,000.00","49,207,133.00","196,631.66","207,631.70",,,,,,,,,,,,,,,,,"176,373,989.58",,"192,572,675.16","196,176,679.56","196,472,024.92",,"96,815,861.53","152,502,653.65","30,483,917.75",,"78,040,000.00","121,083,132.10","32,106,857.42",,"248,660,454.33","243,000,000.00","261,279,454.32","82,480,000.00","157,219,498.06","158,737,052.07","85,545,950.73","10,000,000.00"
支付其他与经营活动有关的现金,"138,624,574.35","30,282,149.44","64,077,200.00","44,403,311.63","40,140,252.70","45,159,324.88","137,620,377.32","37,300,423.27","45,875,259.45","47,680,816.30","77,907,606.88","12,101,743.14","39,047,675.42","122,135,377.44","88,872,320.10","55,469,400.43","17,759,652.98","142,523,610.85","124,502,291.41","45,884,091.11","51,299,441.96","160,269,814.25","103,558,877.96","49,537,932.89","44,263,860.86","60,696,247.40","109,672,925.96","35,826,602.53","53,451,900.39","64,255,074.40","118,569,659.64","28,685,129.35","29,713,508.30","87,750,953.26","118,675,408.84","27,288,038.05","42,632,344.96","60,339,956.15","118,393,267.68","14,251,370.97","38,964,253.30","75,346,562.09","104,253,374.92","26,706,569.72"
筹资活动现金流入小计,"100,988,532.45","236,600,000.00","763,337,100.00","178,199,933.00","1,533,297,031.66","1,533,308,031.70","1,688,741,820.40","115,000,000.00","205,000,000.00","325,000,000.00","530,000,000.00","155,000,000.00","523,800,000.00","539,000,000.00","650,200,000.00","180,000,000.00","504,200,000.00","574,200,000.00","605,000,000.00","140,000,000.00","445,000,000.00","677,999,999.00","741,373,989.58","124,140,000.00","608,572,675.16","732,176,679.56","762,472,024.92","71,000,000.00","252,815,861.53","510,322,653.65","438,713,917.75","110,430,000.00","258,470,000.00","532,183,132.10","504,706,857.42","73,000,000.00","418,660,454.33","433,000,000.00","615,079,454.32","82,480,000.00","247,219,498.06","478,737,052.07","1,142,977,941.48","129,000,000.00"
经营活动现金流出小计,"293,036,960.99","390,064,355.53","801,134,600.00","235,050,249.25","470,622,474.03","731,245,501.72","968,124,003.95","157,730,130.01","382,016,816.25","702,249,416.92","1,138,644,767.21","360,353,800.83","742,955,414.07","1,229,989,888.66","1,825,356,638.72","354,466,924.14","683,956,464.21","1,166,016,390.17","1,877,339,784.11","350,816,798.75","883,887,480.66","1,292,622,638.48","1,837,360,913.81","426,084,429.35","929,539,822.55","1,363,631,443.08","2,018,633,374.71","355,882,270.57","823,890,685.13","1,187,083,203.31","1,666,597,740.50","325,079,809.08","696,969,136.12","1,103,544,398.37","1,352,882,762.00","310,030,624.49","649,039,110.80","992,164,436.58","1,381,168,442.93","367,511,171.17","900,168,675.93","1,536,279,381.08","2,206,946,559.45","697,943,812.02"
偿还债务支付的现金,"13,500,000.00","70,165,695.53","163,007,000.00","23,000,000.00","383,450,000.00","542,950,000.00","542,950,000.00","30,000,000.00","80,000,000.00","123,243,000.00","261,418,858.00","114,729,000.00","162,943,291.44","322,672,291.44","415,064,952.00","44,729,000.00","455,458,000.00","518,187,000.00","759,552,200.00","269,729,000.00","394,458,000.00","722,616,000.00","875,988,180.00","243,000,000.00","448,038,460.00","688,168,320.00","755,464,400.00","91,000,000.00","355,995,275.16","487,000,000.00","582,634,050.00","107,730,000.00","197,730,000.00","378,160,000.00","474,420,850.00","40,000,000.00","216,000,000.00","323,030,000.00","455,504,400.00","65,000,000.00","191,500,000.00","281,500,000.00","529,291,650.00","100,000,000.00"
经营活动产生的现金流量净额,"10,303,282.08","41,778,181.20","157,951,100.00","13,167,997.83","-21,819,390.01","2,791,936.16","60,326,193.63","-22,460,034.26","-58,413,325.75","-48,998,330.31","140,869,627.62","-30,323,805.96","-50,890,848.45","18,807,436.57","-3,418,785.01","-54,380,773.08","20,817,735.17","130,048,246.91","327,971,852.70","118,437,672.48","85,434,346.20","265,975,136.02","365,931,527.53","2,926,315.37","43,675,690.66","126,286,271.11","175,504,010.66","41,758,059.85","108,623,986.36","46,762,816.07","242,500,930.17","22,785,219.91","5,966,178.95","3,001,829.56","99,959,187.12","-4,490,815.02","-23,541,111.07","34,515,347.33","50,066,363.87","-25,257,180.98","57,634,848.62","69,091,649.54","55,506,493.06","-174,145,800.14"
分配股利、利润或偿还利息支付的现金,"11,167,865.03","52,625,881.99","87,076,200.00","55,855,069.65","223,911,230.25","127,436,943.50","151,483,509.03",,"62,976,194.40","66,121,821.95","93,253,041.31","11,974,515.52","31,642,804.07","45,626,699.30","58,394,693.64","13,525,588.46","47,420,358.08","63,779,466.55","82,644,247.98","15,846,827.39","46,240,974.84","62,712,223.59","78,386,506.59","14,237,134.34","34,890,006.32","45,410,480.49","64,820,247.97","11,091,647.21","24,680,042.40","33,772,696.67","46,454,928.36","8,616,933.20","18,710,042.63","26,392,553.36","37,887,528.85","7,165,407.94","17,598,278.66","26,596,116.75","31,065,989.67","6,433,672.36","16,002,957.27","23,037,256.99","33,424,557.03","6,124,899.13"
收回投资收到的现金,,,,,,,,,"78,709,714.70","85,039,012.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"20,002,067.58","200,000.00","200,000.00","110,000,851.24","38,687,143.68","44,697,502.82","148,683,373.74","12,183,061.51",,,"30,000,000.00",,,,"17,692,832.44",,,,,,,,"125,598,179.56",,"193,538,848.17","188,299,999.00","186,640,376.36",,,,"21,000,000.00","21,000,000.00","45,609,953.00","103,561,876.53","103,052,728.35","19,410,000.00","95,730,000.00","113,000,000.00","60,878,729.73","16,100,000.00","105,392,836.88","125,392,836.88","157,506,800.06","49,649,406.84"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,912.77","89,568.80","270,356.19","91,800.00","1,158,870.41","1,084,454.22"
筹资活动现金流出小计,"44,669,932.61","122,991,577.52","250,283,200.00","188,855,920.89","646,048,373.93","715,084,446.32","843,116,882.77","42,183,061.51","142,976,194.40","189,364,821.95","384,671,899.31","126,703,515.52","194,586,095.51","368,298,990.74","491,152,478.08","58,254,588.46","502,878,358.08","581,966,466.55","842,196,447.98","285,575,827.39","440,698,974.84","785,328,223.59","1,079,972,866.15","257,237,134.34","676,467,314.49","921,878,799.49","1,006,925,024.33","102,091,647.21","380,675,317.56","520,772,696.67","650,088,978.36","137,346,933.20","262,049,995.63","508,114,429.89","615,361,107.20","66,575,407.94","329,328,278.66","462,626,116.75","547,449,119.40","87,533,672.36","312,895,794.15","429,930,093.87","720,223,007.09","155,774,305.97"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"2,300.00","2,300.00","1,953,171.61",,,,,,"2,400.00","2,400.00","2,400.00",,"1,200.00","1,200.00","3,100.00",,,,"2,474,468.00",,,,,,,,,"10,013,000.00","10,013,000.00","10,013,000.00","16,732,099.09",,"528,290.50","11,178,888.97","23,580,411.86","318,218.58","3,658,196.32","4,463,638.42","3,521,960.16","103,839.43"
筹资活动产生的现金流量净额,"56,318,599.84","113,608,422.48","513,053,900.00","-10,655,987.89","887,248,657.73","818,223,585.38","845,624,937.63","72,816,938.49","62,023,805.60","135,635,178.05","145,328,100.69","28,296,484.48","329,213,904.49","170,701,009.26","159,047,521.92","121,745,411.54","1,321,641.92","-7,766,466.55","-237,196,447.98","-145,575,827.39","4,301,025.16","-107,328,224.59","-338,598,876.57","-133,097,134.34","-67,894,639.33","-189,702,119.93","-244,452,999.41","-31,091,647.21","-127,859,456.03","-10,450,043.02","-211,375,060.61","-26,916,933.20","-3,579,995.63","24,068,702.21","-110,654,249.78","6,424,592.06","89,332,175.67","-29,626,116.75","67,630,334.92","-5,053,672.36","-65,676,296.09","48,806,958.20","422,754,934.39","-26,774,305.97"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"41,468,986.94","67,568,986.94","71,468,986.94",,,,,,,,,,"-1,032,592.51","-1,032,592.51","82,011,835.16",,"45,240,000.00","65,640,000.00","65,640,000.00",
四、汇率变动对现金的影响,,,,,,,"-7,375,879.40",,,,"201,166.84",,,,,,,,,,,,,,"3,038,460.00","3,038,460.00",,,,,,,,,"28,682.62",,,,82.94,,,,"3,154,555.00",
收到其他与投资活动有关的现金,,,,"208,803.86",,,,,,"29,399,383.00",,,,"28,554.09",,,"12,284,374.49","70,663,272.80",,,,,,,,,,,,,,,,,,,,,,,"876,404.15","3,990,289.15","12,230,000.00","99,109,812.27"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,"208,803.86","2,300.00","2,300.00","1,953,171.61",,"78,709,714.70","114,438,395.51",,,"2,400.00","30,954.09","2,400.00",,"12,285,574.49","70,664,472.80","3,100.00",,,,"2,474,468.00",,"41,468,986.94","67,568,986.94","71,468,986.94",,,,,"10,013,000.00","10,013,000.00","10,013,000.00","16,732,099.09",,"-504,302.01","10,146,296.46","105,672,159.79","407,787.38","50,044,956.66","74,185,727.57","82,550,830.57","100,298,105.92"
五、现金及现金等价物净增加额,"42,144,393.68","-5,435,123.70","303,621,100.00","-56,325,585.82","516,140,146.36","92,341,207.75","97,058,110.91","-78,676,952.17","-307,486,763.53","-352,701,429.04","-155,949,362.97","-41,402,505.52","228,439,312.00","76,411,661.31","-29,650,226.85","63,251,403.04","6,027,126.52","125,953,856.99","46,702,983.95","-27,630,663.42","80,650,606.52","147,772,329.89","-18,456,397.52","-130,994,678.26","10,047,360.96","-6,340,798.89","-28,898,883.72","10,113,619.93","-29,993,651.26","24,442,089.58","18,876,760.53","5,555,452.01","11,580,950.62","35,642,737.67","-5,916,045.99","1,933,777.04","60,163,566.65","3,172,780.97","28,501,443.75","-50,167,978.41","-56,212,589.71","24,307,250.09","250,975,168.22","-226,300,704.14"
购建固定资产、无形资产和其他长期资产支付的现金,"24,447,488.24","160,821,727.38","367,383,900.00","59,046,399.62","255,460,409.68","418,501,670.87","803,470,312.56","128,700,813.04","389,806,958.08","485,966,672.29","442,348,258.12","39,375,184.04","49,886,144.04","102,921,931.00","185,281,363.76","4,113,235.42","5,927,596.02","6,235,972.23","44,075,520.77","492,508.51","9,084,764.84","10,874,581.54","48,263,516.48","823,859.29","10,241,137.31","13,532,397.01","31,418,881.91","552,792.71","10,758,181.59","11,870,683.47","12,249,109.03","325,834.70","818,232.70","1,440,794.10","11,981,765.04",,"5,123,195.94","11,862,746.07","63,718,741.75","16,264,912.45","47,515,324.81","106,544,117.80","213,881,832.53","75,173,617.65"
期初现金及现金等价物余额,"82,585,385.86","82,585,385.86","82,585,400.00","386,206,491.06","386,206,491.06","386,206,491.06","150,785,430.16","247,843,541.07","444,875,299.66","444,875,299.66","247,843,541.07","91,894,178.10","91,894,178.10","91,894,178.10","91,894,178.10","62,243,951.25","62,243,951.25","62,243,951.25","62,243,951.25","108,946,935.20","108,946,935.20","108,946,935.20","108,946,935.20","216,088,717.24","90,490,537.68","90,490,537.68","90,490,537.68","61,971,653.96","61,591,653.96","61,591,653.96","61,591,653.96","80,468,414.49","80,468,414.49","80,468,414.49","80,468,414.49","139,932,368.50","74,552,368.50","74,552,368.50","74,552,368.50","103,053,812.25","103,053,812.25","103,053,812.25","103,053,812.25","354,028,980.47"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00",,
期末现金及现金等价物余额,"124,729,779.54","77,150,262.16","386,206,500.00","329,880,905.24","902,346,637.42","478,547,698.81","247,843,541.07","169,166,588.90","137,388,536.13","92,173,870.62","91,894,178.10","50,491,672.58","320,333,490.10","168,305,839.41","62,243,951.25","125,495,354.29","68,271,077.77","188,197,808.24","108,946,935.20","81,316,271.78","189,597,541.72","256,719,265.09","90,490,537.68","85,094,038.98","100,537,898.64","84,149,738.79","61,591,653.96","72,085,273.89","31,598,002.70","86,033,743.54","80,468,414.49","86,023,866.50","92,049,365.11","116,111,152.16","74,552,368.50","141,866,145.54","134,715,935.15","77,725,149.47","103,053,812.25","52,885,833.84","46,841,222.54","127,361,062.34","354,028,980.47","127,728,276.33"
