科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"1,730,415,150.38","2,412,391,578.10","2,685,878,659.23","2,896,215,987.20","4,175,959,082.92","5,319,514,984.50","5,971,547,869.24","4,394,757,090.42","5,112,070,497.00","3,698,001,655.09","3,296,013,357.92","3,575,275,386.99","3,342,892,671.68","2,388,121,016.40","2,615,137,283.89","2,857,182,884.64","2,753,067,533.60","2,314,366,996.29","2,577,210,410.83","2,598,286,571.85","2,645,755,828.60","1,735,444,252.01","1,769,196,153.75","1,811,030,925.08","1,895,066,689.43","3,905,516,036.44","3,042,610,543.14","1,707,806,951.83","2,299,411,729.24","2,577,056,268.81","1,990,783,797.93","2,105,018,203.75","2,742,275,120.99","2,244,917,167.59","2,369,236,626.72","3,849,161,052.69","3,158,616,056.23","4,047,439,662.61","3,935,642,936.15","5,376,442,318.93","4,938,815,751.52","5,663,602,363.31","7,865,607,951.19","7,924,495,133.34","8,305,667,205.95","7,636,852,989.46"
短期借款,,,,,,,,,,,,,,,,"38,000,000.00","38,000,000.00","70,000,000.00","70,000,000.00","260,000,000.00","110,000,000.00","380,000,000.00","600,000,000.00","1,210,000,000.00","1,000,000,000.00","700,000,000.00","950,000,000.00","700,000,000.00","700,000,000.00","1,900,000,000.00","2,735,000,000.00","3,827,000,000.00","4,202,000,000.00","3,362,000,000.00","3,762,000,000.00","4,012,000,000.00","3,995,078,533.48","4,294,724,337.56","4,266,028,093.94","5,141,916,633.22","4,495,710,072.58","5,295,948,026.74","5,524,082,367.03","5,005,601,771.60","4,713,500,000.00","3,963,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"329,309,767.72","327,973,127.00","541,485,937.48","837,652,333.67","617,470,000.00","505,393,648.00","668,057,643.31","2,133,845,445.48","2,072,573,829.95","2,004,828,630.98","1,962,589,645.08","1,191,534,154.32","1,613,247,224.39","3,054,944,761.50","2,908,244,486.84","2,528,070,782.53","2,078,098,164.73","2,807,889,354.04","3,253,943,867.32","2,759,206,159.10","2,477,783,373.89","2,595,727,912.77","2,064,488,432.10","2,151,264,870.55","1,220,290,672.18","1,312,286,349.17","2,993,611,571.63","4,421,022,445.49","1,572,277,246.18","1,728,360,665.62","1,181,123,058.26","4,773,844,438.22","2,361,299,061.66","2,627,666,920.94","2,769,656,792.66","4,110,735,017.29","3,920,732,708.22","3,482,037,149.84","3,582,206,812.56","4,164,127,520.13","3,641,918,289.96","3,696,266,075.42","2,958,757,956.82","2,917,593,349.96","2,133,432,499.96","3,389,900,985.72"
应付票据,"100,000.00",,,,,,,,,,"900,000.00","900,000.00",,,,,,,,,"3,000,000.00","1,000,000.00","66,658,963.21","154,733,932.78","169,775,032.09","167,645,101.41","211,848,138.68","197,093,641.55","226,581,672.05","174,368,663.64","537,554,885.33","1,456,171,088.74","1,519,996,130.60","1,490,009,012.38","1,916,859,188.76","2,485,954,641.98","3,253,948,434.94","4,807,244,304.88","4,790,605,852.35","4,301,280,251.09","4,420,528,097.19","4,678,000,697.85","5,539,266,712.61","5,734,094,517.25","7,437,802,945.58","7,757,703,612.25"
应收账款,"170,898,446.55","81,865,496.09","69,387,247.01","42,503,838.20","68,585,966.46","25,486,976.84","235,047,642.68","363,784,584.44","155,530,425.42","205,034,177.22","185,027,007.28","129,525,118.79","131,301,522.89","94,687,171.80","156,969,755.61","180,401,532.67","292,331,615.20","155,986,589.45","165,861,602.22","195,990,731.69","303,803,251.39","664,230,493.02","952,324,566.19","203,198,110.23","950,094,684.66","1,760,053,720.68","1,071,696,057.15","516,392,005.69","2,000,631,946.17","1,774,364,797.16","2,198,330,831.01","1,214,010,593.67","2,709,296,199.10","2,027,166,609.94","3,613,120,718.28","1,262,634,228.28","2,029,624,278.24","1,867,699,781.84","1,953,501,645.69","809,066,170.12","1,992,203,888.73","2,037,474,025.49","2,350,026,021.19","1,928,307,572.00","2,693,654,892.04","1,637,209,454.13"
应付账款,"776,824,066.23","858,394,241.91","799,788,021.60","1,586,191,420.72","1,400,899,948.07","1,228,312,034.36","1,487,261,982.48","2,852,349,762.18","2,405,941,960.14","2,041,491,538.26","1,969,060,912.49","3,379,629,150.33","2,357,168,577.97","2,304,111,627.68","2,008,845,775.74","3,737,052,912.99","2,395,468,301.19","2,312,872,762.63","2,458,007,132.64","3,380,602,006.58","2,596,632,522.02","3,177,249,242.30","3,064,091,139.36","3,565,843,308.66","3,142,571,447.67","2,880,658,290.89","2,770,251,568.19","4,629,650,771.08","3,854,200,006.93","3,643,754,337.72","2,558,775,735.43","4,547,222,556.41","4,307,087,493.24","3,172,916,903.08","3,546,010,525.87","5,382,094,502.17","4,879,553,544.08","4,869,248,321.03","4,888,080,026.23","3,305,831,841.68","3,763,408,390.14","3,833,258,675.76","3,393,080,824.78","4,811,966,730.41","3,571,558,575.61","3,182,515,007.18"
预付款项,"154,050,492.74","187,919,579.62","252,577,080.87","126,274,103.54","187,434,179.09","267,345,658.48","374,054,295.35","126,944,095.02","387,869,646.63","494,050,091.53","151,087,731.11","160,982,936.94","287,882,221.69","171,990,884.19","288,648,624.44","146,129,743.28","305,756,299.35","182,737,120.48","393,500,533.22","152,993,730.65","203,938,529.99","227,248,343.28","327,789,157.45","228,287,017.60","231,605,574.08","658,007,499.29","281,192,575.93","265,179,645.79","342,723,350.49","292,390,857.95","306,518,970.09","254,353,711.18","337,716,922.54","414,269,285.24","528,295,566.46","348,522,313.11","373,042,840.06","372,994,464.35","455,605,950.62","424,018,790.59","571,590,542.83","697,510,061.14","853,756,669.03","495,440,410.27","505,508,914.04","666,481,998.52"
预收款项,"340,910,603.82","384,511,129.90","476,196,240.10","652,677,773.10","833,682,817.33","1,070,047,056.66","1,221,285,478.02","578,879,171.85","1,126,644,123.12","692,198,885.17","1,084,091,266.96","1,336,039,676.33","1,148,594,962.47","1,246,283,487.40","1,529,331,155.63","1,417,190,622.44","1,247,511,276.71","1,362,144,390.66","1,337,298,815.84","1,161,888,739.53","925,031,808.70","494,513,340.98","488,007,784.47","577,408,581.23","446,117,325.45","352,690,540.60","403,984,588.43","404,923,752.01","233,301,869.45","238,733,699.83","162,314,711.11","179,914,502.41","170,792,927.99","126,225,893.01","122,948,125.34","104,832,907.94","379,198,068.42","198,548,737.48","560,332,361.54","549,629,752.16","601,807,385.41","631,001,112.72","672,405,134.12","391,065,137.46","753,902,793.06","463,453,763.28"
其他应收款,"42,813,010.43","93,958,455.23","83,573,252.50","87,888,798.79","110,831,973.43","86,861,959.69","97,353,892.37","78,966,352.32","92,315,896.41","88,642,119.23","408,948,374.11","126,901,482.20","138,700,469.45","108,973,404.31","118,847,855.85","83,921,577.73","88,751,083.90","71,112,930.38","84,725,748.41","57,844,113.79","79,936,412.14","109,996,995.83","117,992,252.32","143,134,154.56","166,820,375.88","223,393,918.26","176,762,841.85","100,198,321.63","184,436,511.16","108,156,372.18","125,106,117.59","95,199,050.17","167,271,178.58","134,369,823.75","154,247,579.62","117,608,779.19","142,407,137.49","2,412,168,432.58","2,915,148,389.68","103,592,791.73","133,526,659.63","233,939,524.68","237,649,440.89","130,245,304.60","181,855,906.86","160,174,645.73"
应付职工薪酬,"350,480,281.82","334,253,015.69","398,779,205.37","197,537,251.06","389,364,223.48","343,858,796.77","404,449,321.13","386,581,051.03","436,494,931.21","477,243,341.99","499,800,372.93","500,610,688.23","753,294,245.48","577,581,819.20","594,530,774.92","549,648,946.48","703,444,601.75","687,203,372.68","889,183,001.01","655,237,768.28","878,378,173.52","832,742,498.76","748,244,895.63","638,096,653.22","766,637,247.08","644,767,838.31","424,802,678.39","627,526,952.38","796,308,003.59","667,350,269.19","669,079,033.34","510,532,582.00","690,048,833.72","707,338,086.57","721,110,848.00","726,077,614.06","1,034,040,931.52","1,021,376,863.86","1,101,161,873.27","1,355,080,549.54","813,649,448.13","668,799,378.86","666,648,964.48","703,128,086.85","671,612,946.02","923,859,650.51"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"204,733,584.78","161,467,196.99","186,956,047.59","137,543,598.58","291,232,780.31","268,966,599.62","334,258,425.83","415,491,773.65","443,500,515.72","328,990,424.05","300,179,046.55","344,275,715.82","524,758,919.03","448,472,100.89","377,645,518.91","379,698,824.38","554,155,247.08","564,788,024.65","524,847,512.54","747,819,819.11","656,439,707.11","676,077,193.95","507,550,762.81","608,863,318.03","460,215,789.04","414,493,568.38","433,757,574.64","301,969,233.93","346,009,215.92","373,945,045.22","365,555,492.39","202,867,850.95","172,020,243.62","99,644,003.54","173,193,523.68","200,797,563.78","92,501,725.56","120,287,226.88","162,966,465.53","201,450,225.40","292,072,543.69","141,009,976.36","207,441,100.89","190,416,771.12","215,735,169.13","235,434,518.96"
应收利息,,,,,,,,,,,,,,,,"2,041,428.85","2,041,428.85","2,677,645.83","8,406,562.50","2,826,511.11",,"12,662,988.25","10,170,364.29","17,437,083.30","11,938,641.55","20,120,833.33","24,279,737.44","28,438,641.55","28,438,641.55","40,851,897.92","40,824,942.92","44,983,847.03","49,052,340.18","49,052,340.18","57,324,942.92","61,438,641.55","61,438,641.55","69,666,038.81","69,666,038.81","77,983,847.03","77,983,847.03",,,,,
应付利息,,,,,,,,,,,,,"2,268,888.00","2,917,776.00","3,566,664.00",,"2,672,600.01","3,642,200.01","3,888,600.01",,"1,871,500.00","2,491,900.00","2,667,200.00",,"862,500.00","47,927,568.49","106,093,869.86","161,267,671.23","218,390,635.62","47,771,968.49","120,802,342.46","191,516,986.30","263,464,346.58","48,321,885.16","129,072,659.59","218,329,315.07","243,142,054.80","136,932,602.75","117,357,671.24","218,904,657.53","325,215,616.44","140,557,808.22","195,531,232.87","250,548,493.14","374,119,726.02","165,723,561.63"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
