科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"284,790,021.74","256,587,500.77","271,010,042.23","622,133,698.80","307,658,884.79","512,000,465.96","365,597,995.32","307,103,400.10","488,016,442.09","482,057,399.23","350,383,544.46","641,737,523.36","415,033,531.42","534,181,124.36","748,014,655.35","461,751,066.36","289,637,369.27","383,604,670.22","340,816,338.64","416,078,930.81","261,806,639.97","463,398,222.96","375,365,785.30","202,765,759.58","239,186,349.06","118,164,815.85","127,122,346.17","142,813,594.53","81,994,859.16","58,026,557.69","41,669,857.66","39,817,937.42","15,379,013.54","16,128,709.16","21,554,528.65","33,120,038.73","30,122,284.69","30,559,161.68","28,892,379.24","48,731,353.03","29,104,513.75","23,877,535.03","25,732,056.43","25,976,138.13","28,300,949.64"
短期借款,"1,529,300,739.36","1,489,996,062.60","1,693,733,392.32","1,559,094,052.65","1,341,037,395.13","1,537,284,090.34","1,339,095,213.60","1,120,571,931.78","1,082,797,391.46","1,587,096,952.31","1,627,573,856.01","1,485,675,446.03","1,326,382,127.98","1,769,575,064.12","1,719,249,958.88","1,475,379,141.34","1,126,985,746.79","1,400,235,505.29","1,468,467,709.07","1,071,560,402.30","801,824,093.78","1,252,074,743.47","1,264,255,997.28","497,489,294.13","478,893,219.08","339,214,886.71","351,893,554.87","197,270,397.68","64,673,913.70",,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,"5,995,000.00","5,995,000.00","1,457,630.00",,"785,578.79","785,578.79",,,"2,258,031.30","935,550.25","205,235.01","923,343.99",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"96,509,997.49","94,999,693.26","175,996,439.20","115,259,469.24","20,943,590.05","14,647,492.19","12,538,245.44","53,615,803.77","47,425,740.63","14,197,153.25","14,258,699.39","18,532,123.08","19,272,441.92","19,831,613.14","21,995,411.87","32,487,834.49","28,860,544.31","22,845,893.16","11,696,005.39","25,762,814.40","28,367,452.85","23,615,319.85","37,064,346.40","34,014,355.41","27,172,260.94","19,750,279.05","16,679,627.09","14,183,681.77","15,126,066.79","540,000.00",,,,,,,,,,,,,,,
应付票据,"50,042,108.26","20,730.91",,"100,000,000.00","100,038,214.24",,,"53,500,000.00","175,437,217.37","171,904,722.80","80,000,000.00","146,944,481.41","176,844,481.41","191,970,000.00","201,914,221.70","206,798,822.72","234,534,486.46","204,783,197.17","162,818,867.00","156,861,200.00","170,608,544.74","162,097,344.74","152,539,734.38","150,389,734.38","135,000,000.00","86,000,000.00","51,732,500.00","20,732,500.00",,,,,,,,,,,,,,,,,
应收账款,"1,122,358,956.56","932,409,267.76","1,011,566,685.84","691,821,060.09","435,549,179.11","826,494,701.24","930,903,249.87","374,133,451.96","546,498,186.60","897,530,993.45","1,102,486,914.59","732,566,904.65","891,751,530.79","1,072,527,379.17","874,269,155.85","791,164,641.81","600,396,522.54","714,650,115.77","839,589,068.28","694,842,566.36","568,879,818.53","751,805,572.14","855,804,434.00","366,971,367.74","290,455,788.90","270,711,270.06","402,498,403.79","295,514,268.10","165,473,824.95","10,189,733.92","10,995,739.61","1,940,389.49","2,263,174.63","1,880,595.15","1,872,082.32","2,027,387.05","2,015,447.94","2,068,476.19","2,083,012.18","3,075,251.28","9,135,365.92","17,501,940.00","13,089,920.36","28,630,563.59","11,205,914.69"
应付账款,"1,000,420,440.80","1,246,932,835.47","1,343,779,093.44","1,284,810,926.18","872,024,767.90","935,748,935.78","1,176,202,064.72","928,988,537.06","843,567,906.39","871,750,188.49","784,756,814.64","707,927,504.41","820,256,418.17","667,717,957.17","587,653,166.03","439,565,205.34","487,756,457.86","362,877,020.55","369,347,066.18","743,231,438.04","728,445,538.27","669,799,108.14","676,813,919.31","244,348,306.41","116,341,064.92","109,977,006.39","233,561,865.86","225,233,173.64","188,512,003.53","24,891,142.30","8,006,107.09","864,383.70","864,383.70","864,383.70","864,383.70","575,707.06","336,622.13","334,836.97","322,365.56","420,785.56","1,020,900.56","2,192,283.56","580,550.58","3,484,609.16","672,182.09"
预付款项,"22,462,127.19","3,199,162.49","11,994,780.67","19,776,018.22","62,528,312.29","21,985,448.92","46,353,127.77","11,528,873.72","9,018,486.47","203,036,529.14","31,112,909.79","41,574,775.97","11,835,262.04","49,592,940.42","28,822,303.38","21,230,508.60","17,785,076.22","15,343,176.96","14,114,842.85","69,207,416.02","106,429,429.30","106,574,883.50","102,973,018.36","134,672,942.57","89,396,101.56","89,316,745.32","86,754,865.19","8,287,451.78","8,728,552.86","194,647.96","55,842.88",,,,"18,375,014.41","362,642.48","5,593,104.57","224,973.95","2,003,289.16","406,970.57","323,588.54","230,516.90","1,209,871.75","869,240.03","884,938.89"
预收款项,"158,838,922.41","131,203,665.87","131,806,186.36","131,340,399.05","116,748,460.09","128,289,557.11","72,111,130.26","90,755,163.51","66,046,635.03","54,871,188.58","49,573,514.95","49,636,663.24","41,451,106.52","37,063,164.87","36,177,957.28","38,637,165.05","27,589,359.81","28,340,422.39","24,346,523.02","22,486,916.48","18,304,998.00","19,436,217.31","19,129,773.62","17,046,619.45","33,410,913.59","11,534,300.53","57,908,105.30","9,728,490.59","8,680,901.56","4,523,806.10","4,228,487.27","2,771,032.17","2,771,032.17","2,771,032.17","23,976,862.17","2,171,822.50","6,657,493.82","1,831,233.82","1,853,423.82","1,853,423.82","1,853,423.82","1,853,423.82","1,866,417.82","1,901,584.82","1,871,369.02"
其他应收款,"75,635,521.77","50,695,778.79","61,048,056.28","106,368,741.98","46,188,118.79","54,614,629.75","68,463,769.36","12,132,640.59","11,901,506.77","9,974,950.08","11,784,005.77","18,084,290.49","23,479,586.66","18,362,076.68","19,821,128.05","13,952,461.34","15,386,007.24","13,246,929.64","11,996,707.83","11,798,668.86","8,626,585.54","10,420,951.01","9,172,928.33","10,571,904.17","10,261,553.29","52,719,831.78","20,443,037.15","195,798,301.03","210,531,578.86","5,968,480.48","371,871.68","1,646,916.41","3,700,713.61","3,971,223.41","3,457,804.44","42,135.19","370,656.81","324,097.09","277,824.24","54,260.01","179,236.52","19,400.00","83,129.00","51,666.08","108,943.29"
应付职工薪酬,"10,329,520.91","1,885,966.15","2,951,520.65","36,916,794.99","38,285,806.96","32,529,501.14","33,440,850.37","30,788,527.92","26,946,588.87","27,095,285.75","27,029,636.10","22,637,691.81","21,161,182.06","25,213,615.96","23,975,391.97","20,134,723.22","18,139,148.92","17,044,926.14","16,267,400.11","14,514,472.51","8,529,244.66","11,316,003.63","12,806,195.08","11,754,684.34","7,593,129.72","9,603,484.51","11,980,064.52","13,246,007.41","169,194,768.32","2,192,330.14","35,403.93","564,057.12","103,225.24","93,113.24","162,425.89","448,281.94","530,919.23","407,073.70","205,555.27","287,860.22","216,616.21","237,124.41","256,831.50","638,605.24","531,391.93"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
