科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"140,761,600.02","45,716,247.70","232,180,402.17","232,076,443.63","199,704,411.26","142,050,739.59","213,293,086.07","233,320,586.76","193,306,994.21","193,758,007.98","166,599,818.25","191,447,541.14","185,451,819.74","147,395,159.97","159,320,940.95","161,926,106.53","183,568,796.64","108,627,523.24","93,164,733.58","126,662,088.13","131,957,419.30","123,110,855.96","119,393,756.58","158,923,685.28","193,758,845.27","138,122,104.32","154,088,237.69","142,537,474.69","126,087,102.05","102,139,934.46","137,719,752.70","214,660,671.96","174,031,431.83","171,399,166.54","160,145,438.10","160,068,612.85","162,134,292.19","87,097,151.60","94,577,083.22"
短期借款,"104,357,318.68","188,691,331.14","225,580,391.70","137,443,870.55","136,066,106.96","95,874,381.08","130,118,016.59","91,113,975.43","85,861,217.31","85,359,901.02","47,707,498.82","8,407,291.71","5,959,353.33","8,671,647.30","3,180,636.30","911,365.83","1,022,547.35","2,869,975.41","756,530.51","603,639.97","1,181,609.47","204,774.04",,"21,561,303.10","60,715,188.35","120,583,596.12","122,448,273.02","119,155,943.02","143,826,398.87","131,867,253.22","135,311,577.00","153,469,504.44","163,342,415.50","246,525,196.25","316,700,401.64","297,744,837.77","298,357,079.05","263,295,420.90","351,615,252.86"
交易性金融资产,,"200,000.00","209,968.80",,,,,,,,,,,"2,981,781.50","5,190,538.50","1,609,485.50","1,328,014.50",,"500,318.50","4,447,810.00","2,855,483.00",,,,,,"381,890.00",,,,,,,,,,,,
交易性金融负债,,,,"1,144,275.00","444,000.00",,,"689,497.50","679,197.50","473,657.50","291,335.00",,,,,,,"2,462,472.00",,,,,,,"2,114,578.60",,,,,,,,,,,,,,
应收票据,"2,145,458.06","1,021,305.00","864,000.00","3,663,429.70","3,324,267.40","2,709,722.32","2,353,807.09","7,487,240.67","2,133,291.71","1,788,362.04","1,088,551.10","2,479,743.31","1,137,746.71","1,380,479.00","3,801,036.05","3,765,499.72","2,187,612.47","2,046,593.48","5,826,799.85","7,502,450.02","4,326,018.36","5,274,255.61","10,028,018.98","3,608,886.58","3,878,161.88","6,727,831.70","4,508,302.68","2,942,076.81","5,264,065.15","3,899,335.41","3,644,838.07","5,143,597.58","5,726,819.88","3,359,398.08","11,925,749.03","5,137,036.08","9,803,504.15","14,848,359.57","9,709,920.85"
应付票据,"39,152,463.64","17,494,473.81","44,309,319.50","58,687,702.27","39,098,448.73","33,674,309.39","102,831,328.92","110,107,120.99","65,634,643.90","77,755,859.46","66,880,790.33","121,425,048.73","90,117,367.89","89,099,785.21","81,548,809.04","82,905,414.36","54,465,518.83","52,640,070.20","18,358,796.70","16,054,211.36","5,095,327.85","11,786,145.32","14,001,011.19","8,509,071.21","4,590,826.24","1,826,744.23","9,883,007.80","10,285,932.14","2,910,474.85","5,500,000.00","11,122,594.88","8,837,807.80","1,339,065.86","7,364,007.68","10,288,203.62","7,180,345.37","4,438,918.31","2,015,147.77","1,576,069.15"
应收账款,"86,641,979.01","79,133,292.03","136,624,853.67","118,330,605.49","67,441,859.80","81,527,052.26","120,806,701.64","82,986,294.67","67,291,256.46","67,071,195.70","111,731,853.50","119,287,755.60","81,759,508.02","91,047,666.47","118,598,275.95","100,990,534.81","70,256,567.89","86,937,391.01","148,908,561.61","79,229,595.71","64,191,585.44","97,318,704.05","135,484,179.46","75,514,917.07","63,423,605.22","59,623,628.67","124,812,283.53","131,092,460.91","103,696,016.56","72,058,292.45","113,212,307.11","84,032,491.39","50,656,252.78","74,644,782.32","117,288,048.94","74,562,721.23","69,112,603.96","70,465,947.69","124,066,347.94"
应付账款,"171,184,983.37","94,341,991.02","89,970,091.41","93,598,967.87","71,257,751.71","72,385,363.67","98,742,865.82","91,900,426.74","75,851,416.54","105,759,083.51","155,580,905.72","131,554,858.68","109,966,035.00","131,914,451.47","143,318,275.98","108,859,395.62","95,822,087.92","113,487,851.72","136,795,835.42","91,789,439.55","85,298,251.52","135,493,031.57","137,028,938.10","94,312,608.60","76,145,304.13","96,450,111.55","118,271,165.58","133,251,517.16","136,326,525.19","142,198,086.59","146,155,230.90","115,908,609.09","98,478,500.00","130,848,393.30","144,414,966.80","110,237,218.60","114,805,512.90","116,204,483.24","120,454,909.32"
预付款项,"2,649,494.17","6,144,896.33","10,556,131.54","8,192,818.44","9,777,281.00","9,639,702.33","11,613,358.07","7,139,525.50","3,799,728.10","8,467,193.78","8,528,850.19","7,904,837.52","8,044,040.87","10,232,220.45","7,804,845.32","3,474,229.85","3,617,248.08","3,670,448.15","4,124,429.19","2,865,830.78","3,144,964.06","3,381,092.80","3,716,195.50","2,859,151.35","9,260,174.02","4,929,080.08","9,635,402.68","22,443,342.79","31,017,875.82","9,072,680.61","11,795,396.59","10,772,330.75","11,974,417.52","11,980,617.90","29,293,787.37","5,914,765.92","13,153,216.94","20,201,363.51","24,299,470.42"
预收款项,"2,061,585.25","3,499,105.82","3,246,376.90","3,809,226.44","3,441,520.71","2,695,343.08","5,112,600.45","4,722,656.56","6,657,270.66","4,584,729.99","5,246,076.70","9,330,306.64","13,220,014.54","8,682,818.18","17,133,148.50","6,848,981.03","7,975,640.21","3,656,495.01","4,444,810.03","4,866,007.27","6,482,994.06","7,517,129.57","9,539,889.01","10,653,061.14","8,073,641.65","7,138,659.82","6,254,164.41","3,543,785.43","6,347,116.03","8,626,733.81","8,161,608.36","7,149,730.58","10,007,591.22","7,538,200.62","7,902,206.69","21,201,965.06","25,154,006.57","27,035,772.79","24,670,523.37"
