科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"465,497,814.35","469,709,058.79","436,932,006.31","438,292,840.47","484,537,216.02","349,214,461.51","298,970,415.57","379,921,085.97","322,702,796.86","307,989,740.95","265,812,215.05","500,436,327.04","300,215,051.86","292,288,164.86","406,765,316.73","430,936,774.33","349,413,896.46","355,118,888.02","278,222,820.84","365,002,051.56","365,794,339.52","371,292,076.53","406,990,110.55","468,232,331.76","256,004,589.96","420,692,944.15","451,186,246.22","459,200,229.44","1,004,643,570.77","481,253,440.80","449,736,018.24","641,429,242.16","643,685,321.08","659,014,395.53","846,335,661.69","773,572,182.69","612,821,290.25","622,651,976.73","664,319,875.78","763,655,704.57","704,120,063.41","652,081,404.95","698,492,411.52","723,337,878.53","670,819,824.74","646,652,222.60","555,920,336.95","595,034,146.11","486,131,178.85"
短期借款,"430,875,014.25","387,660,233.14","365,912,756.95","395,002,894.22","409,185,790.44","392,842,020.92","365,727,728.73","364,951,612.15","381,651,107.70","372,458,355.91","382,962,437.06","286,948,148.62","281,309,387.55","271,288,032.57","271,552,083.93","222,148,974.70","242,724,265.71","209,375,684.44","161,982,988.69","139,323,575.41","122,366,510.13","120,355,942.15","92,853,261.73","120,319,444.25","111,329,142.42","129,776,293.94","210,539,996.31","222,299,211.73","155,033,342.39","145,303,754.54","210,294,534.21","221,515,320.51","190,246,395.09","213,926,285.59","234,591,481.16","300,547,829.62","311,811,919.16","304,419,881.79","365,234,639.00","351,368,604.62","343,114,679.62","366,068,180.62","352,177,511.62","330,389,201.62","296,123,588.62","354,170,348.62","444,484,428.62","206,614,015.12","237,526,313.12"
交易性金融资产,"16,929,204.94","8,644,956.60","11,607,358.17","9,875,912.50","11,264,185.18","10,472,482.36","5,765,114.27","1,223,468.55","2,774,294.21","2,523,578.37","1,035,955.99","452,884.48","356,208.66","324,049.68","756,613.27","796,963.54","1,536,948.20","1,237,522.51","51,595,838.37","793,642.16","773,125.46","746,839.87","655,405.02","574,196.01","549,160.84","448,958.51","515,040.84","277,479.87","257,899.64","264,053.43","299,297.85",,,,,,,,,"4,000.00",,,,,,,,,"95,861,184.10"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"423,000.00","2,125,896.00","972,568.00","3,070,470.00","1,457,770.00","3,470,000.00","2,005,000.00","1,517,662.30","1,927,204.30","2,150,192.00","2,060,379.00","7,752,100.00","5,684,222.87","2,840,040.00","6,074,950.00","8,079,600.00","4,998,514.30","3,822,916.10","1,804,168.00","3,441,439.20","3,422,536.00","6,755,087.12","5,826,985.79","8,211,621.14","2,924,879.00","3,180,096.00","2,444,696.00","3,320,697.28","2,440,000.00","2,307,430.01","1,379,930.01","5,152,168.94","9,290,800.00","60,036,967.02","59,850,476.98","63,502,861.92","72,818,890.29","64,943,408.89","83,092,075.66","78,841,448.05","84,602,566.77","75,104,968.57","70,156,058.43","61,337,538.87","56,729,522.16","71,154,988.87","77,065,093.30","81,482,151.15","62,701,251.19"
应付票据,,,,,,"5,282,727.44","7,810,572.86","6,025,913.96","7,906,630.11","6,651,389.81","7,489,517.14","2,808,428.76","2,808,428.76",,"1,419,953.40","3,017,862.00","2,295,264.60","1,585,143.00","3,310,257.00",,"845,495.17","3,927,503.15","4,071,023.05","2,734,313.70","1,027,042.25","2,723,979.84","1,020,364.73","6,225,975.90",,,,,,,,,,,,,,,,"12,311,525.18","35,191,754.02","40,489,531.56",,"71,109,160.21",
应收账款,"395,410,687.13","431,352,790.95","419,438,377.20","425,696,200.10","382,976,749.34","415,303,029.06","364,857,993.33","276,336,554.83","231,046,171.49","240,060,965.42","247,457,230.45","206,166,693.08","217,616,077.08","220,250,633.13","185,725,946.08","193,731,181.85","214,441,575.91","230,057,665.57","231,604,406.47","162,572,715.65","222,828,821.35","224,299,948.43","197,674,655.73","149,571,853.26","216,459,697.48","245,712,001.54","282,951,834.19","247,894,529.49","309,411,575.36","315,259,526.68","343,873,824.99","251,736,145.27","246,672,223.80","392,952,357.38","381,406,810.91","373,164,448.57","428,941,264.83","476,437,506.33","455,612,917.33","389,252,678.87","415,399,214.17","503,459,446.04","479,024,122.94","464,759,380.20","467,232,173.47","526,607,735.97","564,539,498.49","537,219,043.75","608,354,504.60"
应付账款,"256,922,633.29","199,570,309.58","223,704,025.23","186,981,075.92","199,452,077.12","157,032,577.10","142,232,189.86","154,286,725.16","154,775,622.32","141,094,226.16","129,104,538.89","137,481,885.22","118,740,954.50","112,124,176.68","84,538,177.13","102,234,488.77","104,327,811.28","106,514,412.71","84,687,528.02","105,400,593.99","111,638,953.39","114,254,711.02","93,652,247.47","111,546,381.94","92,782,629.73","123,204,154.51","110,816,910.03","126,210,705.10","137,192,120.32","127,447,375.28","105,024,735.97","135,538,211.68","129,624,368.12","170,490,552.22","191,992,368.49","161,024,708.59","171,401,925.66","198,360,365.50","182,176,802.41","174,828,356.05","171,312,640.25","172,418,174.68","169,555,958.69","194,031,795.38","171,922,588.17","203,320,210.56",,"247,693,879.70",
预付款项,"35,567,602.66","39,916,331.02","33,091,868.05","28,346,378.56","28,097,843.33","33,306,849.85","24,739,937.06","35,581,729.81","23,712,203.82","38,727,285.40","26,683,148.74","35,189,414.48","31,623,377.98","28,347,714.94","16,815,914.08","43,565,679.21","25,014,276.37","37,592,693.01","10,122,239.73","18,238,948.43","13,781,507.92","21,510,650.72","15,597,400.69","23,453,336.69","26,338,351.74","30,905,340.85","25,316,725.45","25,241,304.15","13,131,021.04","20,356,511.23","23,680,144.01","18,112,338.36","16,274,590.50","16,893,866.72","27,349,783.17","27,058,587.15","44,768,062.71","39,544,224.85","49,247,138.83","33,709,357.11","32,546,029.57","29,322,580.80","32,640,437.22","64,393,627.71","66,477,861.72","25,109,489.12","45,574,634.52","39,695,762.85","49,888,207.56"
预收款项,"62,074,940.03","70,745,200.66","76,860,386.89","99,253,883.25","157,275,799.07","162,696,144.77","133,208,661.61","89,348,979.40","66,634,241.37","81,475,766.00","72,847,044.49","40,261,334.94","71,541,424.35","81,393,759.50","23,945,451.42","52,121,914.75","46,618,001.70","51,642,586.10","33,335,319.80","18,419,282.13","30,885,957.84","21,974,495.01","26,776,709.41","26,636,113.70","33,506,231.70","34,897,553.21","51,482,851.23","32,726,923.09","36,159,790.01","38,655,929.18","47,807,673.81","26,856,206.59","28,782,740.23","21,740,996.64","29,622,557.96","25,598,146.20","25,186,724.80","26,996,952.71","31,048,457.84","36,548,091.83","23,339,098.94","30,490,939.49","29,457,815.95","38,326,094.65","40,968,057.14","34,936,329.32","66,982,733.05","75,412,987.77","70,073,244.20"
