科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"6,538,363.52","11,402,772.21","12,889,888.40","10,038,869.00","16,010,492.90","23,271,402.01","7,251,678.87","15,891,051.47","25,128,743.80","36,773,141.16","10,974,208.78","20,970,084.65","32,757,489.36","54,228,831.40","13,001,821.46","26,330,953.99","39,502,727.88","61,988,649.87","14,073,441.02","29,857,385.03","46,109,903.24","68,510,960.53","18,389,503.55","33,980,941.55","50,140,387.19","76,136,979.54","19,516,423.73","38,586,173.54","56,573,902.95","80,392,298.88","20,490,549.55","42,477,712.47","63,914,515.35","94,329,297.82","25,029,424.65","50,423,563.85"
取得借款收到的现金,,"3,266,475.91",,"28,000,000.00","48,000,000.00","54,909,684.00",,,,,,,,,,,,,,,,,,,,,,,"445,375,083.77","463,167,275.77","2,000,000.00","4,000,000.00","10,572,980.49","10,572,980.49",,
支付的各项税费,"411,982.67","822,648.75","2,151,549.48","2,658,754.86","4,616,581.71","5,646,674.61","1,722,288.47","1,991,286.89","4,815,037.51","5,941,601.00","2,036,643.06","6,733,555.39","9,556,381.38","19,542,457.27","2,253,496.90","9,598,455.17","12,036,100.61","10,259,176.81","3,042,649.05","6,519,977.13","10,169,579.97","11,781,775.78","5,056,819.95","13,044,548.32","17,450,190.11","24,988,956.12","7,426,572.08","15,702,366.09","24,785,464.04","30,094,093.80","9,109,347.47","15,273,942.59","25,115,412.18","28,803,976.75","9,159,894.11","14,300,274.70"
收到其他与筹资活动有关的现金,,,"3,510,196.23","1,498,116.84","2,901,325.84","2,985,789.08","56,424.09","3,612,886.16","6,150,829.72","12,609,903.15",,,,"1,142,234.09",,,,,,,,"123,660.60",,"55,904,498.75","55,904,498.75","70,482,540.51",,"18,631,012.77","27,573,197.99","37,529,690.85","8,598,586.00","17,247,416.79","29,538,775.37","37,524,973.46","8,471,682.51","15,569,642.85"
支付其他与经营活动有关的现金,"7,352,447.11","10,119,007.10","10,611,075.41","9,588,177.25","17,656,563.12","24,775,606.72","7,029,903.97","12,614,191.87","22,533,447.26","26,737,809.47","13,816,194.94","28,371,006.26","44,632,999.02","38,812,334.98","14,846,850.05","29,020,047.96","55,152,052.89","59,065,623.01","21,157,671.01","42,449,741.38","60,479,464.72","59,792,228.03","24,601,370.01","45,928,735.03","75,580,152.79","86,473,130.52","26,713,399.49","44,881,870.27","68,153,114.16","74,493,516.04","21,595,189.49","50,953,342.93","78,679,017.31","104,179,035.22","30,321,510.00","71,001,401.42"
筹资活动现金流入小计,,"3,266,475.91","7,804,196.23","29,498,116.84","50,901,325.84","57,895,473.08","614,188,424.09","612,751,356.16","615,289,299.72","617,965,763.15",,,"2,000,000.00","3,142,234.09",,,,,,,,"123,660.60",,"55,904,498.75","55,904,498.75","219,832,605.36",,"19,611,012.77","473,928,281.76","501,676,966.62","10,598,586.00","21,247,416.79","40,111,755.86","48,097,953.95","8,471,682.51","15,569,642.85"
经营活动现金流出小计,"58,303,288.55","66,942,863.36","69,416,372.80","89,524,918.66","145,605,752.63","193,942,227.57","65,808,495.30","140,022,354.31","196,113,860.24","273,841,053.66","75,619,165.17","157,287,189.95","241,691,691.89","300,742,935.36","81,821,279.79","175,467,596.36","277,819,401.36","363,910,322.94","101,067,951.80","210,452,743.47","323,540,874.11","350,913,370.56","114,928,831.80","212,789,216.99","314,611,181.26","424,306,107.98","107,702,712.51","214,268,574.57","352,416,846.18","517,418,654.57","150,143,220.98","317,573,852.41","479,268,064.74","778,487,327.05","192,778,005.55","385,032,631.33"
偿还债务支付的现金,,,"3,266,475.91",,,,"48,000,000.00","48,000,000.00","47,803,140.00","54,755,154.00",,,,,,,,,,"63,000.00","252,000.00","441,000.00","933,000.00","933,000.00","933,000.00","933,000.00",,,"137,000,000.00","301,167,275.77","2,000,000.00","164,000,000.00","166,000,000.00","166,000,000.00",,
经营活动产生的现金流量净额,"11,875,083.31","6,364,806.01","28,028,369.54","-2,124,946.00","4,522,766.90","21,262,662.23","9,344,475.98","-22,747,638.91","-8,902,397.99","-17,260,848.04","2,055,580.01","13,975,261.76","15,077,515.08","57,577,647.48","-18,838,340.53","-29,395,881.14","-38,158,246.47","-34,691,460.28","-9,436,474.93","1,695,773.41","2,661,443.51","70,613,405.95","-17,581,841.75","-19,500,800.36","-9,368,604.04","47,349,148.06","-4,093,107.68","38,076,399.84","64,718,435.03","98,869,811.50","-5,648,344.14","-23,306,215.39","-10,855,894.87","1,117,244.49","-32,012,832.83","-35,160,175.60"
分配股利、利润或偿还利息支付的现金,,,"290,042.09","128,620.00","555,552.47","1,265,885.68","388,752.11","388,752.11","6,580,458.84","5,064,452.11",,"12,721,480.00","12,721,480.00","13,400,000.00",,"26,800,000.00","26,800,000.00","26,800,000.00",,"13,400,000.00","13,400,000.00","13,457,128.64",,"14,380,000.00","14,380,000.00","13,702,169.99",,,,"512,779.73",,"34,951,003.00","34,951,003.00","34,973,707.59",,"34,951,003.00"
收回投资收到的现金,"9,816,300.00","5,094,150.00","12,185,730.00",,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,"52,485,456.00","49,380,000.00","6,500,000.00","384,700,000.00","384,700,000.00","384,700,000.00",,
支付其他与筹资活动有关的现金,,"3,262,511.73","3,487,672.23","1,487,672.24","1,992,450.06","12,063,020.00","35,790,493.35","1,842,406.00","1,842,406.00","1,142,234.09",,,,,"1,400,000.00","1,465,867.70","1,465,867.70","1,465,867.70",,,,"63,569,230.24",,"1,388,115.79","1,388,115.79","21,138,781.63",,"205,318,707.11","213,815,685.69","220,900,417.40","11,669,395.77","21,672,547.76","30,782,208.01","42,912,681.08","9,268,784.25","15,940,763.40"
取得投资收益收到的现金,"277,533.23","108,997.55","461,043.05",,,,,,,,,,,,,,,,,,,,,,,,,,,"3,030,520.50",,,,,,
筹资活动现金流出小计,,"3,262,511.73","7,044,190.23","1,616,292.24","2,548,002.53","13,328,905.68","84,179,245.46","50,231,158.11","56,226,004.84","60,961,840.20",,"12,721,480.00","12,721,480.00","13,400,000.00","1,400,000.00","28,265,867.70","28,265,867.70","28,265,867.70",,"13,463,000.00","13,652,000.00","77,467,358.88","933,000.00","16,701,115.79","16,701,115.79","35,773,951.62",,"205,318,707.11","350,815,685.69","522,580,472.90","13,669,395.77","220,623,550.76","231,733,211.01","243,886,388.67","9,268,784.25","50,891,766.40"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,"8,000.00",,"4,200.00","4,200.00","35,587.00","4,200.00",,,850.00,"6,000.00","6,000.00","6,000.00","1,864,947.11",,,"4,273,000.00","4,273,000.00","700,000.00","1,550,000.00","1,550,000.00","1,552,525.00",,,"225,533.98","700,482.70",,"40,582.78"
筹资活动产生的现金流量净额,,"3,964.18","760,006.00","27,881,824.60","48,353,323.31","44,566,567.40","530,009,178.63","562,520,198.05","559,063,294.88","557,003,922.95",,"-12,721,480.00","-10,721,480.00","-10,257,765.91","-1,400,000.00","-28,265,867.70","-28,265,867.70","-28,265,867.70",,"-13,463,000.00","-13,652,000.00","-77,343,698.28","-933,000.00","39,203,382.96","39,203,382.96","184,058,653.74",,"-185,707,694.34","123,112,596.07","-20,903,506.28","-3,070,809.77","-199,376,133.97","-191,621,455.15","-195,788,434.72","-797,101.74","-35,322,123.55"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-267,298.40","-101,823.60","-104,862.76","-59,548.44","-165,743.55","-275,835.96","-35,309.75","-146,039.17","-437,835.74","474,288.61","13,934.60","228,185.05","357,324.02","-119,520.79","-260,072.59","-860,902.15","-1,284,738.10","-1,349,349.46","187,881.49","737,751.04","739,746.24","442,790.43","774,201.73","1,346,075.37","1,772,983.27","2,231,783.37","-135,451.02","693,800.67","1,039,813.95","4,576,283.94","-473,553.09","-1,358,876.16","-3,268,366.66","-4,389,071.31","-2,827,976.40","-975,611.24"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"3,800,000.00",,,,,,"17,452,675.29","17,452,675.29","7,050,000.00",,,,"979,876,616.19","401,013,558.29","807,507,928.63","1,492,495,783.37","1,620,615,186.12","4,085,134.16","305,384,301.26","500,408,088.14","754,889,440.29","275,641,550.41","393,367,060.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,093,833.23","5,203,147.55","12,646,773.05",,,,,,,"8,000.00",,"4,200.00","4,200.00","3,835,587.00","4,200.00",,,850.00,"6,000.00","17,458,675.29","17,458,675.29","8,914,947.11",,,"4,273,001.00","984,149,617.19","401,713,558.29","809,057,928.63","1,546,531,239.37","1,674,578,231.62","10,585,134.16","690,084,301.26","885,333,622.12","1,140,289,922.99","275,641,550.41","393,407,642.78"
五、现金及现金等价物净增加额,"6,866,296.68","-4,912,830.54","19,711,579.06","-1,781,559.56","-14,021,807.89","-8,634,804.64","533,041,025.18","521,528,212.81","518,915,434.96","497,778,381.98","-10,308,599.45","-25,442,939.50","-62,229,976.47","-86,902,141.14","-42,352,876.26","-85,075,968.54","-99,738,944.51","-107,150,705.96","-16,107,423.67","-33,547,967.97","-58,430,644.72","-83,312,560.14","-19,384,094.17","16,572,964.70","29,065,647.21","-59,183,901.65","-114,236,453.57","-1,062,102.51","-78,349,446.11","-74,495,521.69","-3,123,560.22","-24,578,291.21","-26,326,400.84","-16,101,477.56","38,353,328.06","88,750,426.37"
购建固定资产、无形资产和其他长期资产支付的现金,"4,835,321.46","11,286,744.68","9,618,706.77","27,478,889.72","66,732,154.55","74,188,198.31","6,277,319.68","18,098,307.16","27,807,626.19","42,446,981.54","12,378,114.06","26,929,106.31","66,947,535.57","137,938,088.92","21,858,663.14","26,553,317.55","32,025,092.24","42,844,878.52","1,770,790.23","4,387,927.71","7,593,469.76","45,347,640.64","1,643,454.15","3,755,693.27","6,051,952.81","8,071,963.04","221,453.16","2,122,537.31","3,191,530.53","8,556,342.47","515,987.38","1,621,366.95","2,114,306.28","15,337,703.99","14,150,311.37","35,699,306.02"
期初现金及现金等价物余额,"3,072,715.90","9,939,012.58","5,026,182.04","24,737,761.10","24,737,761.10","24,737,761.10","24,737,761.10","16,102,956.46","16,102,956.46","16,102,956.46","513,881,338.44","513,881,338.44","513,881,338.44","513,881,338.44","426,979,197.30","426,979,197.30","426,979,197.30","426,979,197.30","319,828,491.34","319,828,491.34","319,828,491.34","319,828,491.34","301,308,149.88","236,515,931.20","236,515,931.20","236,515,931.20","195,225,876.93","180,283,076.03","180,283,076.03","180,283,076.03","105,787,554.34","105,787,554.34","105,787,554.34","105,787,554.34","89,686,076.78","89,686,076.78"
投资支付的现金,"10,000,000.00","5,096,180.00","12,000,000.00",,,,,,"3,000,000.00",,,,,,,,,,"5,094,040.00","35,589,240.00","58,045,040.00","5,106,040.00",,"720,000.00","720,000.00","60,720,000.00",,,"382,200,000.00","384,700,000.00",,,,,,
期末现金及现金等价物余额,"9,939,012.58","5,026,182.04","24,737,761.10","22,956,201.54","10,715,953.21","16,102,956.46","557,778,786.28","537,631,169.27","535,018,391.42","513,881,338.44","503,572,738.99","488,438,398.94","451,651,361.97","426,979,197.30","384,626,321.04","341,903,228.76","327,240,252.79","319,828,491.34","303,721,067.67","286,280,523.37","261,397,846.62","236,515,931.20","281,924,055.71","253,088,895.90","265,581,578.41","177,332,029.55","80,989,423.36","179,220,973.52","101,933,629.92","105,787,554.34","102,663,994.12","81,209,263.13","79,461,153.50","89,686,076.78","128,039,404.84","178,436,503.15"
