科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"4,449,245,512.27","5,929,486,954.79","6,646,863,582.97","1,956,667,400.00","3,842,099,096.43","6,262,754,630.73","8,158,238,056.26","2,551,998,645.96","4,751,242,865.96","7,764,697,987.44","9,928,492,148.35","3,113,989,331.94","5,860,534,523.08","9,680,885,614.37","12,411,690,491.20","3,608,959,571.71","6,930,397,870.85","11,112,654,093.67","14,366,166,551.06","4,131,829,541.08"
二、营业利润,"189,590,700.16","301,811,572.60","395,151,524.85","341,364,500.00","639,275,654.51","1,145,918,260.12","1,151,017,828.78","505,767,619.40","747,137,408.93","1,335,119,458.13","1,213,664,411.11","446,102,349.71","679,903,398.17","1,482,998,438.41","1,656,892,889.68","577,896,058.66","800,097,408.12","1,860,969,338.47","1,541,309,625.18","459,127,315.17"
减:营业成本,"3,570,850,987.55","4,953,764,102.82","5,404,246,636.58",,"2,780,642,236.62","4,382,905,812.26","6,038,775,187.58","1,791,975,571.86","3,555,943,060.14","5,726,114,898.02","7,740,361,921.81","2,449,788,947.24","4,739,202,318.22","7,464,511,735.89","9,858,803,001.08","2,845,624,670.17","5,752,510,222.01","8,883,393,270.16","12,208,011,827.19","3,381,910,360.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"11,942,189.81","7,120,153.03","7,971,270.55",,"3,582,181.92","13,706,567.85","17,623,839.96","7,787,492.65","11,869,138.82","13,824,514.51","19,341,394.57","3,440,868.54","9,326,011.18","23,479,254.45","25,902,808.25","1,486,412.55","7,373,468.45","9,812,421.43","12,268,343.11","2,462,154.01"
营业外收入,"131,400,031.87","162,504,010.11","209,048,080.84",,"80,274,808.79","161,683,950.10","253,316,822.98","99,451,205.40","198,764,143.87","353,929,270.19","448,715,722.27","115,181,559.08","162,678,748.33","217,331,092.71","171,645,949.55","11,752,787.95","34,053,857.21","103,302,632.86","152,506,307.16","82,129,220.54"
销售费用,"385,656,311.16","435,912,654.85","436,649,881.31",,"205,984,611.53","325,314,625.07","436,258,900.57","124,148,699.85","219,974,567.95","346,435,037.01","460,827,769.11","136,882,616.39","258,283,533.87","398,341,491.23","532,052,898.06","147,874,154.91","287,979,940.92","450,466,887.91","598,288,788.19","159,147,902.22"
减:营业外支出,"1,678,804.17","1,535,373.38","7,225,205.73",,"2,352,760.86","2,335,683.89","2,877,190.36","404,812.89","1,101,212.42","1,422,605.95","1,692,535.00","622,985.99","1,385,664.78","2,492,354.82","2,250,092.14","369,571.04","389,247.45","565,125.77","1,308,989.57","386,430.98"
管理费用,"142,419,033.32","149,927,401.78","244,294,279.95",,"115,744,927.69","183,805,288.12","269,485,200.04","79,405,018.87","133,403,339.49","225,563,908.73","312,075,037.69","91,593,352.05","165,664,221.40","236,220,788.94","383,730,859.38","94,907,071.44","182,388,445.89","286,171,557.13","415,522,923.47","110,120,591.11"
其中:非流动资产处置净损失,"659,868.58","311,238.09","102,337.00",,"4,976.83","1,608,879.91","2,029,007.84","44,589.42","359,923.79","401,695.89","438,160.65","69,524.06","143,654.36","1,120,756.67",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"140,363,018.79","74,942,048.60","150,630,498.38",,"92,812,142.99","207,267,304.14","267,715,479.81","42,195,471.69","76,609,505.93","111,484,416.97","179,844,543.28","-13,049,160.89","61,195,400.43","142,647,463.80","268,769,343.97","37,332,331.66","82,180,181.71","130,267,924.15","272,994,774.40","78,366,841.69"
三、利润总额,"319,311,927.86","462,780,209.33","596,974,399.96","358,458,000.00","717,197,702.44","1,305,266,526.33","1,401,457,461.40","604,814,011.91","944,800,340.38","1,687,626,122.37","1,660,687,598.38","560,660,922.80","841,196,481.72","1,697,837,176.30","1,826,288,747.09","589,279,275.57","833,762,017.88","1,963,706,845.56","1,692,506,942.77","540,870,104.73"
资产减值损失,"8,423,271.48","6,009,021.11","7,919,491.35",,"4,057,341.17","3,836,773.17","-4,895,042.30","-360,846.88","4,014,032.09","-661,800.94","-2,175,863.03","-235,551.18","-463,044.04","159,845.96","3,098,034.80","-824,341.31","438,125.63","3,590,991.46","4,434,356.52",
减:所得税,"89,778,022.44","124,142,196.77","181,978,907.89",,"214,645,413.34","342,920,515.63","373,392,779.33","152,786,940.56","238,872,282.08","413,494,780.93","410,900,170.30","128,547,578.84","202,226,301.42","426,189,251.23","474,361,361.97","151,332,208.10","213,373,121.58","510,802,935.96","452,920,918.01","134,761,190.27"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,"1,147,293.18","9,343,786.67"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,"17,743,338.18","-1,079,618.52","-2,291,812.61","-6,817,555.01","-4,552,933.81","534,089.92","414,991.15","2,682,079.31","15,106,234.60","931,083.35","2,353,513.34","180,868,746.64","196,062,634.08","223,269.76"
四、净利润,"229,533,905.42","338,638,012.56","414,995,492.07","257,356,600.00","502,552,289.10","962,346,010.70","1,028,064,682.07","452,027,071.35","705,928,058.30","1,274,131,341.44","1,249,787,428.08","432,113,343.96","638,970,180.30","1,271,647,925.07","1,351,927,385.12","437,947,067.47","620,388,896.30","1,452,903,909.60","1,239,586,024.76","406,108,914.46"
其中:对联营企业和合营企业的投资权益,,,,,,,,"-1,079,618.52","-2,291,812.61","-6,817,555.01","-4,900,640.48","534,089.92","414,991.15","2,682,079.31","725,227.83","329,283.34","1,143,226.66","2,067,470.47","2,890,703.94","223,269.76"
归属于母公司所有者的净利润,"229,533,905.42","338,638,012.56","427,685,746.55","266,537,600.00","517,709,789.72","972,228,434.39","1,047,287,568.99","454,228,820.62","710,207,174.17","1,264,542,650.23","1,249,074,211.21","420,396,568.21","624,947,390.37","1,243,840,609.75","1,325,631,155.02","432,647,462.68","618,280,776.90","1,434,436,034.75","1,232,927,136.04","400,412,730.48"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,"-12,690,254.48",,"-15,157,500.62","-9,882,423.69","-19,222,886.92","-2,201,749.27","-4,279,115.87","9,588,691.21","713,216.87","11,716,775.75","14,022,789.93","27,807,315.32","26,296,230.10","5,299,604.79","2,108,119.40","18,467,874.85","6,658,888.72","5,696,183.98"
