科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,343,670,130.74","1,618,474,970.71","2,487,338,833.28","780,018,866.84","1,864,533,401.20","3,072,339,491.25","4,488,070,116.59","1,149,065,249.85","2,926,134,344.54","5,034,230,572.35","7,252,644,744.50","1,742,788,687.50","4,046,982,418.30","6,415,794,484.51","9,576,539,781.48","2,093,925,646.43","5,241,565,072.06","8,438,546,696.25","12,142,947,352.90","2,698,624,759.52","6,279,710,649.14","9,922,241,747.26","12,917,112,313.93","2,700,816,229.87","5,331,373,244.50","7,564,562,084.39","8,968,523,682.27","1,905,598,517.53","4,039,555,292.68","5,978,212,165.08","8,936,853,530.47","1,604,332,943.35","4,058,144,601.82","6,239,839,056.53"
二、营业利润,"107,072,272.44","113,058,518.34","178,052,757.82","56,329,503.33","141,611,805.22","223,264,891.61","311,772,510.03","76,633,721.17","204,103,405.20","350,112,742.61","555,467,448.94","128,536,332.14","322,705,987.89","537,274,030.10","749,275,138.48","165,737,451.86","438,620,197.57","766,383,728.04","1,051,455,730.51","243,033,594.53","572,855,575.32","871,603,131.17","1,245,322,727.97","243,412,253.20","592,449,356.44","720,266,513.23","682,772,587.79","119,296,116.01","180,074,859.00","316,017,558.19","369,168,412.10","90,389,644.01","205,539,295.27","359,116,147.58"
减:营业成本,"1,121,792,268.47","1,373,636,973.62","2,118,388,272.75","662,560,774.25","1,586,203,669.76","2,614,326,546.26","3,818,858,516.69","972,607,340.07","2,473,370,358.91","4,277,023,239.56","6,076,484,691.60","1,470,022,425.63","3,386,570,630.64","5,378,861,016.28","7,994,046,684.73","1,748,479,354.76","4,355,231,628.44","7,011,079,176.60","9,968,746,368.76","2,212,826,691.80","5,163,793,729.96","8,105,044,571.13","10,475,848,604.03","2,169,770,031.48","4,361,774,595.93","6,218,879,473.55","7,472,437,534.71","1,589,346,084.26","3,376,923,929.71","5,048,311,704.28","7,785,120,236.69","1,356,059,898.25","3,471,664,636.58","5,315,407,991.48"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"45,660,588.12","54,727,506.56","85,592,451.76","27,380,996.72","63,693,849.24","104,804,424.14","152,567,154.81","39,548,033.11","100,690,566.34","169,286,730.24","247,384,613.81","60,091,600.62","139,053,812.10","219,256,478.70","330,888,860.66","72,248,333.48","179,066,964.52","285,458,843.96","409,973,243.26","91,846,901.27","211,086,840.23","333,030,500.82","430,196,132.44","90,536,386.53","177,349,396.31","250,077,700.01","288,738,378.07","60,850,313.05","113,295,966.73","120,679,537.75","110,832,186.41","5,415,372.81","15,353,252.40","21,799,931.51"
营业外收入,"72,891.34","116,780.75","42,583.24",24.34,"4,742.57","4,742.57","4,889.85",,200.00,"440,517.17","477,677.67",271.44,"52,452.14","52,452.14","2,518,280.10","419,776.45","1,339,252.90","1,867,044.35","10,273,492.49","1,147,114.63","3,834,788.07","4,316,161.79","5,878,201.05","2,258,759.03","3,218,785.23","6,579,401.56","9,185,657.42","1,493,189.95","6,025,107.22","7,729,128.72","10,240,939.03","1,461,500.67","2,125,041.47","3,169,981.82"
销售费用,"8,077,363.91","13,889,501.80","17,808,306.46","8,198,977.94","15,953,063.31","24,746,331.05","36,519,356.78","11,265,364.81","32,293,047.53","48,989,161.70","78,729,936.49","21,628,768.74","42,300,951.05","60,806,821.22","97,134,572.03","23,668,244.65","51,488,642.79","77,318,736.64","110,365,176.88","29,576,236.13","60,909,067.16","107,126,134.45","122,565,317.18","43,312,038.26","89,430,747.68","136,270,838.81","185,914,626.09","36,515,532.28","80,944,529.36","120,272,223.97","164,251,881.91","38,657,247.09","77,654,829.23","121,091,543.40"
减:营业外支出,"99,328.01","426,054.32","767,108.29","357,120.50","375,428.25","407,661.03","595,347.49","632,050.00","682,100.00","840,105.83","1,117,392.51","778,638.10","882,186.10","882,186.10","961,431.26","30,051.51","199,473.47","2,543,453.27","2,834,709.91","4,280.70","2,743,931.35","3,610,747.03","3,911,775.14","116,032.43","174,146.73","434,116.86","1,676,221.73","915,773.69","1,140,019.04","1,381,835.33","1,535,844.84","635,103.05","969,023.03","3,320,283.01"
管理费用,"27,083,510.38","42,072,743.30","56,469,092.21","19,688,391.64","36,548,151.78","57,419,161.52","105,898,730.53","32,460,701.81","68,465,780.96","125,711,962.34","210,875,419.98","50,395,975.79","94,455,943.48","133,387,905.64","247,302,897.84","55,689,052.70","114,349,312.90","163,233,761.62","261,276,615.98","73,038,189.13","139,115,693.87","217,742,401.69","275,278,488.73","85,705,068.07","166,008,611.74","258,203,525.41","393,134,889.56","72,121,138.73","150,978,624.98","247,439,929.61","387,256,231.88","77,058,525.81","158,631,397.71","260,537,741.58"
其中:非流动资产处置净损失,"4,394.02","10,218.95","312,800.06",,"18,307.75","50,040.53","99,471.99",,,,"286,102.22","19,223.32","26,192.70","26,192.70","147,953.60",,"164,154.47","164,154.47","502,686.32",,"13,821.39","195,712.81","351,805.98","51,732.43","51,732.43","221,482.48","1,065,429.50","904,146.66","1,112,491.45","1,347,634.38","1,499,888.23","196,012.03","494,596.48","1,321,204.02"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"16,935,422.54","5,879,090.38","1,826,988.54","161,755.29","-7,635,569.80","-15,043,622.83","-22,214,483.79","-6,612,601.89","-9,937,350.69","-13,634,632.19","-16,874,902.62","-2,644,904.71","-5,291,169.78","5,302,533.11","8,021,721.13","8,993,809.00","16,392,319.61","26,419,207.61","39,425,308.89","3,320,601.80","4,626,306.27","2,234,286.13","12,526,244.66","7,275,915.23","17,685,100.71","31,743,349.52","41,243,537.12","13,772,354.30","28,501,240.98","42,604,300.50","57,513,929.55","13,943,835.25","31,943,532.44","40,011,800.26"
