科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"2,842,006.95","10,351,828.21","30,857,430.35","9,322,636.68","18,657,301.27","27,858,900.74","46,922,225.49","7,744,582.10","16,849,896.20","24,022,387.18","38,999,258.17","9,132,635.87","11,667,150.61","15,567,227.58","61,689,062.13","10,262,613.21","29,550,568.67","34,636,182.87","71,831,356.57","19,173,482.88","39,604,153.59","60,834,237.98","81,863,787.41","26,246,214.97","47,102,560.81","49,921,268.64","91,114,013.46","24,437,507.73","49,108,310.92","72,912,160.33","94,864,502.81","26,189,617.42","47,134,036.62","69,016,762.99","89,566,451.72","27,724,351.91","47,090,900.26","69,582,971.90","88,908,606.91","23,866,568.14","46,650,228.69","67,168,694.28"
取得借款收到的现金,"46,800,000.00","117,600,000.00","199,700,000.00","46,000,000.00","94,000,000.00","103,000,000.00","129,000,000.00",,"121,000,000.00","156,000,000.00","215,000,000.00",,"65,000,000.00","114,000,000.00","143,000,000.00","30,000,000.00",,"85,000,000.00","129,670,810.00","59,000,000.00","59,113,667.05","83,018,251.83","138,000,000.00","19,000,000.00","49,000,000.00","49,000,000.00","49,000,000.00",,,,,"17,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","14,900,000.00","14,900,000.00","14,900,000.00","14,900,000.00","14,500,000.00","14,500,000.00","14,500,000.00"
支付的各项税费,"2,052,233.46","13,161,515.34","24,803,560.44","4,856,727.03","20,703,749.90","26,094,547.61","25,119,031.94","7,937,117.47","22,458,555.94","36,161,267.40","35,745,808.84","3,138,103.54","19,718,514.17","30,505,640.77","33,045,523.49","6,216,307.94","22,684,897.41","27,513,678.95","29,148,314.60","8,481,404.88","29,424,205.47","35,715,182.84","40,268,102.49","8,823,275.58","43,236,777.11","48,944,371.02","67,893,458.19","3,165,745.97","50,982,682.62","65,771,173.62","102,107,776.93","20,609,638.09","50,778,486.28","69,363,941.09","118,969,158.07","4,392,578.85","60,283,480.92","79,123,255.17","110,567,354.60","32,407,929.96","55,112,682.28","65,145,398.44"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"9,343,353.75","22,072,643.16","43,959,370.34","21,822,147.07","17,872,457.30","35,091,950.67","31,584,079.95","39,485,927.80","17,044,019.02","16,212,539.78","43,444,657.12","1,995,037.08","20,814,366.46","23,635,160.89","47,801,588.11","15,817,782.68","23,086,260.52","49,177,352.77","60,291,078.00","14,855,218.14","51,107,194.41","66,701,009.10","73,312,034.39","13,156,425.15","22,640,060.75","32,311,937.55","45,200,794.43","10,282,415.39","43,036,466.95","52,275,187.67","46,210,555.75","8,609,756.64","17,596,468.33","24,078,575.31","46,465,838.06","10,525,519.98","25,658,934.88","37,254,948.01","60,346,714.15","29,164,023.61","46,525,586.15","57,346,477.38"
筹资活动现金流入小计,"46,800,000.00","117,600,000.00","199,700,000.00","46,000,000.00","254,958,697.11","263,958,697.11","289,958,697.11","112,000,000.00","121,000,000.00","156,000,000.00","217,400,000.00",,"65,000,000.00","114,000,000.00","143,000,000.00","30,000,000.00","30,000,000.00","85,000,000.00","134,670,810.00","59,000,000.00","59,113,667.05","83,018,251.83","147,271,227.52","393,909,996.44","424,659,996.44","424,659,996.44","427,909,996.44",,"1,563,243.15","1,563,243.15",,"17,000,000.00","17,000,000.00","17,000,000.00","23,565,600.00","19,088,400.00","19,088,400.00","19,088,400.00","23,225,040.00","18,681,120.00","18,681,120.00","18,681,120.00"
经营活动现金流出小计,"98,010,987.13","254,381,659.09","558,800,192.87","153,700,544.54","307,322,629.76","484,812,891.98","614,352,049.70","124,233,565.73","234,336,464.14","402,690,146.63","582,416,798.79","158,817,956.81","369,896,830.45","579,703,727.46","713,814,832.90","230,375,801.48","489,649,831.98","748,307,597.22","946,592,263.79","212,294,585.91","399,867,100.05","619,563,335.35","772,368,406.90","271,384,083.15","536,519,992.53","688,927,499.70","927,526,498.76","118,956,978.34","350,890,499.41","590,753,471.74","746,239,654.53","159,685,668.27","324,966,474.81","455,925,473.27","634,344,913.57","150,892,536.69","312,416,248.02","483,999,322.75","683,628,870.65","228,336,839.88","415,808,509.26","592,241,463.59"
偿还债务支付的现金,"32,000,000.00","104,700,000.00","188,236,615.77","35,700,000.00","95,000,000.00","129,529,154.42","208,200,000.00","56,300,000.00","96,300,000.00","131,300,000.00","175,300,000.00","15,000,000.00","59,000,000.00","95,000,000.00","143,000,000.00","30,000,000.00","55,000,000.00","85,000,000.00","114,000,000.00","35,671,440.00","35,689,061.83","59,689,061.83","129,637,430.59","20,000,000.00","75,000,000.00","75,000,000.00","120,000,000.00",,"7,000,000.00","15,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","14,900,000.00","14,900,000.00","14,900,000.00"
经营活动产生的现金流量净额,"5,442,235.26","15,134,853.96","60,958,907.61","-24,576,432.70","-43,623,837.11","-55,491,561.94","19,663,870.68","10,710,227.51","43,751,499.29","30,102,671.62","83,407,695.83","-16,201,205.36","-18,077,490.94","-19,907,083.00","60,295,427.54","-85,043,988.00","-79,152,701.30","-111,912,914.49","-74,233,755.09","-57,175,353.54","36,799,338.18","53,025,226.18","170,924,866.05","-114,171,753.86","-118,023,218.79","-23,684,519.04","53,842,174.07","68,620,150.35","117,285,306.14","144,165,735.66","307,752,835.15","23,214,235.76","139,627,857.93","249,053,761.09","392,023,481.14","-15,426,189.11","55,807,127.36","123,377,303.97","221,586,562.71","-72,319,451.54","-38,248,694.64","23,059,843.48"
分配股利、利润或偿还利息支付的现金,"1,333,514.94","3,352,978.08","7,132,173.38","1,586,531.63","3,350,791.10","4,450,088.14","6,526,355.65","114,713.72","406,588.60","4,016,102.42","5,836,016.84","370,666.95","8,696,037.13","9,838,369.05","12,108,883.67",,"7,409,143.97","7,915,977.30","9,912,902.34","1,487,217.35","19,230,591.31","20,830,409.72","22,300,849.57","1,060,666.67","23,899,494.46","24,558,827.86","25,027,661.25",,"28,789,126.79","29,394,726.79","34,406,017.40","225,711.11","65,935,969.80","66,179,258.69","66,419,903.13","58,177.78","65,896,728.92","66,070,744.37","66,242,868.36","149,426.31","66,145,587.64","66,314,481.27"
收回投资收到的现金,,,,,,,,,,,,,,,"12,919,550.89","1,382,000.00","5,657,502.44","19,652,868.44",,"3,891,200.00",,"3,891,200.00","4,131,200.00","10,226,475.00","5,414,446.72","5,414,446.72","5,045,246.72",,,,,,,,,,,"190,000,000.00","405,713,186.48","244,626,070.81","255,528,070.81","245,680,770.81"
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,"5,000,000.00",,,,,,"4,274,654.87","1,859,056.67",,,,,"41,000,000.00",,,,"1,800,620.00",,,"16,163,394.39","22,540,197.52",,,,,,,
取得投资收益收到的现金,,"153,120.00","180,650.00",,,,,,"6,438.36","98,685.08","6,493,604.61","1,406,943.40","77,506.80","77,506.80","1,306,381.80","12,500.00","998,625.00","5,024,575.00","1,278,194.52","1,356,000.00","870,843.43","7,127,743.43","7,612,900.00","1,042,500.00",,,,,,,,,"1,255,000.00",,,,,"629,620.05",,,,
筹资活动现金流出小计,"33,333,514.94","108,052,978.08","195,368,789.15","37,286,531.63","98,350,791.10","133,979,242.56","214,726,355.65","56,414,713.72","96,706,588.60","135,316,102.42","181,136,016.84","15,370,666.95","67,696,037.13","104,838,369.05","160,108,883.67","30,000,000.00","62,409,143.97","92,915,977.30","123,912,902.34","37,158,657.35","59,194,308.01","82,378,528.22","151,938,280.16","21,060,666.67","98,899,494.46","99,558,827.86","186,027,661.25",,"35,789,126.79","44,394,726.79","56,206,637.40","20,225,711.11","85,935,969.80","102,342,653.08","108,960,100.65","17,058,177.78","82,896,728.92","83,070,744.37","83,242,868.36","15,049,426.31","81,045,587.64","81,214,481.27"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"254,628.00",,"43,000.00","43,000.00","43,000.00",,,"52,200.00","102,200.00","240,384.61","288,384.61","287,833.35","2,403,958.61","67,706,105.71","67,720,277.25","67,910,344.55","735,989.80","98,076.93","455,319.47","629,063.38","1,492,579.36",,"33,171.09","33,171.09","422,062.27","188,896.16","198,703.85","198,703.85","900,806.24",,"44,113.43","943,290.43","86,829.44","6,837.61","19,312.48","1,106,130.16","1,104,932.90",,,"750,000.00"
筹资活动产生的现金流量净额,"13,466,485.06","9,547,021.92","4,331,210.85","8,713,468.37","156,607,906.01","129,979,454.55","75,232,341.46","55,585,286.28","24,293,411.40","20,683,897.58","36,263,983.16","-15,370,666.95","-2,696,037.13","9,161,630.95","-17,108,883.67",,"-32,409,143.97","-7,915,977.30","10,757,907.66","21,841,342.65","-80,640.96","639,723.61","-4,667,052.64","372,849,329.77","325,760,501.98","325,101,168.58","241,882,335.19",,"-34,225,883.64","-42,831,483.64","-56,206,637.40","-3,225,711.11","-68,935,969.80","-85,342,653.08","-85,394,500.65","2,030,222.22","-63,808,328.92","-63,982,344.37","-60,017,828.36","3,631,693.69","-62,364,467.64","-62,533,361.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"5,414,807.44",,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,"-2,920.00",,,,"-4,266.24",,,,,,,,"-3,877.71","-3,674.25",,,"-23,516.47",,,,"-1,265.45",,,,"-531,715.24",,,,,,,,"9,280,486.22","-1,574,360.88","2,455,966.10","3,637,036.69","11,136,979.63","-1,114,265.06","-4,962,496.22","-10,047,284.93"
收到其他与投资活动有关的现金,,,,,,,"15,600,000.00",,"15,404,660.75","15,404,660.75","15,404,660.75",,,,"1,605,093.00",,,,"67,682,067.25",,,"3,271,227.52",,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"153,120.00","435,278.00",,"43,000.00","43,000.00","15,643,000.00",,"15,411,099.11","15,555,545.83","22,000,465.36","1,647,328.01","365,891.41","365,340.15","18,234,984.30","69,100,605.71","74,376,404.69","92,587,787.99","69,696,251.57","5,345,276.93","1,326,162.90","14,919,234.33","13,236,679.36","16,683,782.44","5,447,617.81","5,447,617.81","5,467,308.99","188,896.16","198,703.85","198,703.85","900,806.24",,"1,299,113.43","943,290.43","86,829.44","6,837.61","19,312.48","191,735,750.21","406,818,119.38","244,626,070.81","255,528,070.81","246,430,770.81"
五、现金及现金等价物净增加额,"11,243,942.28","2,887,529.76","31,794,682.16","-23,885,779.09","96,596,464.68","39,733,232.34","50,631,580.92","58,723,312.78","57,176,970.14","11,425,821.65","79,944,463.21","-51,282,904.18","-46,498,529.78","-16,523,331.72","2,261,522.70","-18,345,237.46","-65,926,433.01","-72,650,821.36","-36,807,479.21","-34,744,165.08","-19,528,973.59","16,505,701.10","101,640,365.27","197,525,532.00","136,063,633.39","207,114,559.38","232,867,008.37","56,206,205.83","38,566,462.34","48,224,044.88","153,600,442.58","-776,818.60","33,183,076.46","93,738,567.83","231,434,785.70","-84,746,431.66","-238,286,532.21","-247,720,887.37","-149,388,156.96","72,312,175.15","23,441,806.07","-10,838,760.28"
购建固定资产、无形资产和其他长期资产支付的现金,"7,664,778.04","21,665,091.12","33,927,794.30","8,022,814.76","15,661,483.45","34,797,660.27","53,843,245.61","7,433,465.01","22,725,626.52","52,453,700.88","49,476,117.55","21,348,433.29","26,090,893.12","5,209,049.82","56,855,699.89","1,016,180.92","12,526,739.99","13,040,869.12","33,390,778.03","4,755,431.12","10,856,316.71","52,078,483.02","77,852,862.05","15,787,726.35","35,175,942.95","57,804,383.31","67,252,769.98","12,602,840.68","44,691,664.01","53,308,910.99","72,137,390.56","18,632,943.25","37,209,725.10","63,480,980.61","71,401,410.45","44,058,541.50","65,596,359.23","146,278,833.87","173,139,990.32","11,911,872.75","21,720,306.24","40,558,428.37"
期初现金及现金等价物余额,"39,249,523.21","39,249,523.21","39,249,523.21","71,044,205.37","71,044,205.37","71,044,205.37","44,794,205.37","95,425,786.29","95,425,786.29","95,425,786.29","95,425,786.29","175,370,249.50","175,370,249.50","173,556,116.74","175,370,249.50","185,673,972.20","184,631,772.20","184,631,772.20","177,631,772.20","140,824,292.99","140,824,292.99","140,824,292.99","140,824,292.99","242,464,658.26","242,464,658.26","242,464,658.26","242,464,658.26",,"475,331,666.63","475,331,666.63","475,331,666.63","628,932,109.21","628,932,109.21","628,932,109.21","628,932,109.21","860,366,894.91","860,366,894.91","860,366,894.91","860,366,894.91","721,880,737.95","710,978,737.95","710,978,737.95"
投资支付的现金,,"282,375.00",,,"769,120.77",,"5,217,503.43","138,736.00","2,225,800.00","2,225,800.00","10,997,090.00",,,"934,170.00","377,720.00","1,382,000.00","16,214,252.44","32,368,848.44","8,891,200.00",,"46,717,517.00",,,"62,048,100.00","41,000,000.00","41,000,000.00",,,,,,,,"1,000,000.00","11,000,000.00","24,450,000.00","164,450,000.00","354,450,000.00","555,772,000.00","90,600,000.00","104,790,300.00","167,190,300.00"
期末现金及现金等价物余额,"50,493,465.49","42,137,052.97","71,044,205.37","47,158,426.28","167,640,670.05","110,777,437.71","95,425,786.29","154,149,099.07","152,602,756.43","106,851,607.94","175,370,249.50","124,087,345.32","128,871,719.72","157,032,785.02","177,631,772.20","167,328,734.74","118,705,339.19","111,980,950.84","140,824,292.99","106,080,127.91","121,295,319.40","157,329,994.09","242,464,658.26","439,990,190.26","378,528,291.65","449,579,217.64","475,331,666.63","56,206,205.83","513,898,128.97","523,555,711.51","628,932,109.21","628,155,290.61","662,115,185.67","722,670,677.04","860,366,894.91","775,620,463.25","622,080,362.70","612,646,007.54","710,978,737.95","794,192,913.10","734,420,544.02","700,139,977.67"
